word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,PUNCT,SCONJ,VERB,X
separate,4,0,0,0,0,0,0,0,0,0,0
contingent,0,0,0,0,0,1,0,0,0,0,0
parade,0,0,0,0,0,1,0,0,0,0,0
enumeration,0,0,0,0,0,2,0,0,0,0,0
national,3,0,0,0,0,0,0,0,0,0,0
racial,2,0,0,0,0,0,0,0,0,0,0
huge,7,0,0,0,0,0,0,0,0,0,0
constituent,1,0,0,0,0,0,0,0,0,0,0
method,0,0,0,0,0,5,0,0,0,0,0
successive,2,0,0,0,0,0,0,0,0,0,0
exception,0,0,0,0,0,3,0,0,0,0,0
treat,0,0,0,0,0,0,0,0,0,8,0
attack,0,0,0,0,0,5,0,0,0,6,0
immensely,0,0,2,0,0,0,0,0,0,0,0
unique,2,0,0,0,0,0,0,0,0,0,0
iii,0,0,0,0,0,0,1,0,0,0,0
failure,0,0,0,0,0,1,0,0,0,0,0
madness,0,0,0,0,0,1,0,0,0,0,0
struggle,0,0,0,0,0,5,0,0,0,0,0
choice,0,0,0,0,0,3,0,0,0,0,0
northwest,2,0,0,0,0,4,0,0,0,0,0
internal,2,0,0,0,0,0,0,0,0,0,0
suppress,0,0,0,0,0,0,0,0,0,1,0
scythian,2,0,0,0,0,0,0,0,0,0,0
propose,0,0,0,0,0,0,0,0,0,4,0
submission,0,0,0,0,0,4,0,0,0,0,0
simultaneous,1,0,0,0,0,0,0,0,0,0,0
narration,0,0,0,0,0,2,0,0,0,0,0
conceal,0,0,0,0,0,0,0,0,0,1,0
infinite,1,0,0,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,3,0,0,0,0,0
positively,0,0,1,0,0,0,0,0,0,0,0
misleading,1,0,0,0,0,0,0,0,0,0,0
insofar,0,0,1,0,0,0,0,0,0,0,0
straightforward,2,0,0,0,0,0,0,0,0,0,0
example,0,0,0,0,0,5,0,0,0,0,0
custom,0,0,0,0,0,9,0,0,0,0,0
wish,0,0,0,0,0,0,0,0,0,3,0
situation,0,0,0,0,0,6,0,0,0,0,0
relevant,1,0,0,0,0,0,0,0,0,0,0
achieve,0,0,0,0,0,0,0,0,0,5,0
digression,0,0,0,0,0,3,0,0,0,0,0
skillfully,0,0,1,0,0,0,0,0,0,0,0
action,0,0,0,0,0,5,0,0,0,0,0
mainland,0,0,0,0,0,2,0,0,0,0,0
subjugate,0,0,0,0,0,0,0,0,0,4,0
past,3,1,0,0,0,3,0,0,0,0,0
powerful,9,0,0,0,0,0,0,0,0,0,0
ionian,1,0,0,0,0,0,0,0,0,0,0
doric,1,0,0,0,0,0,0,0,0,0,0
touch,0,0,0,0,0,0,0,0,0,3,0
conservative,2,0,0,0,0,0,0,0,0,0,0
character,0,0,0,0,0,4,0,0,0,0,0
help,0,0,0,0,0,3,0,0,0,5,0
remarkable,2,0,0,0,0,0,0,0,0,0,0
feature,0,0,0,0,0,1,0,0,0,0,0
love,0,0,0,0,0,2,0,0,0,1,0
gift,0,0,0,0,0,5,0,0,0,0,0
narrate,0,0,0,0,0,0,0,0,0,2,0
storyteller,0,0,0,0,0,1,0,0,0,0,0
unlike,0,2,0,0,0,0,0,0,0,0,0
amusing,1,0,0,0,0,0,0,0,0,0,0
dialogue,0,0,0,0,0,1,0,0,0,0,0
figure,0,0,0,0,0,4,0,0,0,0,0
persist,0,0,0,0,0,0,0,0,0,1,0
historiography,0,0,0,0,0,3,0,0,0,0,0
occasion,0,0,0,0,0,4,0,0,0,0,0
foreshadow,0,0,0,0,0,0,0,0,0,2,0
talk,0,0,0,0,0,1,0,0,0,0,0
prosperity,0,0,0,0,0,1,0,0,0,0,0
slippery,1,0,0,0,0,0,0,0,0,0,0
particularly,0,0,7,0,0,0,0,0,0,0,0
folly,0,0,0,0,0,1,0,0,0,0,0
clear,5,0,0,0,0,0,0,0,0,1,0
illustration,0,0,0,0,0,3,0,0,0,0,0
moral,2,0,0,0,0,0,0,0,0,0,0
viewpoint,0,0,0,0,0,1,0,0,0,0,0
reasoning,0,0,0,0,0,1,0,0,0,0,0
win,0,0,0,0,0,0,0,0,0,13,0
irretrievably,0,0,1,0,0,0,0,0,0,0,0
pride,0,0,0,0,0,1,0,0,0,0,0
matter,0,0,0,0,0,10,0,0,0,0,0
true,7,0,0,0,0,0,0,0,0,0,0
divine,9,0,0,0,0,0,0,0,0,0,0
retribution,0,0,0,0,0,1,0,0,0,0,0
punishment,0,0,0,0,0,3,0,0,0,0,0
impiety,0,0,0,0,0,1,0,0,0,0,0
emphasis,0,0,0,0,0,1,0,0,0,0,0
intervention,0,0,0,0,0,1,0,0,0,0,0
god,0,0,0,0,0,7,0,0,0,0,0
fundamentally,0,0,1,0,0,0,0,0,0,0,0
rationalistic,1,0,0,0,0,0,0,0,0,0,0
approach,0,0,0,0,0,3,0,0,0,3,0
epochal,1,0,0,0,0,0,0,0,0,0,0
innovation,0,0,0,0,0,2,0,0,0,0,0
eye,0,0,0,0,0,2,0,0,0,0,0
indefatigable,1,0,0,0,0,0,0,0,0,0,0
fellow,3,0,0,0,0,0,0,0,0,0,0
tolerance,0,0,0,0,0,1,0,0,0,0,0
bias,0,0,0,0,0,1,0,0,0,0,0
barbarian,1,0,0,0,0,5,0,0,0,0,0
naive,1,0,0,0,0,0,0,0,0,0,0
easily,0,0,1,0,0,0,0,0,0,0,0
credulous,1,0,0,0,0,0,0,0,0,0,0
readable,1,0,0,0,0,0,0,0,0,0,0
importance,0,0,0,0,0,10,0,0,0,0,0
means,0,0,0,0,0,2,0,0,0,0,0
evident,2,0,0,0,0,0,0,0,0,0,0
strategy,0,0,0,0,0,3,0,0,0,0,0
dependence,0,0,0,0,0,1,0,0,0,0,0
decisive,5,0,0,0,0,0,0,0,0,0,0
naval,4,0,0,0,0,0,0,0,0,0,0
summary,0,0,0,0,0,1,0,0,0,0,0
commonly,0,0,3,0,0,0,0,0,0,0,0
content,2,0,0,0,0,2,0,0,0,0,0
trivial,2,0,0,0,0,0,0,0,0,0,0
motive,0,0,0,0,0,1,0,0,0,0,0
territorial,2,0,0,0,0,0,0,0,0,0,0
law,0,0,0,0,0,7,0,0,0,0,0
keen,1,0,0,0,0,0,0,0,0,0,0
understanding,0,0,0,0,0,2,0,0,0,0,0
rise,0,0,0,0,0,4,0,0,0,3,0
confirm,0,0,0,0,0,0,0,0,0,3,0
equality,0,0,0,0,0,1,0,0,0,0,0
rivalry,0,0,0,0,0,3,0,0,0,0,0
primacy,0,0,0,0,0,1,0,0,0,0,0
question,0,0,0,0,0,6,0,0,0,0,0
glorious,1,0,0,0,0,0,0,0,0,0,0
train,0,0,0,0,0,4,0,0,0,0,0
quarrel,0,0,0,0,0,5,0,0,0,0,0
quarreling,0,0,0,0,0,1,0,0,0,0,0
devastating,1,0,0,0,0,0,0,0,0,0,0
internecine,1,0,0,0,0,0,0,0,0,0,0
strife,0,0,0,0,0,1,0,0,0,0,0
additional,3,0,0,0,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,4,0
moroccan,1,0,0,0,0,0,0,0,0,0,0
punic,2,0,0,0,0,0,0,0,0,0,0
farth,4,0,0,0,0,0,0,0,0,0,0
post,0,0,0,0,0,4,0,0,0,0,0
evidently,0,0,2,0,0,0,0,0,0,0,0
actually,0,0,4,0,0,0,0,0,0,0,0
translation,0,0,0,0,0,9,0,0,0,0,0
inscription,0,0,0,0,0,2,0,0,0,0,0
celebrated,3,0,0,0,0,0,0,0,0,0,0
overthrow,0,0,0,0,0,1,0,0,0,3,0
macedonian,11,0,0,0,0,0,0,0,0,0,0
lay,0,0,0,0,0,0,0,0,0,9,0
foundation,0,0,0,0,0,1,0,0,0,0,0
hellenistic,2,0,0,0,0,0,0,0,0,0,0
charisma,0,0,0,0,0,1,0,0,0,0,0
organizational,1,0,0,0,0,0,0,0,0,0,0
skill,0,0,0,0,0,1,0,0,0,0,0
fortune,0,0,0,0,0,7,0,0,0,0,0
exotic,2,0,0,0,0,0,0,0,0,0,0
lifetime,0,0,0,0,0,4,0,0,0,0,0
hero,0,0,0,0,0,4,0,0,0,0,0
legend,0,0,0,0,0,6,0,0,0,0,0
sketchy,1,0,0,0,0,0,0,0,0,0,0
resemblance,0,0,0,0,0,1,0,0,0,0,0
career,0,0,0,0,0,10,0,0,0,0,0
philosophy,0,0,0,0,0,5,0,0,0,0,0
medicine,0,0,0,0,0,1,0,0,0,0,0
investigation,0,0,0,0,0,1,0,0,0,0,0
student,0,0,0,0,0,1,0,0,0,0,0
teacher,0,0,0,0,0,3,0,0,0,0,0
narrow,3,0,0,0,0,0,0,0,0,0,0
precept,0,0,0,0,0,1,0,0,0,0,0
non,4,0,0,0,0,2,0,0,0,0,0
slave,0,0,0,0,0,2,0,0,0,0,0
charge,0,0,0,0,0,3,0,0,0,0,0
thracian,1,0,0,0,0,0,0,0,0,0,0
left,4,0,0,0,0,0,0,0,0,0,0
wing,0,0,0,0,0,1,0,0,0,0,0
display,0,0,0,0,0,1,0,0,0,3,0
courage,0,0,0,0,0,1,0,0,0,0,0
break,0,0,0,0,0,1,0,0,0,9,0
soldier,0,0,0,0,0,9,0,0,0,0,0
divorce,0,0,0,0,0,0,0,0,0,3,0
feast,0,0,0,0,0,4,0,0,0,1,0
celebrate,0,0,0,0,0,0,0,0,0,5,0
marriage,0,0,0,0,0,2,0,0,0,0,0
flee,0,0,0,0,0,0,0,0,0,5,0
afterward,0,0,7,0,0,0,0,0,0,0,0
reconcile,0,0,0,0,0,0,0,0,0,2,0
heir,0,0,0,0,0,2,0,0,0,0,0
jeopardize,0,0,0,0,0,0,0,0,0,1,0
assassination,0,0,0,0,0,4,0,0,0,0,0
acclaim,0,0,0,0,0,0,0,0,0,2,0
succeed,0,0,0,0,0,0,0,0,0,7,0
opposition,0,0,0,0,0,7,0,0,0,0,0
execute,0,0,0,0,0,0,0,0,0,6,0
allege,0,0,0,0,0,0,0,0,0,3,0
murder,0,0,0,0,0,1,0,0,0,6,0
faction,0,0,0,0,0,1,0,0,0,0,0
oppose,0,0,0,0,0,0,0,0,0,3,0
recover,0,0,0,0,0,0,0,0,0,4,0
waver,0,0,0,0,0,0,0,0,0,1,0
assembly,0,0,0,0,0,4,0,0,0,0,0
generalissimo,0,0,0,0,0,1,0,0,0,0,0
forthcoming,1,0,0,0,0,0,0,0,0,0,0
initiate,0,0,0,0,0,0,0,0,0,4,0
pythian,1,0,0,0,0,0,0,0,0,0,0
priestess,0,0,0,0,0,1,0,0,0,0,0
invincible,1,0,0,0,0,0,0,0,0,0,0
spring,0,0,0,0,0,8,0,0,0,0,0
crush,0,0,0,0,0,0,0,0,0,10,0
shatter,0,0,0,0,0,0,0,0,0,1,0
rumour,0,0,0,0,0,2,0,0,0,1,0
precipitate,0,0,0,0,0,0,0,0,0,1,0
democrat,0,0,0,0,0,1,0,0,0,0,0
urge,0,0,0,0,0,1,0,0,0,2,0
vote,0,0,0,0,0,1,0,0,0,1,0
refuse,0,0,0,0,0,0,0,0,0,8,0
surrender,0,0,0,0,0,3,0,0,0,5,0
entry,0,0,0,0,0,3,0,0,0,0,0
raze,0,0,0,0,0,0,0,0,0,1,0
ground,0,0,0,0,0,3,0,0,0,0,0
spare,0,0,0,0,0,0,0,0,0,1,0
house,0,0,0,0,0,6,0,0,0,0,0
lyric,1,0,0,0,0,0,0,0,0,0,0
poet,0,0,0,0,0,5,0,0,0,0,0
survivor,0,0,0,0,0,3,0,0,0,0,0
sell,0,0,0,0,0,0,0,0,0,1,0
slavery,0,0,0,0,0,2,0,0,0,0,0
cow,0,0,0,0,0,0,0,0,0,2,0
severity,0,0,0,0,0,2,0,0,0,0,0
afford,0,0,0,0,0,0,0,0,0,1,0
leniently,0,0,1,0,0,0,0,0,0,0,0
garrison,0,0,0,0,0,2,0,0,0,0,0
citadel,0,0,0,0,0,1,0,0,0,0,0
accession,0,0,0,0,0,1,0,0,0,0,0
maintain,0,0,0,0,0,0,0,0,0,4,0
pay,0,0,0,0,0,0,0,0,0,2,0
talent,0,0,0,0,0,5,0,0,0,0,0
currency,0,0,0,0,0,1,0,0,0,0,0
successfully,0,0,4,0,0,0,0,0,0,0,0
reveal,0,0,0,0,0,0,0,0,0,2,0
vulnerability,0,0,0,0,0,1,0,0,0,0,0
cavalry,0,0,0,0,0,14,0,0,0,0,0
expect,0,0,0,0,0,0,0,0,0,3,0
faithfully,0,0,3,0,0,0,0,0,0,0,0
deputy,0,0,0,0,0,2,0,0,0,0,0
foot,0,0,0,0,0,8,0,0,0,0,0
balanced,2,0,0,0,0,0,0,0,0,0,0
combination,0,0,0,0,0,2,0,0,0,0,0
lightly,0,0,1,0,0,0,0,0,0,0,0
armed,2,0,0,0,0,0,0,0,0,0,0
cretan,1,0,0,0,0,0,0,0,0,0,0
archer,0,0,0,0,0,1,0,0,0,0,0
agrianian,1,0,0,0,0,0,0,0,0,0,0
javelin,0,0,0,0,0,1,0,0,0,0,0
pitched,1,0,0,0,0,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,1,0
core,0,0,0,0,0,1,0,0,0,0,0
issue,0,0,0,0,0,6,0,0,0,0,0
undecided,1,0,0,0,0,0,0,0,0,0,0
strong,5,0,0,0,0,0,0,0,0,0,0
infantry,0,0,0,0,0,2,0,0,0,0,0
phalanx,0,0,0,0,0,2,0,0,0,0,0
spear,0,0,0,0,0,1,0,0,0,0,0
shield,0,0,0,0,0,1,0,0,0,0,0
battalion,0,0,0,0,0,2,0,0,0,0,0
hypaspist,0,0,0,0,0,1,0,0,0,0,0
secure,0,0,0,0,0,0,0,0,0,11,0
foothold,0,0,0,0,0,2,0,0,0,0,0
supporter,0,0,0,0,0,2,0,0,0,0,0
entrench,0,0,0,0,0,0,0,0,0,1,0
responsibility,0,0,0,0,0,2,0,0,0,0,0
outset,0,0,0,0,0,1,0,0,0,0,0
envisage,0,0,0,0,0,0,0,0,0,2,0
unlimited,1,0,0,0,0,0,0,0,0,0,0
operation,0,0,0,0,0,3,0,0,0,0,0
surveyor,0,0,0,0,0,1,0,0,0,0,0
mosaic,0,0,0,0,0,1,0,0,0,0,0
romantic,1,0,0,0,0,0,0,0,0,0,0
gesture,0,0,0,0,0,1,0,0,0,0,0
confront,0,0,0,0,0,0,0,0,0,1,0
satrap,0,0,0,0,0,14,0,0,0,0,0
provincial,6,0,0,0,0,0,0,0,0,0,0
governor,0,0,0,0,0,12,0,0,0,0,0
tempt,0,0,0,0,0,0,0,0,0,1,0
melee,0,0,0,0,0,1,0,0,0,0,0
line,0,0,0,0,0,6,0,0,0,0,0
mercenary,0,0,0,0,0,5,0,0,0,0,0
massacre,0,0,0,0,0,3,0,0,0,4,0
chain,0,0,0,0,0,2,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,0,1,0
hasten,0,0,0,0,0,0,0,0,0,2,0
gate,0,0,0,0,0,1,0,0,0,0,0
tyrant,0,0,0,0,0,1,0,0,0,0,0
expel,0,0,0,0,0,0,0,0,0,3,0
democracy,0,0,0,0,0,1,0,0,0,0,0
instal,0,0,0,0,0,0,0,0,0,2,0
underline,0,0,0,0,0,0,0,0,0,1,0
panhellenic,2,0,0,0,0,0,0,0,0,0,0
symbolize,0,0,0,0,0,0,0,0,0,1,0
sending,0,0,0,0,0,1,0,0,0,0,0
panoply,0,0,0,0,0,1,0,0,0,0,0
armour,0,0,0,0,0,1,0,0,0,0,0
offering,0,0,0,0,0,1,0,0,0,0,0
dedicate,0,0,0,0,0,0,0,0,0,1,0
inhabit,0,0,0,0,0,0,0,0,0,5,0
formula,0,0,0,0,0,1,0,0,0,0,0
noteworthy,3,0,0,0,0,0,0,0,0,0,0
omission,0,0,0,0,0,1,0,0,0,0,0
facto,0,0,0,0,0,0,0,0,0,0,1
appointment,0,0,0,0,0,2,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,0,1,0
encourage,0,0,0,0,0,0,0,0,0,6,0
proximity,0,0,0,0,0,1,0,0,0,0,0
resist,0,0,0,0,0,0,0,0,0,6,0
assault,0,0,0,0,0,1,0,0,0,0,0
disband,0,0,0,0,0,0,0,0,0,1,0
costly,1,0,0,0,0,0,0,0,0,0,0
navy,0,0,0,0,0,1,0,0,0,0,0
announce,0,0,0,0,0,0,0,0,0,2,0
storm,0,0,0,0,0,5,0,0,0,3,0
widow,0,0,0,0,0,4,0,0,0,0,0
sister,0,0,0,0,0,1,0,0,0,0,0
restore,0,0,0,0,0,0,0,0,0,1,0
satrapy,0,0,0,0,0,1,0,0,0,0,0
winter,0,0,0,0,0,11,0,0,0,2,0
road,0,0,0,0,0,3,0,0,0,0,0
cliff,0,0,0,0,0,3,0,0,0,0,0
change,0,0,0,0,0,3,0,0,0,6,0
wind,0,0,0,0,0,2,0,0,0,0,0
interpret,0,0,0,0,0,0,0,0,0,4,0
mark,0,0,0,0,0,2,0,0,0,4,0
flatterer,0,0,0,0,0,1,0,0,0,0,0
cutting,0,0,0,0,0,1,0,0,0,0,0
gordian,1,0,0,0,0,0,0,0,0,0,0
knot,0,0,0,0,0,1,0,0,0,0,0
apocryphal,2,0,0,0,0,0,0,0,0,0,0
distorted,3,0,0,0,0,0,0,0,0,0,0
benefit,0,0,0,0,0,0,0,0,0,2,0
sudden,3,0,0,0,0,0,0,0,0,0,0
competent,1,0,0,0,0,0,0,0,0,0,0
fever,0,0,0,0,0,1,0,0,0,0,0
intelligence,0,0,0,0,0,1,0,0,0,0,0
side,0,0,0,0,0,2,0,0,0,0,0
faulty,2,0,0,0,0,0,0,0,0,0,0
encamp,0,0,0,0,0,0,0,0,0,2,0
astride,0,1,0,0,0,0,0,0,0,0,0
communication,0,0,0,0,0,5,0,0,0,0,0
autumn,0,0,0,0,0,3,0,0,0,0,0
rout,0,0,0,0,0,1,0,0,0,0,0
chivalrous,1,0,0,0,0,0,0,0,0,0,0
care,0,0,0,0,0,2,0,0,0,0,0
mediterranean,6,0,0,0,0,0,0,0,0,0,0
egypt,0,0,0,0,0,1,0,0,0,0,0
object,0,0,0,0,0,3,0,0,0,0,0
isolate,0,0,0,0,0,0,0,0,0,2,0
effective,2,0,0,0,0,0,0,0,0,0,0
quietly,0,0,1,0,0,0,0,0,0,0,0
ahead,0,0,1,0,0,0,0,0,0,0,0
rich,3,0,0,0,0,0,0,0,0,0,0
booty,0,0,0,0,0,2,0,0,0,0,0
chest,0,0,0,0,0,1,0,0,0,0,0
reply,0,0,0,0,0,3,0,0,0,1,0
letter,0,0,0,0,0,8,0,0,0,0,0
offer,0,0,0,0,0,2,0,0,0,9,0
peace,0,0,0,0,0,2,0,0,0,0,0
arrogantly,0,0,1,0,0,0,0,0,0,0,0
recapitulate,0,0,0,0,0,0,0,0,0,1,0
historic,2,0,0,0,0,0,0,0,0,0,0
wrong,0,0,0,0,0,1,0,0,0,0,0
demand,0,0,0,0,0,4,0,0,0,1,0
unconditional,1,0,0,0,0,0,0,0,0,0,0
arabic,3,0,0,0,0,0,0,0,0,0,0
check,0,0,0,0,0,1,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,0,4,0
siegecraft,0,0,0,0,0,2,0,0,0,0,0
seven,0,0,0,0,0,0,5,0,0,0,0
meantime,0,0,0,0,0,1,0,0,0,0,0
counterattack,0,0,0,0,0,0,0,0,0,1,0
recapture,0,0,0,0,0,0,0,0,0,2,0
siege,0,0,0,0,0,8,0,0,0,0,0
progress,0,0,0,0,0,3,0,0,0,0,0
ransom,0,0,0,0,0,2,0,0,0,0,0
cede,0,0,0,0,0,0,0,0,0,1,0
retort,0,0,0,0,0,1,0,0,0,0,0
storming,0,0,0,0,0,3,0,0,0,0,0
achievement,0,0,0,0,0,11,0,0,0,0,0
attend,0,0,0,0,0,0,0,0,0,2,0
carnage,0,0,0,0,0,1,0,0,0,0,0
sale,0,0,0,0,0,1,0,0,0,0,0
child,0,0,0,0,0,8,0,0,0,0,0
high,9,0,1,0,0,0,0,0,0,0,0
mound,0,0,0,0,0,1,0,0,0,0,0
bitter,2,0,0,0,0,0,0,0,0,0,0
halt,0,0,0,0,0,0,0,0,0,1,0
sustain,0,0,0,0,0,0,0,0,0,1,0
shoulder,0,0,0,0,0,1,0,0,0,0,0
wound,0,0,0,0,0,2,0,0,0,1,0
sortie,0,0,0,0,0,1,0,0,0,0,0
aside,0,0,2,0,0,0,0,0,0,0,0
deliverer,0,0,0,0,0,1,0,0,0,0,0
wisely,0,0,1,0,0,0,0,0,0,0,0
sacrifice,0,0,0,0,0,0,0,0,0,1,0
bull,0,0,0,0,0,1,0,0,0,0,0
double,1,0,0,0,0,0,0,0,0,1,0
native,10,0,0,0,0,1,0,0,0,0,0
priest,0,0,0,0,0,4,0,0,0,0,0
placate,0,0,0,0,0,0,0,0,0,1,0
organize,0,0,0,0,0,0,0,0,0,6,0
keep,0,0,0,0,0,0,0,0,0,2,0
protect,0,0,0,0,0,0,0,0,0,1,0
rhodian,2,0,0,0,0,0,0,0,0,0,0
flooding,0,0,0,0,0,1,0,0,0,0,0
embroider,0,0,0,0,0,0,0,0,0,1,0
flattering,1,0,0,0,0,0,0,0,0,0,0
oasis,0,0,0,0,0,4,0,0,0,0,0
salutation,0,0,0,0,0,1,0,0,0,0,0
consult,0,0,0,0,0,0,0,0,0,1,0
incident,0,0,0,0,0,2,0,0,0,0,0
deification,0,0,0,0,0,1,0,0,0,0,0
instead,0,0,5,0,0,0,0,0,0,0,0
plain,0,0,0,0,0,2,0,0,0,0,0
escape,0,0,0,0,0,0,0,0,0,5,0
bactrian,1,0,0,0,0,0,0,0,0,0,0
conjunction,0,0,0,0,0,1,0,0,0,0,0
exceptionally,0,0,1,0,0,0,0,0,0,0,0
grant,0,0,0,0,0,0,0,0,0,5,0
coin,0,0,0,0,0,1,0,0,0,1,0
priesthood,0,0,0,0,0,1,0,0,0,0,0
capital,0,0,0,0,0,14,0,0,0,0,0
release,0,0,0,0,0,1,0,0,0,1,0
treasure,0,0,0,0,0,2,0,0,0,0,0
amount,0,0,0,0,0,0,0,0,0,2,0
comfort,0,0,0,0,0,1,0,0,0,0,0
mountain,0,0,0,0,0,8,0,0,0,0,0
predecessor,0,0,0,0,0,2,0,0,0,0,0
ceremonially,0,0,1,0,0,0,0,0,0,0,0
burn,0,0,0,0,0,0,0,0,0,3,0
palace,0,0,0,0,0,1,0,0,0,0,0
symbol,0,0,0,0,0,1,0,0,0,0,0
revenge,0,0,0,0,0,2,0,0,0,0,0
probable,3,0,0,0,0,0,0,0,0,0,0
significance,0,0,0,0,0,3,0,0,0,0,0
drunken,3,0,0,0,0,0,0,0,0,0,0
frolic,0,0,0,0,0,1,0,0,0,0,0
athenian,1,0,0,0,0,0,0,0,0,0,0
courtesan,0,0,0,0,0,1,0,0,0,0,0
henceforward,0,0,2,0,0,0,0,0,0,0,0
wage,0,0,0,0,0,0,0,0,0,1,0
purely,0,0,1,0,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,2,0
view,0,0,0,0,0,4,0,0,0,2,0
joint,1,0,0,0,0,0,0,0,0,0,0
augment,0,0,0,0,0,0,0,0,0,1,0
misunderstanding,0,0,0,0,0,2,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,0,1,0
pursuit,0,0,0,0,0,3,0,0,0,0,0
retreat,0,0,0,0,0,0,0,0,0,1,0
assemble,0,0,0,0,0,0,0,0,0,2,0
entrust,0,0,0,0,0,0,0,0,0,2,0
treasurer,0,0,0,0,0,2,0,0,0,0,0
irksome,1,0,0,0,0,0,0,0,0,0,0
midsummer,0,0,0,0,0,1,0,0,0,0,0
speed,0,0,0,0,0,1,0,0,0,0,0
depose,0,0,0,0,0,0,0,0,0,1,0
skirmish,0,0,0,0,0,2,0,0,0,0,0
usurper,0,0,0,0,0,1,0,0,0,0,0
stab,0,0,0,0,0,0,0,0,0,3,0
burial,0,0,0,0,0,2,0,0,0,0,0
honour,0,0,0,0,0,7,0,0,0,2,0
tomb,0,0,0,0,0,2,0,0,0,0,0
lord,0,0,0,0,0,2,0,0,0,0,0
asian,6,0,0,0,0,0,0,0,0,0,0
seize,0,0,0,0,0,0,0,0,0,6,0
office,0,0,0,0,0,13,0,0,0,0,0
diversion,0,0,0,0,0,1,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,5,0
rapid,1,0,0,0,0,0,0,0,0,0,0
step,0,0,0,0,0,3,0,0,0,0,0
implicate,0,0,0,0,0,0,0,0,0,1,0
plot,0,0,0,0,0,2,0,0,0,0,0
condemn,0,0,0,0,0,0,0,0,0,2,0
secret,2,0,0,0,0,0,0,0,0,0,0
message,0,0,0,0,0,2,0,0,0,0,0
obediently,0,0,1,0,0,0,0,0,0,0,0
assassinate,0,0,0,0,0,0,0,0,0,3,0
ruthless,1,0,0,0,0,0,0,0,0,0,0
excite,0,0,0,0,0,0,0,0,0,1,0
horror,0,0,0,0,0,2,0,0,0,0,0
strengthen,0,0,0,0,0,0,0,0,0,2,0
relative,3,0,0,0,0,4,0,0,0,0,0
critic,0,0,0,0,0,1,0,0,0,0,0
adherent,0,0,0,0,0,1,0,0,0,0,0
eliminate,0,0,0,0,0,0,0,0,0,3,0
reorganize,0,0,0,0,0,0,0,0,0,3,0
squadron,0,0,0,0,0,2,0,0,0,0,0
hipparchie,0,0,0,0,0,1,0,0,0,0,0
friend,0,0,0,0,0,8,0,0,0,0,0
valley,0,0,0,0,0,3,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,9,0
satrapie,0,0,0,0,0,3,0,0,0,0,0
metre,0,0,0,0,0,2,0,0,0,0,0
shortage,0,0,0,0,0,2,0,0,0,0,0
outflank,0,0,0,0,0,0,0,0,0,1,0
sogdian,1,0,0,0,0,0,0,0,0,0,0
capture,0,0,0,0,0,0,0,0,0,5,0
flog,0,0,0,0,0,0,0,0,0,1,0
mutilate,0,0,0,0,0,0,0,0,0,1,0
nose,0,0,0,0,0,1,0,0,0,0,0
ear,0,0,0,0,0,1,0,0,0,0,0
publicly,0,0,2,0,0,0,0,0,0,0,0
nomad,0,0,0,0,0,12,0,0,0,0,0
catapult,0,0,0,0,0,2,0,0,0,0,0
bank,0,0,0,0,0,7,0,0,0,0,0
interior,0,0,0,0,0,1,0,0,0,0,0
confederacy,0,0,0,0,0,1,0,0,0,0,0
opponent,0,0,0,0,0,11,0,0,0,0,0
determined,4,0,0,0,0,0,0,0,0,0,0
baron,0,0,0,0,0,1,0,0,0,0,0
volunteer,0,0,0,0,0,1,0,0,0,0,0
crag,0,0,0,0,0,1,0,0,0,0,0
captive,0,0,0,0,0,2,0,0,0,0,0
reconciliation,0,0,0,0,0,2,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,0,9,0
widen,0,0,0,0,0,0,0,0,0,1,0
breach,0,0,0,0,0,2,0,0,0,0,0
trusted,1,0,0,0,0,0,0,0,0,0,0
excessive,2,0,0,0,0,0,0,0,0,0,0
remorse,0,0,0,0,0,1,0,0,0,0,0
decree,0,0,0,0,0,3,0,0,0,0,0
convict,0,0,0,0,0,0,0,0,0,2,0
posthumously,0,0,2,0,0,0,0,0,0,0,0
treason,0,0,0,0,0,1,0,0,0,0,0
absolutism,0,0,0,0,0,1,0,0,0,0,0
attitude,0,0,0,0,0,1,0,0,0,0,0
expression,0,0,0,0,0,2,0,0,0,0,0
dress,0,0,0,0,0,1,0,0,0,1,0
ceremonial,1,0,0,0,0,0,0,0,0,0,0
prostration,0,0,0,0,0,1,0,0,0,0,0
proskynesis,0,0,0,0,0,1,0,0,0,0,0
habitual,1,0,0,0,0,0,0,0,0,0,0
imply,0,0,0,0,0,0,0,0,0,2,0
worship,0,0,0,0,0,1,0,0,0,1,0
intolerable,1,0,0,0,0,0,0,0,0,0,0
nephew,0,0,0,0,0,1,0,0,0,0,0
ostentatious,1,0,0,0,0,0,0,0,0,0,0
