word,ADJ,ADP,ADV,AUX,DET,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
northerly,1,0,0,0,0,0,0,0,0,0,0,0
solely,0,0,1,0,0,0,0,0,0,0,0,0
basis,0,0,0,0,0,18,0,0,0,0,0,0
group,0,0,0,0,0,91,0,0,0,0,1,0
considerable,44,0,0,0,0,0,0,0,0,0,0,0
town,0,0,0,0,0,38,0,0,0,0,0,0
agriculture,0,0,0,0,0,13,0,0,0,0,0,0
organize,0,0,0,0,0,0,0,0,0,0,31,0
network,0,0,0,0,0,10,0,0,0,0,0,0
market,0,0,0,0,0,24,0,0,0,0,0,0
monarchical,13,0,0,0,0,0,0,0,0,0,0,0
claim,0,0,0,0,0,14,0,0,0,0,25,0
descent,0,0,0,0,0,8,0,0,0,0,0,0
mythical,2,0,0,0,0,0,0,0,0,0,0,0
divine,2,0,0,0,0,1,0,0,0,0,0,0
founding,0,0,0,0,0,1,0,0,0,0,0,0
ancestor,0,0,0,0,0,6,0,0,0,0,0,0
tax,0,0,0,0,0,5,0,0,0,0,2,0
levy,0,0,0,0,0,1,0,0,0,0,4,0
tribute,0,0,0,0,0,7,0,0,0,0,0,0
village,0,0,0,0,0,14,0,0,0,0,0,0
retainer,0,0,0,0,0,1,0,0,0,0,0,0
hierarchy,0,0,0,0,0,5,0,0,0,0,0,0
think,0,0,0,0,0,0,0,0,0,0,17,0
northeastern,3,0,0,0,0,0,0,0,0,0,0,0
vast,12,0,0,0,0,0,0,0,0,0,0,0
tract,0,0,0,0,0,1,0,0,0,0,0,0
open,12,0,0,0,0,0,0,0,0,0,17,0
extend,0,0,0,0,0,0,0,0,0,0,41,0
southern,39,0,0,0,0,0,0,0,0,0,0,0
limit,0,0,0,0,0,9,0,0,0,0,7,0
rain,0,0,0,0,0,1,0,0,0,0,0,0
peninsula,0,0,0,0,0,15,0,0,0,0,0,0
highland,0,0,0,0,0,2,0,0,0,0,0,0
geographical,1,0,0,0,0,0,0,0,0,0,0,0
mention,0,0,0,0,0,0,0,0,0,0,2,0
frequently,0,0,5,0,0,0,0,0,0,0,0,0
discuss,0,0,0,0,0,0,0,0,0,0,1,0
dynasty,0,0,0,0,0,12,0,0,0,0,0,0
stimulate,0,0,0,0,0,0,0,0,0,0,8,0
internal,18,0,0,0,0,0,0,0,0,0,0,0
urbanization,0,0,0,0,0,2,0,0,0,0,0,0
certainly,0,0,9,0,0,0,0,0,0,0,0,0
increasingly,0,0,26,0,0,0,0,0,0,0,0,0
foundation,0,0,0,0,0,3,0,0,0,0,0,0
existence,0,0,0,0,0,12,0,0,0,0,0,0
author,0,0,0,0,0,4,0,0,0,0,0,0
east,2,0,9,0,0,28,0,0,0,0,0,0
extreme,4,0,0,0,0,0,0,0,0,0,0,0
west,14,0,5,0,0,34,0,0,0,0,0,0
broadly,0,0,3,0,0,0,0,0,0,0,0,0
confirm,0,0,0,0,0,0,0,0,0,0,8,0
local,60,0,0,0,0,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,0,5,0
interaction,0,0,0,0,0,7,0,0,0,0,0,0
community,0,0,0,0,0,40,0,0,0,0,0,0
confuse,0,0,0,0,0,0,0,0,0,0,1,0
namesake,0,0,0,0,0,1,0,0,0,0,0,0
considerably,0,0,7,0,0,0,0,0,0,0,0,0
level,0,0,0,0,0,13,0,0,0,0,1,0
presuppose,0,0,0,0,0,0,0,0,0,0,2,0
continue,0,0,0,0,0,0,0,0,0,0,66,0
extant,4,0,0,0,0,0,0,0,0,0,0,0
arabic,3,0,0,0,0,4,0,0,0,0,0,0
reference,0,0,0,0,0,3,0,0,0,0,0,0
middle,6,0,0,0,0,5,0,0,0,0,0,0
describe,0,0,0,0,0,0,0,0,0,0,6,0
court,0,0,0,0,0,18,0,0,0,0,1,0
detail,0,0,0,0,0,2,0,0,0,0,0,0
stone,0,0,0,0,0,6,0,0,0,0,0,0
inhabit,0,0,0,0,0,0,0,0,0,0,14,0
mud,0,0,0,0,0,4,0,0,0,0,0,0
wall,0,0,0,0,0,5,0,0,0,0,4,0
palace,0,0,0,0,0,7,0,0,0,0,0,0
apart,0,0,4,0,0,0,0,0,0,0,0,0
intervene,0,0,0,0,0,0,0,0,0,0,11,0
surround,0,0,0,0,0,0,0,0,0,0,8,0
farm,0,0,0,0,0,4,0,0,0,0,0,0
water,0,0,0,0,0,9,0,0,0,0,3,0
well,6,0,11,0,0,1,0,0,0,0,0,0
display,0,0,0,0,0,0,0,0,0,0,1,0
sign,0,0,0,0,0,2,0,0,0,0,14,0
satellite,2,0,0,0,0,2,0,0,0,0,0,0
ruler,0,0,0,0,0,47,0,0,0,0,0,0
principal,20,0,0,0,0,0,0,0,0,0,0,0
revenue,0,0,0,0,0,32,0,0,0,0,0,0
derive,0,0,0,0,0,0,0,0,0,0,10,0
regular,10,0,0,0,0,0,0,0,0,0,0,0
mainstay,0,0,0,0,0,4,0,0,0,0,0,0
deposit,0,0,0,0,0,7,0,0,0,0,1,0
description,0,0,0,0,0,1,0,0,0,0,0,0
archaeology,0,0,0,0,0,1,0,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,0,4,0
ruin,0,0,0,0,0,1,0,0,0,0,0,0
commercial,32,0,0,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,0,43,0,0,0,0,0,0
generally,0,0,18,0,0,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,0,2,0
relatively,0,0,21,0,0,0,0,0,0,0,0,0
undoubtedly,0,0,4,0,0,0,0,0,0,0,0,0
commercially,0,0,2,0,0,0,0,0,0,0,0,0
main,24,0,0,0,0,0,0,0,0,0,0,0
quasi,1,0,0,0,0,0,0,0,0,0,0,0
status,0,0,0,0,0,19,0,0,0,0,0,0
offend,0,0,0,0,0,0,0,0,0,0,2,0
principle,0,0,0,0,0,10,0,0,0,0,0,0
record,0,0,0,0,0,2,0,0,0,0,1,0
approximate,1,0,0,0,0,0,0,0,0,0,0,0
location,0,0,0,0,0,3,0,0,0,0,0,0
nucleus,0,0,0,0,0,2,0,0,0,0,0,0
similarly,0,0,5,0,0,0,0,0,0,0,0,0
prototype,0,0,0,0,0,2,0,0,0,0,0,0
ultimately,0,0,16,0,0,0,0,0,0,0,0,0
eclipse,0,0,0,0,0,0,0,0,0,0,2,0
possible,21,0,0,0,0,0,0,0,0,0,0,0
mutually,0,0,2,0,0,0,0,0,0,0,0,0
exclusive,3,0,0,0,0,0,0,0,0,0,0,0
explanation,0,0,0,0,0,4,0,0,0,0,0,0
origin,0,0,0,0,0,16,0,0,0,0,0,0
scholarship,0,0,0,0,0,7,0,0,0,0,0,0
reveal,0,0,0,0,0,0,0,0,0,0,4,0
pastoralist,0,0,0,0,0,12,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,0,4,0
libyan,10,0,0,0,0,0,0,0,0,0,0,0
plural,1,0,0,0,0,0,0,0,0,0,0,0
semitic,1,0,0,0,0,0,0,0,0,0,0,0
sudanese,5,0,0,0,0,0,0,0,0,0,0,0
onward,0,0,17,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,0,6,0
incentive,0,0,0,0,0,3,0,0,0,0,0,0
favour,0,0,0,0,0,8,0,0,0,0,5,0
late,39,0,4,0,0,0,0,0,0,0,0,0
hamitic,1,0,0,0,0,0,0,0,0,0,0,0
hypothesis,0,0,0,0,0,1,0,0,0,0,0,0
suppose,0,0,0,0,0,0,0,0,0,0,10,0
progress,0,0,0,0,0,11,0,0,0,0,0,0
infiltration,0,0,0,0,0,5,0,0,0,0,0,0
specifically,0,0,4,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,10,0,0,0,0,0,0
institution,0,0,0,0,0,14,0,0,0,0,0,0
monarchy,0,0,0,0,0,15,0,0,0,0,0,0
diffusion,0,0,0,0,0,1,0,0,0,0,0,0
valley,0,0,0,0,0,25,0,0,0,0,0,0
doubt,0,0,2,0,0,2,0,0,0,0,3,0
advance,0,0,0,0,0,18,0,0,0,0,11,0
southward,0,0,5,0,0,0,0,0,0,0,0,0
dynast,0,0,0,0,0,1,0,0,0,0,0,0
easy,5,0,0,0,0,0,0,0,0,0,0,0
mobile,4,0,0,0,0,0,0,0,0,0,0,0
pastoral,14,0,0,0,0,0,0,0,0,0,0,0
effective,31,0,0,0,0,0,0,0,0,0,0,0
transmitter,0,0,0,0,0,1,0,0,0,0,0,0
settle,0,0,0,0,0,0,0,0,0,0,28,0
probable,2,0,0,0,0,0,0,0,0,0,0,0
amalgamate,0,0,0,0,0,0,0,0,0,0,3,0
unit,0,0,0,0,0,16,0,0,0,0,0,0
interpret,0,0,0,0,0,0,0,0,0,0,3,0
sense,0,0,0,0,0,3,0,0,0,0,0,0
statehood,0,0,0,0,0,2,0,0,0,0,0,0
evolution,0,0,0,0,0,5,0,0,0,0,0,0
economy,0,0,0,0,0,52,0,0,0,0,0,0
mixed,4,0,0,0,0,0,0,0,0,0,0,0
contemporary,5,0,0,0,0,0,0,0,0,0,0,0
similar,13,0,0,0,0,0,0,0,0,0,0,0
desiccation,0,0,0,0,0,1,0,0,0,0,0,0
occasion,0,0,0,0,0,1,0,0,0,0,7,0
outflowing,0,0,0,0,0,1,0,0,0,0,0,0
favourable,5,0,0,0,0,0,0,0,0,0,0,0
riverine,2,0,0,0,0,0,0,0,0,0,0,0
lacustrine,1,0,0,0,0,0,0,0,0,0,0,0
environment,0,0,0,0,0,9,0,0,0,0,0,0
desire,0,0,0,0,0,4,0,0,0,0,4,0
avoid,0,0,0,0,0,0,0,0,0,0,4,0
conflict,0,0,0,0,0,42,0,0,0,0,0,0
surplus,0,0,0,0,0,3,0,0,0,0,0,0
exceptionally,0,0,2,0,0,0,0,0,0,0,0,0
fertile,1,0,0,0,0,0,0,0,0,0,0,0
constricted,1,0,0,0,0,0,0,0,0,0,0,0
dramatic,3,0,0,0,0,0,0,0,0,0,0,0
kingship,0,0,0,0,0,2,0,0,0,0,0,0
pharaoh,0,0,0,0,0,1,0,0,0,0,0,0
spectacular,2,0,0,0,0,0,0,0,0,0,0,0
note,0,0,0,0,0,1,0,0,0,0,5,0
favoured,1,0,0,0,0,0,0,0,0,0,0,0
edge,0,0,0,0,0,3,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,0,0,18,0
factor,0,0,0,0,0,11,0,0,0,0,0,0
distance,0,0,0,0,0,7,0,0,0,0,2,0
iron,0,0,0,0,0,14,0,0,0,0,0,0
case,0,0,0,0,0,18,0,0,0,0,0,0
notably,0,0,14,0,0,0,0,0,0,0,0,0
copper,0,0,0,0,0,7,0,0,0,0,0,0
horse,0,0,0,0,0,16,0,0,0,0,0,0
luxury,0,0,0,0,0,2,0,0,0,0,0,0
vital,3,0,0,0,0,0,0,0,0,0,0,0
scarce,3,0,0,0,0,0,0,0,0,0,0,0
coastland,0,0,0,0,0,16,0,0,0,0,0,0
offer,0,0,0,0,0,1,0,0,0,0,15,0
travel,0,0,0,0,0,4,0,0,0,0,4,0
historically,0,0,1,0,0,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,0,0,20,0
establishment,0,0,0,0,0,14,0,0,0,0,0,0
emergence,0,0,0,0,0,7,0,0,0,0,0,0
cessation,0,0,0,0,0,3,0,0,0,0,0,0
survive,0,0,0,0,0,0,0,0,0,0,17,0
encourage,0,0,0,0,0,0,0,0,0,0,18,0
expedition,0,0,0,0,0,8,0,0,0,0,0,0
plunder,0,0,0,0,0,1,0,0,0,0,1,0
classical,2,0,0,0,0,0,0,0,0,0,0,0
rock,0,0,0,0,0,4,0,0,0,0,0,0
engraving,0,0,0,0,0,3,0,0,0,0,0,0
chariot,0,0,0,0,0,2,0,0,0,0,0,0
use,0,0,0,0,0,10,0,0,0,0,7,0
short,7,0,6,0,0,0,0,0,0,0,0,0
raid,0,0,0,0,0,2,0,0,0,0,3,0
deploy,0,0,0,0,0,0,0,0,0,0,3,0
line,0,0,0,0,0,21,0,0,0,0,0,0
upper,7,0,0,0,0,0,0,0,0,0,0,0
alluvial,2,0,0,0,0,0,0,0,0,0,0,0
carthaginian,1,0,0,0,0,0,0,0,0,0,0,0
explore,0,0,0,0,0,0,0,0,0,0,2,0
possibility,0,0,0,0,0,6,0,0,0,0,0,0
direct,17,0,0,0,0,0,0,0,0,0,6,0
capable,4,0,0,0,0,0,0,0,0,0,0,0
remain,0,0,0,0,0,5,0,0,0,0,50,0
firmly,0,0,9,0,0,0,0,0,0,0,0,0
hand,0,0,0,0,0,21,0,0,0,0,3,0
pack,0,0,0,0,0,1,0,0,0,0,0,0
animal,0,0,0,0,0,5,0,0,0,0,0,0
supplant,0,0,0,0,0,0,0,0,0,0,2,0
vehicle,0,0,0,0,0,2,0,0,0,0,0,0
profit,0,0,0,0,0,8,0,0,0,0,3,0
obtain,0,0,0,0,0,0,0,0,0,0,12,0
distribute,0,0,0,0,0,0,0,0,0,0,2,0
mediterranean,2,0,0,0,0,0,0,0,0,0,0,0
collection,0,0,0,0,0,3,0,0,0,0,0,0
taxation,0,0,0,0,0,8,0,0,0,0,0,0
stock,0,0,0,0,0,3,0,0,0,0,0,0
client,0,0,0,0,0,4,0,0,0,0,0,0
expense,0,0,0,0,0,7,0,0,0,0,0,0
neighbour,0,0,0,0,0,13,0,0,0,0,16,0
mount,0,0,0,0,0,0,0,0,0,0,6,0
mobility,0,0,0,0,0,2,0,0,0,0,0,0
armed,11,0,0,0,0,0,0,0,0,0,0,0
tolerably,0,0,1,0,0,0,0,0,0,0,0,0
impact,0,0,0,0,0,6,0,0,0,0,0,0
sway,0,0,0,0,0,3,0,0,0,0,1,0
congerie,0,0,0,0,0,1,0,0,0,0,0,0
nomadic,6,0,0,0,0,0,0,0,0,0,0,0
upset,0,0,0,0,0,0,0,0,0,0,4,0
balance,0,0,0,0,0,6,0,0,0,0,0,0
provoke,0,0,0,0,0,0,0,0,0,0,4,0
reaction,0,0,0,0,0,4,0,0,0,0,0,0
like,2,18,0,0,0,0,0,0,0,0,0,0
extent,0,0,0,0,0,7,0,0,0,0,0,0
islamized,6,0,0,0,0,0,0,0,0,0,0,0
shortly,0,0,5,0,0,0,0,0,0,0,0,0
militant,6,0,0,0,0,1,0,0,0,0,0,0
puritanical,2,0,0,0,0,0,0,0,0,0,0,0
version,0,0,0,0,0,2,0,0,0,0,0,0
eliminate,0,0,0,0,0,0,0,0,0,0,5,0
difference,0,0,0,0,0,5,0,0,0,0,0,0
unite,0,0,0,0,0,0,0,0,0,0,8,0
movement,0,0,0,0,0,31,0,0,0,0,0,0
productive,7,0,0,0,0,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,0,20,0
domination,0,0,0,0,0,9,0,0,0,0,0,0
class,0,0,0,0,0,15,0,0,0,0,0,0
convert,0,0,0,0,0,0,0,0,0,0,8,0
conversion,0,0,0,0,0,5,0,0,0,0,0,0
wholehearted,1,0,0,0,0,0,0,0,0,0,0,0
justification,0,0,0,0,0,1,0,0,0,0,0,0
enforce,0,0,0,0,0,0,0,0,0,0,6,0
subject,8,0,0,0,0,15,0,0,0,0,3,0
original,12,0,0,0,0,0,0,0,0,0,0,0
accommodation,0,0,0,0,0,1,0,0,0,0,0,0
deity,0,0,0,0,0,5,0,0,0,0,0,0
spirit,0,0,0,0,0,7,0,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,0,0,10,0
replace,0,0,0,0,0,0,0,0,0,0,23,0
rival,5,0,0,0,0,10,0,0,0,0,3,0
royal,17,0,0,0,0,0,0,0,0,0,0,0
observe,0,0,0,0,0,0,0,0,0,0,4,0
ancestral,3,0,0,0,0,0,0,0,0,0,0,0
cult,0,0,0,0,0,7,0,0,0,0,0,0
rite,0,0,0,0,0,4,0,0,0,0,0,0
figure,0,0,0,0,0,14,0,0,0,0,0,0
depredation,0,0,0,0,0,2,0,0,0,0,0,0
herd,0,0,0,0,0,3,0,0,0,0,0,0
internecine,3,0,0,0,0,0,0,0,0,0,0,0
quarrel,0,0,0,0,0,3,0,0,0,0,1,0
undermine,0,0,0,0,0,0,0,0,0,0,4,0
prosperity,0,0,0,0,0,10,0,0,0,0,0,0
marginal,2,0,0,0,0,0,0,0,0,0,0,0
accelerate,0,0,0,0,0,0,0,0,0,0,4,0
decay,0,0,0,0,0,2,0,0,0,0,1,0
southerly,5,0,0,0,0,0,0,0,0,0,0,0
act,0,0,0,0,0,5,0,0,0,0,4,0
independently,0,0,1,0,0,0,0,0,0,0,0,0
primacy,0,0,0,0,0,1,0,0,0,0,0,0
uppermost,1,0,0,0,0,0,0,0,0,0,0,0
ascendancy,0,0,0,0,0,2,0,0,0,0,0,0
originally,0,0,9,0,0,0,0,0,0,0,0,0
lower,2,0,1,0,0,0,0,0,0,0,0,0
strategy,0,0,0,0,0,5,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,0,12,0
foot,0,0,0,0,0,3,0,0,0,0,0,0
initial,1,0,0,0,0,0,0,0,0,0,0,0
success,0,0,0,0,0,19,0,0,0,0,0,0
subsequent,25,0,0,0,0,0,0,0,0,0,0,0
rapid,6,0,0,0,0,0,0,0,0,0,0,0
decline,0,0,0,0,0,10,0,0,0,0,16,0
westerly,1,0,0,0,0,0,0,0,0,0,0,0
road,0,0,0,0,0,10,0,0,0,0,0,0
eastern,29,0,0,0,0,0,0,0,0,0,0,0
means,0,0,0,0,0,5,0,0,0,0,0,0
southeastward,0,0,3,0,0,0,0,0,0,0,0,0
tributary,2,0,0,0,0,5,0,0,0,0,0,0
qualification,0,0,0,0,0,2,0,0,0,0,0,0
monarch,0,0,0,0,0,6,0,0,0,0,0,0
value,0,0,0,0,0,15,0,0,0,0,1,0
diplomatic,10,0,0,0,0,0,0,0,0,0,0,0
advantage,0,0,0,0,0,4,0,0,0,0,0,0
notable,13,0,0,0,0,0,0,0,0,0,0,0
essentially,0,0,12,0,0,0,0,0,0,0,0,0
literacy,0,0,0,0,0,1,0,0,0,0,0,0
tomb,0,0,0,0,0,1,0,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,0,0,22,0
seat,0,0,0,0,0,16,0,0,0,0,0,0
firm,3,0,0,0,0,0,0,0,0,0,0,0
waterway,0,0,0,0,0,4,0,0,0,0,0,0
mande,1,0,0,0,0,0,0,0,0,0,0,0
monopolize,0,0,0,0,0,0,0,0,0,0,3,0
fishing,0,0,0,0,0,2,0,0,0,0,0,0
canoe,0,0,0,0,0,4,0,0,0,0,0,0
transport,0,0,0,0,0,11,0,0,0,0,8,0
somewhat,0,0,5,0,0,0,0,0,0,0,0,0
fitful,2,0,0,0,0,0,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,0,20,0
altogether,0,0,4,0,0,0,0,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,0,0,13,0
appeal,0,0,0,0,0,0,0,0,0,0,6,0
traditional,39,0,0,0,0,0,0,0,0,0,0,0
paganism,0,0,0,0,0,1,0,0,0,0,0,0
universalism,0,0,0,0,0,1,0,0,0,0,0,0
destroy,0,0,0,0,0,0,0,0,0,0,11,0
ceaseless,1,0,0,0,0,0,0,0,0,0,0,0
campaigning,0,0,0,0,0,2,0,0,0,0,0,0
erect,0,0,0,0,0,0,0,0,0,0,8,0
place,0,0,0,0,0,23,0,0,0,0,11,0
profitable,11,0,0,0,0,0,0,0,0,0,0,0
strong,26,0,0,0,0,0,0,0,0,0,0,0
need,0,0,0,0,0,12,0,0,0,0,22,0
death,0,0,0,0,0,27,0,0,0,0,0,0
general,18,0,0,0,0,14,0,0,0,0,0,0
continual,3,0,0,0,0,0,0,0,0,0,0,0
aristocracy,0,0,0,0,0,7,0,0,0,0,0,0
reestablish,0,0,0,0,0,0,0,0,0,0,7,0
province,0,0,0,0,0,15,0,0,0,0,0,0
southwest,0,0,1,0,0,6,0,0,0,0,0,0
close,14,0,9,0,0,2,0,0,0,0,2,0
external,6,0,0,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,5,0,0,0,0,0,0
cavalier,0,0,0,0,0,3,0,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,0,0,4,0
northeast,0,0,0,0,0,3,0,0,0,0,0,0
northward,0,0,4,0,0,0,0,0,0,0,0,0
mine,0,0,0,0,0,5,0,0,0,0,2,0
moroccan,10,0,0,0,0,0,0,0,0,0,0,0
attempt,0,0,0,0,0,40,0,0,0,0,20,0
retaliation,0,0,0,0,0,1,0,0,0,0,0,0
expeditionary,1,0,0,0,0,0,0,0,0,0,0,0
soldier,0,0,0,0,0,25,0,0,0,0,0,0
firearm,0,0,0,0,0,9,0,0,0,0,0,0
army,0,0,0,0,0,47,0,0,0,0,0,0
facilitate,0,0,0,0,0,0,0,0,0,0,6,0
division,0,0,0,0,0,5,0,0,0,0,0,0
enterprise,0,0,0,0,0,13,0,0,0,0,0,0
gainer,0,0,0,0,0,1,0,0,0,0,0,0
amazigh,4,0,0,0,0,0,0,0,0,0,0,0
arabized,4,0,0,0,0,0,0,0,0,0,0,0
descendant,0,0,0,0,0,12,0,0,0,0,0,0
caste,0,0,0,0,0,4,0,0,0,0,0,0
central,37,0,0,0,0,0,0,0,0,0,0,0
relation,0,0,0,0,0,20,0,0,0,0,0,0
cavalry,0,0,0,0,0,7,0,0,0,0,0,0
enable,0,0,0,0,0,0,0,0,0,0,5,0
bureaucracy,0,0,0,0,0,2,0,0,0,0,0,0
reconquer,0,0,0,0,0,0,0,0,0,0,2,0
revival,0,0,0,0,0,2,0,0,0,0,0,0
especially,0,0,35,0,0,0,0,0,0,0,0,0
industrial,5,0,0,0,0,0,0,0,0,0,0,0
experience,0,0,0,0,0,11,0,0,0,0,11,0
role,0,0,0,0,0,26,0,0,0,0,0,0
sudanic,6,0,0,0,0,0,0,0,0,0,0,0
consequence,0,0,0,0,0,11,0,0,0,0,0,0
background,0,0,0,0,0,2,0,0,0,0,0,0
uniquely,0,0,2,0,0,0,0,0,0,0,0,0
suggestion,0,0,0,0,0,3,0,0,0,0,0,0
classify,0,0,0,0,0,0,0,0,0,0,2,0
historical,5,0,0,0,0,0,0,0,0,0,0,0
documentation,0,0,0,0,0,2,0,0,0,0,0,0
report,0,0,0,0,0,5,0,0,0,0,6,0
westernmost,4,0,0,0,0,0,0,0,0,0,0,0
thrust,0,0,0,0,0,2,0,0,0,0,1,0
outward,0,0,1,0,0,0,0,0,0,0,0,0
choose,0,0,0,0,0,0,0,0,0,0,15,0
participate,0,0,0,0,0,0,0,0,0,0,4,0
practically,0,0,2,0,0,0,0,0,0,0,0,0
identical,3,0,0,0,0,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,0,0,19,0
custom,0,0,0,0,0,12,0,0,0,0,0,0
migrate,0,0,0,0,0,0,0,0,0,0,9,0
eastward,0,0,8,0,0,0,0,0,0,0,0,0
graze,0,0,0,0,0,0,0,0,0,0,2,0
initially,0,0,27,0,0,0,0,0,0,0,0,0
agent,0,0,0,0,0,7,0,0,0,0,0,0
fellow,2,0,0,0,0,1,0,0,0,0,0,0
countryside,0,0,0,0,0,3,0,0,0,0,0,0
bulk,0,0,0,0,0,6,0,0,0,0,0,0
aloof,1,0,0,0,0,0,0,0,0,0,0,0
cultivator,0,0,0,0,0,1,0,0,0,0,0,0
pay,0,0,0,0,0,1,0,0,0,0,11,0
rent,0,0,0,0,0,2,0,0,0,0,0,0
grazing,0,0,0,0,0,1,0,0,0,0,0,0
render,0,0,0,0,0,0,0,0,0,0,2,0
service,0,0,0,0,0,19,0,0,0,0,1,0
authority,0,0,0,0,0,37,0,0,0,0,0,0
inland,4,0,9,0,0,4,0,0,0,0,0,0
delta,0,0,0,0,0,40,0,0,0,0,0,0
upstream,0,0,2,0,0,0,0,0,0,0,0,0
grassy,1,0,0,0,0,0,0,0,0,0,0,0
upland,0,0,0,0,0,1,0,0,0,0,0,0
animist,4,0,0,0,0,1,0,0,0,0,0,0
gradually,0,0,15,0,0,0,0,0,0,0,0,0
significant,19,0,0,0,0,0,0,0,0,0,0,0
scatter,0,0,0,0,0,0,0,0,0,0,3,0
principally,0,0,6,0,0,0,0,0,0,0,0,0
branch,0,0,0,0,0,9,0,0,0,0,1,0
chieftain,0,0,0,0,0,1,0,0,0,0,0,0
ride,0,0,0,0,0,0,0,0,0,0,1,0
salute,0,0,0,0,0,0,0,0,0,0,1,0
emir,0,0,0,0,0,7,0,0,0,0,0,0
month,0,0,0,0,0,15,0,0,0,0,0,0
researcher,0,0,0,0,0,1,0,0,0,0,0,0
widely,0,0,11,0,0,0,0,0,0,0,0,0
disperse,0,0,0,0,0,0,0,0,0,0,2,0
disparate,3,0,0,0,0,0,0,0,0,0,0,0
variety,0,0,0,0,0,7,0,0,0,0,0,0
socioeconomic,1,0,0,0,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,13,0,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,0,10,0
prestige,0,0,0,0,0,4,0,0,0,0,0,0
sedentary,7,0,0,0,0,0,0,0,0,0,0,0
truly,0,0,2,0,0,0,0,0,0,0,0,0
representative,6,0,0,0,0,2,0,0,0,0,0,0
absorption,0,0,0,0,0,1,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,0,0,0,8,0
purport,0,0,0,0,0,0,0,0,0,0,2,0
purify,0,0,0,0,0,0,0,0,0,0,1,0
institute,0,0,0,0,0,0,0,0,0,0,3,0
ardently,0,0,1,0,0,0,0,0,0,0,0,0
lax,1,0,0,0,0,0,0,0,0,0,0,0
nonpracticing,1,0,0,0,0,0,0,0,0,0,0,0
exhibit,0,0,0,0,0,0,0,0,0,0,1,0
variation,0,0,0,0,0,2,0,0,0,0,0,0
physical,2,0,0,0,0,0,0,0,0,0,0,0
trait,0,0,0,0,0,1,0,0,0,0,0,0
wander,0,0,0,0,0,0,0,0,0,0,1,0
temporary,3,0,0,0,0,0,0,0,0,0,0,0
camp,0,0,0,0,0,6,0,0,0,0,0,0
portable,1,0,0,0,0,0,0,0,0,0,0,0
hut,0,0,0,0,0,3,0,0,0,0,0,0
dairy,0,0,0,0,0,1,0,0,0,0,0,0
product,0,0,0,0,0,12,0,0,0,0,0,0
cereal,0,0,0,0,0,1,0,0,0,0,0,0
food,0,0,0,0,0,9,0,0,0,0,0,0
rarely,0,0,3,0,0,0,0,0,0,0,0,0
kill,0,0,0,0,0,0,0,0,0,0,25,0
meat,0,0,0,0,0,1,0,0,0,0,0,0
depletion,0,0,0,0,0,2,0,0,0,0,0,0
cultivation,0,0,0,0,0,6,0,0,0,0,0,0
structure,0,0,0,0,0,7,0,0,0,0,1,0
egalitarian,2,0,0,0,0,0,0,0,0,0,0,0
marked,3,0,0,0,0,0,0,0,0,0,0,0
contrast,0,0,0,0,0,3,0,0,0,0,0,0
kinship,0,0,0,0,0,5,0,0,0,0,0,0
evident,9,0,0,0,0,0,0,0,0,0,0,0
preference,0,0,0,0,0,1,0,0,0,0,0,0
cousin,0,0,0,0,0,2,0,0,0,0,0,0
intralineage,1,0,0,0,0,0,0,0,0,0,0,0
marriage,0,0,0,0,0,1,0,0,0,0,0,0
man,0,0,0,0,0,19,0,0,0,0,0,0
polygynous,3,0,0,0,0,0,0,0,0,0,0,0
typical,4,0,0,0,0,0,0,0,0,0,0,0
household,0,0,0,0,0,6,0,0,0,0,0,0
wife,0,0,0,0,0,5,0,0,0,0,0,0
unmarried,1,0,0,0,0,0,0,0,0,0,0,0
child,0,0,0,0,0,5,0,0,0,0,0,0
organized,2,0,0,0,0,0,0,0,0,0,0,0
unsuccessful,7,0,0,0,0,0,0,0,0,0,0,0
contestant,0,0,0,0,0,1,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,0,12,0
kind,0,0,0,0,0,9,0,0,0,0,0,0
interlinked,1,0,0,0,0,0,0,0,0,0,0,0
