word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
achievement,0,0,0,0,0,4,0,0,0,0,0,0
fast,6,0,2,0,0,0,0,0,0,0,0,0
nonsupersonic,1,0,0,0,0,0,0,0,0,0,0,0
gliding,0,0,0,0,0,8,0,0,0,0,0,0
miss,0,0,0,0,0,0,0,0,0,0,1,0
disappear,0,0,0,0,0,0,0,0,0,0,3,0
scouting,0,0,0,0,0,1,0,0,0,0,0,0
mission,0,0,0,0,0,3,0,0,0,0,0,0
western,8,0,0,0,0,0,0,0,0,0,0,0
search,0,0,0,0,0,3,0,0,0,0,0,0
hamper,0,0,0,0,0,0,0,0,0,0,1,0
remoteness,0,0,0,0,0,1,0,0,0,0,0,0
rugged,3,0,0,0,0,0,0,0,0,0,0,0
declare,0,0,0,0,0,0,0,0,0,0,1,0
dead,2,0,0,0,0,0,0,0,0,0,0,0
court,0,0,0,0,0,1,0,0,0,0,1,0
wreckage,0,0,0,0,0,1,0,0,0,0,0,0
diriger,0,0,0,0,0,0,0,0,0,0,0,1
steer,0,0,0,0,0,0,0,0,0,0,2,0
nonrigid,1,0,0,0,0,2,0,0,0,0,0,0
semirigid,0,0,0,0,0,3,0,0,0,0,0,0
principal,6,0,0,0,0,0,0,0,0,0,0,0
part,0,0,0,0,0,6,0,0,0,0,0,0
cigar,0,0,0,0,0,1,0,0,0,0,0,0
sling,0,0,0,0,0,0,0,0,0,0,1,0
beneath,0,4,0,0,0,0,0,0,0,0,0,0
simply,0,0,4,0,0,0,0,0,0,0,0,0
likewise,0,0,1,0,0,0,0,0,0,0,0,0
longitudinally,0,0,1,0,0,0,0,0,0,0,0,0
framework,0,0,0,0,0,3,0,0,0,0,0,0
girder,0,0,0,0,0,2,0,0,0,0,0,0
airtight,3,0,0,0,0,0,0,0,0,0,0,0
empty,0,0,0,0,0,0,0,0,0,0,1,0
separately,0,0,2,0,0,0,0,0,0,0,0,0
usual,3,0,0,0,0,0,0,0,0,0,0,0
capacity,0,0,0,0,0,13,0,0,0,0,0,0
flammable,2,0,0,0,0,0,0,0,0,0,0,0
disaster,0,0,0,0,0,6,0,0,0,0,0,0
impregnate,0,0,0,0,0,0,0,0,0,0,1,0
rubber,0,0,0,0,0,2,0,0,0,0,0,0
supersede,0,0,0,0,0,0,0,0,0,0,1,0
neoprene,0,0,0,0,0,1,0,0,0,0,0,0
steam,0,0,0,0,0,10,0,0,0,0,0,0
capable,12,0,0,0,0,0,0,0,0,0,0,0
sufficient,3,0,0,0,0,0,0,0,0,0,0,0
revolution,0,0,0,0,0,4,0,0,0,0,0,0
electric,3,0,0,0,0,0,0,0,0,0,0,0
live,0,0,0,0,0,0,0,0,0,0,2,0
gasoline,0,0,0,0,0,5,0,0,0,0,0,0
hull,0,0,0,0,0,1,0,0,0,0,0,0
sheeting,0,0,0,0,0,2,0,0,0,0,0,0
retire,0,0,0,0,0,0,0,0,0,0,4,0
army,0,0,0,0,0,2,0,0,0,0,0,0
officer,0,0,0,0,0,3,0,0,0,0,0,0
hangar,0,0,0,0,0,1,0,0,0,0,0,0
sophisticated,7,0,0,0,0,0,0,0,0,0,0,0
longitudinal,2,0,0,0,0,0,0,0,0,0,0,0
transverse,1,0,0,0,0,0,0,0,0,0,0,0
keellike,1,0,0,0,0,0,0,0,0,0,0,0
external,1,0,0,0,0,0,0,0,0,0,0,0
slide,0,0,0,0,0,0,0,0,0,0,1,0
secure,0,0,0,0,0,0,0,0,0,0,1,0
raise,0,0,0,0,0,0,0,0,0,0,5,0
approach,0,0,0,0,0,19,0,0,0,0,9,0
zeppelin,0,0,0,0,0,3,0,0,0,0,0,0
bomb,0,0,0,0,0,2,0,0,0,0,1,0
chiefly,0,0,2,0,0,0,0,0,0,0,0,0
antisubmarine,1,0,0,0,0,0,0,0,0,0,0,0
patrol,0,0,0,0,0,3,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0,0,0,1,0
allied,4,0,0,0,0,0,0,0,0,0,0,0
reparation,0,0,0,0,0,1,0,0,0,0,0,0
round,1,0,0,0,0,2,0,0,0,0,0,0
italian,2,0,0,0,0,0,0,0,0,0,0,0
successor,0,0,0,0,0,2,0,0,0,0,0,0
million,0,0,0,0,0,1,7,0,0,0,0,0
elapsed,1,0,0,0,0,0,0,0,0,0,0,0
inaugurate,0,0,0,0,0,0,0,0,0,0,3,0
regular,7,0,0,0,0,0,0,0,0,0,0,0
virtually,0,0,6,0,0,0,0,0,0,0,0,0
cost,0,0,0,0,0,12,0,0,0,0,1,0
intrinsic,1,0,0,0,0,0,0,0,0,0,0,0
vulnerability,0,0,0,0,0,2,0,0,0,0,0,0
succession,0,0,0,0,0,2,0,0,0,0,0,0
well,1,0,2,0,0,0,0,0,0,0,0,0
couple,0,0,0,0,0,0,0,0,0,0,2,0
commercially,0,0,2,0,0,0,0,0,0,0,0,0
diesel,0,0,0,0,0,2,0,0,0,0,0,0
cruising,3,0,0,0,0,7,0,0,0,0,0,0
owe,0,0,0,0,0,0,0,0,0,0,3,0
export,0,0,0,0,0,1,0,0,0,0,0,0
restriction,0,0,0,0,0,2,0,0,0,0,0,0
impose,0,0,0,0,0,0,0,0,0,0,3,0
scheduled,4,0,0,0,0,0,0,0,0,0,0,0
flame,0,0,0,0,0,4,0,0,0,0,0,0
thirty,0,0,0,0,0,0,1,0,0,0,0,0
officially,0,0,1,0,0,0,0,0,0,0,0,0
attribute,0,0,0,0,0,0,0,0,0,0,2,0
electricity,0,0,0,0,0,2,0,0,0,0,0,0
vicinity,0,0,0,0,0,3,0,0,0,0,0,0
speculate,0,0,0,0,0,0,0,0,0,0,1,0
victim,0,0,0,0,0,1,0,0,0,0,0,0
anti,1,0,0,0,0,0,0,0,0,0,0,0
nazi,1,0,0,0,0,0,0,0,0,0,0,0
sabotage,0,0,0,0,0,3,0,0,0,0,0,0
mark,0,0,0,0,0,0,0,0,0,0,3,0
bombing,0,0,0,0,0,2,0,0,0,0,0,0
building,0,0,0,0,0,5,0,0,0,0,0,0
huge,5,0,0,0,0,0,0,0,0,0,0,0
resume,0,0,0,0,0,0,0,0,0,0,1,0
descendant,0,0,0,0,0,1,0,0,0,0,0,0
offer,0,0,0,0,0,0,0,0,0,0,15,0
sightseeing,0,0,0,0,0,1,0,0,0,0,0,0
evening,0,0,0,0,0,1,0,0,0,0,0,0
old,5,0,0,0,0,0,0,0,0,0,0,0
address,0,0,0,0,0,0,0,0,0,0,3,0
distinguished,2,0,0,0,0,0,0,0,0,0,0,0
previous,3,0,0,0,0,0,0,0,0,0,0,0
difficulty,0,0,0,0,0,5,0,0,0,0,0,0
obstruct,0,0,0,0,0,0,0,0,0,0,1,0
pathway,0,0,0,0,0,1,0,0,0,0,0,0
note,0,0,0,0,0,0,0,0,0,0,1,0
class,0,0,0,0,0,6,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,0,6,0
sustain,0,0,0,0,0,0,0,0,0,0,4,0
generation,0,0,0,0,0,11,0,0,0,0,0,0
balancing,0,0,0,0,0,1,0,0,0,0,0,0
clear,4,0,0,0,0,0,0,0,0,0,2,0
analysis,0,0,0,0,0,2,0,0,0,0,0,0
statement,0,0,0,0,0,1,0,0,0,0,0,0
central,5,0,0,0,0,0,0,0,0,0,0,0
reaction,0,0,0,0,0,2,0,0,0,0,0,0
surface,0,0,0,0,0,18,0,0,0,0,0,0
absolutely,0,0,1,0,0,0,0,0,0,0,0,0
reliable,2,0,0,0,0,0,0,0,0,0,0,0
airframe,0,0,0,0,0,4,0,0,0,0,0,0
controlling,0,0,0,0,0,1,0,0,0,0,0,0
technical,9,0,0,0,0,0,0,0,0,0,0,0
overcome,0,0,0,0,0,0,0,0,0,0,2,0
start,0,0,0,0,0,3,0,0,0,0,6,0
civil,18,0,0,0,0,0,0,0,0,0,0,0
soar,0,0,0,0,0,0,0,0,0,0,3,0
sky,0,0,0,0,0,1,0,0,0,0,0,0
millennium,0,0,0,0,0,1,0,0,0,0,0,0
progress,0,0,0,0,0,6,0,0,0,0,6,0
retard,0,0,0,0,0,0,0,0,0,0,1,0
emulate,0,0,0,0,0,0,0,0,0,0,3,0
beating,0,0,0,0,0,1,0,0,0,0,0,0
experimenter,0,0,0,0,0,13,0,0,0,0,0,0
dreamer,0,0,0,0,0,1,0,0,0,0,0,0
focus,0,0,0,0,0,0,0,0,0,0,6,0
ornithopter,0,0,0,0,0,3,0,0,0,0,0,0
contribute,0,0,0,0,0,0,0,0,0,0,10,0
substantial,2,0,0,0,0,0,0,0,0,0,0,0
final,6,0,0,0,0,0,0,0,0,0,0,0
route,0,0,0,0,0,36,0,0,0,0,0,0
aerodynamics,0,0,0,0,0,1,0,0,0,0,0,0
instance,0,0,0,0,0,2,0,0,0,0,0,0
immerse,0,0,0,0,0,0,0,0,0,0,1,0
understanding,0,0,0,0,0,1,0,0,0,0,0,0
relationship,0,0,0,0,0,3,0,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,0,0,1,0
density,0,0,0,0,0,5,0,0,0,0,0,0
velocity,0,0,0,0,0,6,0,0,0,0,0,0
notion,0,0,0,0,0,1,0,0,0,0,0,0
fixed,14,0,0,0,0,0,0,0,0,0,0,0
drawing,0,0,0,0,0,2,0,0,0,0,0,0
reluctant,1,0,0,0,0,0,0,0,0,0,0,0
servant,0,0,0,0,0,1,0,0,0,0,0,0
neg,0,0,0,0,0,3,0,0,0,0,0,1
dig,0,0,0,0,0,3,0,0,0,0,0,0
baronet,0,0,0,0,0,1,0,0,0,0,0,0
bridge,0,0,0,0,0,1,0,0,0,0,1,0
gap,0,0,0,0,0,1,0,0,0,0,0,0
physical,5,0,0,0,0,0,0,0,0,0,0,0
value,0,0,0,0,0,7,0,0,0,0,0,0
winged,2,0,0,0,0,0,0,0,0,0,0,0
ballistic,0,0,0,0,0,1,0,0,0,0,0,0
surmise,0,0,0,0,0,0,0,0,0,0,1,0
camber,0,0,0,0,0,0,0,0,0,0,4,0
curved,1,0,0,0,0,0,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,0,0,10,0
superiority,0,0,0,0,0,1,0,0,0,0,0,0
narrow,2,0,0,0,0,0,0,0,0,0,0,0
aspect,1,0,0,0,0,3,0,0,0,0,0,0
biplane,0,0,0,0,0,12,0,0,0,0,0,0
multiplane,0,0,0,0,0,1,0,0,0,0,0,0
kind,0,0,0,0,0,1,0,0,0,0,0,0
easily,0,0,6,0,0,0,0,0,0,0,0,0
brace,0,0,0,0,0,0,0,0,0,0,2,0
meeting,0,0,0,0,0,2,0,0,0,0,0,0
concise,1,0,0,0,0,0,0,0,0,0,0,0
forceful,1,0,0,0,0,0,0,0,0,0,0,0
restatement,0,0,0,0,0,1,0,0,0,0,0,0
idea,0,0,0,0,0,5,0,0,0,0,0,0
cooperation,0,0,0,0,0,1,0,0,0,0,0,0
tunnel,0,0,0,0,0,4,0,0,0,0,0,0
airfoil,0,0,0,0,0,12,0,0,0,0,0,0
patent,0,0,0,0,0,0,0,0,0,0,2,0
foundation,0,0,0,0,0,3,0,0,0,0,0,0
detailed,1,0,0,0,0,0,0,0,0,0,0,0
measurement,0,0,0,0,0,2,0,0,0,0,0,0
precise,2,0,0,0,0,0,0,0,0,0,0,0
bit,0,0,0,0,0,1,0,0,0,0,0,0
monoplane,0,0,0,0,0,13,0,0,0,0,0,0
outset,0,0,0,0,0,1,0,0,0,0,0,0
predecessor,0,0,0,0,0,2,0,0,0,0,0,0
decide,0,0,0,0,0,0,0,0,0,0,3,0
entire,5,0,0,0,0,0,0,0,0,0,0,0
differ,0,0,0,0,0,0,0,0,0,0,2,0
tip,0,0,0,0,0,4,0,0,0,0,4,0
breakthrough,0,0,0,0,0,1,0,0,0,0,0,0
impossibility,0,0,0,0,0,1,0,0,0,0,0,0
suitable,3,0,0,0,0,0,0,0,0,0,0,0
plant,0,0,0,0,0,8,0,0,0,0,0,0
limited,3,0,0,0,0,0,0,0,0,0,0,0
future,0,0,0,0,0,3,0,0,0,0,0,0
clockwork,0,0,0,0,0,1,0,0,0,0,0,0
spring,0,0,0,0,0,1,0,0,0,0,1,0
clearly,0,0,3,0,0,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,0,0,1,0
gunpowder,0,0,0,0,0,1,0,0,0,0,0,0
carbonic,1,0,0,0,0,0,0,0,0,0,0,0
acid,0,0,0,0,0,1,0,0,0,0,0,0
discuss,0,0,0,0,0,0,0,0,0,0,2,0
course,0,0,0,0,0,4,0,0,0,0,0,0
australian,1,0,0,0,0,0,0,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,0,0,7,0
choice,0,0,0,0,0,2,0,0,0,0,0,0
ornithoptor,0,0,0,0,0,1,0,0,0,0,0,0
smash,0,0,0,0,0,0,0,0,0,0,2,0
boiler,0,0,0,0,0,1,0,0,0,0,0,0
explode,0,0,0,0,0,0,0,0,0,0,3,0
triplane,0,0,0,0,0,1,0,0,0,0,0,0
collection,0,0,0,0,0,2,0,0,0,0,0,0
rendition,0,0,0,0,0,1,0,0,0,0,0,0
aerodrome,0,0,0,0,0,2,0,0,0,0,0,0
illuminate,0,0,0,0,0,0,0,0,0,0,1,0
stroke,0,0,0,0,0,1,0,0,0,0,0,0
bicycle,0,0,0,0,0,5,0,0,0,0,0,0
true,5,0,0,0,0,0,0,0,0,0,0,0
automobile,0,0,0,0,0,4,0,0,0,0,0,0
sturdy,2,0,0,0,0,0,0,0,0,0,0,0
tricycle,4,0,0,0,0,1,0,0,0,0,0,0
seating,0,0,0,0,0,4,0,0,0,0,0,0
lutheran,1,0,0,0,0,0,0,0,0,0,0,0
minister,0,0,0,0,0,1,0,0,0,0,0,0
equip,0,0,0,0,0,0,0,0,0,0,10,0
experimental,3,0,0,0,0,0,0,0,0,0,0,0
marginally,0,0,1,0,0,0,0,0,0,0,0,0
ignition,0,0,0,0,0,1,0,0,0,0,0,0
obvious,3,0,0,0,0,0,0,0,0,0,0,0
danger,0,0,0,0,0,3,0,0,0,0,0,0
fact,0,0,0,0,0,2,0,0,0,0,0,0
perish,0,0,0,0,0,0,0,0,0,0,1,0
automotive,1,0,0,0,0,0,0,0,0,0,0,0
enthusiast,0,0,0,0,0,3,0,0,0,0,0,0
powerful,4,0,0,0,0,0,0,0,0,0,0,0
assume,0,0,0,0,0,0,0,0,0,0,1,0
buy,0,0,0,0,0,0,0,0,0,0,2,0
correct,2,0,0,0,0,0,0,0,0,0,0,0
confident,1,0,0,0,0,0,0,0,0,0,0,0
powered,1,0,0,0,0,0,0,0,0,0,0,0
unable,2,0,0,0,0,0,0,0,0,0,0,0
experienced,3,0,0,0,0,0,0,0,0,0,0,0
manufacturer,0,0,0,0,0,17,0,0,0,0,0,0
specification,0,0,0,0,0,2,0,0,0,0,0,0
shop,0,0,0,0,0,4,0,0,0,0,0,0
cast,0,0,0,0,0,0,0,0,0,0,2,0
coolant,0,0,0,0,0,4,0,0,0,0,0,0
spend,0,0,0,0,0,0,0,0,0,0,3,0
dollar,0,0,0,0,0,2,0,0,0,0,0,0
exactly,0,0,3,0,0,0,0,0,0,0,0,0
autumn,0,0,0,0,0,1,0,0,0,0,0,0
camp,0,0,0,0,0,1,0,0,0,0,0,0
village,0,0,0,0,0,1,0,0,0,0,0,0
display,0,0,0,0,0,11,0,0,0,0,0,0
forward,10,0,13,0,0,0,0,0,0,0,0,0
rear,1,0,0,0,0,2,0,0,0,0,0,0
spar,0,0,0,0,0,2,0,0,0,0,0,0
spruce,0,0,0,0,0,1,0,0,0,0,0,0
rib,0,0,0,0,0,1,0,0,0,0,0,0
bent,1,0,0,0,0,0,0,0,0,0,0,0
piece,0,0,0,0,0,1,0,0,0,0,0,0
ash,0,0,0,0,0,1,0,0,0,0,0,0
link,0,0,0,0,0,1,0,0,0,0,4,0
chain,0,0,0,0,0,2,0,0,0,0,0,0
transmission,0,0,0,0,0,2,0,0,0,0,0,0
contrarotate,0,0,0,0,0,0,0,0,0,0,1,0
pusher,0,0,0,0,0,3,0,0,0,0,0,0
rotation,0,0,0,0,0,16,0,0,0,0,0,0
hip,0,0,0,0,0,4,0,0,0,0,0,0
padded,1,0,0,0,0,0,0,0,0,0,0,0
wooden,3,0,0,0,0,0,0,0,0,0,0,0
cradle,0,0,0,0,0,1,0,0,0,0,0,0
movement,0,0,0,0,0,19,0,0,0,0,0,0
warp,0,0,0,0,0,0,0,0,0,0,4,0
decrease,0,0,0,0,0,1,0,0,0,0,10,0
lever,0,0,0,0,0,5,0,0,0,0,0,0
rough,2,0,0,0,0,0,0,0,0,0,0,0
sandy,1,0,0,0,0,0,0,0,0,0,0,0
plan,0,0,0,0,0,5,0,0,0,0,2,0
monorail,0,0,0,0,0,1,0,0,0,0,0,0
rail,0,0,0,0,0,7,0,0,0,0,0,0
four,0,0,0,0,0,1,0,0,0,0,0,0
protect,0,0,0,0,0,0,0,0,0,0,3,0
strip,0,0,0,0,0,5,0,0,0,0,0,0
modified,1,0,0,0,0,0,0,0,0,0,0,0
clip,0,0,0,0,0,2,0,0,0,0,0,0
leading,1,0,0,0,0,0,0,0,0,0,0,0
stake,0,0,0,0,0,1,0,0,0,0,0,0
spark,0,0,0,0,0,1,0,0,0,0,0,0
flip,0,0,0,0,0,0,0,0,0,0,1,0
gust,0,0,0,0,0,1,0,0,0,0,0,0
badly,0,0,1,0,0,0,0,0,0,0,0,0
reassemble,0,0,0,0,0,0,0,0,0,0,1,0
repair,0,0,0,0,0,0,0,0,0,0,1,0
temporary,1,0,0,0,0,0,0,0,0,0,0,0
dispute,0,0,0,0,0,2,0,0,0,0,0,0
claim,0,0,0,0,0,2,0,0,0,0,1,0
secretary,0,0,0,0,0,1,0,0,0,0,0,0
apology,0,0,0,0,0,1,0,0,0,0,0,0
transfer,0,0,0,0,0,4,0,0,0,0,2,0
permanently,0,0,2,0,0,0,0,0,0,0,0,0
death,0,0,0,0,0,2,0,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,0,0,7,0
thrust,0,0,0,0,0,14,0,0,0,0,0,0
fairly,0,0,1,0,0,0,0,0,0,0,0,0
thought,0,0,0,0,0,2,0,0,0,0,0,0
direct,1,0,0,0,0,0,0,0,0,0,4,0
conceive,0,0,0,0,0,0,0,0,0,0,1,0
wingtip,0,0,0,0,0,2,0,0,0,0,0,0
bank,0,0,0,0,0,3,0,0,0,0,1,0
convince,0,0,0,0,0,0,0,0,0,0,2,0
exercise,0,0,0,0,0,0,0,0,0,0,3,0
axis,0,0,0,0,0,3,0,0,0,0,0,0
inherent,2,0,0,0,0,0,0,0,0,0,0,0
stability,0,0,0,0,0,9,0,0,0,0,0,0
active,3,0,0,0,0,0,0,0,0,0,0,0
dihedral,2,0,0,0,0,0,0,0,0,0,0,0
midpoint,0,0,0,0,0,1,0,0,0,0,0,0
recommend,0,0,0,0,0,0,0,0,0,0,3,0
pendulum,0,0,0,0,0,1,0,0,0,0,0,0
inherently,0,0,1,0,0,0,0,0,0,0,0,0
twisted,1,0,0,0,0,0,0,0,0,0,0,0
strand,0,0,0,0,0,1,0,0,0,0,0,0
slight,1,0,0,0,0,0,0,0,0,0,0,0
negative,1,0,0,0,0,0,0,0,0,0,0,0
regard,0,0,0,0,0,3,0,0,0,0,1,0
builder,0,0,0,0,0,6,0,0,0,0,0,0
pre,1,0,0,0,0,0,0,0,0,0,0,0
wright,1,0,0,0,0,0,0,0,0,0,0,0
shift,0,0,0,0,0,1,0,0,0,0,4,0
shifting,0,0,0,0,0,2,0,0,0,0,0,0
dangerous,3,0,0,0,0,0,0,0,0,0,0,0
reasonably,0,0,2,0,0,0,0,0,0,0,0,0
uncontrolled,2,0,0,0,0,0,0,0,0,0,0,0
recovery,0,0,0,0,0,1,0,0,0,0,0,0
avoid,0,0,0,0,0,0,0,0,0,0,5,0
positive,2,0,0,0,0,0,0,0,0,0,0,0
command,0,0,0,0,0,1,0,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,0,0,1,0
overwhelm,0,0,0,0,0,0,0,0,0,0,1,0
rider,0,0,0,0,0,1,0,0,0,0,0,0
internalize,0,0,0,0,0,0,0,0,0,0,1,0
win,0,0,0,0,0,0,0,0,0,0,5,0
rely,0,0,0,0,0,0,0,0,0,0,4,0
induce,0,0,0,0,0,0,0,0,0,0,2,0
twist,0,0,0,0,0,1,0,0,0,0,1,0
crucial,3,0,0,0,0,0,0,0,0,0,0,0
positively,0,0,1,0,0,0,0,0,0,0,0,0
warped,1,0,0,0,0,0,0,0,0,0,0,0
disconnect,0,0,0,0,0,0,0,0,0,0,1,0
inspire,0,0,0,0,0,0,0,0,0,0,4,0
brazilian,1,0,0,0,0,0,0,0,0,0,0,0
canard,0,0,0,0,0,2,0,0,0,0,0,0
radical,1,0,0,0,0,0,0,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,0,0,5,0
stick,0,0,0,0,0,2,0,0,0,0,0,0
era,0,0,0,0,0,6,0,0,0,0,0,0
boat,0,0,0,0,0,11,0,0,0,0,0,0
concerned,1,0,0,0,0,0,0,0,0,0,0,0
leader,0,0,0,0,0,2,0,0,0,0,0,0
invest,0,0,0,0,0,0,0,0,0,0,1,0
heavily,0,0,3,0,0,0,0,0,0,0,0,0
sum,0,0,0,0,0,3,0,0,0,0,0,0
lay,0,0,0,0,0,0,0,0,0,0,2,0
academic,0,0,0,0,0,1,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,0,0,6,0
leadership,0,0,0,0,0,2,0,0,0,0,0,0
phase,0,0,0,0,0,2,0,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,0,10,0
farsighted,1,0,0,0,0,0,0,0,0,0,0,0
embolden,0,0,0,0,0,0,0,0,0,0,1,0
wartime,5,0,0,0,0,0,0,0,0,0,0,0
envision,0,0,0,0,0,0,0,0,0,0,1,0
possibility,0,0,0,0,0,4,0,0,0,0,0,0
problematic,2,0,0,0,0,0,0,0,0,0,0,0
irregular,1,0,0,0,0,0,0,0,0,0,0,0
shortage,0,0,0,0,0,1,0,0,0,0,0,0
destruction,0,0,0,0,0,3,0,0,0,0,0,0
chaotic,2,0,0,0,0,0,0,0,0,0,0,0
political,5,0,0,0,0,0,0,0,0,0,0,0
eastern,4,0,0,0,0,0,0,0,0,0,0,0
disrupt,0,0,0,0,0,0,0,0,0,0,1,0
situation,0,0,0,0,0,2,0,0,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,0,8,0
sod,0,0,0,0,0,1,0,0,0,0,0,0
characteristically,0,0,3,0,0,0,0,0,0,0,0,0
organizer,0,0,0,0,0,1,0,0,0,0,0,0
stock,0,0,0,0,0,2,0,0,0,0,0,0
especially,0,0,9,0,0,0,0,0,0,0,0,0
bomber,0,0,0,0,0,10,0,0,0,0,0,0
modify,0,0,0,0,0,0,0,0,0,0,9,0
accommodate,0,0,0,0,0,0,0,0,0,0,11,0
align,0,0,0,0,0,0,0,0,0,0,1,0
installation,0,0,0,0,0,5,0,0,0,0,0,0
radiator,0,0,0,0,0,2,0,0,0,0,0,0
circulation,0,0,0,0,0,1,0,0,0,0,0,0
arrange,0,0,0,0,0,0,0,0,0,0,1,0
crankshaft,0,0,0,0,0,1,0,0,0,0,0,0
numerous,6,0,0,0,0,0,0,0,0,0,0,0
fin,0,0,0,0,0,2,0,0,0,0,0,0
airstream,0,0,0,0,0,2,0,0,0,0,0,0
straightforward,2,0,0,0,0,0,0,0,0,0,0,0
advertisement,0,0,0,0,0,1,0,0,0,0,0,0
headline,0,0,0,0,0,2,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,0,1,0
flier,0,0,0,0,0,3,0,0,0,0,0,0
primitive,5,0,0,0,0,0,0,0,0,0,0,0
transcontinental,2,0,0,0,0,0,0,0,0,0,0,0
quartet,0,0,0,0,0,1,0,0,0,0,0,0
westward,0,0,1,0,0,0,0,0,0,0,0,0
interchangeable,1,0,0,0,0,0,0,0,0,0,0,0
hike,0,0,0,0,0,0,0,0,0,0,1,0
snowbound,1,0,0,0,0,0,0,0,0,0,0,0
wilderness,0,0,0,0,0,3,0,0,0,0,0,0
expedition,0,0,0,0,0,2,0,0,0,0,0,0
island,0,0,0,0,0,2,0,0,0,0,0,0
overseas,1,0,3,0,0,0,0,0,0,0,0,0
odyssey,0,0,0,0,0,1,0,0,0,0,0,0
consume,0,0,0,0,0,0,0,0,0,0,3,0
happen,0,0,0,0,0,0,0,0,0,0,3,0
overland,1,0,0,0,0,0,0,0,0,0,0,0
colonial,4,0,0,0,0,0,0,0,0,0,0,0
depart,0,0,0,0,0,0,0,0,0,0,3,0
raf,1,0,0,0,0,0,0,0,0,0,0,0
battle,0,0,0,0,0,0,0,0,0,0,1,0
capricious,1,0,0,0,0,0,0,0,0,0,0,0
sudden,2,0,0,0,0,0,0,0,0,0,0,0
equatorial,1,0,0,0,0,0,0,0,0,0,0,0
updraft,0,0,0,0,0,1,0,0,0,0,0,0
assorted,1,0,0,0,0,0,0,0,0,0,0,0
adventure,0,0,0,0,0,1,0,0,0,0,0,0
survey,0,0,0,0,0,0,0,0,0,0,1,0
persevere,0,0,0,0,0,0,0,0,0,0,1,0
polar,3,0,0,0,0,0,0,0,0,0,0,0
engage,0,0,0,0,0,0,0,0,0,0,3,0
daring,1,0,0,0,0,0,0,0,0,0,0,0
trimotor,2,0,0,0,0,4,0,0,0,0,0,0
navigator,0,0,0,0,0,1,0,0,0,0,0,0
daughter,0,0,0,0,0,1,0,0,0,0,0,0
aid,0,0,0,0,0,10,0,0,0,0,0,0
autopilot,0,0,0,0,0,1,0,0,0,0,0,0
break,0,0,0,0,0,0,0,0,0,0,4,0
woman,0,0,0,0,0,1,0,0,0,0,0,0
industrialist,0,0,0,0,0,2,0,0,0,0,0,0
geographic,2,0,0,0,0,0,0,0,0,0,0,0
barrier,0,0,0,0,0,2,0,0,0,0,0,0
shrink,0,0,0,0,0,0,0,0,0,0,1,0
district,0,0,0,0,0,1,0,0,0,0,0,0
formal,1,0,0,0,0,0,0,0,0,0,0,0
education,0,0,0,0,0,1,0,0,0,0,0,0
enrollment,0,0,0,0,0,1,0,0,0,0,0,0
school,0,0,0,0,0,3,0,0,0,0,0,0
purchase,0,0,0,0,0,1,0,0,0,0,5,0
stunt,0,0,0,0,0,2,0,0,0,0,0,0
tour,0,0,0,0,0,1,0,0,0,0,0,0
midwestern,1,0,0,0,0,0,0,0,0,0,0,0
backing,0,0,0,0,0,2,0,0,0,0,0,0
compete,0,0,0,0,0,0,0,0,0,0,8,0
prize,0,0,0,0,0,1,0,0,0,0,0,0
overnight,2,0,1,0,0,0,0,0,0,0,0,0
folk,0,0,0,0,0,1,0,0,0,0,0,0
hero,0,0,0,0,0,1,0,0,0,0,0,0
side,0,0,0,0,0,2,0,0,0,0,0,0
enthusiasm,0,0,0,0,0,1,0,0,0,0,0,0
phenomenon,0,0,0,0,0,3,0,0,0,0,0,0
dub,0,0,0,0,0,0,0,0,0,0,2,0
boom,0,0,0,0,0,2,0,0,0,0,0,0
conformation,0,0,0,0,0,2,0,0,0,0,0,0
seat,0,0,0,0,0,12,0,0,0,0,6,0
windshield,0,0,0,0,0,1,0,0,0,0,0,0
extension,0,0,0,0,0,1,0,0,0,0,0,0
cowling,0,0,0,0,0,4,0,0,0,0,0,0
vision,0,0,0,0,0,2,0,0,0,0,0,0
window,0,0,0,0,0,1,0,0,0,0,0,0
periscope,0,0,0,0,0,1,0,0,0,0,0,0
span,0,0,0,0,0,1,0,0,0,0,0,0
gallon,0,0,0,0,0,1,0,0,0,0,0,0
extensively,0,0,3,0,0,0,0,0,0,0,0,0
donate,0,0,0,0,0,0,0,0,0,0,1,0
reside,0,0,0,0,0,0,0,0,0,0,1,0
pit,0,0,0,0,0,0,0,0,0,0,1,0
