word,ADJ,ADP,ADV,DET,NOUN,PUNCT,SCONJ,VERB,X
vigorously,0,0,1,0,0,0,0,0,0
height,0,0,0,0,2,0,0,0,0
young,5,0,0,0,0,0,0,0,0
blade,0,0,0,0,2,0,0,0,0
dull,1,0,0,0,0,0,0,0,0
green,2,0,0,0,0,0,0,0,0
rapidly,0,0,1,0,0,0,0,0,0
start,0,0,0,0,1,0,0,2,0
singly,0,0,1,0,0,0,0,0,0
bunche,0,0,0,0,2,0,0,0,0
reddish,1,0,0,0,0,0,0,0,0
mature,0,0,0,0,0,0,0,1,0
dusty,1,0,0,0,0,0,0,0,0
yellow,0,0,0,0,1,0,0,0,0
brown,0,0,0,0,1,0,0,0,0
slump,0,0,0,0,0,0,0,1,0
margin,0,0,0,0,3,0,0,0,0
break,0,0,0,0,1,0,0,2,0
topped,1,0,0,0,0,0,0,0,0
acacia,0,0,0,0,3,0,0,0,0
campo,0,0,0,0,2,0,0,0,0
thicket,0,0,0,0,1,0,0,0,0
natural,8,0,0,0,0,0,0,0,0
shelter,0,0,0,0,1,0,0,0,0
flesh,0,0,0,0,1,0,0,0,0
carnivorous,1,0,0,0,0,0,0,0,0
continent,0,0,0,0,2,0,0,0,0
similar,1,0,0,0,0,0,0,0,0
american,4,0,0,0,0,0,0,0,0
weigh,0,0,0,0,0,0,0,1,0
pound,0,0,0,0,1,0,0,0,0
kilogram,0,0,0,0,1,0,0,0,0
cape,0,0,0,0,2,0,0,0,0
buffalo,0,0,0,0,4,0,0,0,0
dangerous,1,0,0,0,0,0,0,0,0
native,3,0,0,0,2,0,0,0,0
unpredictable,1,0,0,0,0,0,0,0,0
corner,0,0,0,0,0,0,0,1,0
capable,1,0,0,0,0,0,0,0,0
kill,0,0,0,0,0,0,0,4,0
photo,0,0,0,0,1,0,0,0,0
researchers,0,0,0,0,0,1,0,0,0
include,0,0,0,0,0,0,0,9,0
red,1,0,0,0,0,0,0,0,0
wolf,0,0,0,0,1,0,0,0,0
pampa,0,0,0,0,1,0,0,0,0
deer,0,0,0,0,2,0,0,0,0
jaguar,0,0,0,0,1,0,0,0,0
tapir,0,0,0,0,1,0,0,0,0
peccary,0,0,0,0,1,0,0,0,0
approach,0,0,0,0,0,0,0,1,0
size,0,0,0,0,4,0,0,0,0
majesty,0,0,0,0,1,0,0,0,0
leopard,0,0,0,0,1,0,0,0,0
giraffe,0,0,0,0,1,0,0,0,0
elephant,0,0,0,0,1,0,0,0,0
big,2,0,0,0,0,0,0,0,0
game,0,0,0,0,2,0,0,0,0
mosquito,0,0,0,0,1,0,0,0,0
ant,0,0,0,0,6,0,0,0,0
tick,0,0,0,0,1,0,0,0,0
insect,0,0,0,0,5,0,0,0,0
miserable,1,0,0,0,0,0,0,0,0
especially,0,0,4,0,0,0,0,0,0
hilly,1,0,0,0,0,0,0,0,0
beginning,0,0,0,0,1,0,0,0,0
bank,0,0,0,0,2,0,0,0,0
flood,0,0,0,0,1,0,0,1,0
return,0,0,0,0,1,0,0,3,0
delta,0,0,0,0,1,0,0,0,0
pasture,0,0,0,0,8,0,0,0,0
number,0,0,0,0,8,0,0,0,0
stock,0,0,0,0,3,0,0,0,0
livelihood,0,0,0,0,1,0,0,0,0
suffer,0,0,0,0,0,0,0,1,0
pest,0,0,0,0,2,0,0,0,0
quality,0,0,0,0,1,0,0,0,0
cattle,0,0,0,0,5,0,0,0,0
means,0,0,0,0,1,0,0,0,0
wealth,0,0,0,0,1,0,0,0,0
tribe,0,0,0,0,6,0,0,0,0
overgrazing,0,0,0,0,2,0,0,0,0
burning,0,0,0,0,1,0,0,0,0
lead,0,0,0,0,0,0,0,2,0
erosion,0,0,0,0,2,0,0,0,0
garden,0,0,0,0,1,0,0,0,0
field,0,0,0,0,4,0,0,0,0
sorghum,0,0,0,0,1,0,0,0,0
millet,0,0,0,0,1,0,0,0,0
yam,0,0,0,0,1,0,0,0,0
sesame,0,0,0,0,1,0,0,0,0
tobacco,0,0,0,0,1,0,0,0,0
staple,0,0,0,0,1,0,0,0,0
bear,0,0,0,0,1,0,0,3,0
fine,1,0,0,0,0,0,0,0,0
rooted,2,0,0,0,0,0,0,0,0
luxuriant,1,0,0,0,0,0,0,0,0
striking,1,0,0,0,0,0,0,0,0
original,2,0,0,0,0,0,0,0,0
vast,4,0,0,0,0,0,0,0,0
billow,0,0,0,0,0,0,0,1,0
rolling,1,0,0,0,0,0,0,0,0
general,1,0,0,0,0,0,0,0,0
heavy,2,0,0,0,0,0,0,0,0
section,0,0,0,0,2,0,0,0,0
explanation,0,0,0,0,1,0,0,0,0
dominance,0,0,0,0,1,0,0,0,0
occasional,1,0,0,0,0,0,0,0,0
hardy,1,0,0,0,0,0,0,0,0
fire,0,0,0,0,1,0,0,0,0
lightning,0,0,0,0,1,0,0,0,0
sapling,0,0,0,0,1,0,0,0,0
approximately,0,0,1,0,0,0,0,0,0
today,0,0,0,0,5,0,0,0,0
important,1,0,0,0,0,0,0,0,0
agricultural,3,0,0,0,0,0,0,0,0
settler,0,0,0,0,5,0,0,0,0
disturb,0,0,0,0,0,0,0,2,0
balance,0,0,0,0,1,0,0,0,0
nature,0,0,0,0,5,0,0,0,0
noticeable,2,0,0,0,0,0,0,0,0
elk,0,0,0,0,1,0,0,0,0
fox,0,0,0,0,1,0,0,0,0
bobcat,0,0,0,0,1,0,0,0,0
plow,0,0,0,0,1,0,0,1,0
wipe,0,0,0,0,0,0,0,2,0
increase,0,0,0,0,0,0,0,6,0
grouse,0,0,0,0,1,0,0,0,0
partridge,0,0,0,0,1,0,0,0,0
pheasant,0,0,0,0,1,0,0,0,0
slaughter,0,0,0,0,0,0,0,2,0
gopher,0,0,0,0,1,0,0,0,0
chinch,0,0,0,0,1,0,0,0,0
bug,0,0,0,0,1,0,0,0,0
attack,0,0,0,0,0,0,0,2,0
grain,0,0,0,0,3,0,0,0,0
interrupt,0,0,0,0,0,0,0,1,0
coincide,0,0,0,0,0,0,0,1,0
monotonous,1,0,0,0,0,0,0,0,0
chernozem,0,0,0,0,1,0,0,0,0
fertilizer,0,0,0,0,1,0,0,0,0
protect,0,0,0,0,0,0,0,2,0
bison,0,0,0,0,1,0,0,0,0
domesticate,0,0,0,0,0,0,0,2,0
population,0,0,0,0,2,0,0,0,0
thinly,0,0,1,0,0,0,0,0,0
populate,0,0,0,0,0,0,0,1,0
settle,0,0,0,0,0,0,0,2,0
eurasian,1,0,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,2,0
develop,0,0,0,0,0,0,0,2,0
nomadic,3,0,0,0,0,0,0,0,0
wander,0,0,0,0,0,0,0,4,0
sheep,0,0,0,0,2,0,0,0,0
goat,0,0,0,0,2,0,0,0,0
ride,0,0,0,0,0,0,0,1,0
continue,0,0,0,0,0,0,0,3,0
century,0,0,0,0,3,0,0,0,0
political,1,0,0,0,0,0,0,0,0
economic,1,0,0,0,0,0,0,0,0
increasingly,0,0,1,0,0,0,0,0,0
unsuitable,1,0,0,0,0,0,0,0,0
machine,0,0,0,0,2,0,0,0,0
enable,0,0,0,0,0,0,0,1,0
harvest,0,0,0,0,0,0,0,3,0
nomad,0,0,0,0,8,0,0,0,0
wanderer,0,0,0,0,1,0,0,0,0
word,0,0,0,0,1,0,0,0,0
greek,1,0,0,0,0,0,0,0,0
nomados,0,0,0,0,0,0,0,0,1
search,0,0,0,0,1,0,0,0,0
refer,0,0,0,0,0,0,0,3,0
cyclical,1,0,0,0,0,0,0,0,0
traditional,2,0,0,0,0,0,0,0,0
group,0,0,0,0,11,0,0,0,0
hunter,0,0,0,0,3,0,0,0,0
gatherer,0,0,0,0,3,0,0,0,0
pastoral,6,0,0,0,0,0,0,0,0
herder,0,0,0,0,1,0,0,0,0
normally,0,0,1,0,0,0,0,0,0
stay,0,0,0,0,1,0,0,1,0
indefinitely,0,0,1,0,0,0,0,0,0
source,0,0,0,0,2,0,0,0,0
indian,2,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,1,0
walking,0,0,0,0,1,0,0,0,0
camp,0,0,0,0,1,0,0,1,0
hunt,0,0,0,0,0,0,0,2,0
successfully,0,0,1,0,0,0,0,0,0
deplete,0,0,0,0,0,0,0,1,0
week,0,0,0,0,1,0,0,0,0
aimlessly,0,0,1,0,0,0,0,0,0
territory,0,0,0,0,3,0,0,0,0
location,0,0,0,0,1,0,0,0,0
habit,0,0,0,0,2,0,0,0,0
say,0,0,0,0,0,0,0,1,0
subsist,0,0,0,0,0,0,0,1,0
acquire,0,0,0,0,0,0,0,2,0
necessity,0,0,0,0,1,0,0,0,0
expand,0,0,0,0,0,0,0,1,0
fairly,0,0,1,0,0,0,0,0,0
constant,2,0,0,0,0,0,0,0,0
producer,0,0,0,0,1,0,0,0,0
tribal,1,0,0,0,0,0,0,0,0
ethnic,1,0,0,0,0,0,0,0,0
unit,0,0,0,0,1,0,0,0,0
accordingly,0,0,1,0,0,0,0,0,0
livestock,0,0,0,0,1,0,0,0,0
establish,0,0,0,0,0,0,0,2,0
nomadism,0,0,0,0,2,0,0,0,0
decline,0,0,0,0,1,0,0,0,0
persist,0,0,0,0,0,0,0,1,0
hunting,0,0,0,0,1,0,0,0,0
herding,0,0,0,0,1,0,0,0,0
breed,0,0,0,0,0,0,0,2,0
reindeer,0,0,0,0,1,0,0,0,0
fringe,0,0,0,0,1,0,0,0,0
family,0,0,0,0,1,0,0,0,0
engage,0,0,0,0,0,0,0,2,0
agriculture,0,0,0,0,5,0,0,0,0
resort,0,0,0,0,1,0,0,0,0
interdependent,1,0,0,0,0,0,0,0,0
product,0,0,0,0,1,0,0,0,0
neighbor,0,0,0,0,1,0,0,0,0
exchange,0,0,0,0,1,0,0,0,0
migratory,1,0,0,0,0,0,0,0,0
kazakh,1,0,0,0,0,0,0,0,0
hundred,0,0,0,0,1,0,0,0,0
quarter,0,0,0,0,2,0,0,0,0
portable,1,0,0,0,0,0,0,0,0
tent,0,0,0,0,1,0,0,0,0
yurt,0,0,0,0,1,0,0,0,0
herd,0,0,0,0,1,0,0,1,0
elevation,0,0,0,0,2,0,0,0,0
town,0,0,0,0,1,0,0,0,0
month,0,0,0,0,1,0,0,0,0
fix,0,0,0,0,0,0,0,2,0
village,0,0,0,0,2,0,0,0,0
send,0,0,0,0,0,0,0,2,0
man,0,0,0,0,1,0,0,0,0
twice,0,0,1,0,0,0,0,0,0
farming,0,0,0,0,4,0,0,0,0
ago,0,0,1,0,0,0,0,0,0
black,1,0,0,0,0,0,0,0,0
farm,0,0,0,0,1,0,0,0,0
avoid,0,0,0,0,0,0,0,1,0
steel,0,0,0,0,1,0,0,0,0
invent,0,0,0,0,0,0,0,2,0
tough,1,0,0,0,0,0,0,0,0
sod,0,0,0,0,1,0,0,0,0
rich,1,0,0,0,0,0,0,0,0
industrial,1,0,0,0,0,0,0,0,0
cattleman,0,0,0,0,1,0,0,0,0
railroad,0,0,0,0,1,0,0,0,0
build,0,0,0,0,0,0,0,3,0
market,0,0,0,0,1,0,0,0,0
succeed,0,0,0,0,0,0,0,1,0
rancher,0,0,0,0,1,0,0,0,0
huge,1,0,0,0,0,0,0,0,0
inadequate,1,0,0,0,0,0,0,0,0
uncertain,1,0,0,0,0,0,0,0,0
immense,1,0,0,0,0,0,0,0,0
dust,0,0,0,0,1,0,0,0,0
pastureland,0,0,0,0,1,0,0,0,0
erode,0,0,0,0,0,0,0,1,0
destroy,0,0,0,0,0,0,0,4,0
carpet,0,0,0,0,1,0,0,0,0
effort,0,0,0,0,4,0,0,0,0
remedy,0,0,0,0,0,0,0,1,0
mistake,0,0,0,0,1,0,0,0,0
necessary,1,0,0,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,1,0
soiland,0,0,0,0,1,0,0,0,0
conserve,0,0,0,0,0,0,0,1,0
method,0,0,0,0,1,0,0,0,0
dependable,1,0,0,0,0,0,0,0,0
associate,0,0,0,0,0,0,0,3,0
encompass,0,0,0,0,0,0,0,1,0
habitat,0,0,0,0,17,0,0,0,0
equable,1,0,0,0,0,0,0,0,0
hardly,0,0,2,0,0,0,0,0,0
penetrate,0,0,0,0,0,0,0,2,0
lush,1,0,0,0,0,0,0,0,0
growth,0,0,0,0,3,0,0,0,0
subcanopie,0,0,0,0,1,0,0,0,0
continental,2,0,0,0,0,0,0,0,0
landmass,0,0,0,0,2,0,0,0,0
terrestrial,3,0,0,0,0,0,0,0,0
different,4,0,0,0,0,0,0,0,0
process,0,0,0,0,4,0,0,0,0
tangle,0,0,0,0,0,0,0,1,0
historically,0,0,2,0,0,0,0,0,0
jungle,0,0,0,0,3,0,0,0,0
light,0,0,0,0,3,0,0,1,0
promote,0,0,0,0,0,0,0,1,0
dense,7,0,0,0,0,0,0,0,0
vine,0,0,0,0,7,0,0,0,0
situation,0,0,0,0,2,0,0,0,0
open,1,0,0,0,0,0,0,0,0
allow,0,0,0,0,0,0,0,1,0
enter,0,0,0,0,0,0,0,1,0
course,0,0,0,0,2,0,0,0,0
define,0,0,0,0,0,0,0,2,0
band,0,0,0,0,1,0,0,0,0
vegetate,0,0,0,0,0,0,0,2,0
biodiversity,0,0,0,0,2,0,0,0,0
enormous,1,0,0,0,0,0,0,0,0
central,2,0,0,0,0,0,0,0,0
island,0,0,0,0,4,0,0,0,0
particularly,0,0,3,0,0,0,0,0,0
malaysian,1,0,0,0,0,0,0,0,0
continuous,2,0,0,0,0,0,0,0,0
intact,2,0,0,0,0,0,0,0,0
surround,0,0,0,0,0,0,0,2,0
account,0,0,0,0,0,0,0,1,0
worldwide,0,0,1,0,0,0,0,0,0
second,0,0,1,0,0,0,0,0,1
tract,0,0,0,0,3,0,0,0,0
aerial,1,0,0,0,0,0,0,0,0
view,0,0,0,0,1,0,0,0,0
show,0,0,0,0,0,0,0,1,0
charge,0,0,0,0,0,0,0,1,0
egret,0,0,0,0,1,0,0,0,0
strict,1,0,0,0,0,0,0,0,0
zone,0,0,0,0,3,0,0,0,0
slightly,0,0,1,0,0,0,0,0,0
mainland,0,0,0,0,2,0,0,0,0
prior,0,0,1,0,0,0,0,0,0
widespread,2,0,0,0,0,0,0,0,0
commercial,1,0,0,0,0,0,0,0,0
vicinity,0,0,0,0,1,0,0,0,0
class,0,0,0,0,0,0,0,1,0
severely,0,0,2,0,0,0,0,0,0
disrupt,0,0,0,0,0,0,0,3,0
million,0,0,0,0,1,0,0,0,0
acre,0,0,0,0,1,0,0,0,0
logging,0,0,0,0,2,0,0,0,0
illegal,2,0,0,0,0,0,0,0,0
mining,0,0,0,0,1,0,0,0,0
endeavor,0,0,0,0,1,0,0,0,0
unchecked,1,0,0,0,0,0,0,0,0
potentially,0,0,1,0,0,0,0,0,0
eliminate,0,0,0,0,0,0,0,2,0
unexploited,1,0,0,0,0,0,0,0,0
undisturbed,1,0,0,0,0,0,0,0,0
ranching,0,0,0,0,1,0,0,0,0
estimate,0,0,0,0,0,0,0,1,0
lumbering,0,0,0,0,1,0,0,0,0
slash,0,0,0,0,1,0,0,1,0
burn,0,0,0,0,2,0,0,2,0
poor,1,0,0,0,0,0,0,0,0
planting,0,0,0,0,1,0,0,0,0
nutrient,0,0,0,0,7,0,0,0,0
disappear,0,0,0,0,0,0,0,2,0
proportion,0,0,0,0,1,0,0,0,0
subcontinent,0,0,0,0,1,0,0,0,0
clearing,0,0,0,0,5,0,0,0,0
rubber,0,0,0,0,1,0,0,0,0
plantation,0,0,0,0,1,0,0,0,0
timbering,0,0,0,0,3,0,0,0,0
early,3,0,0,0,0,0,0,0,0
understanding,0,0,0,0,1,0,0,0,0
fragile,3,0,0,0,0,0,0,0,0
dependence,0,0,0,0,1,0,0,0,0
fragmentation,0,0,0,0,1,0,0,0,0
unnatural,1,0,0,0,0,0,0,0,0
integrity,0,0,0,0,1,0,0,0,0
reforestation,0,0,0,0,1,0,0,0,0
project,0,0,0,0,2,0,0,0,0
initiate,0,0,0,0,0,0,0,1,0
previous,1,0,0,0,0,0,0,0,0
damage,0,0,0,0,1,0,0,0,0
decade,0,0,0,0,1,0,0,0,0
pass,0,0,0,0,0,0,0,2,0
recovery,0,0,0,0,2,0,0,0,0
possible,1,0,0,0,0,0,0,0,0
continued,1,0,0,0,0,0,0,0,0
harvesting,0,0,0,0,1,0,0,0,0
progress,0,0,0,0,0,0,0,1,0
rate,0,0,0,0,2,0,0,0,0
surpass,0,0,0,0,0,0,0,1,0
successful,1,0,0,0,0,0,0,0,0
government,0,0,0,0,1,0,0,0,0
official,0,0,0,0,1,0,0,0,0
cooperate,0,0,0,0,0,0,0,1,0
international,1,0,0,0,0,0,0,0,0
scale,0,0,0,0,1,0,0,0,0
concert,0,0,0,0,1,0,0,0,0
ecologist,0,0,0,0,3,0,0,0,0
fast,0,0,1,0,0,0,0,0,0
recover,0,0,0,0,0,0,0,1,0
amount,0,0,0,0,2,0,0,0,0
monsoon,0,0,0,0,5,0,0,0,0
climatic,1,0,0,0,0,0,0,0,0
continual,1,0,0,0,0,0,0,0,0
heavily,0,0,1,0,0,0,0,0,0
deciduous,2,0,0,0,0,0,0,0,0
semievergreen,1,0,0,0,0,0,0,0,0
prevalent,3,0,0,0,0,0,0,0,0
northeastern,1,0,0,0,0,0,0,0,0
affect,0,0,0,0,0,0,0,2,0
annually,0,0,1,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,1,0
unvarying,1,0,0,0,0,0,0,0,0
standard,0,0,0,0,1,0,0,0,0
wider,0,0,1,0,0,0,0,0,0
qualify,0,0,0,0,0,0,0,1,0
notable,3,0,0,0,0,0,0,0,0
highland,0,0,0,0,1,0,0,0,0
cloud,0,0,0,0,2,0,0,0,0
perpetually,0,0,1,0,0,0,0,0,0
cloudlike,1,0,0,0,0,0,0,0,0
mist,0,0,0,0,1,0,0,0,0
fog,0,0,0,0,1,0,0,0,0
profusion,0,0,0,0,1,0,0,0,0
moss,0,0,0,0,1,0,0,0,0
fern,0,0,0,0,4,0,0,0,0
epiphyte,0,0,0,0,3,0,0,0,0
substrate,0,0,0,0,1,0,0,0,0
nourishment,0,0,0,0,2,0,0,0,0
condensation,0,0,0,0,1,0,0,0,0
globally,0,0,1,0,0,0,0,0,0
restrict,0,0,0,0,0,0,0,2,0
moist,1,0,0,0,0,0,0,0,0
category,0,0,0,0,2,0,0,0,0
conifer,0,0,0,0,1,0,0,0,0
imply,0,0,0,0,0,0,0,1,0
tropic,0,0,0,0,3,0,0,0,0
coastline,0,0,0,0,3,0,0,0,0
have,0,0,0,0,0,0,0,2,0
consequence,0,0,0,0,2,0,0,0,0
oceanic,1,0,0,0,0,0,0,0,0
classify,0,0,0,0,0,0,0,1,0
trail,0,0,0,0,1,0,0,1,0
special,2,0,0,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,2,0
variant,0,0,0,0,1,0,0,0,0
geographic,1,0,0,0,0,0,0,0,0
riverine,0,0,0,0,1,0,0,0,0
designation,0,0,0,0,1,0,0,0,0
regional,1,0,0,0,0,0,0,0,0
corridor,0,0,0,0,1,0,0,0,0
peripheral,1,0,0,0,0,0,0,0,0
flooding,0,0,0,0,1,0,0,0,0
characteristic,2,0,0,0,1,0,0,0,0
intertwine,0,0,0,0,0,0,0,1,0
mangrove,0,0,0,0,2,0,0,0,0
junglelike,2,0,0,0,0,0,0,0,0
modify,0,0,0,0,0,0,0,2,0
tidal,1,0,0,0,0,0,0,0,0
estuary,0,0,0,0,1,0,0,0,0
compare,0,0,0,0,0,0,0,2,0
inland,1,0,0,0,0,0,0,0,0
closeness,0,0,0,0,1,0,0,0,0
intertwining,0,0,0,0,1,0,0,0,0
impenetrable,1,0,0,0,0,0,0,0,0
instance,0,0,0,0,1,0,0,0,0
bewildering,1,0,0,0,0,0,0,0,0
array,0,0,0,0,1,0,0,0,0
vegetational,2,0,0,0,0,0,0,0,0
categorize,0,0,0,0,0,0,0,1,0
observe,0,0,0,0,0,0,0,1,0
interpret,0,0,0,0,0,0,0,1,0
observation,0,0,0,0,1,0,0,0,0
agree,0,0,0,0,0,0,0,1,0
classic,1,0,0,0,0,0,0,0,0
identifiable,1,0,0,0,0,0,0,0,0
compose,0,0,0,0,0,0,0,1,0
herbaceous,1,0,0,0,0,0,0,0,0
stratification,0,0,0,0,1,0,0,0,0
describe,0,0,0,0,0,0,0,2,0
scheme,0,0,0,0,1,0,0,0,0
extraordinarily,0,0,1,0,0,0,0,0,0
emergent,1,0,0,0,0,0,0,0,0
top,0,0,0,0,5,0,0,0,0
solid,1,0,0,0,0,0,0,0,0
converge,0,0,0,0,0,0,0,1,0
horizontally,0,0,1,0,0,0,0,0,0
understory,0,0,0,0,1,0,0,0,0
stratum,0,0,0,0,1,0,0,0,0
subcanopy,0,0,0,0,2,0,0,0,0
fourth,1,0,0,0,0,0,0,0,0
dimly,0,0,1,0,0,0,0,0,0
block,0,0,0,0,0,0,0,1,0
finally,0,0,1,0,0,0,0,0,0
herb,0,0,0,0,1,0,0,0,0
buttress,0,0,0,0,1,0,0,0,0
network,0,0,0,0,2,0,0,0,0
woody,2,0,0,0,0,0,0,0,0
climb,0,0,0,0,0,0,0,1,0
directly,0,0,2,0,0,0,0,0,0
protection,0,0,0,0,2,0,0,0,0
epiphytic,4,0,0,0,0,0,0,0,0
bromeliad,0,0,0,0,1,0,0,0,0
abound,0,0,0,0,0,0,0,1,0
unrivaled,1,0,0,0,0,0,0,0,0
ten,0,0,0,0,1,0,0,0,0
thousand,0,0,0,0,2,0,0,0,0
undescribed,1,0,0,0,0,0,0,0,0
maintain,0,0,0,0,0,0,0,1,0
uniform,1,0,0,0,0,0,0,0,0
unique,1,0,0,0,0,0,0,0,0
evolve,0,0,0,0,0,0,0,3,0
medicinal,1,0,0,0,0,0,0,0,0
property,0,0,0,0,1,0,0,0,0
quinine,0,0,0,0,1,0,0,0,0
fight,0,0,0,0,0,0,0,2,0
malaria,0,0,0,0,1,0,0,0,0
paclitaxel,0,0,0,0,1,0,0,0,0
cancer,0,0,0,0,1,0,0,0,0
derive,0,0,0,0,0,0,0,1,0
indigenous,1,0,0,0,0,0,0,0,0
organization,0,0,0,0,1,0,0,0,0
strive,0,0,0,0,0,0,0,1,0
preserve,0,0,0,0,0,0,0,1,0
rare,1,0,0,0,0,0,0,0,0
new,2,0,0,0,0,0,0,0,0
medicine,0,0,0,0,1,0,0,0,0
forever,0,0,1,0,0,0,0,0,0
plentiful,2,0,0,0,0,0,0,0,0
vascular,1,0,0,0,0,0,0,0,0
primarily,0,0,2,0,0,0,0,0,0
conduction,0,0,0,0,1,0,0,0,0
dependent,2,0,0,0,0,0,0,0,0
trunk,0,0,0,0,2,0,0,0,0
branch,0,0,0,0,1,0,0,0,0
touch,0,0,0,0,0,0,0,2,0
cycle,0,0,0,0,6,0,0,0,0
complex,4,0,0,0,0,0,0,0,0
circumstance,0,0,0,0,1,0,0,0,0
peculiar,1,0,0,0,0,0,0,0,0
history,0,0,0,0,1,0,0,0,0
understand,0,0,0,0,0,0,0,2,0
unusual,1,0,0,0,0,0,0,0,0
minimal,1,0,0,0,0,0,0,0,0
floor,0,0,0,0,1,0,0,0,0
completely,0,0,1,0,0,0,0,0,0
mechanism,0,0,0,0,1,0,0,0,0
extract,0,0,0,0,0,0,0,1,0
strangler,0,0,0,0,2,0,0,0,0
combination,0,0,0,0,1,0,0,0,0
competition,0,0,0,0,1,0,0,0,0
leach,0,0,0,0,0,0,0,1,0
accumulate,0,0,0,0,0,0,0,1,0
stem,0,0,0,0,2,0,0,0,0
leaf,0,0,0,0,2,0,0,0,0
waxy,1,0,0,0,0,0,0,0,0
coating,0,0,0,0,1,0,0,0,0
bark,0,0,0,0,1,0,0,0,0
pointing,0,0,0,0,1,0,0,0,0
extraordinary,1,0,0,0,0,0,0,0,0
exist,0,0,0,0,0,0,0,1,0
litter,0,0,0,0,2,0,0,0,0
undergrowth,0,0,0,0,1,0,0,0,0
spend,0,0,0,0,0,0,0,1,0
entire,1,0,0,0,0,0,0,0,0
specific,2,0,0,0,0,0,0,0,0
living,0,0,0,0,1,0,0,0,0
coevolution,0,0,0,0,1,0,0,0,0
pollination,0,0,0,0,1,0,0,0,0
dispersal,0,0,0,0,1,0,0,0,0
routinely,0,0,1,0,0,0,0,0,0
nectar,0,0,0,0,1,0,0,0,0
pollinate,0,0,0,0,0,0,0,1,0
cashew,0,0,0,0,1,0,0,0,0
nut,0,0,0,0,2,0,0,0,0
sweet,1,0,0,0,0,0,0,0,0
disperse,0,0,0,0,0,0,0,1,0
relationship,0,0,0,0,4,0,0,0,0
inside,0,1,0,0,0,0,0,0,0
nutritious,1,0,0,0,0,0,0,0,0
patrol,0,0,0,0,0,0,0,1,0
mutualism,0,0,0,0,1,0,0,0,0
result,0,0,0,0,1,0,0,1,0
represent,0,0,0,0,0,0,0,2,0
vertebrate,0,0,0,0,2,0,0,0,0
species,0,0,0,0,4,0,0,0,0
scientist,0,0,0,0,2,0,0,0,0
researcher,0,0,0,0,2,0,0,0,0
detail,0,0,0,0,1,0,0,0,0
density,0,0,0,0,1,0,0,0,0
saying,0,0,0,0,1,0,0,0,0
easy,1,0,0,0,0,0,0,0,0
collect,0,0,0,0,0,0,0,1,0
social,1,0,0,0,0,0,0,0,0
termite,0,0,0,0,1,0,0,0,0
beetle,0,0,0,0,1,0,0,0,0
butterfly,0,0,0,0,1,0,0,0,0
spider,0,0,0,0,1,0,0,0,0
centipede,0,0,0,0,1,0,0,0,0
scorpion,0,0,0,0,1,0,0,0,0
arthropod,0,0,0,0,1,0,0,0,0
dramatic,1,0,0,0,0,0,0,0,0
orient,0,0,0,0,0,0,0,1,0
gibbon,0,0,0,0,1,0,0,0,0
ape,0,0,0,0,1,0,0,0,0
lemur,0,0,0,0,1,0,0,0,0
marmoset,0,0,0,0,1,0,0,0,0
monkey,0,0,0,0,2,0,0,0,0
cat,0,0,0,0,1,0,0,0,0
harbor,0,0,0,0,0,0,0,1,0
male,2,0,0,0,3,0,0,0,0
paradise,0,0,0,0,12,0,0,0,0
display,0,0,0,0,2,0,0,2,0
colorful,2,0,0,0,0,0,0,0,0
feather,0,0,0,0,4,0,0,0,0
courtship,0,0,0,0,1,0,0,0,0
photograph,0,0,0,0,1,0,0,0,0
multitude,0,0,0,0,1,0,0,0,0
macaw,0,0,0,0,1,0,0,0,0
parrot,0,0,0,0,1,0,0,0,0
prey,0,0,0,0,1,0,0,1,0
harpy,1,0,0,0,0,0,0,0,0
eagle,0,0,0,0,2,0,0,0,0
crowned,1,0,0,0,0,0,0,0,0
treetop,0,0,0,0,1,0,0,0,0
rival,0,0,0,0,0,0,0,1,0
gorgeous,1,0,0,0,0,0,0,0,0
bizarre,1,0,0,0,0,0,0,0,0
plumage,0,0,0,0,1,0,0,0,0
iridescent,1,0,0,0,0,0,0,0,0
neck,0,0,0,0,1,0,0,0,0
ruff,0,0,0,0,1,0,0,0,0
tail,0,0,0,0,4,0,0,0,0
thin,1,0,0,0,0,0,0,0,0
wirelike,1,0,0,0,0,0,0,0,0
projection,0,0,0,0,1,0,0,0,0
head,0,0,0,0,3,0,0,0,0
court,0,0,0,0,0,0,0,1,0
perform,0,0,0,0,0,0,0,1,0
distinguish,0,0,0,0,0,0,0,1,0
wave,0,0,0,0,0,0,0,1,0
back,0,0,0,0,1,0,0,0,0
hang,0,0,0,0,0,0,0,1,0
upside,0,0,2,0,0,0,0,0,0
plume,0,0,0,0,4,0,0,0,0
cascade,0,0,0,0,0,0,0,1,0
nearby,1,0,0,0,0,0,0,0,0
medium,1,0,0,0,0,0,0,0,0
sized,1,0,0,0,0,0,0,0,0
polygamous,1,0,0,0,0,0,0,0,0
drab,1,0,0,0,0,0,0,0,0
female,0,0,0,0,1,0,0,0,0
nest,0,0,0,0,1,0,0,0,0
aid,0,0,0,0,1,0,0,1,0
