word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PUNCT,SCONJ,VERB,X
self,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
credulous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adjust,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
newtonian,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cosmos,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
kantian,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spectral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
universe,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
physic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
circumstance,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
alternately,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
simultaneously,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
rejection,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hand,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0
hysterical,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happen,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
reply,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
enquire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
warn,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
advise,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stop,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
cry,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sorrowful,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
console,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
contemplative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
articulate,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
session,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
silent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
summon,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sigh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
lack,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0
seek,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
woe,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
wail,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dear,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
drown,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
unused,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
precious,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hide,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
dateless,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weep,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
afresh,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
moan,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
expense,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
sight,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
grieve,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
grievance,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
forego,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
heavily,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sad,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fore,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
bemoan,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
pay,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
acknowledge,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
masterpiece,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
emblem,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
satisfactorily,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unequivocally,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sacrament,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
confidence,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
game,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
firmly,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
common,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
base,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0
collection,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
sacred,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guarantee,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
appeal,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
sincerity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
incline,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
credit,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
artful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
artifice,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
degenerate,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
artsy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poesy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bad,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uncomfortably,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dramatist,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
drink,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
thine,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
similar,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bathetic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crossing,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
unattractive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniquely,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shakespearean,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joint,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stock,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0
company,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
terribly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
visible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conceal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
going,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
excite,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sympathy,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
sternly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
elegy,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
praise,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0
honour,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0
contrive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
obsessively,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
litigation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
money,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
wallet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
adieu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
whereto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
probable,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
culprit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
law,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
finally,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
sinner,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
avarice,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
prodigality,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
half,6,0,0,0,0,2,0,11,0,0,0,0,0,0,0
double,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
price,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
beautiful,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
innocent,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
match,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
decide,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
veil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
plainly,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
partisan,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unaided,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reveal,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
mythological,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delusion,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
away,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0
honestly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
poorly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mythology,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
deep,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
searching,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conclude,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
privilege,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mistake,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
notion,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
completest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
utterance,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
fair,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0
horse,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
pasture,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deem,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
household,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
fable,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
nowadays,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sing,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
tune,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
rejoin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
beloved,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forget,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
con,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
humankind,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
priest,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
ship,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
wreck,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0
harbor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
transcendence,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wickedness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
terror,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
hum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
overhear,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
multiple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
classroom,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
living,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
region,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
straddle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
continent,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
selection,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
sampling,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
coin,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
abstract,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
popular,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retriever,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
haired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
satyr,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
whine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tease,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
flatter,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
silly,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shady,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shade,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
lazy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lady,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
head,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
bright,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wing,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
forbid,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
bird,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
admired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depiction,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
rural,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colloquial,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speech,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
realistic,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everyday,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stint,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
teacher,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
farmer,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
publish,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
outbreak,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
endow,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
universal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaphysical,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
express,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
pastoral,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ideal,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0
dark,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
complexity,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
wide,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0
popularity,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
admiration,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
wood,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
birch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hire,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fire,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
ice,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
anthology,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
alliterative,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prevalent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consonant,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0
stress,0,0,0,0,0,0,0,74,0,0,0,0,0,14,0
basic,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
structural,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
occasional,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
embellishment,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
device,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
indo,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
european,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strict,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rule,0,0,0,0,0,0,0,29,0,0,0,0,0,4,0
accent,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
relative,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
duration,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
govern,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
low,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hemistich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
caesura,0,0,0,0,0,0,0,13,0,0,0,0,0,0,23
pause,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0
alliterate,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
precede,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
medial,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accented,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unaccented,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ineffective,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
medieval,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hymn,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
pure,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
date,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0
norman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conquest,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
formalistic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restriction,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
gradually,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
disregard,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
extensively,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
succession,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
break,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0
roughly,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
interval,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
usually,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0
scottish,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
norse,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stanzaic,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
practically,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
celtic,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subordinate,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
welsh,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rise,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0
cynghanedd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
intricate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bardic,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mnemonic,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
alphabet,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
alphabetic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
favourite,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0
countless,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cumulative,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reference,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
chapbook,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eat,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
gentleman,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
acquaint,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
apple,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pie,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
bite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
enjoy,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
continuous,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
version,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
archer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
frog,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
butcher,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
discrimination,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
drunkard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
face,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0
usurer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
youth,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
harmful,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
widely,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
teach,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
bookseller,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
message,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
learning,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sin,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0
abc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
impassioned,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
originally,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
composer,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
eulogy,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
satire,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
generally,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
tribal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gifted,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hero,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
deed,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
national,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
minstrel,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
institution,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
chanting,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
irish,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bardd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
codify,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
grade,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
eisteddfod,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
assembly,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
musician,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
blank,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unrhymed,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
preeminent,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richness,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
versatility,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
skill,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
vary,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
catch,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
tonal,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
overtone,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
paragraph,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
adapt,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
metre,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0
italian,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
humanist,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
consecutive,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
experiment,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0
didactic,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
versi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sciolti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
soon,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
major,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pastor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
fido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
earl,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
musical,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transform,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
instrument,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
syllabic,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0
expression,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
supple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
approximate,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
grief,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
perplexity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
debasement,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
grandeur,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
intellectually,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
flexible,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inversion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
latinized,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paragraphing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
descriptive,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passion,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
autobiography,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
flexibility,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
keyed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conversational,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
masque,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
swedish,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russian,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polish,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
bouts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
rimés,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
list,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
require,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
modicum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
invent,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
minor,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inspire,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
notable,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tour,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
satirical,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entitle,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
vaincu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
defeat,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0
fad,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
père,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
invite,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
versifier,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
charming,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
competition,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
essayist,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
editor,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ingenuity,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
improve,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
rhyming,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
