word,ADJ,ADP,ADV,NOUN,NUM,PRON,SCONJ,VERB,X
opportunity,0,0,0,1,0,0,0,0,0
risk,0,0,0,2,0,0,0,0,0
motto,0,0,0,1,0,0,0,0,0
choose,0,0,0,0,0,0,0,1,0
foundation,0,0,0,3,0,0,0,0,0
visit,0,0,0,1,0,0,0,3,0
sick,1,0,0,0,0,0,0,0,0
hospital,0,0,0,1,0,0,0,0,0
presence,0,0,0,1,0,0,0,0,0
somebody,0,0,0,0,0,1,0,0,0
admire,0,0,0,0,0,0,0,1,0
mood,0,0,0,1,0,0,0,0,0
illness,0,0,0,1,0,0,0,0,0
medicine,0,0,0,1,0,0,0,0,0
pose,0,0,0,0,0,0,0,2,0
ceremony,0,0,0,1,0,0,0,0,0
announce,0,0,0,0,0,0,0,1,0
initiative,0,0,0,1,0,0,0,0,0
support,0,0,0,0,0,0,0,2,0
mobile,1,0,0,0,0,0,0,0,0
health,0,0,0,2,0,0,0,0,0
clinic,0,0,0,1,0,0,0,0,0
poverty,0,0,0,3,0,0,0,0,0
choice,0,0,0,1,0,0,0,0,0
beg,0,0,0,0,0,0,0,1,0
street,0,0,0,2,0,0,0,0,0
money,0,0,0,2,0,0,0,0,0
awareness,0,0,0,1,0,0,0,0,0
solution,0,0,0,1,0,0,0,0,0
humanitarian,2,0,0,0,0,0,0,0,0
mission,0,0,0,3,0,0,0,0,0
globe,0,0,0,1,0,0,0,0,0
focus,0,0,0,0,0,0,0,1,0
try,0,0,0,0,0,0,0,2,0
life,0,0,0,5,0,0,0,0,0
labor,0,0,0,1,0,0,0,0,0
education,0,0,0,3,0,0,0,0,0
ambassador,0,0,0,2,0,0,0,0,0
devastating,1,0,0,0,0,0,0,0,0
earthquake,0,0,0,2,0,0,0,0,0
massive,1,0,0,0,0,0,0,0,0
damage,0,0,0,1,0,0,0,0,0
island,0,0,0,1,0,0,0,0,0
lift,0,0,0,0,0,0,0,1,0
spirit,0,0,0,1,0,0,0,0,0
haitian,1,0,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,1,0
meet,0,0,0,0,0,0,0,3,0
troop,0,0,0,1,0,0,0,0,0
station,0,0,0,0,0,0,0,1,0
relief,0,0,0,2,0,0,0,0,0
nation,0,0,0,1,0,0,0,0,0
motivation,0,0,0,1,0,0,0,0,0
stricken,0,0,0,0,0,0,0,1,0
poor,1,0,0,0,0,0,0,0,0
neighborhood,0,0,0,1,0,0,0,0,0
shantytown,0,0,0,1,0,0,0,0,0
provide,0,0,0,0,0,0,0,4,0
fortunate,1,0,0,0,0,0,0,0,0
future,0,0,0,1,0,0,0,0,0
area,0,0,0,1,0,0,0,0,0
experience,0,0,0,0,0,0,0,1,0
political,2,0,0,0,0,0,0,0,0
tension,0,0,0,1,0,0,0,0,0
israeli,2,0,0,0,0,0,0,0,0
palestinian,2,0,0,0,0,0,0,0,0
leader,0,0,0,1,0,0,0,0,0
host,0,0,0,0,0,0,0,1,0
aim,0,0,0,2,0,0,0,0,0
tense,1,0,0,0,0,0,0,0,0
relation,0,0,0,1,0,0,0,0,0
appoint,0,0,0,0,0,0,0,1,0
typically,0,0,1,0,0,0,0,0,0
shell,0,0,0,1,0,0,0,0,0
instruct,0,0,0,0,0,0,0,1,0
interviewer,0,0,0,1,0,0,0,0,0
joy,0,0,0,1,0,0,0,0,0
happy,1,0,0,0,0,0,0,0,0
possibly,0,0,1,0,0,0,0,0,0
normal,2,0,0,0,0,0,0,0,0
person,0,0,0,2,0,0,0,0,0
believable,1,0,0,0,0,0,0,0,0
girlfriend,0,0,0,1,0,0,0,0,0
cousin,0,0,0,1,0,0,0,0,0
couple,0,0,0,1,0,0,0,0,0
birth,0,0,0,2,0,0,0,0,0
son,0,0,0,6,0,0,0,0,0
commemorate,0,0,0,0,0,0,0,1,0
event,0,0,0,1,0,0,0,0,0
have,0,0,0,0,0,0,0,1,0
birthdate,0,0,0,1,0,0,0,0,0
stitch,0,0,0,0,0,0,0,1,0
cleat,0,0,0,1,0,0,0,0,0
honorary,1,0,0,0,0,0,0,0,0
priority,0,0,0,1,0,0,0,0,0
behave,0,0,0,0,0,0,0,1,0
thing,0,0,0,2,0,0,0,0,0
stew,0,0,0,0,0,0,0,1,0
balance,0,0,0,0,0,0,0,1,0
endorsement,0,0,0,3,0,0,0,0,0
revise,0,0,0,0,0,0,0,1,0
contract,0,0,0,1,0,0,0,0,0
worth,1,0,0,0,0,0,0,0,0
brand,0,0,0,2,0,0,0,0,0
salary,0,0,0,1,0,0,0,0,0
dad,0,0,0,1,0,0,0,0,0
hold,0,0,0,0,0,0,0,2,0
custom,0,0,0,1,0,0,0,0,0
daddy,0,0,0,1,0,0,0,0,0
inscribe,0,0,0,0,0,0,0,1,0
normally,0,0,1,0,0,0,0,0,0
appear,0,0,0,0,0,0,0,1,0
lucrative,1,0,0,0,0,0,0,0,0
sibling,0,0,0,1,0,0,0,0,0
expect,0,0,0,0,0,0,0,1,0
return,0,0,0,0,0,0,0,1,0
enormous,1,0,0,0,0,0,0,0,0
humble,1,0,0,0,0,0,0,0,0
sure,1,0,0,0,0,0,0,0,0
stop,0,0,0,0,0,0,0,2,0
determined,1,0,0,0,0,0,0,0,0
dedicated,1,0,0,0,0,0,0,0,0
list,0,0,0,1,0,0,0,0,0
receive,0,0,0,0,0,0,0,1,0
medical,1,0,0,0,0,0,0,0,0
establish,0,0,0,0,0,0,0,1,0
seek,0,0,0,0,0,0,0,1,0
care,0,0,0,1,0,0,0,0,0
vulnerable,1,0,0,0,0,0,0,0,0
string,0,0,0,1,0,0,0,0,0
include,0,0,0,0,0,0,0,1,0
record,0,0,0,2,0,0,0,0,0
consecutive,1,0,0,0,0,0,0,0,0
globally,0,0,1,0,0,0,0,0,0
partner,0,0,0,1,0,0,0,0,0
series,0,0,0,1,0,0,0,0,0
camp,0,0,0,1,0,0,0,0,0
promote,0,0,0,0,0,0,0,1,0
cooperation,0,0,0,1,0,0,0,0,0
peace,0,0,0,1,0,0,0,0,0
new,1,0,0,0,0,0,0,0,0
valuable,1,0,0,0,0,0,0,0,0
brazilian,1,0,0,0,0,0,0,0,0
dutch,1,0,0,0,0,0,0,0,0
imaginative,1,0,0,0,0,0,0,0,0
consistent,1,0,0,0,0,0,0,0,0
scoring,0,0,0,1,0,0,0,0,0
generally,0,0,1,0,0,0,0,0,0
legendary,1,0,0,0,0,0,0,0,0
controversial,1,0,0,0,0,0,0,0,0
american,2,0,0,0,0,0,0,0,0
female,1,0,0,0,0,0,0,0,0
olympic,1,0,0,0,0,0,0,0,0
winner,0,0,0,1,0,0,0,0,0
captain,0,0,0,1,0,0,0,0,0
gain,0,0,0,0,0,0,0,1,0
fame,0,0,0,1,0,0,0,0,0
bend,0,0,0,0,0,0,0,1,0
free,0,0,0,1,0,0,0,0,0
average,1,0,0,0,0,0,0,0,0
french,2,0,0,0,0,0,0,0,0
phrase,0,0,0,1,0,0,0,0,0
mean,0,0,0,0,0,0,0,1,0
perform,0,0,0,0,0,0,0,1,0
previous,1,0,0,0,0,0,0,0,0
northeastern,1,0,0,0,0,0,0,0,0
distinct,1,0,0,0,0,0,0,0,0
capital,0,0,0,1,0,0,0,0,0
economy,0,0,0,1,0,0,0,0,0
organization,0,0,0,2,0,0,0,0,0
trade,0,0,0,1,0,0,0,0,0
developed,1,0,0,0,0,0,0,0,0
govern,0,0,0,0,0,0,0,1,0
initial,1,0,0,0,0,0,0,0,0
separate,0,0,0,0,0,0,0,1,0
advance,0,0,0,0,0,0,0,1,0
round,0,0,0,1,0,0,0,0,0
body,0,0,0,2,0,0,0,0,0
produce,0,0,0,0,0,0,0,1,0
sufficient,1,0,0,0,0,0,0,0,0
stature,0,0,0,1,0,0,0,0,0
header,0,0,0,1,0,0,0,0,0
connect,0,0,0,0,0,0,0,1,0
air,0,0,0,1,0,0,0,0,0
trip,0,0,0,1,0,0,0,0,0
emergency,0,0,0,1,0,0,0,0,0
social,1,0,0,0,0,0,0,0,0
hardship,0,0,0,1,0,0,0,0,0
offensive,1,0,0,0,0,0,0,0,0
involve,0,0,0,0,0,0,0,1,0
ballroom,0,0,0,1,0,0,0,0,0
dance,0,0,0,1,0,0,0,0,0
latin,1,0,0,0,0,0,0,0,0
music,0,0,0,1,0,0,0,0,0
mark,0,0,0,0,0,0,0,1,0
pause,0,0,0,1,0,0,0,0,0
variety,0,0,0,1,0,0,0,0,0
posture,0,0,0,1,0,0,0,0,0
program,0,0,0,1,0,0,0,0,0
assistance,0,0,0,1,0,0,0,0,0
