word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,PRON,SCONJ,VERB,X
premature,1,0,0,0,0,0,0,0,0,0
generalization,0,0,0,0,3,0,0,0,0,0
express,0,0,0,0,0,0,0,0,3,0
mathematically,0,0,3,0,0,0,0,0,0,0
fully,0,0,4,0,0,0,0,0,0,0
satisfactory,2,0,0,0,0,0,0,0,0,0
insist,0,0,0,0,0,0,0,0,9,0
genuine,1,0,0,0,0,0,0,0,0,0
understanding,0,0,0,0,5,0,0,0,0,0
demand,0,0,0,0,1,0,0,0,3,0
realm,0,0,0,0,1,0,0,0,0,0
causation,0,0,0,0,4,0,0,0,0,0
disagreement,0,0,0,0,1,0,0,0,0,0
mechanic,0,0,0,0,12,0,0,0,0,0
quest,0,0,0,0,1,0,0,0,0,0
today,0,0,0,0,4,0,0,0,0,0
rest,0,0,0,0,1,0,0,0,1,0
hand,0,0,0,0,7,0,0,0,0,0
thrive,0,0,0,0,0,0,0,0,2,0
causal,3,0,0,0,0,0,0,0,0,0
chain,0,0,0,0,1,0,0,0,0,0
permit,0,0,0,0,0,0,0,0,11,0
physiological,1,0,0,0,0,0,0,0,0,0
evolutionary,2,0,0,0,0,0,0,0,0,0
term,0,0,0,0,14,0,0,0,0,0
molecule,0,0,0,0,4,0,0,0,0,0
cell,0,0,0,0,5,0,0,0,0,0
admit,0,0,0,0,0,0,0,0,1,0
necessary,9,0,0,0,0,0,0,0,0,0
little,7,0,1,0,0,0,0,0,0,0
agreement,0,0,0,0,1,0,0,0,0,0
kind,0,0,0,0,5,0,0,0,0,0
permissible,1,0,0,0,0,0,0,0,0,0
possible,13,0,0,0,0,0,0,0,0,0
whatsoever,0,0,1,0,0,0,0,0,0,0
deal,0,0,0,0,2,0,0,0,5,0
past,0,0,0,0,1,0,0,0,0,0
appeal,0,0,0,0,1,0,0,0,2,0
summarily,0,0,1,0,0,0,0,0,0,0
reject,0,0,0,0,0,0,0,0,2,0
spiritual,2,0,0,0,0,0,0,0,0,0
divine,8,0,0,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,7,0
real,4,0,0,0,0,0,0,0,0,0
end,0,0,0,0,17,0,0,0,2,0
deep,2,0,1,0,0,0,0,0,0,0
convention,0,0,0,0,1,0,0,0,0,0
spirit,0,0,0,0,7,0,0,0,0,0
completely,0,0,3,0,0,0,0,0,0,0
action,0,0,0,0,5,0,0,0,0,0
response,0,0,0,0,9,0,0,0,0,0
atonement,0,0,0,0,1,0,0,0,0,0
rational,11,0,0,0,0,0,0,0,0,0
principle,0,0,0,0,8,0,0,0,0,0
uncover,0,0,0,0,0,0,0,0,1,0
faith,0,0,0,0,1,0,0,0,0,0
ultimate,5,0,0,0,0,0,0,0,0,0
creator,0,0,0,0,2,0,0,0,0,0
governor,0,0,0,0,1,0,0,0,0,0
actually,0,0,4,0,0,0,0,0,0,0
original,4,0,0,0,0,0,0,0,0,0
absolute,3,0,0,0,0,0,0,0,0,0
space,0,0,0,0,17,0,0,0,0,0
rejection,0,0,0,0,1,0,0,0,0,0
probabilistic,1,0,0,0,0,0,0,0,0,0
sensitive,1,0,0,0,0,0,0,0,0,0
interpreter,0,0,0,0,1,0,0,0,0,0
intelligibility,0,0,0,0,1,0,0,0,0,0
guide,0,0,0,0,1,0,0,0,2,0
expression,0,0,0,0,2,0,0,0,0,0
idea,0,0,0,0,13,0,0,0,0,0
statement,0,0,0,0,1,0,0,0,0,0
wonder,0,0,0,0,2,0,0,0,0,0
comprehend,0,0,0,0,0,0,0,0,2,0
comprehensible,5,0,0,0,0,0,0,0,0,0
subject,3,0,0,0,1,0,0,0,2,0
skeptical,1,0,0,0,0,0,0,0,0,0
rigour,0,0,0,0,1,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,7,0
final,3,0,0,0,0,0,0,0,0,0
caution,0,0,0,0,1,0,0,0,0,0
sight,0,0,0,0,1,0,0,0,0,0
touch,0,0,0,0,2,0,0,0,3,0
hearing,0,0,0,0,1,0,0,0,0,0
dominant,2,0,0,0,0,0,0,0,0,0
one,0,0,0,0,2,0,0,0,0,0
reality,0,0,0,0,6,0,0,0,0,0
skew,0,0,0,0,0,0,0,0,1,0
instrument,0,0,0,0,7,0,0,0,0,0
telescope,0,0,0,0,5,0,0,0,0,0
microscope,0,0,0,0,3,0,0,0,0,0
counter,0,0,0,0,1,0,0,0,0,0
increase,0,0,0,0,0,0,0,0,5,0
range,0,0,0,0,2,0,0,0,0,0
partial,1,0,0,0,0,0,0,0,0,0
ability,0,0,0,0,3,0,0,0,0,0
perceivable,1,0,0,0,0,0,0,0,0,0
broad,1,0,0,0,0,0,0,0,0,0
survey,0,0,0,0,1,0,0,0,1,0
understand,0,0,0,0,0,0,0,0,12,0
primitive,1,0,0,0,0,0,0,0,0,0
stage,0,0,0,0,2,0,0,0,0,0
epochal,1,0,0,0,0,0,0,0,0,0
constitute,0,0,0,0,0,0,0,0,1,0
occur,0,0,0,0,0,0,0,0,6,0
precritical,1,0,0,0,0,0,0,0,0,0
infer,0,0,0,0,0,0,0,0,3,0
archaeological,1,0,0,0,0,0,0,0,0,0
remain,0,0,0,0,1,0,0,0,9,0
cave,0,0,0,0,1,0,0,0,0,0
painting,0,0,0,0,2,0,0,0,0,0
apparently,0,0,2,0,0,0,0,0,0,0
scratch,0,0,0,0,1,0,0,0,0,0
bone,0,0,0,0,1,0,0,0,0,0
reindeer,0,0,0,0,1,0,0,0,0,0
horn,0,0,0,0,1,0,0,0,0,0
prehistoric,2,0,0,0,0,0,0,0,0,0
observer,0,0,0,0,10,0,0,0,0,0
carefully,0,0,4,0,0,0,0,0,0,0
sudden,1,0,0,0,0,0,0,0,0,0
burst,0,0,0,0,1,0,0,0,1,0
clear,4,0,0,0,0,0,0,0,1,0
northwestern,1,0,0,0,0,0,0,0,0,0
stone,0,0,0,0,9,0,0,0,0,0
famous,4,0,0,0,0,0,0,0,0,0
remarkable,2,0,0,0,0,0,0,0,0,0
point,0,0,0,0,5,0,0,0,2,0
technical,3,0,0,0,0,0,0,0,0,0
social,3,0,0,0,0,0,0,0,0,0
skill,0,0,0,0,3,0,0,0,0,0
high,6,0,0,0,0,0,0,0,0,0
mean,1,0,0,0,4,0,0,0,4,0
feat,0,0,0,0,2,0,0,0,0,0
enormous,3,0,0,0,0,0,0,0,0,0
considerable,2,0,0,0,0,0,0,0,0,0
distance,0,0,0,0,2,0,0,0,0,0
conception,0,0,0,0,4,0,0,0,0,0
combine,0,0,0,0,0,0,0,0,3,0
layout,0,0,0,0,1,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,3,0
sophistication,0,0,0,0,2,0,0,0,0,0
suspect,0,0,0,0,0,0,0,0,2,0
circle,0,0,0,0,15,0,0,0,2,0
egg,0,0,0,0,1,0,0,0,0,0
shape,0,0,0,0,2,0,0,0,2,0
pythagorean,3,0,0,0,0,0,0,0,0,0
theorem,0,0,0,0,2,0,0,0,0,0
square,0,0,0,0,2,0,0,0,0,0
hypotenuse,0,0,0,0,1,0,0,0,0,0
right,3,0,0,0,1,0,0,0,0,0
triangle,0,0,0,0,1,0,0,0,0,0
equal,4,0,0,0,0,0,0,0,0,0
sum,0,0,0,0,2,0,0,0,0,0
number,0,0,0,0,13,0,0,0,1,0
generate,0,0,0,0,0,0,0,0,2,0
neolithic,3,0,0,0,0,0,0,0,0,0
caption,0,0,0,0,18,0,0,0,0,2
tomb,0,0,0,0,3,0,0,0,0,0
combination,0,0,0,0,4,0,0,0,0,0
less,2,0,0,0,0,0,0,0,0,0
extent,0,0,0,0,1,0,0,0,0,0
spectacle,0,0,0,0,1,0,0,0,0,0
heaven,0,0,0,0,5,0,0,0,0,0
clearly,0,0,4,0,0,0,0,0,0,0
discernible,2,0,0,0,0,0,0,0,0,0
highlight,0,0,0,0,0,0,0,0,1,0
nova,0,0,0,0,2,0,0,0,0,0
peculiar,3,0,0,0,0,0,0,0,0,0
obviously,0,0,2,0,0,0,0,0,0,0
irresistible,2,0,0,0,0,0,0,0,0,0
puzzle,0,0,0,0,1,0,0,0,0,0
search,0,0,0,0,4,0,0,0,2,0
seize,0,0,0,0,0,0,0,0,2,0
paradigm,0,0,0,0,1,0,0,0,0,0
queen,0,0,0,0,1,0,0,0,0,0
weld,0,0,0,0,0,0,0,0,1,0
solidly,0,0,1,0,0,0,0,0,0,0
theology,0,0,0,0,12,0,0,0,0,0
mature,1,0,0,0,0,0,0,0,0,0
instructive,1,0,0,0,0,0,0,0,0,0
protoscience,0,0,0,0,1,0,0,0,0,0
recently,0,0,1,0,0,0,0,0,0,0
superior,1,0,0,0,0,0,0,0,0,0
western,5,0,0,0,0,0,0,0,0,0
emerge,0,0,0,0,0,0,0,0,6,0
intimate,2,0,0,0,0,0,0,0,0,0
relation,0,0,0,0,4,0,0,0,0,0
growth,0,0,0,0,1,0,0,0,0,0
savant,0,0,0,0,2,0,0,0,0,0
devise,0,0,0,0,0,0,0,0,5,0
constellation,0,0,0,0,1,0,0,0,0,0
vast,3,0,0,0,0,0,0,0,0,0
connect,0,0,0,0,0,0,0,0,2,0
astrology,0,0,0,0,5,0,0,0,0,0
incorporate,0,0,0,0,0,0,0,0,2,0
system,0,0,0,0,45,0,0,0,0,0
government,0,0,0,0,5,0,0,0,0,0
absolutely,0,0,1,0,0,0,0,0,0,0
maintenance,0,0,0,0,1,0,0,0,0,0
legitimacy,0,0,0,0,1,0,0,0,0,0
unparalleled,1,0,0,0,0,0,0,0,0,0
thank,0,0,0,0,2,0,0,0,0,0
catalog,0,0,0,0,1,0,0,0,1,0
eclipse,0,0,0,0,4,0,0,0,0,0
solar,7,0,0,0,0,0,0,0,0,0
overriding,1,0,0,0,0,0,0,0,0,0
demon,0,0,0,0,1,0,0,0,0,0
will,0,0,0,0,1,0,0,0,2,0
inherent,1,0,0,0,0,0,0,0,0,0
detect,0,0,0,0,0,0,0,0,5,0
profit,0,0,0,0,0,0,0,0,2,0
encourage,0,0,0,0,0,0,0,0,3,0
flourish,0,0,0,0,0,0,0,0,2,0
problem,0,0,0,0,21,0,0,0,0,0
attain,0,0,0,0,0,0,0,0,1,0
renaissance,0,0,0,0,1,0,0,0,0,0
calendrical,2,0,0,0,0,0,0,0,0,0
task,0,0,0,0,2,0,0,0,0,0
primary,5,0,0,0,0,0,0,0,0,0
lunar,3,0,0,0,0,0,0,0,0,0
fix,0,0,0,0,0,0,0,0,2,0
background,0,0,0,0,1,0,0,0,0,0
luminary,0,0,0,0,1,0,0,0,0,0
indian,2,0,0,0,0,0,0,0,0,0
advanced,1,0,0,0,0,0,0,0,0,0
particular,4,0,0,0,0,0,0,0,0,0
geometrical,2,0,0,0,0,0,0,0,0,0
algebraic,2,0,0,0,0,0,0,0,0,0
technique,0,0,0,0,2,0,0,0,0,0
branch,0,0,0,0,4,0,0,0,0,0
flexibility,0,0,0,0,1,0,0,0,0,0
numeration,0,0,0,0,1,0,0,0,0,0
hindu,2,0,0,0,0,0,0,0,0,0
arabic,4,0,0,0,0,0,0,0,0,0
numeral,0,0,0,0,1,0,0,0,0,0
independently,0,0,1,0,0,0,0,0,0,0
culture,0,0,0,0,5,0,0,0,0,0
determination,0,0,0,0,1,0,0,0,0,0
significance,0,0,0,0,3,0,0,0,0,0
bright,1,0,0,0,0,0,0,0,0,0
sophisticated,5,0,0,0,0,0,0,0,0,0
associate,0,0,0,0,1,0,0,0,5,0
ingenious,1,0,0,0,0,0,0,0,0,0
careful,6,0,0,0,0,0,0,0,0,0
cradle,0,0,0,0,1,0,0,0,0,0
situation,0,0,0,0,1,0,0,0,0,0
guarantee,0,0,0,0,0,0,0,0,4,0
host,0,0,0,0,4,0,0,0,0,0
benevolent,2,0,0,0,0,0,0,0,0,0
unlike,0,2,0,0,0,0,0,0,0,0
rugged,1,0,0,0,0,0,0,0,0,0
disastrous,1,0,0,0,0,0,0,0,0,0
earthquake,0,0,0,0,1,0,0,0,0,0
violent,1,0,0,0,0,0,0,0,0,0
destroy,0,0,0,0,0,0,0,0,2,0
crop,0,0,0,0,1,0,0,0,0,0
surpassingly,0,0,1,0,0,0,0,0,0,0
placid,1,0,0,0,0,0,0,0,0,0
delightful,1,0,0,0,0,0,0,0,0,0
death,0,0,0,0,2,0,0,0,0,0
labour,0,0,0,0,2,0,0,0,0,0
devote,0,0,0,0,0,0,0,0,4,0
preserve,0,0,0,0,0,0,0,0,6,0
egyptian,1,0,0,0,0,0,0,0,0,0
pyramid,0,0,0,0,1,0,0,0,0,0
testament,0,0,0,0,1,0,0,0,0,0
preoccupation,0,0,0,0,1,0,0,0,0,0
overmuch,0,0,1,0,0,0,0,0,0,0
speculation,0,0,0,0,1,0,0,0,0,0
astrological,1,0,0,0,0,0,0,0,0,0
major,6,0,0,0,0,0,0,0,0,0
rule,0,0,0,0,1,0,0,0,2,0
land,0,0,0,0,4,0,0,0,0,0
ascendant,0,0,0,0,1,0,0,0,0,0
succession,0,0,0,0,2,0,0,0,0,0
seven,0,0,0,0,0,1,0,0,0,0
week,0,0,0,0,2,0,0,0,0,0
limit,0,0,0,0,1,0,0,0,2,0
calculation,0,0,0,0,4,0,0,0,0,0
consequently,0,0,1,0,0,0,0,0,0,0
harsh,1,0,0,0,0,0,0,0,0,0
habitable,1,0,0,0,0,0,0,0,0,0
extensive,2,0,0,0,0,0,0,0,0,0
damming,0,0,0,0,1,0,0,0,0,0
irrigation,0,0,0,0,2,0,0,0,0,0
insect,0,0,0,0,1,0,0,0,0,0
insecure,1,0,0,0,0,0,0,0,0,0
hydraulic,1,0,0,0,0,0,0,0,0,0
disruption,0,0,0,0,1,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,2,0
powerful,6,0,0,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,2,0
city,0,0,0,0,5,0,0,0,0,0
plain,0,0,0,0,1,0,0,0,0,0
temple,0,0,0,0,3,0,0,0,0,0
run,0,0,0,0,0,0,0,0,1,0
priestly,1,0,0,0,0,0,0,0,0,0
caste,0,0,0,0,1,0,0,0,0,0
planning,0,0,0,0,1,0,0,0,0,0
public,3,0,0,0,0,0,0,0,0,0
canal,0,0,0,0,2,0,0,0,0,0
dam,0,0,0,0,1,0,0,0,0,0
allocation,0,0,0,0,1,0,0,0,0,0
resource,0,0,0,0,1,0,0,0,0,0
member,0,0,0,0,5,0,0,0,0,0
averting,0,0,0,0,1,0,0,0,0,0
wrath,0,0,0,0,1,0,0,0,0,0
wipe,0,0,0,0,0,0,0,0,1,0
condition,0,0,0,0,5,0,0,0,0,0
probably,0,0,6,0,0,0,0,0,0,0
draw,0,0,0,0,0,0,0,0,3,0
weight,0,0,0,0,5,0,0,0,0,0
coinage,0,0,0,0,1,0,0,0,0,0
minute,1,0,0,0,2,0,0,0,0,0
second,6,0,1,0,1,0,0,0,0,0
arithmetic,0,0,0,0,1,0,0,0,0,0
abode,0,0,0,0,2,0,0,0,0,0
disaster,0,0,0,0,1,0,0,0,0,0
grow,0,0,0,0,0,0,0,0,5,0
highly,0,0,2,0,0,0,0,0,0,0
go,0,0,0,0,0,0,0,0,6,0
requirement,0,0,0,0,2,0,0,0,0,0
business,0,0,0,0,2,0,0,0,0,0
descriptive,1,0,0,0,0,0,0,0,0,0
perfect,3,0,0,0,0,0,0,0,1,0
motive,0,0,0,0,1,0,0,0,0,0
mathematician,0,0,0,0,4,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,3,0
volume,0,0,0,0,4,0,0,0,0,0
dirt,0,0,0,0,1,0,0,0,0,0
remove,0,0,0,0,0,0,0,0,1,0
provision,0,0,0,0,2,0,0,0,0,0
party,0,0,0,0,1,0,0,0,0,0
playfulness,0,0,0,0,1,0,0,0,0,0
underestimate,0,0,0,0,0,0,0,0,1,0
onward,0,0,1,0,0,0,0,0,0,0
abstract,1,0,0,0,0,0,0,0,0,0
text,0,0,0,0,5,0,0,0,0,0
suppleness,0,0,0,0,1,0,0,0,0,0
babylonian,1,0,0,0,0,0,0,0,0,0
constantly,0,0,3,0,0,0,0,0,0,0
solve,0,0,0,0,0,0,0,0,4,0
quadratic,1,0,0,0,0,0,0,0,0,0
equation,0,0,0,0,1,0,0,0,0,0
compound,1,0,0,0,0,0,0,0,0,0
interest,0,0,0,0,5,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,7,0
exponent,0,0,0,0,1,0,0,0,0,0
utilize,0,0,0,0,0,0,0,0,1,0
elaborate,1,0,0,0,0,0,0,0,0,0
exact,2,0,0,0,0,0,0,0,0,0
miss,0,0,0,0,0,0,0,0,1,0
mode,0,0,0,0,2,0,0,0,0,0
vaguely,0,0,1,0,0,0,0,0,0,0
found,0,0,0,0,0,0,0,0,4,0
balance,0,0,0,0,3,0,0,0,1,0
opposite,4,1,0,0,0,0,0,0,0,0
yin,0,0,0,0,1,0,0,0,0,0
yang,0,0,0,0,1,0,0,0,0,0
harmony,0,0,0,0,4,0,0,0,0,0
wood,0,0,0,0,1,0,0,0,0,0
metal,0,0,0,0,2,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,1,0
discuss,0,0,0,0,0,0,0,0,2,0
harmonious,1,0,0,0,0,0,0,0,0,0
capricious,2,0,0,0,0,0,0,0,0,0
support,0,0,0,0,2,0,0,0,4,0
use,0,0,0,0,4,0,0,0,1,0
seek,0,0,0,0,0,0,0,0,4,0
arrive,0,0,0,0,0,0,0,0,2,0
reasonable,1,0,0,0,0,0,0,0,0,0
sumerian,1,0,0,0,0,0,0,0,0,0
inscribe,0,0,0,0,0,0,0,0,1,0
homage,0,0,0,0,1,0,0,0,0,0
goddess,0,0,0,0,1,0,0,0,0,0
hard,0,0,1,0,0,0,0,0,0,0
etched,1,0,0,0,0,0,0,0,0,0
proof,0,0,0,0,4,0,0,0,0,0
unscientific,1,0,0,0,0,0,0,0,0,0
belief,0,0,0,0,2,0,0,0,0,0
impose,0,0,0,0,0,0,0,0,3,0
maintain,0,0,0,0,0,0,0,0,2,0
cluster,0,0,0,0,0,0,0,0,1,0
isolated,2,0,0,0,0,0,0,0,0,0
poor,1,0,0,0,0,0,0,0,0,0
backward,1,0,0,0,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,8,0
dimly,0,0,4,0,0,0,0,0,0,0
perceive,0,0,0,0,0,0,0,0,2,0
splendid,1,0,0,0,0,0,0,0,0,0
valley,0,0,0,0,1,0,0,0,0,0
significant,3,0,0,0,0,0,0,0,0,0
contrast,0,0,0,0,2,0,0,0,0,0
puerility,0,0,0,0,1,0,0,0,0,0
destiny,0,0,0,0,1,0,0,0,0,0
collection,0,0,0,0,4,0,0,0,0,0
appropriate,1,0,0,0,0,0,0,0,0,0
campfire,0,0,0,0,1,0,0,0,0,0
collapse,0,0,0,0,2,0,0,0,0,0
call,0,0,0,0,0,0,0,0,23,0
mycenaean,2,0,0,0,0,0,0,0,0,0
dark,1,0,0,0,0,0,0,0,0,0
age,0,0,0,0,2,0,0,0,0,0
descend,0,0,0,0,0,0,0,0,1,0
last,0,0,0,0,0,0,0,0,1,0
story,0,0,0,0,3,0,0,0,0,0
pass,0,0,0,0,1,0,0,0,4,0
poet,0,0,0,0,2,0,0,0,0,0
reflect,0,0,0,0,0,0,0,0,6,0
value,0,0,0,0,1,0,0,0,0,0
poem,0,0,0,0,2,0,0,0,0,0
hero,0,0,0,0,1,0,0,0,0,0
mingle,0,0,0,0,0,0,0,0,2,0
freely,0,0,2,0,0,0,0,0,0,0
immortal,1,0,0,0,0,0,0,0,0,0
adolescent,0,0,0,0,1,0,0,0,0,0
trick,0,0,0,0,1,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,1,0
infantile,1,0,0,0,0,0,0,0,0,0
coherent,4,0,0,0,0,0,0,0,0,0
working,0,0,0,0,1,0,0,0,0,0
heart,0,0,0,0,5,0,0,0,0,0
inquire,0,0,0,0,0,0,0,0,1,0
ample,1,0,0,0,0,0,0,0,0,0
room,0,0,0,0,1,0,0,0,0,0
penetrating,1,0,0,0,0,0,0,0,0,0
satisfying,1,0,0,0,0,0,0,0,0,0
inquiry,0,0,0,0,1,0,0,0,0,0
offspring,0,0,0,0,2,0,0,0,0,0
accord,0,0,0,0,0,0,0,0,4,0
hellenic,2,0,0,0,0,0,0,0,0,0
account,0,0,0,0,2,0,0,0,11,0
survive,0,0,0,0,0,0,0,0,3,0
suppose,0,0,0,0,0,0,0,0,1,0
invent,0,0,0,0,0,0,0,0,2,0
formal,2,0,0,0,0,0,0,0,0,0
geometry,0,0,0,0,3,0,0,0,0,0
bisect,0,0,0,0,0,0,0,0,1,0
diameter,0,0,0,0,1,0,0,0,0,0
importantly,0,0,3,0,0,0,0,0,0,0
try,0,0,0,0,0,0,0,0,4,0
single,4,0,0,0,0,0,0,0,0,0
solid,2,0,0,0,0,0,0,0,0,0
liquid,1,0,0,0,0,0,0,0,0,0
gaseous,1,0,0,0,0,0,0,0,0,0
innate,1,0,0,0,0,0,0,0,0,0
divinity,0,0,0,0,1,0,0,0,0,0
appoint,0,0,0,0,0,0,0,0,1,0
classical,2,0,0,0,0,0,0,0,0,0
ordered,1,0,0,0,0,0,0,0,0,0
kósmos,0,0,0,0,0,0,0,0,0,1
conviction,0,0,0,0,1,0,0,0,0,0
contrivance,0,0,0,0,1,0,0,0,0,0
overall,1,0,0,0,0,0,0,0,0,0
naturally,0,0,2,0,0,0,0,0,0,0
fate,0,0,0,0,1,0,0,0,1,0
permeate,0,0,0,0,0,0,0,0,4,0
inadvertently,0,0,1,0,0,0,0,0,0,0
quick,2,0,0,0,0,0,0,0,0,0
argue,0,0,0,0,0,0,0,0,5,0
argument,0,0,0,0,6,0,0,0,0,0
wet,4,0,0,0,1,0,0,0,0,0
contradiction,0,0,0,0,2,0,0,0,0,0
correct,2,0,0,0,0,0,0,0,1,0
preclude,0,0,0,0,0,0,0,0,1,0
dry,4,0,0,0,0,0,0,0,0,0
wrong,2,0,0,0,0,0,0,0,0,0
conjecture,0,0,0,0,1,0,0,0,0,0
increasingly,0,0,4,0,0,0,0,0,0,0
refined,2,0,0,0,0,0,0,0,0,0
doctrine,0,0,0,0,3,0,0,0,0,0
favour,0,0,0,0,1,0,0,0,1,0
multiplicity,0,0,0,0,1,0,0,0,0,0
quality,0,0,0,0,6,0,0,0,0,0
hot,3,0,0,0,0,0,0,0,0,0
cold,3,0,0,0,0,0,0,0,0,0
air,0,0,0,0,7,0,0,0,0,0
presence,0,0,0,0,3,0,0,0,0,0
proportion,0,0,0,0,1,0,0,0,0,0
differentiate,0,0,0,0,0,0,0,0,1,0
attack,0,0,0,0,0,0,0,0,4,0
systematically,0,0,1,0,0,0,0,0,0,0
cult,0,0,0,0,1,0,0,0,0,0
leader,0,0,0,0,1,0,0,0,0,0
legend,0,0,0,0,1,0,0,0,0,0
convinced,1,0,0,0,0,0,0,0,0,0
primacy,0,0,0,0,1,0,0,0,0,0
realize,0,0,0,0,0,0,0,0,2,0
musical,1,0,0,0,0,0,0,0,0,0
monochord,0,0,0,0,1,0,0,0,0,0
ratio,0,0,0,0,2,0,0,0,0,0
length,0,0,0,0,2,0,0,0,0,0
string,0,0,0,0,1,0,0,0,0,0
tone,0,0,0,0,1,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,9,0
quantity,0,0,0,0,1,0,0,0,0,0
integral,1,0,0,0,0,0,0,0,0,0
essential,7,0,0,0,0,0,0,0,0,0
bridge,0,0,0,0,1,0,0,0,0,0
numerical,1,0,0,0,0,0,0,0,0,0
origin,0,0,0,0,4,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,2,0
zenith,0,0,0,0,2,0,0,0,0,0
qualitative,1,0,0,0,0,0,0,0,0,0
marine,1,0,0,0,0,0,0,0,0,0
unsurpassed,1,0,0,0,0,0,0,0,0,0
teleological,1,0,0,0,0,0,0,0,0,0
framework,0,0,0,0,2,0,0,0,0,0
obvious,1,0,0,0,0,0,0,0,0,0
teacher,0,0,0,0,1,0,0,0,0,0
inherit,0,0,0,0,0,0,0,0,1,0
proposition,0,0,0,0,1,0,0,0,0,0
eternal,2,0,0,0,0,0,0,0,0,0
unchanging,1,0,0,0,0,0,0,0,0,0
definition,0,0,0,0,1,0,0,0,0,0
inert,1,0,0,0,0,0,0,0,0,0
sphere,0,0,0,0,9,0,0,0,0,0
decay,0,0,0,0,0,0,0,0,1,0
formlessness,0,0,0,0,1,0,0,0,0,0
cosmos,0,0,0,0,7,0,0,0,0,0
consist,0,0,0,0,0,0,0,0,5,0
contiguous,1,0,0,0,0,0,0,0,0,0
concentric,1,0,0,0,0,0,0,0,0,0
crystalline,4,0,0,0,0,0,0,0,0,0
axis,0,0,0,0,3,0,0,0,0,0
angle,0,0,0,0,4,0,0,0,0,0
fifth,1,0,0,0,0,0,0,0,0,0
soul,0,0,0,0,2,0,0,0,0,0
resident,2,0,0,0,1,0,0,0,0,0
prime,1,0,0,0,0,0,0,0,0,0
unmoved,1,0,0,0,0,0,0,0,0,0
mover,0,0,0,0,1,0,0,0,0,0
able,7,0,0,0,0,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,2,0
material,1,0,0,0,2,0,0,0,0,0
spontaneously,0,0,1,0,0,0,0,0,0,0
means,0,0,0,0,2,0,0,0,0,0
experiment,0,0,0,0,9,0,0,0,0,0
alter,0,0,0,0,0,0,0,0,3,0
throw,0,0,0,0,0,0,0,0,1,0
hide,0,0,0,0,0,0,0,0,4,0
property,0,0,0,0,9,0,0,0,0,0
unnatural,1,0,0,0,0,0,0,0,0,0
essence,0,0,0,0,1,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,1,0
brilliant,2,0,0,0,0,0,0,0,0,0
conic,1,0,0,0,0,0,0,0,0,0
section,0,0,0,0,2,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,1,0
lever,0,0,0,0,1,0,0,0,0,0
euclidean,2,0,0,0,0,0,0,0,0,0
hydrostatic,0,0,0,0,1,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,3,0
case,0,0,0,0,5,0,0,0,0,0
gravity,0,0,0,0,4,0,0,0,0,0
translate,0,0,0,0,0,0,0,0,3,0
aristotelian,11,0,0,0,0,0,0,0,0,0
archimedean,1,0,0,0,0,0,0,0,0,0
inconvenient,1,0,0,0,0,0,0,0,0,0
marriage,0,0,0,0,1,0,0,0,0,0
successfully,0,0,1,0,0,0,0,0,0,0
platonic,2,0,0,0,0,0,0,0,0,0
astral,1,0,0,0,0,0,0,0,0,0
particularly,0,0,5,0,0,0,0,0,0,0
conquest,0,0,0,0,2,0,0,0,0,0
available,2,0,0,0,0,0,0,0,0,0
impossible,3,0,0,0,0,0,0,0,0,0
reconcile,0,0,0,0,0,0,0,0,1,0
split,0,0,0,0,0,0,0,0,1,0
ignore,0,0,0,0,0,0,0,0,4,0
concentrate,0,0,0,0,0,0,0,0,2,0
model,0,0,0,0,9,0,0,0,0,0
compute,0,0,0,0,0,0,0,0,1,0
mathematike,0,0,0,0,0,0,0,0,0,1
syntaxis,0,0,0,0,0,0,0,0,0,1
title,0,0,0,0,5,0,0,0,0,0
substantial,1,0,0,0,0,0,0,0,0,0
entirely,0,0,2,0,0,0,0,0,0,0
confine,0,0,0,0,0,0,0,0,1,0
disease,0,0,0,0,5,0,0,0,0,0
disfavour,0,0,0,0,1,0,0,0,0,0
sin,0,0,0,0,1,0,0,0,0,0
spell,0,0,0,0,1,0,0,0,1,0
prayer,0,0,0,0,1,0,0,0,0,0
propitiatory,1,0,0,0,0,0,0,0,0,0
revolutionary,3,0,0,0,0,0,0,0,0,0
school,0,0,0,0,4,0,0,0,0,0
influence,0,0,0,0,2,0,0,0,1,0
striking,2,0,0,0,0,0,0,0,0,0
epilepsy,0,0,0,0,1,0,0,0,0,0
seizure,0,0,0,0,1,0,0,0,0,0
