word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,PRON,SCONJ,VERB,X
groundwork,0,0,0,0,0,0,1,0,0,0,0
glint,0,0,0,0,0,0,0,0,0,1,0
orange,0,0,0,0,0,0,1,0,0,0,0
sober,1,0,0,0,0,0,0,0,0,0,0
blotch,0,0,0,0,0,0,1,0,0,0,0
stripe,0,0,0,0,0,0,1,0,0,0,0
leaf,0,0,0,0,0,0,22,0,0,0,0
disappear,0,0,0,0,0,0,0,0,0,3,0
changeful,1,0,0,0,0,0,0,0,0,0,0
coloring,0,0,0,0,0,0,2,0,0,0,0
novelty,0,0,0,0,0,0,1,0,0,0,0
rapt,1,0,0,0,0,0,0,0,0,0,0
lower,0,0,1,0,0,0,0,0,0,1,0
swiftly,0,0,3,0,0,0,0,0,0,0,0
envelop,0,0,0,0,0,0,0,0,0,1,0
embrace,0,0,0,0,0,0,2,0,0,0,0
gasp,0,0,0,0,0,0,0,0,0,1,0
muffled,1,0,0,0,0,0,0,0,0,0,0
scream,0,0,0,0,0,0,1,0,0,1,0
folded,1,0,0,0,0,0,0,0,0,0,0
straighten,0,0,0,0,0,0,0,0,0,2,0
lost,1,0,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,0,3,0,0,0,0
hesitate,0,0,0,0,0,0,0,0,0,3,0
clutch,0,0,0,0,0,0,0,0,0,1,0
gently,0,0,2,0,0,0,0,0,0,0,0
struggle,0,0,0,0,0,0,1,0,0,1,0
protest,0,0,0,0,0,0,2,0,0,2,0
effect,0,0,0,0,0,0,2,0,0,0,0
prisoner,0,0,0,0,0,0,3,0,0,0,0
sob,0,0,0,0,0,0,0,0,0,1,0
miserably,0,0,1,0,0,0,0,0,0,0,0
firm,1,0,0,0,0,0,0,0,0,0,0
bandage,0,0,0,0,0,0,1,0,0,0,0
limb,0,0,0,0,0,0,1,0,0,0,0
condition,0,0,0,0,0,0,1,0,0,0,0
gradually,0,0,1,0,0,0,0,0,0,0,0
sap,0,0,0,0,0,0,0,0,0,1,0
die,0,0,0,0,0,0,0,0,0,1,0
suffer,0,0,0,0,0,0,0,0,0,1,0
pain,0,0,0,0,0,0,1,0,0,0,0
imprison,0,0,0,0,0,0,0,0,0,1,0
intense,1,0,0,0,0,0,0,0,0,0,0
prevent,0,0,0,0,0,0,0,0,0,2,0
hearing,0,0,0,0,0,0,2,0,0,0,0
strain,0,0,0,0,0,0,2,0,0,0,0
melody,0,0,0,0,0,0,1,0,0,0,0
faintly,0,0,1,0,0,0,0,0,0,0,0
harmonious,1,0,0,0,0,0,0,0,0,0,0
topple,0,0,0,0,0,0,0,0,0,1,0
sprawl,0,0,0,0,0,0,0,0,0,1,0
relax,0,0,0,0,0,0,0,0,0,1,0
scramble,0,0,0,0,0,0,0,0,0,1,0
shaggy,11,0,0,0,0,0,0,0,0,0,0
eyebrow,0,0,0,0,0,0,1,0,0,0,0
cow,0,0,0,0,0,0,1,0,0,0,0
velvet,0,0,0,0,0,0,2,0,0,0,0
jeweled,3,0,0,0,0,0,0,0,0,0,0
rich,2,0,0,0,0,0,0,0,0,0,0
lace,0,0,0,0,0,0,1,0,0,0,0
throat,0,0,0,0,0,0,1,0,0,0,0
decorate,0,0,0,0,0,0,0,0,0,2,0
diamond,0,0,0,0,0,0,1,0,0,0,0
breech,0,0,0,0,0,0,1,0,0,0,0
shag,0,0,0,0,0,0,4,0,0,0,0
bottom,0,0,0,0,0,0,2,0,0,0,0
medallion,0,0,0,0,0,0,1,0,0,0,0
knife,0,0,0,0,0,0,3,0,0,0,0
dagger,0,0,0,0,0,0,1,0,0,0,0
rescue,0,0,0,0,0,0,0,0,0,5,0
past,0,1,0,0,0,0,0,0,0,0,0
whistling,0,0,0,0,0,0,1,0,0,0,0
singing,0,0,0,0,0,0,1,0,0,0,0
behave,0,0,0,0,0,0,0,0,0,1,0
pop,0,0,0,0,0,0,0,0,0,1,0
perplex,0,0,0,0,0,0,0,0,0,1,0
release,0,0,0,0,0,0,0,0,0,2,0
shaggily,0,0,1,0,0,0,0,0,0,0,0
frightened,1,0,0,0,0,0,0,0,0,0,0
scamper,0,0,0,0,0,0,0,0,0,1,0
streak,0,0,0,0,0,0,1,0,0,0,0
bunch,0,0,0,0,0,0,1,0,0,3,0
show,0,0,0,0,0,0,0,0,0,3,0
plainly,0,0,1,0,0,0,0,0,0,0,0
unfold,0,0,0,0,0,0,0,0,0,1,0
entire,1,0,0,0,0,0,0,0,0,0,0
gather,0,0,0,0,0,0,0,0,0,3,0
treacherous,1,0,0,0,0,0,0,0,0,0,0
acquaint,0,0,0,0,0,0,0,0,0,2,0
climate,0,0,0,0,0,0,1,0,0,0,0
grand,1,0,0,0,0,0,0,0,0,0,0
fairyland,0,0,0,0,0,0,1,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,3,0
story,0,0,0,0,0,0,6,0,0,0,0
requirement,0,0,0,0,0,0,2,0,0,0,0
handkerchief,0,0,0,0,0,0,2,0,0,0,0
extract,0,0,0,0,0,0,0,0,0,1,0
wonderfully,0,0,1,0,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,0,2,0
scarecrow,0,0,0,0,0,0,2,0,0,0,0
intelligent,2,0,0,0,0,0,0,0,0,0,0
claim,0,0,0,0,0,0,0,0,0,1,0
thinking,0,0,0,0,0,0,1,0,0,0,0
castle,0,0,0,0,0,0,1,0,0,0,0
doubt,0,0,0,0,0,0,0,0,0,1,0
regular,1,0,0,0,0,0,0,0,0,0,0
comforter,0,0,0,0,0,0,1,0,0,0,0
dignity,0,0,0,0,0,0,3,0,0,0,0
folk,0,0,0,0,0,0,5,0,0,0,0
dote,0,0,0,0,0,0,0,0,0,1,0
rover,0,0,0,0,0,0,1,0,0,0,0
suite,0,0,0,0,0,0,1,0,0,0,0
fever,0,0,0,0,0,0,1,0,0,0,0
roam,0,0,0,0,0,0,0,0,0,1,0
week,0,0,0,0,0,0,2,0,0,0,0
accompany,0,0,0,0,0,0,0,0,0,1,0
city,0,0,0,0,0,0,1,0,0,0,0
gratefully,0,0,1,0,0,0,0,0,0,0,0
criticise,0,0,0,0,0,0,0,0,0,1,0
skip,0,0,0,0,0,0,0,0,0,1,0
await,0,0,0,0,0,0,0,0,0,1,0
jaunt,0,0,0,0,0,0,1,0,0,0,0
gain,0,0,0,0,0,0,0,0,0,2,0
motto,0,0,0,0,0,0,1,0,0,0,0
offer,0,0,0,0,0,0,1,0,0,2,0
portion,0,0,0,0,0,0,2,0,0,0,0
indulge,0,0,0,0,0,0,0,0,0,1,0
tablet,0,0,0,0,0,0,5,0,0,0,0
condensed,1,0,0,0,0,0,0,0,0,0,0
soup,0,0,0,0,0,0,1,0,0,0,0
fish,0,0,0,0,0,0,1,0,0,0,0
roast,0,0,0,0,0,0,1,0,0,0,0
salad,0,0,0,0,0,0,1,0,0,0,0
dumpling,0,0,0,0,0,0,1,0,0,0,0
ice,0,0,0,0,0,0,1,0,0,0,0
conveniently,0,0,1,0,0,0,0,0,0,0,0
dinner,0,0,0,0,0,0,3,0,0,0,0
pshaw,0,0,0,0,0,1,0,0,0,0,0
ungratefully,0,0,1,0,0,0,0,0,0,0,0
eating,0,0,0,0,0,0,2,0,0,0,0
sustain,0,0,0,0,0,0,0,0,0,1,0
equal,2,0,0,0,0,0,0,0,0,0,0
peck,0,0,0,0,0,0,1,0,0,0,0
pity,0,0,0,0,0,0,1,0,0,0,0
jaw,0,0,0,0,0,0,2,0,0,0,0
condense,0,0,0,0,0,0,0,0,0,1,0
chewing,0,0,0,0,0,0,1,0,0,0,0
maintain,0,0,0,0,0,0,0,0,0,1,0
have,0,0,0,0,0,0,0,0,0,4,0
obstinate,2,0,0,0,0,0,0,0,0,0,0
convince,0,0,0,0,0,0,0,0,0,1,0
varnish,0,0,0,0,0,0,1,0,0,0,0
mar,0,0,0,0,0,0,0,0,0,1,0
dent,0,0,0,0,0,0,0,0,0,1,0
disreputable,1,0,0,0,0,0,0,0,0,0,0
depressed,1,0,0,0,0,0,0,0,0,0,0
stock,0,0,0,0,0,0,0,0,0,1,0
department,0,0,0,0,0,0,1,0,0,0,0
furnish,0,0,0,0,0,0,0,0,0,1,0
bargain,0,0,0,0,0,0,1,0,0,0,0
counter,0,0,0,0,0,0,1,0,0,0,0
grind,0,0,0,0,0,0,0,0,0,1,0
tap,0,0,0,0,0,0,2,0,0,0,0
superb,1,0,0,0,0,0,0,0,0,0,0
objection,0,0,0,0,0,0,1,0,0,0,0
indignant,1,0,0,0,0,0,0,0,0,0,0
inquiringly,0,0,1,0,0,0,0,0,0,0,0
misery,0,0,0,0,0,0,1,0,0,0,0
happiness,0,0,0,0,0,0,1,0,0,0,0
song,0,0,0,0,0,0,13,0,0,0,0
civilized,2,0,0,0,0,0,0,0,0,0,0
land,0,0,0,0,0,0,3,0,0,0,0
author,0,0,0,0,0,0,2,0,0,0,0
vigor,0,0,0,0,0,0,1,0,0,0,0
mah,0,0,0,0,0,1,0,4,0,0,0
coal,0,0,0,0,0,0,3,0,0,0,0
impertinence,0,0,0,0,0,0,1,0,0,0,0
sulky,2,0,0,0,0,0,0,0,0,0,0
feeble,1,0,0,0,0,0,0,0,0,0,0
minded,1,0,0,0,0,0,0,0,0,0,0
ignorant,1,0,0,0,0,0,0,0,0,0,0
singer,0,0,0,0,0,0,3,0,0,0,0
throttle,0,0,0,0,0,0,0,0,0,1,0
apart,0,0,1,0,0,0,0,0,0,0,0
painful,1,0,0,0,0,0,0,0,0,0,0
duty,0,0,0,0,0,0,1,0,0,0,0
dash,0,0,0,0,0,0,0,0,0,1,0
entirely,0,0,2,0,0,0,0,0,0,0,0
afternoon,0,0,0,0,0,0,1,0,0,0,0
uninhabited,1,0,0,0,0,0,0,0,0,0,0
cultivate,0,0,0,0,0,0,0,0,0,1,0
resemble,0,0,0,0,0,0,0,0,0,3,0
wilderness,0,0,0,0,0,0,1,0,0,0,0
uneven,1,0,0,0,0,0,0,0,0,0,0
scrubby,1,0,0,0,0,0,0,0,0,0,0
huge,1,0,0,0,0,0,0,0,0,0,0
rock,0,0,0,0,0,0,3,0,0,0,0
deter,0,0,0,0,0,0,0,0,0,1,0
beguile,0,0,0,0,0,0,0,0,0,1,0
joke,0,0,0,0,0,0,1,0,0,0,0
evening,0,0,0,0,0,0,2,0,0,0,0
crystal,0,0,0,0,0,0,1,0,0,0,0
gush,0,0,0,0,0,0,0,0,0,1,0
deserted,2,0,0,0,0,0,0,0,0,0,0
cabin,0,0,0,0,0,0,3,0,0,0,0
shelter,0,0,0,0,0,0,1,0,0,0,0
drink,0,0,0,0,0,0,0,0,0,1,0
tackle,0,0,0,0,0,0,0,0,0,1,0
brushwood,0,0,0,0,0,0,1,0,0,0,0
hearth,0,0,0,0,0,0,1,0,0,0,0
delight,0,0,0,0,0,0,0,0,0,2,0
dog,0,0,0,0,0,0,1,0,0,0,0
warmth,0,0,0,0,0,0,1,0,0,0,0
supper,0,0,0,0,0,0,1,0,0,0,0
stick,0,0,0,0,0,0,0,0,0,6,0
satisfying,1,0,0,0,0,0,0,0,0,0,0
darkness,0,0,0,0,0,0,1,0,0,0,0
circle,0,0,0,0,0,0,1,0,0,0,0
raven,0,0,0,0,0,0,1,0,0,0,0
crow,0,0,0,0,0,0,1,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,1,0
poet,0,0,0,0,0,0,1,0,0,0,0
write,0,0,0,0,0,0,0,0,0,1,0
awful,3,0,0,0,0,0,0,0,0,0,0
benefactor,0,0,0,0,0,0,1,0,0,0,0
entertain,0,0,0,0,0,0,0,0,0,1,0
chant,0,0,0,0,0,0,0,0,0,1,0
verse,0,0,0,0,0,0,1,0,0,0,0
unpleasant,1,0,0,0,0,0,0,0,0,0,0
wondrous,1,0,0,0,0,0,0,0,0,0,0
shady,1,0,0,0,0,0,0,0,0,0,0
bower,0,0,0,0,0,0,1,0,0,0,0
abound,0,0,0,0,0,0,0,0,0,1,0
dell,0,0,0,0,0,0,2,0,0,0,0
science,0,0,0,0,0,0,1,0,0,0,0
surprise,0,0,0,0,0,0,2,0,0,1,0
amazing,1,0,0,0,0,0,0,0,0,0,0
bewitch,0,0,0,0,0,0,0,0,0,1,0
fairy,0,0,0,0,0,0,2,0,0,0,0
sceptre,0,0,0,0,0,0,1,0,0,0,0
enforce,0,0,0,0,0,0,0,0,0,1,0
decree,0,0,0,0,0,0,1,0,0,0,0
aid,0,0,0,0,0,0,0,0,0,1,0
needy,1,0,0,0,0,0,0,0,0,0,0
distressed,1,0,0,0,0,0,0,0,0,0,0
rose,0,0,0,0,0,0,1,0,0,0,0
lass,0,0,0,0,0,0,1,0,0,0,0
brainy,1,0,0,0,0,0,0,0,0,0,0
straw,0,0,0,0,0,0,9,0,0,0,0
tender,1,0,0,0,0,0,0,0,0,0,0
kill,0,0,0,0,0,0,0,0,0,3,0
sin,0,0,0,0,0,0,1,0,0,0,0
magnified,1,0,0,0,0,0,0,0,0,0,0
chum,0,0,0,0,0,0,1,0,0,0,0
chump,0,0,0,0,0,0,1,0,0,0,0
win,0,0,0,0,0,0,0,0,0,2,0
renown,0,0,0,0,0,0,1,0,0,0,0
ride,0,0,0,0,0,0,0,0,0,4,0
steed,0,0,0,0,0,0,3,0,0,0,0
thrilling,1,0,0,0,0,0,0,0,0,0,0
stunt,0,0,0,0,0,0,1,0,0,0,0
horse,0,0,0,0,0,0,3,0,0,0,0
adore,0,0,0,0,0,0,0,0,0,1,0
roar,0,0,0,0,0,0,0,0,0,1,0
lion,0,0,0,0,0,0,1,0,0,0,0
cowardice,0,0,0,0,0,0,1,0,0,0,0
clockwork,0,0,0,0,0,0,1,0,0,0,0
mechanically,0,0,1,0,0,0,0,0,0,0,0
tight,0,0,2,0,0,0,0,0,0,0,0
noble,1,0,0,0,0,0,0,0,0,0,0
acquire,0,0,0,0,0,0,0,0,0,1,0
twould,0,0,0,1,0,0,0,0,0,0,0
mention,0,0,0,0,0,0,0,0,0,2,0
piglet,0,0,0,0,0,0,1,0,0,0,0
pen,0,0,0,0,0,0,1,0,0,0,0
sail,0,0,0,0,0,0,0,0,0,1,0
sea,0,0,0,0,0,0,2,0,0,0,0
coast,0,0,0,0,0,0,2,0,0,0,0
nation,0,0,0,0,0,0,1,0,0,0,0
creation,0,0,0,0,0,0,1,0,0,0,0
boast,0,0,0,0,0,0,0,0,0,1,0
museum,0,0,0,0,0,0,1,0,0,0,0
include,0,0,0,0,0,0,0,0,0,1,0
applaud,0,0,0,0,0,0,0,0,0,1,0
clap,0,0,0,0,0,0,0,0,0,2,0
padded,3,0,0,0,0,0,0,0,0,0,0
pound,0,0,0,0,0,0,0,0,0,2,0
wake,0,0,0,0,0,0,0,0,0,1,0
opera,0,0,0,0,0,0,1,0,0,0,0
effort,0,0,0,0,0,0,3,0,0,0,0
training,0,0,0,0,0,0,1,0,0,0,0
rusty,2,0,0,0,0,0,0,0,0,0,0
sake,0,0,0,0,0,0,1,0,0,0,0
ordinary,2,0,0,0,0,0,0,0,0,0,0
kitten,0,0,0,0,0,0,3,0,0,0,0
pointer,0,0,0,0,0,0,1,0,0,0,0
rejoin,0,0,0,0,0,0,0,0,0,1,0
sleepily,0,0,1,0,0,0,0,0,0,0,0
despise,0,0,0,0,0,0,0,0,0,1,0
breaker,0,0,0,0,0,0,1,0,0,0,0
purr,0,0,0,0,0,0,0,0,0,1,0
early,0,0,1,0,0,0,0,0,0,0,0
event,0,0,0,0,0,0,1,0,0,0,0
presently,0,0,3,0,0,0,0,0,0,0,0
friendly,1,0,0,0,0,0,0,0,0,0,0
determined,2,0,0,0,0,0,0,0,0,0,0
devote,0,0,0,0,0,0,0,0,0,1,0
energy,0,0,0,0,0,0,2,0,0,0,0
astonishing,1,0,0,0,0,0,0,0,0,0,0
alas,0,0,1,0,0,0,0,0,0,0,0
falter,0,0,0,0,0,0,0,0,0,1,0
silky,1,0,0,0,0,0,0,0,0,0,0
steadily,0,0,1,0,0,0,0,0,0,0,0
arouse,0,0,0,0,0,0,0,0,0,1,0
trick,0,0,0,0,0,0,4,0,0,0,0
predict,0,0,0,0,0,0,0,0,0,1,0
tricky,1,0,0,0,0,0,0,0,0,0,0
back,0,0,0,0,0,0,1,0,0,0,0
difficulty,0,0,0,0,0,0,1,0,0,0,0
constantly,0,0,1,0,0,0,0,0,0,0,0
trip,0,0,0,0,0,0,0,0,0,1,0
mishap,0,0,0,0,0,0,1,0,0,0,0
tread,0,0,0,0,0,0,0,0,0,1,0
slide,0,0,0,0,0,0,0,0,0,1,0
bank,0,0,0,0,0,0,1,0,0,0,0
bristle,0,0,0,0,0,0,0,0,0,1,0
quill,0,0,0,0,0,0,25,0,0,0,0
arrow,0,0,0,0,0,0,2,0,0,0,0
bushel,0,0,0,0,0,0,1,0,0,0,0
project,0,0,0,0,0,0,0,0,0,1,0
overgrown,1,0,0,0,0,0,0,0,0,0,0
porcupine,1,0,0,0,0,0,7,0,0,0,0
evil,1,0,0,0,0,0,1,0,0,0,0
spirit,0,0,0,0,0,0,1,0,0,0,0
american,1,0,0,0,0,0,0,0,0,0,0
cowardly,1,0,0,0,0,0,0,0,0,0,0
frightful,1,0,0,0,0,0,0,0,0,0,0
scare,0,0,0,0,0,0,0,0,0,3,0
evident,1,0,0,0,0,0,0,0,0,0,0
earthquake,0,0,0,0,0,0,1,0,0,0,0
ashamed,1,0,0,0,0,0,0,0,0,0,0
immediately,0,0,2,0,0,0,0,0,0,0,0
monster,0,0,0,0,0,0,3,0,0,0,0
tremendous,1,0,0,0,0,0,0,0,0,0,0
frighten,0,0,0,0,0,0,0,0,0,1,0
disease,0,0,0,0,0,0,1,0,0,0,0
expire,0,0,0,0,0,0,0,0,0,1,0
risk,0,0,0,0,0,0,1,0,0,0,0
bravely,0,0,1,0,0,0,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,0,1,0
terrific,1,0,0,0,0,0,0,0,0,0,0
shock,0,0,0,0,0,0,1,0,0,1,0
deaf,1,0,0,0,0,0,0,0,0,0,0
advance,0,0,0,0,0,0,0,0,0,1,0
giant,1,0,0,0,0,0,0,0,0,0,0
pause,0,0,0,0,0,0,0,0,0,1,0
brace,0,0,0,0,0,0,0,0,0,1,0
quee,0,0,0,0,0,1,0,0,0,0,0
eek,0,0,0,0,0,1,0,0,0,0,0
squeak,0,0,0,0,0,0,1,0,0,0,0
cavern,0,0,0,0,0,0,1,0,0,0,0
sky,0,0,0,0,0,0,1,0,0,0,0
dead,1,0,0,0,0,0,0,0,0,0,0
humiliate,0,0,0,0,0,0,0,0,0,1,0
sorrow,0,0,0,0,0,0,1,0,0,0,0
confidence,0,0,0,0,0,0,1,0,0,0,0
loud,1,0,0,0,0,0,0,0,0,0,0
tick,0,0,0,0,0,0,1,0,0,0,0
beetle,0,0,0,0,0,0,1,0,0,0,0
snore,0,0,0,0,0,0,1,0,0,0,0
humbly,0,0,1,0,0,0,0,0,0,0,0
mistaken,1,0,0,0,0,0,0,0,0,0,0
soothingly,0,0,1,0,0,0,0,0,0,0,0
talent,0,0,0,0,0,0,1,0,0,0,0
shower,0,0,0,0,0,0,3,0,0,0,0
safety,0,0,0,0,0,0,1,0,0,0,0
shield,0,0,0,0,0,0,0,0,0,1,0
target,0,0,0,0,0,0,1,0,0,0,0
shoot,0,0,0,0,0,0,0,0,0,3,0
archery,0,0,0,0,0,0,1,0,0,0,0
game,0,0,0,0,0,0,2,0,0,0,0
avoid,0,0,0,0,0,0,0,0,0,2,0
rattle,0,0,0,0,0,0,0,0,0,1,0
moan,0,0,0,0,0,0,0,0,0,1,0
groan,0,0,0,0,0,0,0,0,0,1,0
put,0,0,0,0,0,0,0,0,0,1,0
single,1,0,0,0,0,0,0,0,0,0,0
disappointment,0,0,0,0,0,0,1,0,0,0,0
fair,1,0,0,0,0,0,0,0,0,0,0
harmless,1,0,0,0,0,0,0,0,0,0,0
injure,0,0,0,0,0,0,0,0,0,1,0
sullen,1,0,0,0,0,0,0,0,0,0,0
disconsolate,1,0,0,0,0,0,0,0,0,0,0
wound,0,0,0,0,0,0,3,0,0,0,0
annoyed,1,0,0,0,0,0,0,0,0,0,0
cure,0,0,0,0,0,0,0,0,0,1,0
root,0,0,0,0,0,0,1,0,0,0,0
shrub,0,0,0,0,0,0,1,0,0,0,0
heal,0,0,0,0,0,0,0,0,0,1,0
needle,0,0,0,0,0,0,3,0,0,0,0
airy,1,0,0,0,0,0,0,0,0,0,0
pond,0,0,0,0,0,0,2,0,0,0,0
muddy,1,0,0,0,0,0,0,0,0,0,0
heavy,1,0,0,0,0,0,0,0,0,0,0
improve,0,0,0,0,0,0,0,0,0,1,0
desert,0,0,0,0,0,0,1,0,0,0,0
fertile,1,0,0,0,0,0,0,0,0,0,0
spot,0,0,0,0,0,0,1,0,0,0,0
wall,0,0,0,0,0,0,8,0,0,0,0
roadway,0,0,0,0,0,0,1,0,0,0,0
gate,0,0,0,0,0,0,7,0,0,0,0
stout,2,0,0,0,0,0,0,0,0,0,0
iron,0,0,0,0,0,0,2,0,0,0,0
padlock,0,0,0,0,0,0,2,0,0,0,0
deceive,0,0,0,0,0,0,0,0,0,1,0
disappointed,1,0,0,0,0,0,0,0,0,0,0
barrier,0,0,0,0,0,0,2,0,0,0,0
deceiving,1,0,0,0,0,0,0,0,0,0,0
key,0,0,0,0,0,0,1,0,0,0,0
peep,0,0,0,0,0,0,0,0,0,1,0
quietly,0,0,1,0,0,0,0,0,0,0,0
eagerly,0,0,1,0,0,0,0,0,0,0,0
blind,1,0,0,0,0,0,0,0,0,0,0
buff,0,0,0,0,0,0,1,0,0,0,0
actual,1,0,0,0,0,0,0,0,0,0,0
count,0,0,0,0,0,0,1,0,0,0,0
gateway,0,0,0,0,0,0,1,0,0,0,0
farm,0,0,0,0,0,0,2,0,0,0,0
optical,1,0,0,0,0,0,0,0,0,0,0
illusion,0,0,0,0,0,0,1,0,0,0,0
couple,0,0,0,0,0,0,1,0,0,0,0
farmhouse,0,0,0,0,0,0,1,0,0,0,0
hospitable,1,0,0,0,0,0,0,0,0,0,0
accustom,0,0,0,0,0,0,0,0,0,1,0
assure,0,0,0,0,0,0,0,0,0,1,0
match,0,0,0,0,0,0,0,0,0,1,0
particle,0,0,0,0,0,0,1,0,0,0,0
spite,0,0,0,0,0,0,3,0,0,0,0
rough,1,0,0,0,0,0,0,0,0,0,0
playmate,0,0,0,0,0,0,1,0,0,0,0
grass,0,0,0,0,0,0,1,0,0,0,0
consent,0,0,0,0,0,0,1,0,0,0,0
displease,0,0,0,0,0,0,0,0,0,1,0
failure,0,0,0,0,0,0,1,0,0,0,0
gladly,0,0,1,0,0,0,0,0,0,0,0
courteous,1,0,0,0,0,0,0,0,0,0,0
polite,1,0,0,0,0,0,0,0,0,0,0
enemy,0,0,0,0,0,0,1,0,0,0,0
sulk,0,0,0,0,0,0,0,0,0,1,0
moody,1,0,0,0,0,0,0,0,0,0,0
unjust,1,0,0,0,0,0,0,0,0,0,0
grove,0,0,0,0,0,0,2,0,0,0,0
stately,2,0,0,0,0,0,0,0,0,0,0
curve,0,0,0,0,0,0,1,0,0,0,0
singe,0,0,0,0,0,0,0,0,0,1,0
distinguish,0,0,0,0,0,0,0,0,0,1,0
hale,1,0,0,0,0,0,0,0,0,0,0
bale,0,0,0,0,0,0,1,0,0,0,0
wave,0,0,0,0,0,0,0,0,0,2,0
crunkle,0,0,0,0,0,0,0,0,0,1,0
stack,0,0,0,0,0,0,1,0,0,0,0
strand,0,0,0,0,0,0,1,0,0,0,0
fellow,0,0,0,0,0,0,2,0,0,0,0
astride,0,1,0,0,0,0,0,0,0,0,0
rider,0,0,0,0,0,0,2,0,0,0,0
trim,0,0,0,0,0,0,0,0,0,1,0
tinkling,1,0,0,0,0,0,0,0,0,0,0
rope,0,0,0,0,0,0,1,0,0,0,0
sawdust,0,0,0,0,0,0,1,0,0,0,0
pin,0,0,0,0,0,0,2,0,0,0,0
sharpen,0,0,0,0,0,0,0,0,0,1,0
wit,0,0,0,0,0,0,1,0,0,0,0
fasten,0,0,0,0,0,0,0,0,0,1,0
winning,1,0,0,0,0,0,0,0,0,0,0
mate,0,0,0,0,0,0,1,0,0,0,0
incline,0,0,0,0,0,0,0,0,0,2,0
glove,0,0,0,0,0,0,3,0,0,0,0
rudely,0,0,2,0,0,0,0,0,0,0,0
saw,0,0,0,0,0,0,0,0,0,1,0
gnarled,1,0,0,0,0,0,0,0,0,0,0
knot,0,0,0,0,0,0,2,0,0,0,0
gash,0,0,0,0,0,0,1,0,0,0,0
own,0,0,0,0,0,0,0,0,0,1,0
whittle,0,0,0,0,0,0,0,0,0,1,0
bark,0,0,0,0,0,0,1,0,0,0,0
saddle,0,0,0,0,0,0,2,0,0,0,0
richly,0,0,1,0,0,0,0,0,0,0,0
encrust,0,0,0,0,0,0,0,0,0,1,0
gem,0,0,0,0,0,0,1,0,0,0,0
bridle,0,0,0,0,0,0,1,0,0,0,0
rein,0,0,0,0,0,0,0,0,0,1,0
dismount,0,0,0,0,0,0,0,0,0,1,0
punch,0,0,0,0,0,0,0,0,0,1,0
hump,0,0,0,0,0,0,1,0,0,0,0
sag,0,0,0,0,0,0,0,0,0,2,0
forth,0,0,1,0,0,0,0,0,0,0,0
covering,0,0,0,0,0,0,1,0,0,0,0
lengthen,0,0,0,0,0,0,0,0,0,1,0
full,1,0,0,0,0,0,0,0,0,0,0
hasty,1,0,0,0,0,0,0,0,0,0,0
trifle,0,0,0,0,0,0,1,0,0,0,0
lumpy,1,0,0,0,0,0,0,0,0,0,0
grade,0,0,0,0,0,0,1,0,0,0,0
stylish,1,0,0,0,0,0,0,0,0,0,0
aristocratic,1,0,0,0,0,0,0,0,0,0,0
entrancingly,0,0,1,0,0,0,0,0,0,0,0
enthusiasm,0,0,0,0,0,0,1,0,0,0,0
gelatine,0,0,0,0,0,0,1,0,0,0,0
finely,0,0,1,0,0,0,0,0,0,0,0
polish,0,0,0,0,0,0,0,0,0,1,0
congratulate,0,0,0,0,0,0,0,0,0,1,0
flabby,1,0,0,0,0,0,0,0,0,0,0
press,0,0,0,0,0,0,0,0,0,1,0
cordially,0,0,1,0,0,0,0,0,0,0,0
crackle,0,0,0,0,0,0,0,0,0,1,0
sniff,0,0,0,0,0,0,0,0,0,1,0
resent,0,0,0,0,0,0,0,0,0,1,0
familiarity,0,0,0,0,0,0,1,0,0,0,0
sudden,1,0,0,0,0,0,0,0,0,0,0
squarely,0,0,1,0,0,0,0,0,0,0,0
shod,1,0,0,0,0,0,0,0,0,0,0
disposition,0,0,0,0,0,0,1,0,0,0,0
kindling,0,0,0,0,0,0,1,0,0,0,0
stable,0,0,0,0,0,0,1,0,0,0,0
rear,0,0,0,0,0,0,1,0,0,0,0
untiring,1,0,0,0,0,0,0,0,0,0,0
personage,0,0,0,0,0,0,1,0,0,0,0
rank,0,0,0,0,0,0,1,0,0,0,0
history,0,0,0,0,0,0,1,0,0,0,0
mutual,1,0,0,0,0,0,0,0,0,0,0
friendship,0,0,0,0,0,0,1,0,0,0,0
abashed,1,0,0,0,0,0,0,0,0,0,0
thousand,0,0,0,0,0,0,1,0,0,0,0
transformation,0,0,0,0,0,0,1,0,0,0,0
disapproval,0,0,0,0,0,0,1,0,0,0,0
license,0,0,0,0,0,0,1,0,0,0,0
forever,0,0,1,0,0,0,0,0,0,0,0
safe,1,0,0,0,0,0,0,0,0,0,0
indignantly,0,0,1,0,0,0,0,0,0,0,0
accomplishment,0,0,0,0,0,0,1,0,0,0,0
admirable,1,0,0,0,0,0,0,0,0,0,0
natural,1,0,0,0,0,0,0,0,0,0,0
artless,1,0,0,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,1,0
repaint,0,0,0,0,0,0,0,0,0,1,0
