word,ADJ,ADP,ADV,DET,NOUN,NUM,VERB,X
french,13,0,0,0,0,0,0,0
fishing,0,0,0,0,4,0,0,0
brave,0,0,0,0,0,0,1,0
crossing,0,0,0,0,1,0,0,0
southeast,0,0,1,0,0,0,0,0
fisher,0,0,0,0,1,0,0,0
dry,0,0,0,0,0,0,1,0
initial,1,0,0,0,0,0,0,0
contact,0,0,0,0,1,0,0,0
deeply,0,0,1,0,0,0,0,0
suspicious,1,0,0,0,0,0,0,0
scatter,0,0,0,0,0,0,1,0
location,0,0,0,0,1,0,0,0
son,0,0,0,0,2,0,0,0
prepare,0,0,0,0,0,0,1,0
war,0,0,0,0,2,0,0,0
share,0,0,0,0,1,0,0,0
finance,0,0,0,0,0,0,1,0
contain,0,0,0,0,0,0,1,0
gulf,0,0,0,0,1,0,0,0
base,0,0,0,0,3,0,0,0
welcome,0,0,0,0,0,0,1,0
local,3,0,0,0,0,0,0,0
copper,0,0,0,0,1,0,0,0
abound,0,0,0,0,0,0,1,0
severity,0,0,0,0,1,0,0,0
shock,0,0,0,0,1,0,0,0
scurvy,0,0,0,0,2,0,0,0
bad,1,0,0,0,0,0,0,0
earn,0,0,0,0,0,0,1,0
ill,1,0,1,0,0,0,0,0
free,1,0,0,0,0,0,0,0
seize,0,0,0,0,0,0,2,0
iroquois,2,0,0,0,0,0,0,0
able,1,0,0,0,0,0,0,0
interior,0,0,0,0,1,0,0,0
prevent,0,0,0,0,0,0,1,0
concerned,1,0,0,0,0,0,0,0
nobleman,0,0,0,0,1,0,0,0
delay,0,0,0,0,0,0,1,0
severe,1,0,0,0,0,0,0,0
trouble,0,0,0,0,1,0,0,0
action,0,0,0,0,1,0,0,0
hostility,0,0,0,0,1,0,0,0
appear,0,0,0,0,0,0,1,0
diamond,0,0,0,0,3,0,0,0
abundance,0,0,0,0,1,0,0,0
worthless,1,0,0,0,0,0,0,0
fool,0,0,0,0,1,0,0,0
pyrite,0,0,0,0,1,0,0,0
quartz,0,0,0,0,1,0,0,0
false,1,0,0,0,0,0,0,0
canadian,2,0,0,0,0,0,0,0
common,1,0,0,0,0,0,0,0
expression,0,0,0,0,1,0,0,0
enjoy,0,0,0,0,0,0,1,0
success,0,0,0,0,1,0,0,0
plan,0,0,0,0,1,0,0,0
heritage,0,0,0,0,1,0,0,0
strong,1,0,0,0,0,0,0,0
percent,0,0,0,0,1,0,0,0
province,0,0,0,0,2,0,0,0
native,1,0,0,0,0,0,0,0
speaker,0,0,0,0,1,0,0,0
disappointment,0,0,0,0,1,0,0,0
meager,1,0,0,0,0,0,0,0
result,0,0,0,0,1,0,0,0
entranceway,0,0,0,0,1,0,0,0
word,0,0,0,0,1,0,0,0
kanata,0,0,0,0,0,0,0,1
refer,0,0,0,0,0,0,1,0
actual,1,0,0,0,0,0,0,0
colonization,0,0,0,0,3,0,0,0
mariner,0,0,0,0,1,0,0,0
undertake,0,0,0,0,0,0,4,0
minded,1,0,0,0,0,0,0,0
pursuit,0,0,0,0,1,0,0,0
limit,0,0,0,0,0,0,1,0
exploratory,1,0,0,0,0,0,0,0
paper,0,0,0,0,1,0,0,0
elusive,1,0,0,0,0,0,0,0
equip,0,0,0,0,0,0,1,0
badly,0,0,1,0,0,0,0,0
discipline,0,0,0,0,0,0,1,0
quickly,0,0,1,0,0,0,0,0
piracy,0,0,0,0,2,0,0,0
ambitious,1,0,0,0,0,0,0,0
queen,0,0,0,0,1,0,0,0
shout,0,0,0,0,0,0,1,0
heaven,0,0,0,0,1,0,0,0
swallow,0,0,0,0,0,0,1,0
politician,0,0,0,0,1,0,0,0
poet,0,0,0,0,1,0,0,0
historian,0,0,0,0,1,0,0,0
principal,1,0,0,0,0,0,0,0
fame,0,0,0,0,1,0,0,0
advance,0,0,0,0,0,0,1,0
fortune,0,0,0,0,1,0,0,0
strategy,0,0,0,0,1,0,0,0
permanent,5,0,0,0,0,0,0,0
mysterious,1,0,0,0,0,0,0,0
destruction,0,0,0,0,1,0,0,0
awaken,0,0,0,0,0,0,1,0
colonizing,0,0,0,0,1,0,0,0
venture,0,0,0,0,1,0,0,0
champlain,1,0,0,0,0,0,0,0
yearly,1,0,0,0,0,0,0,0
chiefly,0,0,1,0,0,0,0,0
sideline,0,0,0,0,1,0,0,0
unorganized,1,0,0,0,0,0,0,0
fur,0,0,0,0,11,0,0,0
method,0,0,0,0,1,0,0,0
process,0,0,0,0,0,0,1,0
develop,0,0,0,0,0,0,2,0
beaver,0,0,0,0,3,0,0,0
hat,0,0,0,0,1,0,0,0
particular,1,0,0,0,0,0,0,0
fashionable,1,0,0,0,0,0,0,0
encouragement,0,0,0,0,1,0,0,0
receive,0,0,0,0,0,0,1,0
surround,0,0,0,0,0,0,1,0
seaboard,0,0,0,0,2,0,0,0
lieutenant,0,0,0,0,2,0,0,0
geographer,0,0,0,0,1,0,0,0
stay,0,0,0,0,0,0,1,0
nearly,0,0,1,0,0,0,0,0
second,1,0,0,0,0,0,0,0
life,0,0,0,0,2,0,0,0
few,1,0,0,0,0,0,0,0
ideal,1,0,0,0,0,0,0,0
map,0,0,0,0,2,0,1,0
detail,0,0,0,0,1,0,0,0
harbor,0,0,0,0,1,0,0,0
rival,0,0,0,0,1,0,0,0
touch,0,0,0,0,0,0,1,0
grant,0,0,0,0,0,0,1,0
permission,0,0,0,0,1,0,0,0
friend,0,0,0,0,1,0,0,0
lake,0,0,0,0,1,0,0,0
enemy,0,0,0,0,2,0,0,0
gunfire,0,0,0,0,1,0,0,0
bitter,1,0,0,0,0,0,0,0
exploring,0,0,0,0,1,0,0,0
block,0,0,0,0,0,0,1,0
seek,0,0,0,0,0,0,1,0
cruise,0,0,0,0,0,0,2,0
majestic,1,0,0,0,0,0,0,0
mile,0,0,0,0,5,0,0,0
kilometer,0,0,0,0,5,0,0,0
vicinity,0,0,0,0,1,0,0,0
conclude,0,0,0,0,0,0,2,0
fourth,1,0,0,0,0,0,0,0
final,1,0,0,0,0,0,0,0
describe,0,0,0,0,0,0,1,0
inlet,0,0,0,0,1,0,0,0
furious,2,0,0,0,0,0,0,0
overfall,0,0,0,0,2,0,0,0
rush,0,0,0,0,0,0,1,0
ebb,0,0,0,0,1,0,0,0
tide,0,0,0,0,1,0,0,0
phenomenon,0,0,0,0,1,0,0,0
confident,1,0,0,0,0,0,0,0
replica,0,0,0,0,1,0,0,0
outlet,0,0,0,0,1,0,0,0
aimlessly,0,0,1,0,0,0,0,0
overtake,0,0,0,0,0,0,1,0
close,1,0,0,0,0,0,0,0
confinement,0,0,0,0,1,0,0,0
quarrel,0,0,0,0,1,0,0,0
arise,0,0,0,0,0,0,1,0
suspect,0,0,0,0,0,0,1,0
secretly,0,0,1,0,0,0,0,0
hoard,0,0,0,0,0,0,1,0
favorite,0,0,0,0,1,0,0,0
mutineer,0,0,0,0,1,0,0,0
cast,0,0,0,0,0,0,1,0
adrift,0,0,1,0,0,0,0,0
ringleader,0,0,0,0,1,0,0,0
form,0,0,0,0,0,0,2,0
dutch,1,0,0,0,0,0,0,0
mineral,0,0,0,0,1,0,0,0
consider,0,0,0,0,0,0,1,0
ignore,0,0,0,0,0,0,1,0
repeat,0,0,0,0,0,0,1,0
need,0,0,0,0,0,0,1,0
resource,0,0,0,0,1,0,0,0
trader,0,0,0,0,3,0,0,0
especially,0,0,1,0,0,0,0,0
roman,1,0,0,0,0,0,0,0
private,1,0,0,0,0,0,0,0
undertaking,0,0,0,0,1,0,0,0
determine,0,0,0,0,0,0,1,0
direction,0,0,0,0,1,0,0,0
course,0,0,0,0,3,0,0,0
empty,0,0,0,0,0,0,1,0
provide,0,0,0,0,0,0,1,0
pelt,0,0,0,0,2,0,0,0
commodity,0,0,0,0,1,0,0,0
study,0,0,0,0,0,0,1,0
language,0,0,0,0,1,0,0,0
interpreter,0,0,0,0,1,0,0,0
birchbark,0,0,0,0,1,0,0,0
canoe,0,0,0,0,1,0,1,0
paddle,0,0,0,0,0,0,1,0
upper,4,0,0,0,0,0,0,0
pause,0,0,0,0,0,0,1,0
note,0,0,0,0,1,0,0,0
hunt,0,0,0,0,0,0,1,0
glean,0,0,0,0,0,0,1,0
scrap,0,0,0,0,1,0,0,0
information,0,0,0,0,1,0,0,0
preach,0,0,0,0,0,0,1,0
personal,1,0,0,0,0,0,0,0
observation,0,0,0,0,1,0,0,0
flow,0,0,0,0,0,0,1,0
warn,0,0,0,0,0,0,1,0
hostile,1,0,0,0,0,0,0,0
accurate,1,0,0,0,0,0,0,0
datum,0,0,0,0,1,0,0,0
low,1,0,0,0,0,0,0,0
delta,0,0,0,0,1,0,0,0
sieur,0,0,0,0,1,0,0,1
lord,0,0,0,0,1,0,0,0
entire,1,0,0,0,0,0,0,0
tributary,0,0,0,0,1,0,0,0
commit,0,0,0,0,0,0,1,0
expand,0,0,0,0,0,0,1,0
ton,0,0,0,0,1,0,0,0
tonne,0,0,0,0,1,0,0,0
adventurer,0,0,0,0,2,0,0,0
metal,0,0,0,0,1,0,0,0
claw,0,0,0,0,1,0,0,0
laden,1,0,0,0,0,0,0,0
friar,0,0,0,0,1,0,0,0
charge,0,0,0,0,1,0,0,0
destroy,0,0,0,0,0,0,1,0
vanish,0,0,0,0,0,0,1,0
trace,0,0,0,0,0,0,1,0
generation,0,0,0,0,1,0,0,0
vital,1,0,0,0,0,0,0,0
doom,0,0,0,0,0,0,1,0
sickness,0,0,0,0,1,0,0,0
heavy,1,0,0,0,0,0,0,0
toll,0,0,0,0,1,0,0,0
gross,1,0,0,0,0,0,0,0
miscalculation,0,0,0,0,1,0,0,0
fruitless,1,0,0,0,0,0,0,0
murder,0,0,0,0,0,0,1,0
mapmaker,0,0,0,0,1,0,0,0
camp,0,0,0,0,0,0,1,0
live,0,0,0,0,0,0,1,0
illness,0,0,0,0,1,0,0,0
power,0,0,0,0,1,0,0,0
wave,0,0,0,0,2,0,0,0
mark,0,0,0,0,0,0,1,0
beginning,0,0,0,0,1,0,0,0
era,0,0,0,0,1,0,0,0
complete,1,0,0,0,0,0,0,0
primarily,0,0,1,0,0,0,0,0
cluster,0,0,0,0,0,0,1,0
regard,0,0,0,0,0,0,1,0
landmass,0,0,0,0,1,0,0,0
uncharted,1,0,0,0,0,0,0,0
wilderness,0,0,0,0,1,0,0,0
swath,0,0,0,0,1,0,0,0
nation,0,0,0,0,1,0,0,0
famous,1,0,0,0,0,0,0,0
contribute,0,0,0,0,0,0,1,0
geographic,1,0,0,0,0,0,0,0
scientific,1,0,0,0,0,0,0,0
knowledge,0,0,0,0,1,0,0,0
aid,0,0,0,0,0,0,1,0
expansion,0,0,0,0,1,0,0,0
conclusion,0,0,0,0,0,0,0,1
trapper,0,0,0,0,2,0,0,0
experienced,1,0,0,0,0,0,0,0
join,0,0,0,0,0,0,1,0
mingle,0,0,0,0,0,0,1,0
extensively,0,0,1,0,0,0,0,0
adopt,0,0,0,0,0,0,1,0
manner,0,0,0,0,1,0,0,0
belief,0,0,0,0,1,0,0,0
like,0,1,0,0,0,0,0,0
bold,1,0,0,0,0,0,0,0
pave,0,0,0,0,0,0,1,0
sweeping,1,0,0,0,0,0,0,0
negotiate,0,0,0,0,0,0,1,0
treaty,0,0,0,0,1,0,0,0
recruit,0,0,0,0,0,0,1,0
