word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,PRON,SCONJ,VERB,X
dramatic,1,0,0,0,0,0,0,0,0,0
promise,0,0,0,0,1,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,1,0
great,3,0,0,0,0,0,0,0,0,0
challenge,0,0,0,0,2,0,0,0,0,0
known,1,0,0,0,0,0,0,0,0,0
unknown,2,0,0,0,0,0,0,0,0,0
controversy,0,0,0,0,1,0,0,0,0,0
surround,0,0,0,0,0,0,0,0,1,0
commonly,0,0,1,0,0,0,0,0,0,0
environmental,4,0,0,0,0,0,0,0,0,0
safety,0,0,0,0,18,0,0,0,0,0
labeling,0,0,0,0,3,0,0,0,0,0
choice,0,0,0,0,1,0,0,0,0,0
intellectual,1,0,0,0,0,0,0,0,0,0
ethic,0,0,0,0,1,0,0,0,0,0
security,0,0,0,0,2,0,0,0,0,0
poverty,0,0,0,0,1,0,0,0,0,0
reduction,0,0,0,0,1,0,0,0,0,0
conservation,0,0,0,0,1,0,0,0,0,0
outweigh,0,0,0,0,0,0,0,0,2,0
hundred,0,0,0,0,3,0,0,0,0,0
refrigeration,0,0,0,0,1,0,0,0,0,0
barrel,0,0,0,0,1,0,0,0,0,0
salt,0,0,0,0,4,0,0,0,0,0
water,0,0,0,0,12,0,0,0,0,0
pickle,0,0,0,0,0,0,0,0,1,0
vinegar,0,0,0,0,2,0,0,0,0,0
recent,4,0,0,0,0,0,0,0,0,0
dramatically,0,0,1,0,0,0,0,0,0,0
past,1,0,0,0,2,0,0,0,0,0
individual,5,0,0,0,6,0,0,0,0,0
prepare,0,0,0,0,0,0,0,0,4,0
cook,0,0,0,0,0,0,0,0,12,0
package,0,0,0,0,0,0,0,0,2,0
wrap,0,0,0,0,0,0,0,0,3,0
enclose,0,0,0,0,0,0,0,0,1,0
carton,0,0,0,0,1,0,0,0,0,0
productive,1,0,0,0,0,0,0,0,0,0
alter,0,0,0,0,0,0,0,0,1,0
table,0,0,0,0,3,0,0,0,0,0
marine,1,0,0,0,1,0,0,0,0,0
biologist,0,0,0,0,1,0,0,0,0,0
record,0,0,0,0,1,0,0,0,2,0
especially,0,0,3,0,0,0,0,0,0,0
marlin,0,0,0,0,1,0,0,0,0,0
swordfish,0,0,0,0,1,0,0,0,0,0
tuna,0,0,0,0,3,0,0,0,0,0
concern,0,0,0,0,3,0,0,0,1,0
mercury,0,0,0,0,3,0,0,0,0,0
lead,0,0,0,0,0,0,0,0,6,0
brain,0,0,0,0,4,0,0,0,0,0
nerve,0,0,0,0,2,0,0,0,0,0
young,1,0,0,0,0,0,0,0,0,0
baby,0,0,0,0,3,0,0,0,0,0
bright,2,0,0,0,0,0,0,0,0,0
alert,1,0,0,0,1,0,0,0,0,0
learning,0,0,0,0,1,0,0,0,0,0
difficulty,0,0,0,0,1,0,0,0,0,0
parent,0,0,0,0,1,0,0,0,0,0
worried,1,0,0,0,0,0,0,0,0,0
doctor,0,0,0,0,4,0,0,0,0,0
blood,0,0,0,0,2,0,0,0,0,0
poisoning,0,0,0,0,8,0,0,0,0,0
regularly,0,0,3,0,0,0,0,0,0,0
white,1,0,0,0,1,0,0,0,0,0
albacore,0,0,0,0,1,0,0,0,0,0
blame,0,0,0,0,0,0,0,0,1,0
excellent,1,0,0,0,0,0,0,0,0,0
source,0,0,0,0,12,0,0,0,1,0
nutrient,0,0,0,0,6,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,8,0
limit,0,0,0,0,0,0,0,0,1,0
intake,0,0,0,0,1,0,0,0,0,0
portion,0,0,0,0,1,0,0,0,0,0
thiamine,0,0,0,0,1,0,0,0,0,0
breakfast,0,0,0,0,1,0,0,0,0,0
cereal,0,0,0,0,1,0,0,0,0,0
fatty,1,0,0,0,0,0,0,0,0,0
activity,0,0,0,0,2,0,0,0,0,0
folic,1,0,0,0,0,0,0,0,0,0
prevent,0,0,0,0,0,0,0,0,20,0
defect,0,0,0,0,1,0,0,0,0,0
newborn,1,0,0,0,0,0,0,0,0,0
flour,0,0,0,0,1,0,0,0,0,0
bread,0,0,0,0,3,0,0,0,0,0
accident,0,0,0,0,1,0,0,0,0,0
pollute,0,0,0,0,0,0,0,0,2,0
river,0,0,0,0,2,0,0,0,0,0
sea,0,0,0,0,1,0,0,0,0,0
ingest,0,0,0,0,0,0,0,0,1,0
car,0,0,0,0,1,0,0,0,0,0
exhaust,0,0,0,0,1,0,0,0,0,0
close,0,0,2,0,0,0,0,0,2,0
busy,2,0,0,0,0,0,0,0,0,0
road,0,0,0,0,1,0,0,0,0,0
accidental,1,0,0,0,0,0,0,0,0,0
contamination,0,0,0,0,22,0,0,0,0,0
barbecue,0,0,0,0,1,0,0,0,0,0
likely,3,0,0,0,0,0,0,0,0,0
pick,0,0,0,0,0,0,0,0,2,0
smoke,0,0,0,0,1,0,0,0,1,0
researcher,0,0,0,0,1,0,0,0,0,0
microwave,0,0,0,0,1,0,0,0,0,0
oven,0,0,0,0,1,0,0,0,0,0
occasionally,0,0,1,0,0,0,0,0,0,0
news,0,0,0,0,5,0,0,0,0,0
report,0,0,0,0,6,0,0,0,5,0
intentional,2,0,0,0,0,0,0,0,0,0
supermarket,0,0,0,0,3,0,0,0,0,0
business,0,0,0,0,8,0,0,0,0,0
incident,0,0,0,0,2,0,0,0,0,0
rare,1,0,0,0,0,0,0,0,0,0
authority,0,0,0,0,5,0,0,0,0,0
swiftly,0,0,1,0,0,0,0,0,0,0
minimize,0,0,0,0,0,0,0,0,6,0
public,4,0,0,0,9,0,0,0,0,0
properly,0,0,2,0,0,0,0,0,0,0
maximize,0,0,0,0,0,0,0,0,1,0
growth,0,0,0,0,12,0,0,0,0,0
livestock,0,0,0,0,3,0,0,0,0,0
ban,0,0,0,0,0,0,0,0,3,0
worldwide,1,0,1,0,0,0,0,0,0,0
trade,0,0,0,0,1,0,0,0,0,0
internationally,0,0,1,0,0,0,0,0,0,0
pollution,0,0,0,0,1,0,0,0,0,0
air,0,0,0,0,5,0,0,0,0,0
toxic,2,0,0,0,0,0,0,0,0,0
metal,0,0,0,0,1,0,0,0,0,0
pcb,0,0,0,0,1,0,0,0,0,0
polychlorinated,1,0,0,0,0,0,0,0,0,0
biphenyl,0,0,0,0,1,0,0,0,0,0
industry,0,0,0,0,5,0,0,0,0,0
dioxin,0,0,0,0,2,0,0,0,0,0
waste,0,0,0,0,2,0,0,0,0,0
incinerator,0,0,0,0,1,0,0,0,0,0
drug,0,0,0,0,2,0,0,0,0,0
agrochemical,0,0,0,0,2,0,0,0,0,0
fertilizer,0,0,0,0,3,0,0,0,0,0
natural,7,0,0,0,0,0,0,0,0,0
manure,0,0,0,0,1,0,0,0,0,0
seaweed,0,0,0,0,1,0,0,0,0,0
man,0,0,0,0,1,0,0,0,0,0
mixture,0,0,0,0,1,0,0,0,0,0
design,0,0,0,0,0,0,0,0,1,0
suit,0,0,0,0,0,0,0,0,1,0
germinate,0,0,0,0,0,0,0,0,1,0
fill,0,0,0,0,0,0,0,0,1,0
hard,1,0,1,0,0,0,0,0,0,0
slug,0,0,0,0,1,0,0,0,0,0
caterpillar,0,0,0,0,1,0,0,0,0,0
aphid,0,0,0,0,1,0,0,0,0,0
beetle,0,0,0,0,1,0,0,0,0,0
wide,3,0,0,0,0,0,0,0,0,0
attack,0,0,0,0,0,0,0,0,1,0
touch,0,0,0,0,0,0,0,0,2,0
treat,0,0,0,0,0,0,0,0,2,0
fungicide,0,0,0,0,2,0,0,0,0,0
infection,0,0,0,0,12,0,0,0,0,0
dust,0,0,0,0,0,0,0,0,1,0
spore,0,0,0,0,2,0,0,0,0,0
husbandry,0,0,0,0,1,0,0,0,0,0
govern,0,0,0,0,0,0,0,0,1,0
vary,0,0,0,0,0,0,0,0,1,0
permit,0,0,0,0,0,0,0,0,1,0
antibiotics,0,0,0,0,1,0,0,0,0,0
cure,0,0,0,0,0,0,0,0,1,0
vaccination,0,0,0,0,2,0,0,0,0,0
alternative,1,0,0,0,1,0,0,0,0,0
antibiotic,0,0,0,0,7,0,0,0,0,0
infectious,1,0,0,0,0,0,0,0,0,0
hormone,0,0,0,0,5,0,0,0,0,0
regulate,0,0,0,0,0,0,0,0,3,0
pattern,0,0,0,0,1,0,0,0,0,0
dairy,0,0,0,0,3,0,0,0,0,0
cattle,0,0,0,0,1,0,0,0,0,0
roundworm,0,0,0,0,1,0,0,0,0,0
dose,0,0,0,0,1,0,0,0,0,0
vet,0,0,0,0,1,0,0,0,0,0
syringe,0,0,0,0,1,0,0,0,0,0
pregnant,1,0,0,0,0,0,0,0,0,0
pen,0,0,0,0,1,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,6,0
birth,0,0,0,0,1,0,0,0,0,0
comfortable,1,0,0,0,0,0,0,0,0,0
idea,0,0,0,0,1,0,0,0,0,0
claim,0,0,0,0,0,0,0,0,1,0
nutritionally,0,0,1,0,0,0,0,0,0,0
superior,1,0,0,0,0,0,0,0,0,0
non,2,0,0,0,0,0,0,0,0,0
certain,4,0,0,0,0,0,0,0,0,0
proof,0,0,0,0,1,0,0,0,0,0
substance,0,0,0,0,3,0,0,0,0,0
appearance,0,0,0,0,2,0,0,0,0,0
herb,0,0,0,0,1,0,0,0,0,0
spice,0,0,0,0,1,0,0,0,0,0
sugar,0,0,0,0,3,0,0,0,0,0
honey,0,0,0,0,1,0,0,0,0,0
proportion,0,0,0,0,1,0,0,0,0,0
home,0,0,0,0,1,0,0,0,0,0
raw,4,0,0,0,0,0,0,0,0,0
decrease,0,0,0,0,0,0,0,0,1,0
heavily,0,0,1,0,0,0,0,0,0,0
convenience,0,0,0,0,2,0,0,0,0,0
dinner,0,0,0,0,1,0,0,0,0,0
huge,2,0,0,0,0,0,0,0,0,0
batch,0,0,0,0,1,0,0,0,0,0
manufacturer,0,0,0,0,1,0,0,0,0,0
retain,0,0,0,0,0,0,0,0,1,0
freshness,0,0,0,0,1,0,0,0,0,0
flavor,0,0,0,0,6,0,0,0,0,0
candy,0,0,0,0,3,0,0,0,0,0
coloring,0,0,0,0,8,0,0,0,0,0
enhancer,0,0,0,0,2,0,0,0,0,0
monosodium,1,0,0,0,0,0,0,0,0,0
glutamate,0,0,0,0,1,0,0,0,0,0
preservative,0,0,0,0,3,0,0,0,0,0
spoil,0,0,0,0,0,0,0,0,1,0
bacteria,0,0,0,0,15,0,0,0,0,0
warm,1,0,0,0,0,0,0,0,0,0
moist,1,0,0,0,0,0,0,0,0,0
atmosphere,0,0,0,0,1,0,0,0,0,0
easily,0,0,3,0,0,0,0,0,0,0
unsafe,4,0,0,0,0,0,0,0,0,0
sorbic,0,0,0,0,1,0,0,0,0,0
widely,0,0,2,0,0,0,0,0,0,0
drink,0,0,0,0,2,0,0,0,0,0
seafood,0,0,0,0,1,0,0,0,0,0
bake,0,0,0,0,0,0,0,0,1,0
sulfur,0,0,0,0,1,0,0,0,0,0
dioxide,0,0,0,0,2,0,0,0,0,0
bacterial,4,0,0,0,0,0,0,0,0,0
dry,0,0,0,0,0,0,0,0,2,0
sausage,0,0,0,0,1,0,0,0,0,0
jam,0,0,0,0,2,0,0,0,0,0
color,0,0,0,0,7,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,2,0
attractive,2,0,0,0,0,0,0,0,0,0
oranger,0,0,0,0,1,0,0,0,0,0
cochineal,1,0,0,0,0,0,0,0,0,0
tartrazine,0,0,0,0,2,0,0,0,0,0
amaranth,0,0,0,0,1,0,0,0,0,0
purple,1,0,0,0,0,0,0,0,0,0
synthetic,1,0,0,0,0,0,0,0,0,0
glucose,0,0,0,0,1,0,0,0,0,0
syrup,0,0,0,0,1,0,0,0,0,0
strawberry,0,0,0,0,3,0,0,0,0,0
black,1,0,0,0,0,0,0,0,0,0
currant,0,0,0,0,1,0,0,0,0,0
lemon,0,0,0,0,1,0,0,0,0,0
orange,1,0,0,0,1,0,0,0,0,0
apple,0,0,0,0,2,0,0,0,0,0
juice,0,0,0,0,1,0,0,0,0,0
hydrogenate,0,0,0,0,0,0,0,0,1,0
oil,0,0,0,0,4,0,0,0,0,0
citric,1,0,0,0,0,0,0,0,0,0
gelatine,0,0,0,0,1,0,0,0,0,0
flavoring,0,0,0,0,1,0,0,0,0,0
emulsifier,0,0,0,0,3,0,0,0,0,0
list,0,0,0,0,2,0,0,0,0,0
packet,0,0,0,0,1,0,0,0,0,0
chewy,1,0,0,0,0,0,0,0,0,0
additive,0,0,0,0,6,0,0,0,0,0
withdraw,0,0,0,0,0,0,0,0,3,0
dye,0,0,0,0,2,0,0,0,0,0
wax,0,0,0,0,1,0,0,0,0,0
polish,0,0,0,0,1,0,0,0,0,0
cancer,0,0,0,0,2,0,0,0,0,0
chili,0,0,0,0,1,0,0,0,0,0
powder,0,0,0,0,1,0,0,0,0,0
english,1,0,0,0,0,0,0,0,0,0
bakery,0,0,0,0,1,0,0,0,0,0
tell,0,0,0,0,0,0,0,0,3,0
instantly,0,0,1,0,0,0,0,0,0,0
stop,0,0,0,0,0,0,0,0,2,0
separation,0,0,0,0,1,0,0,0,0,0
ice,0,0,0,0,3,0,0,0,0,0
cream,0,0,0,0,2,0,0,0,0,0
mayonnaise,0,0,0,0,1,0,0,0,0,0
margarine,0,0,0,0,1,0,0,0,0,0
cake,0,0,0,0,1,0,0,0,0,0
sweet,0,0,0,0,1,0,0,0,0,0
lecithin,0,0,0,0,1,0,0,0,0,0
gel,0,0,0,0,0,0,0,0,1,0
shape,0,0,0,0,1,0,0,0,0,0
runny,1,0,0,0,0,0,0,0,0,0
pectin,0,0,0,0,1,0,0,0,0,0
gelling,0,0,0,0,1,0,0,0,0,0
jelly,0,0,0,0,1,0,0,0,0,0
thickener,0,0,0,0,1,0,0,0,0,0
thicken,0,0,0,0,0,0,0,0,1,0
particularly,0,0,1,0,0,0,0,0,0,0
useful,1,0,0,0,0,0,0,0,0,0
fat,0,0,0,0,1,0,0,0,0,0
stabilizer,0,0,0,0,2,0,0,0,0,0
physical,1,0,0,0,0,0,0,0,0,0
crystal,0,0,0,0,1,0,0,0,0,0
form,0,0,0,0,0,0,0,0,2,0
separate,1,0,0,0,0,0,0,0,1,0
sauce,0,0,0,0,1,0,0,0,0,0
dressing,0,0,0,0,1,0,0,0,0,0
vital,2,0,0,0,0,0,0,0,0,0
yogurt,0,0,0,0,1,0,0,0,0,0
chapter,0,0,0,0,1,0,0,0,0,0
explore,0,0,0,0,0,0,0,0,1,0
end,0,0,0,0,0,0,0,0,2,0
unhappy,1,0,0,0,0,0,0,0,0,0
trace,0,0,0,0,1,0,0,0,2,0
evidence,0,0,0,0,1,0,0,0,0,0
remain,0,0,0,0,0,0,0,0,4,0
residue,0,0,0,0,3,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,2,0
overuse,0,0,0,0,1,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,1,0
one,0,0,0,0,1,0,0,0,0,0
adapt,0,0,0,0,0,0,0,0,1,0
rise,0,0,0,0,2,0,0,0,1,0
haddock,0,0,0,0,1,0,0,0,0,0
fillet,0,0,0,0,1,0,0,0,0,0
ready,1,0,0,0,0,0,0,0,0,0
pack,0,0,0,0,0,0,0,0,1,0
come,0,0,0,0,0,0,0,0,3,0
rigorously,0,0,2,0,0,0,0,0,0,0
get,0,0,0,0,0,0,0,0,1,0
acceptable,2,0,0,0,0,0,0,0,0,0
artificial,1,0,0,0,0,0,0,0,0,0
deliberately,0,0,1,0,0,0,0,0,0,0
target,0,0,0,0,0,0,0,0,1,0
market,0,0,0,0,0,0,0,0,1,0
professor,0,0,0,0,2,0,0,0,0,0
science,0,0,0,0,3,0,0,0,0,0
policy,0,0,0,0,1,0,0,0,0,0
protect,0,0,0,0,0,0,0,0,2,0
sample,0,0,0,0,1,0,0,0,0,0
agency,0,0,0,0,5,0,0,0,0,0
recurrence,0,0,0,0,1,0,0,0,0,0
behavioral,1,0,0,0,0,0,0,0,0,0
asthma,0,0,0,0,1,0,0,0,0,0
migraine,0,0,0,0,1,0,0,0,0,0
saccharin,0,0,0,0,1,0,0,0,0,0
mouse,0,0,0,0,2,0,0,0,0,0
aspartame,0,0,0,0,1,0,0,0,0,0
function,0,0,0,0,1,0,0,0,1,0
term,0,0,0,0,2,0,0,0,0,0
argue,0,0,0,0,0,0,0,0,2,0
microorganism,0,0,0,0,1,0,0,0,0,0
see,0,0,0,0,0,0,0,0,2,0
naked,1,0,0,0,0,0,0,0,0,0
eye,0,0,0,0,1,0,0,0,0,0
fungus,0,0,0,0,3,0,0,0,0,0
turn,0,0,0,0,0,0,0,0,1,0
introduce,0,0,0,0,0,0,0,0,3,0
purpose,0,0,0,0,1,0,0,0,0,0
beneficial,2,0,0,0,0,0,0,0,0,0
coli,0,0,0,0,3,0,0,0,0,0
outbreak,0,0,0,0,7,0,0,0,0,0
rush,0,0,0,0,0,0,0,0,1,0
hospital,0,0,0,0,3,0,0,0,0,0
morphine,0,0,0,0,1,0,0,0,0,0
relieve,0,0,0,0,0,0,0,0,1,0
pain,0,0,0,0,1,0,0,0,0,0
little,1,0,0,0,0,0,0,0,0,0
later,0,0,2,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,3,0
virulent,1,0,0,0,0,0,0,0,0,0
apparent,1,0,0,0,0,0,0,0,0,0
spinach,0,0,0,0,2,0,0,0,0,0
irrigation,0,0,0,0,2,0,0,0,0,0
state,0,0,0,0,1,0,0,0,0,0
infect,0,0,0,0,0,0,0,0,5,0
unwanted,1,0,0,0,0,0,0,0,0,0
warmth,0,0,0,0,2,0,0,0,0,0
moisture,0,0,0,0,2,0,0,0,0,0
multiply,0,0,0,0,0,0,0,0,3,0
electron,0,0,0,0,1,0,0,0,0,0
microscope,0,0,0,0,1,0,0,0,0,0
severe,1,0,0,0,0,0,0,0,0,0
responsible,2,0,0,0,0,0,0,0,0,0
calicivirus,0,0,0,0,1,0,0,0,0,0
acute,1,0,0,0,0,0,0,0,0,0
vomiting,0,0,0,0,1,0,0,0,0,0
diarrhea,0,0,0,0,1,0,0,0,0,0
spread,0,0,0,0,0,0,0,0,3,0
person,0,0,0,0,3,0,0,0,0,0
handle,0,0,0,0,0,0,0,0,1,0
infected,4,0,0,0,0,0,0,0,0,0
intentionally,0,0,2,0,0,0,0,0,0,0
baking,0,0,0,0,1,0,0,0,0,0
yeast,0,0,0,0,1,0,0,0,0,0
dough,0,0,0,0,1,0,0,0,0,0
mold,0,0,0,0,3,0,0,0,0,0
cheese,0,0,0,0,3,0,0,0,0,0
blue,2,0,0,0,0,0,0,0,0,0
label,0,0,0,0,0,0,0,0,2,0
probiotic,1,0,0,0,0,0,0,0,0,0
digestive,1,0,0,0,0,0,0,0,0,0
system,0,0,0,0,4,0,0,0,0,0
deliberate,1,0,0,0,0,0,0,0,0,0
surface,0,0,0,0,2,0,0,0,0,0
wash,0,0,0,0,1,0,0,0,5,0
wild,1,0,0,0,0,0,0,0,0,0
domestic,1,0,0,0,0,0,0,0,0,0
equipment,0,0,0,0,5,0,0,0,0,0
order,0,0,0,0,2,0,0,0,0,0
microbial,11,0,0,0,0,0,0,0,0,0
guideline,0,0,0,0,2,0,0,0,0,0
barrier,0,0,0,0,2,0,0,0,0,0
skin,0,0,0,0,2,0,0,0,0,0
peel,0,0,0,0,1,0,0,0,0,0
likelihood,0,0,0,0,1,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,1,0
contact,0,0,0,0,3,0,0,0,0,0
careful,1,0,0,0,0,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,1,0
prion,0,0,0,0,3,0,0,0,0,0
protein,0,0,0,0,3,0,0,0,0,0
nervous,2,0,0,0,0,0,0,0,0,0
bovine,1,0,0,0,0,0,0,0,0,0
spongiform,1,0,0,0,0,0,0,0,0,0
encephalopathy,0,0,0,0,1,0,0,0,0,0
mad,2,0,0,0,0,0,0,0,0,0
cow,0,0,0,0,3,0,0,0,0,0
scrapie,0,0,0,0,2,0,0,0,0,0
sheep,0,0,0,0,1,0,0,0,0,0
goat,0,0,0,0,1,0,0,0,0,0
fully,0,0,1,0,0,0,0,0,0,0
contract,0,0,0,0,0,0,0,0,4,0
contaminated,1,0,0,0,0,0,0,0,0,0
perceive,0,0,0,0,0,0,0,0,1,0
veterinary,1,0,0,0,0,0,0,0,0,0
account,0,0,0,0,0,0,0,0,1,0
percent,0,0,0,0,1,0,0,0,0,0
foodborne,5,0,0,0,0,0,0,0,0,0
frequency,0,0,0,0,1,0,0,0,0,0
protozoan,0,0,0,0,1,0,0,0,0,0
parasite,0,0,0,0,2,0,0,0,0,0
handling,0,0,0,0,1,0,0,0,0,0
fact,0,0,0,0,3,0,0,0,0,0
sheet,0,0,0,0,2,0,0,0,0,0
transport,0,0,0,0,0,0,0,0,3,0
retailer,0,0,0,0,3,0,0,0,0,0
directly,0,0,1,0,0,0,0,0,0,0
user,0,0,0,0,1,0,0,0,0,0
packager,0,0,0,0,2,0,0,0,0,0
transporter,0,0,0,0,1,0,0,0,0,0
care,0,0,0,0,1,0,0,0,0,0
hygiene,0,0,0,0,11,0,0,0,0,0
precaution,0,0,0,0,1,0,0,0,0,0
container,0,0,0,0,2,0,0,0,0,0
pasteurize,0,0,0,0,0,0,0,0,1,0
amount,0,0,0,0,1,0,0,0,0,0
salmonella,0,0,0,0,1,0,0,0,0,0
chocolate,0,0,0,0,3,0,0,0,0,0
recall,0,0,0,0,0,0,0,0,1,0
bar,0,0,0,0,2,0,0,0,0,0
issue,0,0,0,0,8,0,0,0,2,0
press,0,0,0,0,1,0,0,0,0,0
advise,0,0,0,0,0,0,0,0,2,0
investigation,0,0,0,0,3,0,0,0,0,0
leak,0,0,0,0,0,0,0,0,1,0
pipe,0,0,0,0,1,0,0,0,0,0
altogether,0,0,1,0,0,0,0,0,0,0
profit,0,0,0,0,1,0,0,0,0,0
rule,0,0,0,0,3,0,0,0,0,0
force,0,0,0,0,1,0,0,0,0,0
political,1,0,0,0,0,0,0,0,0,0
circumstance,0,0,0,0,1,0,0,0,0,0
impossible,1,0,0,0,0,0,0,0,0,0
girl,0,0,0,0,1,0,0,0,0,0
muddy,1,0,0,0,0,0,0,0,0,0
dish,0,0,0,0,1,0,0,0,0,0
clean,4,0,0,0,0,0,0,0,2,0
dirty,1,0,0,0,0,0,0,0,0,0
processor,0,0,0,0,1,0,0,0,0,0
thorough,1,0,0,0,0,0,0,0,0,0
cleaning,0,0,0,0,1,0,0,0,0,0
premise,0,0,0,0,6,0,0,0,0,0
apart,0,0,2,0,0,0,0,0,0,0
temperature,0,0,0,0,5,0,0,0,0,0
frequently,0,0,3,0,0,0,0,0,0,0
lack,0,0,0,0,1,0,0,0,0,0
access,0,0,0,0,1,0,0,0,0,0
heat,0,0,0,0,2,0,0,0,0,0
treatment,0,0,0,0,1,0,0,0,0,0
pasteurization,0,0,0,0,2,0,0,0,0,0
irradiation,0,0,0,0,6,0,0,0,0,0
ultraviolet,1,0,0,0,0,0,0,0,0,0
unable,1,0,0,0,0,0,0,0,0,0
irradiate,0,0,0,0,0,0,0,0,7,0
advantage,0,0,0,0,1,0,0,0,0,0
disadvantage,0,0,0,0,1,0,0,0,0,0
remember,0,0,0,0,0,0,0,0,2,0
key,1,0,0,0,1,0,0,0,0,0
word,0,0,0,0,1,0,0,0,0,0
utensil,0,0,0,0,3,0,0,0,0,0
cooking,0,0,0,0,3,0,0,0,0,0
thoroughly,0,0,2,0,0,0,0,0,0,0
chill,0,0,0,0,1,0,0,0,0,0
avoid,0,0,0,0,0,0,0,0,6,0
leave,0,0,0,0,0,0,0,0,3,0
leftover,1,0,0,0,0,0,0,0,0,0
room,0,0,0,0,1,0,0,0,0,0
fridge,0,0,0,0,3,0,0,0,0,0
away,0,0,1,0,0,0,0,0,0,0
cooked,2,0,0,0,0,0,0,0,0,0
plate,0,0,0,0,2,0,0,0,0,0
measure,0,0,0,0,2,0,0,0,0,0
vulnerable,1,0,0,0,0,0,0,0,0,0
local,2,0,0,0,0,0,0,0,0,0
department,0,0,0,0,2,0,0,0,0,0
advisable,1,0,0,0,0,0,0,0,0,0
lifestyle,0,0,0,0,1,0,0,0,0,0
school,0,0,0,0,2,0,0,0,0,0
awareness,0,0,0,0,1,0,0,0,0,0
message,0,0,0,0,1,0,0,0,0,0
shop,0,0,0,0,2,0,0,0,0,0
rocket,0,0,0,0,1,0,0,0,0,0
simple,1,0,0,0,0,0,0,0,0,0
obvious,1,0,0,0,0,0,0,0,0,0
washing,0,0,0,0,1,0,0,0,0,0
incredibly,0,0,2,0,0,0,0,0,0,0
theory,0,0,0,0,1,0,0,0,0,0
microbiology,0,0,0,0,1,0,0,0,0,0
lurk,0,0,0,0,0,0,0,0,1,0
fork,0,0,0,0,1,0,0,0,0,0
enforce,0,0,0,0,0,0,0,0,1,0
aim,0,0,0,0,1,0,0,0,0,0
task,0,0,0,0,1,0,0,0,0,0
approve,0,0,0,0,0,0,0,0,1,0
oversee,0,0,0,0,0,0,0,0,2,0
approval,0,0,0,0,1,0,0,0,0,0
inspect,0,0,0,0,0,0,0,0,2,0
import,0,0,0,0,1,0,0,0,2,0
inspector,0,0,0,0,9,0,0,0,0,0
microbiologist,0,0,0,0,1,0,0,0,0,0
spoilage,0,0,0,0,2,0,0,0,0,0
doubt,0,0,0,0,1,0,0,0,0,0
compare,0,0,0,0,0,0,0,0,2,0
ozone,0,0,0,0,1,0,0,0,0,0
gas,0,0,0,0,2,0,0,0,0,0
react,0,0,0,0,0,0,0,0,3,0
reaction,0,0,0,0,1,0,0,0,0,0
rupture,0,0,0,0,0,0,0,0,1,0
wall,0,0,0,0,1,0,0,0,0,0
concerned,2,0,0,0,0,0,0,0,0,0
unique,1,0,0,0,0,0,0,0,0,0
radiolytic,1,0,0,0,0,0,0,0,0,0
urp,0,0,0,0,1,0,0,0,0,0
differ,0,0,0,0,0,0,0,0,1,0
restrict,0,0,0,0,0,0,0,0,1,0
clearly,0,0,3,0,0,0,0,0,0,0
fit,1,0,0,0,0,0,0,0,0,0
regular,1,0,0,0,0,0,0,0,0,0
inspection,0,0,0,0,7,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,4,0
slaughterhouse,0,0,0,0,1,0,0,0,0,0
restaurant,0,0,0,0,3,0,0,0,0,0
kitchen,0,0,0,0,5,0,0,0,0,0
adequate,2,0,0,0,0,0,0,0,0,0
injury,0,0,0,0,1,0,0,0,0,0
consequence,0,0,0,0,2,0,0,0,0,0
note,0,0,0,0,0,0,0,0,1,0
observation,0,0,0,0,1,0,0,0,0,0
butcher,0,0,0,0,1,0,0,0,0,0
manager,0,0,0,0,3,0,0,0,0,0
monitor,0,0,0,0,0,0,0,0,2,0
closel,0,0,0,0,0,0,0,0,0,1
write,0,0,0,0,0,0,0,0,2,0
staff,0,0,0,0,6,0,0,0,0,0
training,0,0,0,0,3,0,0,0,0,0
proper,1,0,0,0,0,0,0,0,0,0
job,0,0,0,0,1,0,0,0,0,0
employ,0,0,0,0,0,0,0,0,1,0
member,0,0,0,0,1,0,0,0,0,0
responsibility,0,0,0,0,1,0,0,0,0,0
overlook,0,0,0,0,0,0,0,0,1,0
cleanliness,0,0,0,0,1,0,0,0,0,0
separately,0,0,1,0,0,0,0,0,0,0
personal,1,0,0,0,0,0,0,0,0,0
wear,0,0,0,0,0,0,0,0,1,0
clothing,0,0,0,0,1,0,0,0,0,0
facility,0,0,0,0,2,0,0,0,0,0
sign,0,0,0,0,1,0,0,0,0,0
fly,0,0,0,0,1,0,0,0,1,0
cockroach,0,0,0,0,3,0,0,0,0,0
genuine,1,0,0,0,0,0,0,0,0,0
inform,0,0,0,0,0,0,0,0,1,0
joint,0,0,0,0,1,0,0,0,0,0
cool,0,0,0,0,0,0,0,0,1,0
seven,0,0,0,0,0,1,0,0,0,0
