word,ADJ,ADP,ADV,DET,NOUN,NUM,VERB
review,0,0,0,0,2,0,0
draw,0,0,0,0,0,0,1
opposition,0,0,0,0,2,0,0
scenic,1,0,0,0,0,0,0
vista,0,0,0,0,1,0,0
tourist,0,0,0,0,1,0,0
destination,0,0,0,0,1,0,0
regulatory,1,0,0,0,0,0,0
announce,0,0,0,0,0,0,1
approval,0,0,0,0,1,0,0
issue,0,0,0,0,1,0,0
ultimately,0,0,1,0,0,0,0
venture,0,0,0,0,1,0,0
help,0,0,0,0,0,0,1
gauge,0,0,0,0,0,0,1
photograph,0,0,0,0,1,0,0
prepare,0,0,0,0,0,0,1
modify,0,0,0,0,0,0,1
appearance,0,0,0,0,1,0,0
distance,0,0,0,0,1,0,0
shoreline,0,0,0,0,1,0,0
notable,1,0,0,0,0,0,0
majority,0,0,0,0,1,0,0
have,0,0,0,0,0,0,1
focus,0,0,0,0,0,0,1
conservation,0,0,0,0,1,0,0
strongly,0,0,1,0,0,0,0
favor,0,0,0,0,1,0,0
appropriately,0,0,1,0,0,0,0
minimize,0,0,0,0,0,0,1
migrate,0,0,0,0,0,0,1
habitat,0,0,0,0,1,0,0
flock,0,0,0,0,1,0,0
eurasian,1,0,0,0,0,0,0
crane,0,0,0,0,1,0,0
fly,0,0,0,0,0,0,1
past,1,1,0,0,0,0,0
friendly,1,0,0,0,0,0,0
bat,0,0,0,0,2,0,0
report,0,0,0,0,0,0,1
exact,1,0,0,0,0,0,0
fatality,0,0,0,0,1,0,0
unknown,1,0,0,0,0,0,0
migration,0,0,0,0,1,0,0
mating,0,0,0,0,1,0,0
migratory,1,0,0,0,0,0,0
tree,0,0,0,0,1,0,0
discuss,0,0,0,0,0,0,1
research,0,0,0,0,0,0,1
biologist,0,0,0,0,1,0,0
period,0,0,0,0,1,0,0
gradual,1,0,0,0,0,0,0
cooling,0,0,0,0,1,0,0
existence,0,0,0,0,1,0,0
result,0,0,0,0,2,0,0
volcanic,1,0,0,0,0,0,0
eruption,0,0,0,0,1,0,0
attribute,0,0,0,0,0,0,1
primarily,0,0,1,0,0,0,0
certain,1,0,0,0,0,0,0
industrial,1,0,0,0,0,0,0
activity,0,0,0,0,1,0,0
trap,0,0,0,0,0,0,1
process,0,0,0,0,1,0,0
