word,ADJ,ADP,ADV,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
music,0,0,0,0,0,2,0,0,0,0
systematic,1,0,0,0,0,0,0,0,0,0
exposition,0,0,0,0,0,1,0,0,0,0
achievement,0,0,0,0,0,1,0,0,0,0
artist,0,0,0,0,0,2,0,0,0,0
prodigious,1,0,0,0,0,0,0,0,0,0
career,0,0,0,0,0,3,0,0,0,0
available,2,0,0,0,0,0,0,0,0,0
theologian,0,0,0,0,0,1,0,0,0,0
theology,0,0,0,0,0,1,0,0,0,0
recognize,0,0,0,0,0,0,0,0,2,0
valuable,2,0,0,0,0,0,0,0,0,0
surgery,0,0,0,0,0,14,0,0,0,0
introduce,0,0,0,0,0,0,0,0,3,0
alternative,3,0,0,0,0,1,0,0,0,0
painful,2,0,0,0,0,0,0,0,0,0
use,0,0,0,0,0,4,0,0,2,0
concern,0,0,0,0,0,2,0,0,1,0
suffering,0,0,0,0,0,3,0,0,0,0
patient,0,0,0,0,0,16,0,0,0,0
avoid,0,0,0,0,0,0,0,0,1,0
possible,3,0,0,0,0,0,0,0,0,0
barber,0,0,0,0,0,1,0,0,0,0
specialization,0,0,0,0,0,1,0,0,0,0
barbering,0,0,0,0,0,1,0,0,0,0
profession,0,0,0,0,0,4,0,0,0,0
resume,0,0,0,0,0,0,0,0,1,0
apprenticeship,0,0,0,0,0,1,0,0,0,0
employ,0,0,0,0,0,0,0,0,1,0
expertise,0,0,0,0,0,1,0,0,0,0
acclaimed,1,0,0,0,0,0,0,0,0,0
enlist,0,0,0,0,0,0,0,0,1,0
successive,1,0,0,0,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,14,0
gunshot,0,0,0,0,0,1,0,0,0,0
treat,0,0,0,0,0,0,0,0,6,0
boil,0,0,0,0,0,0,0,0,2,0
oil,0,0,0,0,0,3,0,0,0,0
poisonous,2,0,0,0,0,0,0,0,0,0
night,0,0,0,0,0,1,0,0,0,0
camp,0,0,0,0,0,2,0,0,0,0
supply,0,0,0,0,0,3,0,0,0,0
run,0,0,0,0,0,0,0,0,1,0
mixture,0,0,0,0,0,1,0,0,0,0
egg,0,0,0,0,0,4,0,0,0,0
yolk,0,0,0,0,0,1,0,0,0,0
rose,0,0,0,0,0,1,0,0,0,0
turpentine,0,0,0,0,0,1,0,0,0,0
improvement,0,0,0,0,0,1,0,0,0,0
report,0,0,0,0,0,2,0,0,2,0
finding,0,0,0,0,0,3,0,0,0,0
ridicule,0,0,0,0,0,1,0,0,1,0
educated,1,0,0,0,0,0,0,0,0,0
practically,0,0,2,0,0,0,0,0,0,0
colleague,0,0,0,0,0,8,0,0,0,0
reintroduction,0,0,0,0,0,1,0,0,0,0
tying,0,0,0,0,0,1,0,0,0,0
artery,0,0,0,0,0,2,0,0,0,0
bleeding,0,0,0,0,0,1,0,0,0,0
technique,0,0,0,0,0,7,0,0,0,0
sear,0,0,0,0,0,0,0,0,1,0
vessel,0,0,0,0,0,4,0,0,0,0
hot,1,0,0,0,0,0,0,0,0,0
iron,0,0,0,0,0,1,0,0,0,0
discard,0,0,0,0,0,0,0,0,1,0
castrate,0,0,0,0,0,0,0,0,1,0
hernia,0,0,0,0,0,1,0,0,0,0
obstetrical,2,0,0,0,0,0,0,0,0,0
invent,0,0,0,0,0,0,0,0,1,0
scientific,9,0,0,0,0,0,0,0,0,0
instrument,0,0,0,0,0,1,0,0,0,0
suggest,0,0,0,0,0,0,0,0,3,0
syphilis,0,0,0,0,0,4,0,0,0,0
cause,0,0,0,0,0,5,0,0,20,0
aneurysm,0,0,0,0,0,1,0,0,0,0
pouching,0,0,0,0,0,1,0,0,0,0
blood,0,0,0,0,0,26,0,0,0,0
implantation,0,0,0,0,0,1,0,0,0,0
tooth,0,0,0,0,0,1,0,0,0,0
artificial,3,0,0,0,0,0,0,0,0,0
limb,0,0,0,0,0,1,0,0,0,0
eye,0,0,0,0,0,3,0,0,0,0
gold,0,0,0,0,0,2,0,0,0,0
silver,0,0,0,0,0,2,0,0,0,0
biology,0,0,0,0,0,3,0,0,0,0
revolutionize,0,0,0,0,0,0,0,0,2,0
flemish,1,0,0,0,0,0,0,0,0,0
painstaking,2,0,0,0,0,0,0,0,0,0
dissection,0,0,0,0,0,1,0,0,0,0
cadaver,0,0,0,0,0,3,0,0,0,0
learn,0,0,0,0,0,0,0,0,6,0
structure,0,0,0,0,0,11,0,0,0,0
lay,0,0,0,0,0,0,0,0,2,0
foundation,0,0,0,0,0,5,0,0,0,0
pharmacist,0,0,0,0,0,1,0,0,0,0
attend,0,0,0,0,0,0,0,0,5,0
receive,0,0,0,0,0,0,0,0,22,0
doctorate,0,0,0,0,0,5,0,0,0,0
lecturer,0,0,0,0,0,3,0,0,0,0
anatomical,1,0,0,0,0,0,0,0,0,0
theory,0,0,0,0,0,22,0,0,0,0
authoritative,1,0,0,0,0,0,0,0,0,0
occupy,0,0,0,0,0,0,0,0,1,0
flourish,0,0,0,0,0,0,0,0,1,0
appointment,0,0,0,0,0,2,0,0,0,0
remain,0,0,0,0,0,0,0,0,3,0
allow,0,0,0,0,0,0,0,0,5,0
pilgrimage,0,0,0,0,0,1,0,0,0,0
ill,5,0,0,0,0,0,0,0,0,0
dissect,0,0,0,0,0,0,0,0,4,0
creature,0,0,0,0,0,1,0,0,0,0
nature,0,0,0,0,0,2,0,0,0,0
circulation,0,0,0,0,0,3,0,0,0,0
pump,0,0,0,0,0,1,0,0,0,0
ebb,0,0,0,0,0,0,0,0,1,0
flow,0,0,0,0,0,0,0,0,2,0
contraction,0,0,0,0,0,1,0,0,0,0
send,0,0,0,0,0,0,0,0,5,0
bachelor,0,0,0,0,0,3,0,0,0,0
degree,0,0,0,0,0,16,0,0,0,0
fine,2,0,0,0,0,0,0,0,0,0
note,0,0,0,0,0,1,0,0,2,0
anatomist,0,0,0,0,0,4,0,0,0,0
valve,0,0,0,0,0,3,0,0,0,0
vein,0,0,0,0,0,4,0,0,0,0
purpose,0,0,0,0,0,2,0,0,0,0
prove,0,0,0,0,0,0,0,0,7,0
prevent,0,0,0,0,0,0,0,0,8,0
backward,0,0,1,0,0,0,0,0,0,0
shortly,0,0,1,0,0,0,0,0,0,0
fellowship,0,0,0,0,0,3,0,0,0,0
ascend,0,0,0,0,0,0,0,0,1,0
throne,0,0,0,0,0,1,0,0,0,0
personal,6,0,0,0,0,0,0,0,0,0
interest,0,0,0,0,0,9,0,0,0,0
research,0,0,0,0,0,29,0,0,1,0
growth,0,0,0,0,0,4,0,0,0,0
experimentation,0,0,0,0,0,2,0,0,0,0
college,0,0,0,0,0,3,0,0,0,0
lectureship,0,0,0,0,0,1,0,0,0,0
lecture,0,0,0,0,0,4,0,0,2,0
entitle,0,0,0,0,0,0,0,0,1,0
motion,0,0,0,0,0,2,0,0,0,0
unique,3,0,0,0,0,0,0,0,0,0
circulatory,1,0,0,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,2,0,0
initial,1,0,0,0,0,0,0,0,0,0
attack,0,0,0,0,0,3,0,0,3,0
page,0,0,0,0,0,1,0,0,0,0
explain,0,0,0,0,0,0,0,0,5,0
bubble,0,0,0,0,0,1,0,0,0,0
air,0,0,0,0,0,1,0,0,0,0
pass,0,0,0,0,0,0,0,0,1,0
septum,0,0,0,0,0,1,0,0,0,0
italian,2,0,0,0,0,0,0,0,0,0
biologist,0,0,0,0,0,1,0,0,0,0
found,0,0,0,0,0,0,0,0,12,0
microscopic,1,0,0,0,0,0,0,0,0,0
histology,0,0,0,0,0,2,0,0,0,0
microscope,0,0,0,0,0,5,0,0,0,0
making,0,0,0,0,0,1,0,0,0,0
tissue,0,0,0,0,0,7,0,0,0,0
lense,0,0,0,0,0,4,0,0,0,0
able,3,0,0,0,0,0,0,0,0,0
specific,6,0,0,0,0,0,0,0,0,0
subdivision,0,0,0,0,0,1,0,0,0,0
organ,0,0,0,0,0,2,0,0,0,0
spleen,0,0,0,0,0,1,0,0,0,0
brain,0,0,0,0,0,5,0,0,0,0
embryology,0,0,0,0,0,1,0,0,0,0
practical,2,0,0,0,0,0,0,0,0,0
catch,0,0,0,0,0,0,0,0,1,0
conflict,0,0,0,0,0,2,0,0,0,0
envy,0,0,0,0,0,1,0,0,0,0
destruction,0,0,0,0,0,3,0,0,0,0
paper,0,0,0,0,0,8,0,0,0,0
apparatus,0,0,0,0,0,1,0,0,0,0
grant,0,0,0,0,0,0,0,0,2,0
invite,0,0,0,0,0,0,0,0,3,0
post,0,0,0,0,0,5,0,0,0,0
arouse,0,0,0,0,0,0,0,0,1,0
name,0,0,0,0,0,0,0,0,13,0
honorary,1,0,0,0,0,0,0,0,0,0
member,0,0,0,0,0,4,0,0,0,0
destroy,0,0,0,0,0,0,0,0,7,0
recognition,0,0,0,0,0,6,0,0,0,0
count,0,0,0,0,0,1,0,0,0,0
elect,0,0,0,0,0,0,0,0,9,0
mean,0,0,0,0,0,1,0,0,1,0
extraordinary,1,0,0,0,0,0,0,0,0,0
ability,0,0,0,0,0,2,0,0,0,0
grind,0,0,0,0,0,0,0,0,3,0
tool,0,0,0,0,0,2,0,0,0,0
vast,1,0,0,0,0,0,0,0,0,0
innovative,1,0,0,0,0,0,0,0,0,0
bacteria,0,0,0,0,0,9,0,0,0,0
protozoan,0,0,0,0,0,3,0,0,0,0
animalcule,0,0,0,0,0,1,0,0,0,0
tiny,1,0,0,0,0,0,0,0,0,0
wretched,1,0,0,0,0,0,0,0,0,0
beastie,0,0,0,0,0,1,0,0,0,0
education,0,0,0,0,0,1,0,0,0,0
haberdasher,0,0,0,0,0,1,0,0,0,0
dealer,0,0,0,0,0,1,0,0,0,0
clothing,0,0,0,0,0,2,0,0,0,0
accessory,0,0,0,0,0,1,0,0,0,0
draper,0,0,0,0,0,1,0,0,0,0
chamberlain,0,0,0,0,0,1,0,0,0,0
sheriff,0,0,0,0,0,1,0,0,0,0
hobby,0,0,0,0,0,1,0,0,0,0
lens,0,0,0,0,0,1,0,0,0,0
grinding,0,0,0,0,0,1,0,0,0,0
magnifying,0,0,0,0,0,2,0,0,0,0
keen,2,0,0,0,0,0,0,0,0,0
significance,0,0,0,0,0,1,0,0,0,0
example,0,0,0,0,0,2,0,0,0,0
observe,0,0,0,0,0,0,0,0,3,0
calculate,0,0,0,0,0,0,0,0,1,0
size,0,0,0,0,0,2,0,0,0,0
red,2,0,0,0,0,1,0,0,0,0
cell,0,0,0,0,0,15,0,0,0,0
regular,1,0,0,0,0,0,0,0,0,0
correspondence,0,0,0,0,0,1,0,0,0,0
lithotomist,0,0,0,0,0,1,0,0,0,0
specialist,0,0,0,0,0,1,0,0,0,0
removal,0,0,0,0,0,1,0,0,0,0
stone,0,0,0,0,0,2,0,0,0,0
establish,0,0,0,0,0,0,0,0,14,0
institution,0,0,0,0,0,4,0,0,0,0
principal,2,0,0,0,0,0,0,0,0,0
following,6,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,1,0,0,0,0
bone,0,0,0,0,0,2,0,0,0,0
celebrate,0,0,0,0,0,0,0,0,1,0
beauty,0,0,0,0,0,1,0,0,0,0
accuracy,0,0,0,0,0,2,0,0,0,0
illustration,0,0,0,0,0,1,0,0,0,0
lithotomic,1,0,0,0,0,0,0,0,0,0
swift,1,0,0,0,0,0,0,0,0,0
operation,0,0,0,0,0,3,0,0,0,0
perform,0,0,0,0,0,0,0,0,7,0
lithotomy,0,0,0,0,0,1,0,0,0,0
extract,0,0,0,0,0,0,0,0,3,0
lateral,2,0,0,0,0,0,0,0,0,0
approach,0,0,0,0,0,5,0,0,0,0
incision,0,0,0,0,0,2,0,0,0,0
suprapubic,1,0,0,0,0,0,0,0,0,0
pubic,1,0,0,0,0,0,0,0,0,0
surgically,0,0,1,0,0,0,0,0,0,0
restore,0,0,0,0,0,0,0,0,1,0
blind,1,0,0,0,0,0,0,0,0,0
vision,0,0,0,0,0,1,0,0,0,0
devise,0,0,0,0,0,0,0,0,2,0
blindness,0,0,0,0,0,2,0,0,0,0
opening,0,0,0,0,0,1,0,0,0,0
pupil,0,0,0,0,0,2,0,0,0,0
scourge,0,0,0,0,0,2,0,0,0,0
dread,0,0,0,0,0,1,0,0,1,0
kill,0,0,0,0,0,0,0,0,9,0
weakness,0,0,0,0,0,1,0,0,0,0
hideous,1,0,0,0,0,0,0,0,0,0
scar,0,0,0,0,0,1,0,0,0,0
startle,0,0,0,0,0,0,0,0,1,0
claim,0,0,0,0,0,0,0,0,2,0
people,0,0,0,0,0,9,0,0,0,0
declare,0,0,0,0,0,0,0,0,3,0
eradicated,1,0,0,0,0,0,0,0,0,0
parish,0,0,0,0,0,1,0,0,0,0
vicar,0,0,0,0,0,1,0,0,0,0
decide,0,0,0,0,0,0,0,0,2,0
near,0,7,0,0,0,0,0,0,0,0
day,0,0,0,0,0,4,0,0,0,0
beginning,0,0,0,0,0,1,0,0,0,0
relate,0,0,0,0,0,0,0,0,3,0
house,0,0,0,0,0,4,0,0,0,0
inspiration,0,0,0,0,0,1,0,0,0,0
critical,1,0,0,0,0,0,0,0,0,0
mind,0,0,0,0,0,2,0,0,0,0
broad,2,0,0,0,0,0,0,0,0,0
disciplined,1,0,0,0,0,0,0,0,0,0
investigation,0,0,0,0,0,4,0,0,0,0
last,0,0,0,0,0,0,0,0,1,0
friendship,0,0,0,0,0,2,0,0,0,0
immunity,0,0,0,0,0,4,0,0,0,0
infectious,3,0,0,0,0,0,0,0,0,0
contagious,1,0,0,0,0,0,0,0,0,0
ready,1,0,0,0,0,0,0,0,0,0
test,0,0,0,0,0,2,0,0,2,0
child,0,0,0,0,0,12,0,0,0,0
coldly,0,0,1,0,0,0,0,0,0,0
circle,0,0,0,0,0,1,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,7,0
submit,0,0,0,0,0,0,0,0,1,0
discourage,0,0,0,0,0,0,0,0,1,0
successful,3,0,0,0,0,0,0,0,0,0
revive,0,0,0,0,0,0,0,0,1,0
finally,0,0,3,0,0,0,0,0,0,0
convince,0,0,0,0,0,0,0,0,3,0
government,0,0,0,0,0,4,0,0,0,0
sum,0,0,0,0,0,1,0,0,0,0
money,0,0,0,0,0,2,0,0,0,0
carry,0,0,0,0,0,0,0,0,6,0
pioneer,0,0,0,0,0,2,0,0,1,0
dramatic,3,0,0,0,0,0,0,0,0,0
simplicity,0,0,0,0,0,1,0,0,0,0
puerperal,4,0,0,0,0,0,0,0,0,0
childbed,0,0,0,0,0,1,0,0,0,0
virtually,0,0,2,0,0,0,0,0,0,0
wipe,0,0,0,0,0,0,0,0,1,0
percentage,0,0,0,0,0,1,0,0,0,0
maternity,0,0,0,0,0,7,0,0,0,0
clinic,0,0,0,0,0,8,0,0,0,0
afterward,0,0,1,0,0,0,0,0,0,0
record,0,0,0,0,0,1,0,0,0,0
toll,0,0,0,0,0,2,0,0,0,0
considerably,0,0,1,0,0,0,0,0,0,0
low,1,0,0,0,0,0,0,0,0,0
section,0,0,0,0,0,2,0,0,0,0
mid,0,0,0,0,0,1,0,0,0,0
wife,0,0,0,0,0,3,0,0,0,0
train,0,0,0,0,0,0,0,0,2,0
care,0,0,0,0,0,3,0,0,2,0
ward,0,0,0,0,0,4,0,0,0,0
directly,0,0,2,0,0,0,0,0,0,0
room,0,0,0,0,0,1,0,0,0,0
reason,0,0,0,0,0,1,0,0,2,0
transfer,0,0,0,0,0,1,0,0,2,0
chlorine,0,0,0,0,0,1,0,0,0,0
solution,0,0,0,0,0,3,0,0,0,0
decline,0,0,0,0,0,0,0,0,1,0
dramatically,0,0,1,0,0,0,0,0,0,0
equally,0,0,3,0,0,0,0,0,0,0
impressive,1,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,1,0,0,0,0
volunteer,0,0,0,0,0,2,0,0,1,0
cope,0,0,0,0,0,0,0,0,1,0
crowding,0,0,0,0,0,1,0,0,0,0
poor,2,0,0,0,0,0,0,0,0,0
sanitation,0,0,0,0,0,2,0,0,0,0
shortage,0,0,0,0,0,1,0,0,0,0
nursing,0,0,0,0,0,4,0,0,0,0
devote,0,0,0,0,0,0,0,0,3,0
rest,0,0,0,0,0,4,0,0,0,0
temporary,2,0,0,0,0,0,0,0,0,0
residence,0,0,0,0,0,1,0,0,0,0
birthplace,0,0,0,0,0,1,0,0,0,0
grow,0,0,0,0,0,0,0,0,3,0
largely,0,0,2,0,0,0,0,0,0,0
refuse,0,0,0,0,0,0,0,0,3,0
persuade,0,0,0,0,0,0,0,0,2,0
parliamentary,1,0,0,0,0,0,0,0,0,0
expert,0,0,0,0,0,2,0,0,0,0
objection,0,0,0,0,0,1,0,0,0,0
continental,1,0,0,0,0,0,0,0,0,0
friend,0,0,0,0,0,3,0,0,0,0
superintendent,0,0,0,0,0,1,0,0,0,0
lithograph,0,0,0,0,0,1,0,0,0,0
american,11,0,0,0,0,0,0,0,0,0
service,0,0,0,0,0,3,0,0,0,0
arrive,0,0,0,0,0,0,0,0,2,0
battle,0,0,0,0,0,3,0,0,0,0
scrub,0,0,0,0,0,0,0,0,1,0
brush,0,0,0,0,0,1,0,0,0,0
enforce,0,0,0,0,0,0,0,0,3,0
reduce,0,0,0,0,0,0,0,0,3,0
buy,0,0,0,0,0,0,0,0,1,0
linen,0,0,0,0,0,1,0,0,0,0
shirt,0,0,0,0,0,1,0,0,0,0
food,0,0,0,0,0,3,0,0,0,0
bed,0,0,0,0,0,2,0,0,0,0
crimean,1,0,0,0,0,0,0,0,0,0
dignitary,0,0,0,0,0,1,0,0,0,0
invalid,0,0,0,0,0,1,0,0,0,0
pound,0,0,0,0,0,1,0,0,0,0
campaign,0,0,0,0,0,1,0,0,1,0
letter,0,0,0,0,0,2,0,0,0,0
reform,0,0,0,0,0,1,0,0,0,0
high,5,0,0,0,0,0,0,0,0,0
professional,2,0,0,0,0,1,0,0,0,0
respectable,1,0,0,0,0,0,0,0,0,0
prominent,1,0,0,0,0,0,0,0,0,0
scientist,0,0,0,0,0,9,0,0,0,0
statesman,0,0,0,0,0,1,0,0,0,0
concept,0,0,0,0,0,2,0,0,0,0
pathological,4,0,0,0,0,0,0,0,0,0
emphasize,0,0,0,0,0,0,0,0,3,0
arise,0,0,0,0,0,0,0,0,4,0
general,7,0,0,0,0,2,0,0,0,0
primarily,0,0,1,0,0,0,0,0,0,0
individual,2,0,0,0,0,1,0,0,0,0
anthropology,0,0,0,0,0,2,0,0,0,0
graduate,0,0,0,0,0,0,0,0,8,0
intern,0,0,0,0,0,2,0,0,2,0
leukemia,0,0,0,0,0,1,0,0,0,0
classic,1,0,0,0,0,2,0,0,0,0
chair,0,0,0,0,0,2,0,0,0,0
cellular,1,0,0,0,0,0,0,0,0,0
pathology,0,0,0,0,0,1,0,0,0,0
exist,0,0,0,0,0,0,0,0,1,0
imbalance,0,0,0,0,0,1,0,0,0,0
fluid,0,0,0,0,0,1,0,0,0,0
humor,0,0,0,0,0,1,0,0,0,0
phlegm,0,0,0,0,0,1,0,0,0,0
bile,0,0,0,0,0,2,0,0,0,0
black,1,0,0,0,0,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,3,0
state,0,0,0,0,0,1,0,0,3,0
diseased,3,0,0,0,0,0,0,0,0,0
preexisting,1,0,0,0,0,0,0,0,0,0
mainly,0,0,1,0,0,0,0,0,0,0
matter,0,0,0,0,0,4,0,0,0,0
disposal,0,0,0,0,0,1,0,0,0,0
meat,0,0,0,0,0,1,0,0,0,0
inspection,0,0,0,0,0,1,0,0,0,0
new,4,0,0,0,0,0,0,0,0,0
sewer,0,0,0,0,0,1,0,0,0,0
prussian,1,0,0,0,0,0,0,0,0,0
anthropological,1,0,0,0,0,0,0,0,0,0
skull,0,0,0,0,0,1,0,0,0,0
organizer,0,0,0,0,0,1,0,0,0,0
enrollment,0,0,0,0,0,1,0,0,0,0
prosperous,1,0,0,0,0,0,0,0,0,0
sugar,0,0,0,0,0,6,0,0,0,0
refiner,0,0,0,0,0,1,0,0,0,0
immigrate,0,0,0,0,0,0,0,0,2,0
active,1,0,0,0,0,0,0,0,0,0
abolitionist,1,0,0,0,0,0,0,0,0,0
movement,0,0,0,0,0,3,0,0,0,0
refinery,0,0,0,0,0,1,0,0,0,0
unfortunately,0,0,1,0,0,0,0,0,0,0
prosper,0,0,0,0,0,0,0,0,1,0
move,0,0,0,0,0,0,0,0,9,0
need,0,0,0,0,0,3,0,0,1,0
aid,0,0,0,0,0,2,0,0,4,0
escape,0,0,0,0,0,0,0,0,1,0
slave,0,0,0,0,0,1,0,0,0,0
participate,0,0,0,0,0,0,0,0,1,0
intellectual,2,0,0,0,0,0,0,0,0,0
determine,0,0,0,0,0,0,0,0,3,0
admit,0,0,0,0,0,0,0,0,1,0
privately,0,0,1,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,0,0,5,0
acceptance,0,0,0,0,0,2,0,0,0,0
evoke,0,0,0,0,0,0,0,0,1,0
storm,0,0,0,0,0,1,0,0,0,0
criticism,0,0,0,0,0,1,0,0,0,0
spite,0,0,0,0,0,2,0,0,0,0
slight,0,0,0,0,0,1,0,0,1,0
embarrassment,0,0,0,0,0,1,0,0,0,0
pursue,0,0,0,0,0,0,0,0,3,0
class,0,0,0,0,0,2,0,0,0,0
wood,0,0,0,0,0,1,0,0,0,0
engraving,0,0,0,0,0,1,0,0,0,0
center,0,0,0,0,0,3,0,0,1,0
journey,0,0,0,0,0,1,0,0,1,0
undertake,0,0,0,0,0,0,0,0,1,0
advanced,1,0,0,0,0,0,0,0,0,0
intolerant,1,0,0,0,0,0,0,0,0,0
permit,0,0,0,0,0,0,0,0,4,0
midwife,0,0,0,0,0,1,0,0,0,0
lose,0,0,0,0,0,0,0,0,1,0
sight,0,0,0,0,0,1,0,0,0,0
convalescence,0,0,0,0,0,1,0,0,0,0
fight,0,0,0,0,0,0,0,0,2,0
sister,0,0,0,0,0,2,0,0,0,0
tolerant,1,0,0,0,0,0,0,0,0,0
problem,0,0,0,0,0,5,0,0,0,0
win,0,0,0,0,0,0,0,0,6,0
open,1,0,0,0,0,0,0,0,4,0
series,0,0,0,0,0,3,0,0,0,0
deliver,0,0,0,0,0,0,0,0,1,0
settle,0,0,0,0,0,0,0,0,1,0
leader,0,0,0,0,0,3,0,0,0,0
social,1,0,0,0,0,0,0,0,0,0
preventive,1,0,0,0,0,0,0,0,0,0
solve,0,0,0,0,0,0,0,0,1,0
industry,0,0,0,0,0,2,0,0,0,0
agriculture,0,0,0,0,0,1,0,0,0,0
silkworm,0,0,0,0,0,3,0,0,0,0
anthrax,0,0,0,0,0,4,0,0,0,0
chicken,0,0,0,0,0,4,0,0,0,0
cholera,0,0,0,0,0,5,0,0,0,0
nearby,1,0,0,0,0,0,0,0,0,0
professor,0,0,0,0,0,24,0,0,0,0
chemistry,0,0,0,0,0,2,0,0,0,0
rector,0,0,0,0,0,1,0,0,0,0
university,0,0,0,0,0,3,0,0,0,0
love,0,0,0,0,0,1,0,0,0,0
dean,0,0,0,0,0,2,0,0,0,0
local,1,0,0,0,0,0,0,0,0,0
distiller,0,0,0,0,0,1,0,0,0,0
alcohol,0,0,0,0,0,1,0,0,0,0
ferment,0,0,0,0,0,0,0,0,1,0
beet,0,0,0,0,0,1,0,0,0,0
see,0,0,0,0,0,0,0,0,2,0
fermentation,0,0,0,0,0,2,0,0,0,0
reaction,0,0,0,0,0,1,0,0,0,0
presence,0,0,0,0,0,2,0,0,0,0
organism,0,0,0,0,0,4,0,0,0,0
putrefaction,0,0,0,0,0,1,0,0,0,0
souring,0,0,0,0,0,1,0,0,0,0
germ,0,0,0,0,0,3,0,0,0,0
microbe,0,0,0,0,0,13,0,0,0,0
formation,0,0,0,0,0,2,0,0,0,0
lactic,1,0,0,0,0,0,0,0,0,0
acid,0,0,0,0,0,6,0,0,0,0
sour,0,0,0,0,0,0,0,0,1,0
develop,0,0,0,0,0,0,0,0,21,0
heat,0,0,0,0,0,1,0,0,0,0
pathogenic,1,0,0,0,0,0,0,0,0,0
certain,3,0,0,0,0,0,0,0,0,0
beverage,0,0,0,0,0,1,0,0,0,0
manager,0,0,0,0,0,1,0,0,0,0
extend,0,0,0,0,0,0,0,0,1,0
doubt,0,0,0,0,0,0,0,0,1,0
originate,0,0,0,0,0,0,0,0,1,0
spontaneously,0,0,1,0,0,0,0,0,0,0
outside,0,2,0,0,0,1,0,0,0,0
ask,0,0,0,0,0,0,0,0,2,0
silk,0,0,0,0,0,1,0,0,0,0
ruin,0,0,0,0,0,1,0,0,0,0
mysterious,3,0,0,0,0,0,0,0,0,0
intensive,1,0,0,0,0,0,0,0,0,0
involve,0,0,0,0,0,0,0,0,2,0
mulberry,0,0,0,0,0,2,0,0,0,0
worm,0,0,0,0,0,3,0,0,0,0
transmit,0,0,0,0,0,0,0,0,4,0
breeder,0,0,0,0,0,1,0,0,0,0
strike,0,0,0,0,0,0,0,0,1,0
paralysis,0,0,0,0,0,2,0,0,0,0
recovery,0,0,0,0,0,2,0,0,0,0
uncertain,1,0,0,0,0,0,0,0,0,0
confine,0,0,0,0,0,0,0,0,1,0
mark,0,0,0,0,0,1,0,0,0,0
foot,0,0,0,0,0,1,0,0,0,0
drag,0,0,0,0,0,0,0,0,1,0
walk,0,0,0,0,0,0,0,0,2,0
seek,0,0,0,0,0,0,0,0,2,0
cattle,0,0,0,0,0,2,0,0,0,0
sheep,0,0,0,0,0,1,0,0,0,0
conduct,0,0,0,0,0,0,0,0,8,0
weakened,2,0,0,0,0,0,0,0,0,0
culture,0,0,0,0,0,9,0,0,0,0
suffer,0,0,0,0,0,0,0,0,2,0
mild,1,0,0,0,0,0,0,0,0,0
sickness,0,0,0,0,0,2,0,0,0,0
immune,1,0,0,0,0,0,0,0,0,0
successfully,0,0,3,0,0,0,0,0,0,0
immunization,0,0,0,0,0,1,0,0,0,0
prevention,0,0,0,0,0,2,0,0,0,0
slowly,0,0,1,0,0,0,0,0,0,0
central,2,0,0,0,0,0,0,0,0,0
nervous,9,0,0,0,0,0,0,0,0,0
spinal,5,0,0,0,0,0,0,0,0,0
cord,0,0,0,0,0,5,0,0,0,0
being,0,0,0,0,0,1,0,0,0,0
immunize,0,0,0,0,0,0,0,0,1,0
dry,0,0,0,0,0,0,0,0,1,0
vary,0,0,0,0,0,0,0,0,2,0
period,0,0,0,0,0,1,0,0,0,0
inoculation,0,0,0,0,0,2,0,0,0,0
stricken,0,0,0,0,0,0,0,0,2,0
failure,0,0,0,0,0,2,0,0,0,0
group,0,0,0,0,0,6,0,0,0,0
hesitate,0,0,0,0,0,0,0,0,1,0
decision,0,0,0,0,0,2,0,0,0,0
beg,0,0,0,0,0,0,0,0,1,0
trace,0,0,0,0,0,1,0,0,1,0
international,6,0,0,0,0,0,0,0,0,0
fund,0,0,0,0,0,1,0,0,0,0
raise,0,0,0,0,0,0,0,0,3,0
subsequently,0,0,2,0,0,0,0,0,0,0
launch,0,0,0,0,0,0,0,0,1,0
laboratory,0,0,0,0,0,8,0,0,0,0
inauguration,0,0,0,0,0,1,0,0,0,0
swiss,2,0,0,0,0,0,0,0,0,0
humanitarian,0,0,0,0,0,1,0,0,0,0
author,0,0,0,0,0,2,0,0,1,0
agency,0,0,0,0,0,1,0,0,0,0
relief,0,0,0,0,0,3,0,0,0,0
cowinner,0,0,0,0,0,2,0,0,0,0
economist,0,0,0,0,0,1,0,0,0,0
business,0,0,0,0,0,3,0,0,0,0
northern,1,0,0,0,0,0,0,0,0,0
witness,0,0,0,0,0,0,0,0,2,0
austrian,1,0,0,0,0,0,0,0,0,0
organize,0,0,0,0,0,0,0,0,6,0
emergency,0,0,0,0,0,2,0,0,0,0
thousand,0,0,0,0,0,3,0,0,0,0
forget,0,0,0,0,0,0,0,0,2,0
experience,0,0,0,0,0,7,0,0,3,0
propose,0,0,0,0,0,0,0,0,2,0
