word,ADJ,ADP,ADV,CCONJ,DET,INTJ,NOUN,NUM,PUNCT,SCONJ,VERB,X
spark,0,0,0,0,0,0,0,0,0,0,1,0
immigrant,1,0,0,0,0,0,0,0,0,0,0,0
mother,0,0,0,0,0,0,7,0,0,0,0,0
descend,0,0,0,0,0,0,0,0,0,0,6,0
public,1,0,0,0,0,0,0,0,0,0,0,0
school,0,0,0,0,0,0,7,0,0,0,0,0
protest,0,0,0,0,0,0,1,0,0,0,0,0
doctor,0,0,0,0,0,0,5,0,0,0,0,0
routinely,0,0,2,0,0,0,0,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,0,14,0
question,0,0,0,0,0,0,4,0,0,0,1,0
necessity,0,0,0,0,0,0,2,0,0,0,0,0
communication,0,0,0,0,0,0,18,0,0,0,0,0
plague,0,0,0,0,0,0,0,0,0,0,1,0
judge,0,0,0,0,0,0,0,0,0,0,1,0
biblical,2,0,0,0,0,0,0,0,0,0,0,0
stem,0,0,0,0,0,0,2,0,0,0,4,0
physical,6,0,0,0,0,0,0,0,0,0,0,0
psychological,6,0,0,0,0,0,0,0,0,0,0,0
combination,0,0,0,0,0,0,13,0,0,0,0,0
factor,0,0,0,0,0,0,15,0,0,0,0,0
occur,0,0,0,0,0,0,0,0,0,0,54,0
disproportionally,0,0,1,0,0,0,0,0,0,0,0,0
cleft,12,0,0,0,0,0,9,0,0,0,0,0
american,7,0,0,0,0,0,0,0,0,0,0,0
african,1,0,0,0,0,0,0,0,0,0,0,0
instance,0,0,0,0,0,0,6,0,0,0,0,0
man,0,0,0,0,0,0,7,0,0,0,0,0
stutter,0,0,0,0,0,0,0,0,0,0,1,0
preferred,1,0,0,0,0,0,0,0,0,0,0,0
affliction,0,0,0,0,0,0,3,0,0,0,0,0
differ,0,0,0,0,0,0,0,0,0,0,8,0
country,0,0,0,0,0,0,9,0,0,0,0,0
culture,0,0,0,0,0,0,3,0,0,0,0,0
word,0,0,0,0,0,0,21,0,0,0,0,0
language,0,0,0,0,0,0,38,0,0,0,0,0
root,0,0,0,0,0,0,7,0,0,0,0,0
latin,2,0,0,0,0,0,0,0,0,0,0,0
lingua,0,0,0,0,0,0,1,0,0,0,0,1
mean,0,0,0,0,0,0,10,0,0,0,2,0
tongue,0,0,0,0,0,0,51,0,0,0,0,0
articulate,0,0,0,0,0,0,0,0,0,0,3,0
ingest,0,0,0,0,0,0,0,0,0,0,1,0
remarkable,4,0,0,0,0,0,0,0,0,0,0,0
economy,0,0,0,0,0,0,1,0,0,0,0,0
bud,0,0,0,0,0,0,22,0,0,0,0,0
surface,0,0,0,0,0,0,21,0,0,0,0,0
receptor,0,0,0,0,0,0,37,0,0,0,0,0
sensation,0,0,0,0,0,0,11,0,0,0,0,0
flavour,0,0,0,0,0,0,14,0,0,0,0,0
sweet,14,0,1,0,0,0,0,0,0,0,0,0
sour,13,0,0,0,0,0,1,0,0,0,0,0
salty,9,0,0,0,0,0,0,0,0,0,0,0
bitter,17,0,0,0,0,0,1,0,0,0,0,0
umami,0,0,0,0,0,0,3,0,0,0,0,0
japanese,1,0,0,0,0,0,0,0,0,0,0,0
roughly,0,0,5,0,0,0,0,0,0,0,0,0
translate,0,0,0,0,0,0,0,0,0,0,1,0
savouriness,0,0,0,0,0,0,1,0,0,0,0,0
nervous,8,0,0,0,0,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,0,0,0,10,0
touch,0,0,0,0,0,0,7,0,0,0,0,0
texture,0,0,0,0,0,0,1,0,0,0,0,0
consistency,0,0,0,0,0,0,1,0,0,0,0,0
temperature,0,0,0,0,0,0,9,0,0,0,0,0
widely,0,0,5,0,0,0,0,0,0,0,0,0
cultural,2,0,0,0,0,0,0,0,0,0,0,0
preference,0,0,0,0,0,0,5,0,0,0,0,0
colour,0,0,0,0,0,0,2,0,0,0,0,0
blindness,0,0,0,0,0,0,7,0,0,0,0,0
thing,0,0,0,0,0,0,1,0,0,0,0,0
unable,4,0,0,0,0,0,0,0,0,0,0,0
particular,15,0,0,0,0,0,0,0,0,0,0,0
chemical,8,0,0,0,0,0,13,0,0,0,0,0
business,0,0,0,0,0,0,1,0,0,0,0,0
action,0,0,0,0,0,0,9,0,0,0,0,0
second,8,0,0,0,0,0,2,0,0,0,0,1
thought,0,0,0,0,0,0,1,0,0,0,0,0
snack,0,0,0,0,0,0,1,0,0,0,0,0
friend,0,0,0,0,0,0,1,0,0,0,0,0
phone,0,0,0,0,0,0,1,0,0,0,0,0
notice,0,0,0,0,0,0,0,0,0,0,2,0
scent,0,0,0,0,0,0,3,0,0,0,1,0
clean,1,0,0,0,0,0,0,0,0,0,2,0
sheet,0,0,0,0,0,0,2,0,0,0,0,0
bed,0,0,0,0,0,0,1,0,0,0,0,0
thank,0,0,0,0,0,0,3,0,0,0,0,0
effectively,0,0,4,0,0,0,0,0,0,0,0,0
grant,0,0,0,0,0,0,0,0,0,0,1,0
marvel,0,0,0,0,0,0,0,0,0,0,1,0
admit,0,0,0,0,0,0,0,0,0,0,1,0
mystery,0,0,0,0,0,0,1,0,0,0,0,0
wait,0,0,0,0,0,0,0,0,0,0,2,0
solve,0,0,0,0,0,0,0,0,0,0,1,0
speak,0,0,0,0,0,0,0,0,0,0,20,0
facilitate,0,0,0,0,0,0,0,0,0,0,6,0
survival,0,0,0,0,0,0,4,0,0,0,0,0
undeniably,0,0,1,0,0,0,0,0,0,0,0,0
enrich,0,0,0,0,0,0,0,0,0,0,2,0
intricate,2,0,0,0,0,0,0,0,0,0,0,0
part,0,0,0,0,0,0,16,0,0,0,0,0
funnel,0,0,0,0,0,0,1,0,0,0,2,0
auditory,67,0,0,0,0,0,0,0,0,0,0,0
nucleus,0,0,0,0,0,0,23,0,0,0,0,0
region,0,0,0,0,0,0,22,0,0,0,0,0
enhance,0,0,0,0,0,0,0,0,0,0,9,0
allow,0,0,0,0,0,0,0,0,0,0,16,0
pitch,0,0,0,0,0,0,16,0,0,0,0,0
musical,1,0,0,0,0,0,0,0,0,0,0,0
tone,0,0,0,0,0,0,16,0,0,0,0,0
arguably,0,0,1,0,0,0,0,0,0,0,0,0
affective,1,0,0,0,0,0,0,0,0,0,0,0
derive,0,0,0,0,0,0,0,0,0,0,7,0
enjoyment,0,0,0,0,0,0,2,0,0,0,0,0
music,0,0,0,0,0,0,5,0,0,0,0,0
song,0,0,0,0,0,0,2,0,0,0,0,0
possible,22,0,0,0,0,0,0,0,0,0,0,0
influence,0,0,0,0,0,0,3,0,0,0,12,0
surround,0,0,0,0,0,0,0,0,0,0,19,0
oral,42,0,0,0,0,0,0,0,0,0,0,0
likewise,0,0,3,0,0,0,0,0,0,0,0,0
olfaction,0,0,0,0,0,0,4,0,0,0,0,0
house,0,0,0,0,0,0,0,0,0,0,2,0
special,15,0,0,0,0,0,0,0,0,0,0,0
layer,0,0,0,0,0,0,23,0,0,0,0,0
line,0,0,0,0,0,0,4,0,0,0,16,0
trap,0,0,0,0,0,0,0,0,0,0,4,0
molecule,0,0,0,0,0,0,20,0,0,0,0,0
gustation,0,0,0,0,0,0,2,0,0,0,0,0
impart,0,0,0,0,0,0,0,0,0,0,3,0
cluster,0,0,0,0,0,0,3,0,0,0,1,0
combine,0,0,0,0,0,0,0,0,0,0,4,0
attribute,0,0,0,0,0,0,3,0,0,0,3,0
major,8,0,0,0,0,0,0,0,0,0,0,0
greatly,0,0,9,0,0,0,0,0,0,0,0,0
culinary,1,0,0,0,0,0,0,0,0,0,0,0
art,0,0,0,0,0,0,1,0,0,0,0,0
structurally,0,0,2,0,0,0,0,0,0,0,0,0
diverse,6,0,0,0,0,0,0,0,0,0,0,0
unite,0,0,0,0,0,0,0,0,0,0,2,0
fact,0,0,0,0,0,0,3,0,0,0,0,0
important,31,0,0,0,0,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,0,5,0,0
uniqueness,0,0,0,0,0,0,1,0,0,0,0,0
anatomically,0,0,5,0,0,0,0,0,0,0,0,0
eustachian,17,0,0,0,0,0,0,0,0,0,0,0
tube,0,0,0,0,0,0,39,0,0,0,0,0
passage,0,0,0,0,0,0,25,0,0,0,0,0
drainage,0,0,0,0,0,0,10,0,0,0,0,0
mucus,0,0,0,0,0,0,18,0,0,0,0,0
component,1,0,0,0,0,0,15,0,0,0,0,0
evident,2,0,0,0,0,0,0,0,0,0,0,0
exploration,0,0,0,0,0,0,3,0,0,0,0,0
volume,0,0,0,0,0,0,6,0,0,0,0,0
fundamental,1,0,0,0,0,0,0,0,0,0,0,0
analyze,0,0,0,0,0,0,0,0,0,0,9,0
noise,0,0,0,0,0,0,29,0,0,0,0,0
transduction,0,0,0,0,0,0,1,0,0,0,0,0
conversion,0,0,0,0,0,0,3,0,0,0,0,0
electrochemical,3,0,0,0,0,0,0,0,0,0,0,0
coordinate,0,0,0,0,0,0,0,0,0,0,5,0
eye,0,0,0,0,0,0,18,0,0,0,0,0
caption,0,0,0,0,0,0,21,0,0,0,2,11
distinguishable,1,0,0,0,0,0,0,0,0,0,0,0
auricle,0,0,0,0,0,0,9,0,0,0,0,0
pinna,0,0,0,0,0,0,1,0,0,0,0,0
project,0,0,0,0,0,0,0,0,0,0,11,0
external,29,0,0,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,0,33,0,0,0,13,0
collect,0,0,0,0,0,0,0,0,0,0,5,0
guide,0,0,0,0,0,0,1,0,0,0,2,0
narrow,8,0,0,0,0,0,0,0,0,0,1,0
fill,0,0,0,0,0,0,0,0,0,0,23,0
temporal,16,0,0,0,0,0,0,0,0,0,0,0
span,0,0,0,0,0,0,1,0,0,0,4,0
chain,0,0,0,0,0,0,19,0,0,0,0,0
tiny,8,0,0,0,0,0,0,0,0,0,0,0
collectively,0,0,2,0,0,0,0,0,0,0,0,0
ossicular,15,0,0,0,0,0,0,0,0,0,0,0
conduct,0,0,0,0,0,0,0,0,0,0,11,0
prominent,4,0,0,0,0,0,0,0,0,0,0,0
complicated,3,0,0,0,0,0,0,0,0,0,0,0
locate,0,0,0,0,0,0,0,0,0,0,13,0
deep,3,0,2,0,0,0,0,0,0,0,0,0
petrous,4,0,0,0,0,0,0,0,0,0,0,0
internal,8,0,0,0,0,0,0,0,0,0,0,0
especially,0,0,18,0,0,0,0,0,0,0,0,0
dense,6,0,0,0,0,0,0,0,0,0,0,0
functional,13,0,0,0,0,0,0,0,0,0,0,0
unit,0,0,0,0,0,0,5,0,0,0,0,0
apparatus,0,0,0,0,0,0,8,0,0,0,0,0
ending,0,0,0,0,0,0,16,0,0,0,0,0
eighth,1,0,0,0,0,0,0,0,0,0,0,0
cranial,13,0,0,0,0,0,0,0,0,0,0,0
vestibulocochlear,2,0,0,0,0,0,4,0,0,0,0,0
group,0,0,0,0,0,0,24,0,0,0,4,0
pair,0,0,0,0,0,0,6,0,0,0,0,0
muscle,0,0,0,0,0,0,30,0,0,0,0,0
gland,0,0,0,0,0,0,17,0,0,0,0,0
neck,0,0,0,0,0,0,14,0,0,0,0,0
chest,0,0,0,0,0,0,2,0,0,0,0,0
upper,29,0,0,0,0,0,0,0,0,0,0,0
abdomen,0,0,0,0,0,0,1,0,0,0,0,0
striking,5,0,0,0,0,0,0,0,0,0,0,0
difference,0,0,0,0,0,0,19,0,0,0,0,0
outermost,2,0,0,0,0,0,0,0,0,0,0,0
rudimentary,2,0,0,0,0,0,0,0,0,0,0,0
immobile,2,0,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,0,15,0
thin,22,0,0,0,0,0,0,0,0,0,0,0
plate,0,0,0,0,0,0,23,0,0,0,0,0
yellow,2,0,1,0,0,0,0,0,0,0,0,0
fibrocartilage,0,0,0,0,0,0,1,0,0,0,0,0
cover,0,0,0,0,0,0,0,0,0,0,29,0
closely,0,0,9,0,0,0,0,0,0,0,0,0
adherent,1,0,0,0,0,0,0,0,0,0,0,0
skin,0,0,0,0,0,0,26,0,0,0,0,0
mold,0,0,0,0,0,0,1,0,0,0,2,0
clearly,0,0,6,0,0,0,0,0,0,0,0,0
define,0,0,0,0,0,0,0,0,0,0,6,0
ridge,0,0,0,0,0,0,10,0,0,0,0,0
furrow,0,0,0,0,0,0,4,0,0,0,0,0
irregular,4,0,0,0,0,0,0,0,0,0,0,0
shallow,2,0,0,0,0,0,0,0,0,0,0,0
depression,0,0,0,0,0,0,5,0,0,0,0,0
lead,0,0,0,0,0,0,6,0,0,0,24,0
directly,0,0,13,0,0,0,0,0,0,0,0,0
acoustic,13,0,0,0,0,0,0,0,0,0,0,0
meatus,0,0,0,0,0,0,3,0,0,0,0,0
concha,0,0,0,0,0,0,12,0,0,0,0,0
partly,0,0,5,0,0,0,0,0,0,0,0,0
projection,0,0,0,0,0,0,12,0,0,0,0,0
tonguelike,1,0,0,0,0,0,0,0,0,0,0,0
tragus,0,0,0,0,0,0,2,0,0,0,0,0
antitragus,0,0,0,0,0,0,1,0,0,0,0,0
helix,0,0,0,0,0,0,4,0,0,0,0,0
arise,0,0,0,0,0,0,0,0,0,0,14,0
incurved,1,0,0,0,0,0,0,0,0,0,0,0
rim,0,0,0,0,0,0,2,0,0,0,0,0
concentric,1,0,0,0,0,0,0,0,0,0,0,0
antihelix,0,0,0,0,0,0,1,0,0,0,0,0
scapha,0,0,0,0,0,0,1,0,0,0,0,0
fossa,0,0,0,0,0,0,3,0,0,0,0,0
prominence,0,0,0,0,0,0,5,0,0,0,0,0
tubercle,0,0,0,0,0,0,1,0,0,0,0,0
see,0,0,0,0,0,0,0,0,0,0,8,0
posterior,11,0,0,0,0,0,0,0,0,0,0,0
vestige,0,0,0,0,0,0,1,0,0,0,0,0
fold,1,0,1,0,0,0,8,0,0,0,1,0
point,0,0,0,0,0,0,12,0,0,0,0,0
remote,3,0,0,0,0,0,0,0,0,0,0,0
ancestor,0,0,0,0,0,0,2,0,0,0,0,0
lobule,0,0,0,0,0,0,1,0,0,0,0,0
fleshy,3,0,0,0,0,0,0,0,0,0,0,0
low,43,0,0,0,0,0,0,0,0,0,0,0
area,0,0,0,0,0,0,42,0,0,0,0,0
fasten,0,0,0,0,0,0,0,0,0,0,2,0
scalp,0,0,0,0,0,0,1,0,0,0,0,0
voluntarily,0,0,1,0,0,0,0,0,0,0,0,0
activate,0,0,0,0,0,0,0,0,0,0,6,0
limited,4,0,0,0,0,0,0,0,0,0,0,0
slightly,0,0,6,0,0,0,0,0,0,0,0,0
curved,2,0,0,0,0,0,0,0,0,0,0,0
inward,1,0,9,0,0,0,0,0,0,0,0,0
blindly,0,0,4,0,0,0,0,0,0,0,0,0
third,0,0,0,0,0,0,5,0,0,0,0,0
entire,9,0,0,0,0,0,0,0,0,0,0,0
length,0,0,0,0,0,0,19,0,0,0,0,0
inch,0,0,0,0,0,0,13,0,0,0,0,0
direct,7,0,0,0,0,0,0,0,0,0,10,0
outward,0,0,10,0,0,0,0,0,0,0,0,0
modify,0,0,0,0,0,0,0,0,0,0,6,0
sweat,0,0,0,0,0,0,1,0,0,0,0,0
earwax,0,0,0,0,0,0,6,0,0,0,0,0
cerumen,0,0,0,0,0,0,3,0,0,0,0,0
discourage,0,0,0,0,0,0,0,0,0,0,1,0
insect,0,0,0,0,0,0,1,0,0,0,0,0
semitransparent,1,0,0,0,0,0,0,0,0,0,0,0
boundary,0,0,0,0,0,0,1,0,0,0,0,0
stretch,0,0,0,0,0,0,0,0,0,0,4,0
obliquely,0,0,2,0,0,0,0,0,0,0,0,0
diameter,0,0,0,0,0,0,5,0,0,0,0,0
flatten,0,0,0,0,0,0,0,0,0,0,3,0
cone,0,0,0,0,0,0,4,0,0,0,0,0
apex,0,0,0,0,0,0,17,0,0,0,0,0
concave,1,0,0,0,0,0,0,0,0,0,0,0
edge,0,0,0,0,0,0,3,0,0,0,0,0
thicken,0,0,0,0,0,0,0,0,0,0,2,0
attach,0,0,0,0,0,0,0,0,0,0,14,0
groove,0,0,0,0,0,0,1,0,0,0,0,0
incomplete,4,0,0,0,0,0,0,0,0,0,0,0
ring,0,0,0,0,0,0,3,0,0,0,5,0
annulus,0,0,0,0,0,0,2,0,0,0,0,0
encircle,0,0,0,0,0,0,0,0,0,0,1,0
hold,0,0,0,0,0,0,0,0,0,0,13,0
place,0,0,0,0,0,0,14,0,0,0,8,0
uppermost,2,0,0,0,0,0,0,0,0,0,0,0
open,9,0,0,0,0,0,0,0,0,0,16,0
slack,1,0,0,0,0,0,0,0,0,0,0,0
flaccida,0,0,0,0,0,0,1,0,0,0,0,0
great,22,0,0,0,0,0,0,0,0,0,0,0
tightly,0,0,6,0,0,0,0,0,0,0,0,0
tensa,0,0,0,0,0,0,2,0,0,0,0,0
appearance,0,0,0,0,0,0,4,0,0,0,0,0
mobility,0,0,0,0,0,0,4,0,0,0,0,0
diagnosis,0,0,0,0,0,0,16,0,0,0,0,0
view,0,0,0,0,0,0,5,0,0,0,3,0
instrument,0,0,0,0,0,0,8,0,0,0,0,0
otoscope,0,0,0,0,0,0,3,0,0,0,0,0
healthy,5,0,0,0,0,0,0,0,0,0,0,0
translucent,1,0,0,0,0,0,0,0,0,0,0,0
pearl,0,0,0,0,0,0,1,0,0,0,0,0
gray,1,0,0,0,0,0,0,0,0,0,0,0
pinkish,1,0,0,0,0,0,0,0,0,0,0,0
yellowish,3,0,0,0,0,0,0,0,0,0,0,0
tinge,0,0,0,0,0,0,1,0,0,0,0,0
continuous,8,0,0,0,0,0,0,0,0,0,0,0
mucous,16,0,0,0,0,0,1,0,0,0,0,0
fibrous,2,0,0,0,0,0,0,0,0,0,0,0
circular,3,0,0,0,0,0,0,0,0,0,0,0
radial,1,0,0,0,0,0,0,0,0,0,0,0
stiffness,0,0,0,0,0,0,9,0,0,0,0,0
tension,0,0,0,0,0,0,2,0,0,0,0,0
supplied,2,0,0,0,0,0,0,0,0,0,0,0
blood,0,0,0,0,0,0,26,0,0,0,0,0
vessel,0,0,0,0,0,0,15,0,0,0,0,0
acutely,0,0,2,0,0,0,0,0,0,0,0,0
sensitive,14,0,0,0,0,0,0,0,0,0,0,0
pain,0,0,0,0,0,0,7,0,0,0,0,0
slight,11,0,0,0,0,0,0,0,0,0,0,0
constriction,0,0,0,0,0,0,4,0,0,0,0,0
divide,0,0,0,0,0,0,0,0,0,0,5,0
lower,2,0,2,0,0,0,0,0,0,0,2,0
chamber,0,0,0,0,0,0,12,0,0,0,0,0
tympanum,0,0,0,0,0,0,3,0,0,0,0,0
proper,4,0,0,0,0,0,0,0,0,0,0,0
epitympanum,0,0,0,0,0,0,3,0,0,0,0,0
atrium,0,0,0,0,0,0,1,0,0,0,0,0
attic,0,0,0,0,0,0,1,0,0,0,0,0
rectangular,1,0,0,0,0,0,0,0,0,0,0,0
room,0,0,0,0,0,0,3,0,0,0,0,0
lateral,7,0,0,0,0,0,0,0,0,0,0,0
superior,15,0,0,0,0,0,0,0,0,0,0,0
inferior,4,0,0,0,0,0,0,0,0,0,0,0
bony,32,0,0,0,0,0,1,0,0,0,0,0
jugular,2,0,0,0,0,0,0,0,0,0,0,0
vein,0,0,0,0,0,0,7,0,0,0,0,0
carotid,1,0,0,0,0,0,0,0,0,0,0,0
artery,0,0,0,0,0,0,3,0,0,0,0,0
mastoid,0,0,0,0,0,0,19,0,0,0,0,0
antrum,0,0,0,0,0,0,2,0,0,0,0,0
opening,0,0,0,0,0,0,20,0,0,0,0,0
organic,18,0,0,0,0,0,0,0,0,0,0,0
roughened,1,0,0,0,0,0,0,0,0,0,0,0
bulge,0,0,0,0,0,0,0,0,0,0,2,0
anterior,13,0,0,0,0,0,0,0,0,0,0,0
medial,5,0,0,0,0,0,0,0,0,0,0,0
otic,4,0,0,0,0,0,0,0,0,0,0,0
capsule,0,0,0,0,0,0,2,0,0,0,0,0
fenestrae,0,0,0,0,0,0,1,0,0,0,0,0
footplate,0,0,0,0,0,0,15,0,0,0,0,0
round,9,0,0,0,0,0,0,0,0,0,0,0
cross,2,0,0,0,0,0,3,0,0,0,9,0
link,0,0,0,0,0,0,1,0,0,0,2,0
outside,2,2,0,0,0,0,0,0,0,0,0,0
club,0,0,0,0,0,0,1,0,0,0,0,0
look,0,0,0,0,0,0,0,0,0,0,1,0
premolar,1,0,0,0,0,0,0,0,0,0,0,0
tooth,0,0,0,0,0,0,15,0,0,0,0,0
uneven,1,0,0,0,0,0,0,0,0,0,0,0
suspend,0,0,0,0,0,0,0,0,0,0,4,0
ligament,0,0,0,0,0,0,14,0,0,0,0,0
free,8,0,0,0,0,0,0,0,0,0,0,0
vibrate,0,0,0,0,0,0,0,0,0,0,22,0
handle,0,0,0,0,0,0,8,0,0,0,1,0
firmly,0,0,3,0,0,0,0,0,0,0,0,0
umbo,0,0,0,0,0,0,3,0,0,0,0,0
margin,0,0,0,0,0,0,7,0,0,0,0,0
join,0,0,0,0,0,0,0,0,0,0,6,0
anchor,0,0,0,0,0,0,0,0,0,0,5,0
fix,0,0,0,0,0,0,0,0,0,0,6,0
crus,0,0,0,0,0,0,3,0,0,0,0,0
rear,2,0,0,0,0,0,2,0,0,0,0,0
long,27,0,10,0,0,0,0,0,0,0,0,0
bend,0,0,0,0,0,0,0,0,0,0,7,0
near,1,15,1,0,0,0,0,0,0,0,0,0
bear,0,0,0,0,0,0,0,0,0,0,11,0
knob,0,0,0,0,0,0,2,0,0,0,0,0
loose,3,0,0,0,0,0,0,0,0,0,0,0
enclose,0,0,0,0,0,0,0,0,0,0,5,0
joint,0,0,0,0,0,0,4,0,0,0,0,0
stapes,1,0,0,0,0,0,7,0,0,0,0,0
weigh,0,0,0,0,0,0,0,0,0,0,2,0
scarcely,0,0,1,0,0,0,0,0,0,0,0,0
ounce,0,0,0,0,0,0,1,0,0,0,0,0
horizontally,0,0,1,0,0,0,0,0,0,0,0,0
right,9,0,1,0,0,0,1,0,0,0,0,0
angle,0,0,0,0,0,0,3,0,0,0,0,0
base,0,0,0,0,0,0,21,0,0,0,2,0
fit,0,0,0,0,0,0,1,0,0,0,3,0
nicely,0,0,1,0,0,0,0,0,0,0,0,0
elastic,3,0,0,0,0,0,0,0,0,0,0,0
annular,1,0,0,0,0,0,0,0,0,0,0,0
remain,0,0,0,0,0,0,0,0,0,0,20,0
minuscule,1,0,0,0,0,0,0,0,0,0,0,0
tensor,3,0,0,0,0,0,1,0,0,0,0,0
tympani,0,0,0,0,0,0,17,0,0,0,0,1
emerge,0,0,0,0,0,0,0,0,0,0,7,0
run,0,0,0,0,0,0,0,0,0,0,8,0
backward,0,0,4,0,0,0,0,0,0,0,0,0
direction,0,0,0,0,0,0,17,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,0,28,0
pulleylike,1,0,0,0,0,0,0,0,0,0,0,0
tendon,0,0,0,0,0,0,1,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,0,0,17,0
pull,0,0,0,0,0,0,1,0,0,0,4,0
increase,0,0,0,0,0,0,9,0,0,0,39,0
stout,3,0,0,0,0,0,0,0,0,0,0,0
stapedius,0,0,0,0,0,0,5,0,0,0,0,0
forward,3,0,2,0,0,0,0,0,0,0,0,0
reflex,1,0,0,0,0,0,9,0,0,0,0,0
contraction,0,0,0,0,0,0,7,0,0,0,0,0
tip,0,0,0,0,0,0,11,0,0,0,1,0
selectively,0,0,5,0,0,0,0,0,0,0,0,0
intensity,0,0,0,0,0,0,24,0,0,0,0,0
frequency,0,0,0,0,0,0,73,0,0,0,0,0
mention,0,0,0,0,0,0,0,0,0,0,3,0
set,0,0,0,0,0,0,9,0,0,0,9,0
motor,0,0,0,0,0,0,3,0,0,0,0,0
mix,0,0,0,0,0,0,0,0,0,0,5,0
vision,0,0,0,0,0,0,2,0,0,0,0,0
control,0,0,0,0,0,0,4,0,0,0,10,0
make,0,0,0,0,0,0,0,0,0,0,10,0
chewing,0,0,0,0,0,0,4,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,0,17,0
shoulder,0,0,0,0,0,0,1,0,0,0,0,0
seventh,1,0,0,0,0,0,0,0,0,0,0,0
somewhat,0,0,4,0,0,0,0,0,0,0,0,0
circuitous,1,0,0,0,0,0,0,0,0,0,0,0
route,0,0,0,0,0,0,2,0,0,0,0,0
face,0,0,0,0,0,0,5,0,0,0,5,0
branch,0,0,0,0,0,0,11,0,0,0,2,0
chorda,0,0,0,0,0,0,3,0,0,0,0,0
pars,0,0,0,0,0,0,1,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,0,24,0
bare,1,0,0,0,0,0,0,0,0,0,0,0
resume,0,0,0,0,0,0,0,0,0,0,2,0
course,0,0,0,0,0,0,2,0,0,0,0,0
parasympathetic,1,0,0,0,0,0,0,0,0,0,0,0
secretory,8,0,0,0,0,0,0,0,0,0,0,0
salivary,1,0,0,0,0,0,0,0,0,0,0,0
thoracic,1,0,0,0,0,0,0,0,0,0,0,0
downward,0,0,3,0,0,0,0,0,0,0,0,0
widen,0,0,0,0,0,0,0,0,0,0,2,0
cartilaginous,2,0,0,0,0,0,0,0,0,0,0,0
cilium,0,0,0,0,0,0,7,0,0,0,0,0
hairlike,4,0,0,0,0,0,0,0,0,0,0,0
rhythmical,4,0,0,0,0,0,0,0,0,0,0,0
sweeping,1,0,0,0,0,0,0,0,0,0,0,0
motion,0,0,0,0,0,0,10,0,0,0,0,0
speed,0,0,0,0,0,0,0,0,0,0,1,0
secretion,0,0,0,0,0,0,3,0,0,0,0,0
ventilate,0,0,0,0,0,0,0,0,0,0,1,0
equal,6,0,0,0,0,0,0,0,0,0,1,0
rest,0,0,0,0,0,0,5,0,0,0,8,0
swallowing,0,0,0,0,0,0,7,0,0,0,0,0
minor,2,0,0,0,0,0,0,0,0,0,0,0
adjust,0,0,0,0,0,0,0,0,0,0,4,0
conscious,1,0,0,0,0,0,0,0,0,0,0,0
effort,0,0,0,0,0,0,4,0,0,0,0,0
dive,0,0,0,0,0,0,1,0,0,0,0,0
rapid,7,0,0,0,0,0,0,0,0,0,0,0
discomfort,0,0,0,0,0,0,2,0,0,0,0,0
overcome,0,0,0,0,0,0,0,0,0,0,3,0
attempt,0,0,0,0,0,0,2,0,0,0,3,0
force,0,0,0,0,0,0,5,0,0,0,2,0
expiration,0,0,0,0,0,0,1,0,0,0,0,0
nostril,0,0,0,0,0,0,6,0,0,0,0,0
shut,0,0,0,0,0,0,0,0,0,0,2,0
maneuver,0,0,0,0,0,0,2,0,0,0,0,0
raise,0,0,0,0,0,0,0,0,0,0,6,0
name,0,0,0,0,0,0,2,0,0,0,4,0
italian,2,0,0,0,0,0,0,0,0,0,0,0
anatomist,0,0,0,0,0,0,5,0,0,0,0,0
recommend,0,0,0,0,0,0,0,0,0,0,4,0
pus,0,0,0,0,0,0,1,0,0,0,0,0
actually,0,0,7,0,0,0,0,0,0,0,0,0
membranous,17,0,0,0,0,0,0,0,0,0,0,0
spirally,0,0,1,0,0,0,0,0,0,0,0,0
fraction,0,0,0,0,0,0,1,0,0,0,0,0
available,6,0,0,0,0,0,0,0,0,0,0,0
correspond,0,0,0,0,0,0,0,0,0,0,4,0
utricle,0,0,0,0,0,0,19,0,0,0,0,0
saccule,0,0,0,0,0,0,12,0,0,0,0,0
duct,0,0,0,0,0,0,27,0,0,0,0,0
watery,1,0,0,0,0,0,0,0,0,0,0,0
perilymph,0,0,0,0,0,0,27,0,0,0,0,0
plasma,0,0,0,0,0,0,3,0,0,0,0,0
identical,3,0,0,0,0,0,0,0,0,0,0,0
cerebrospinal,4,0,0,0,0,0,0,0,0,0,0,0
partially,0,0,2,0,0,0,0,0,0,0,0,0
cut,0,0,0,0,0,0,0,0,0,0,5,0
away,0,1,9,0,0,0,0,0,0,0,0,0
epithelium,0,0,0,0,0,0,5,0,0,0,0,0
endolymph,0,0,0,0,0,0,28,0,0,0,0,0
orient,0,0,0,0,0,0,0,0,0,0,3,0
