word,ADJ,ADP,ADV,DET,NOUN,NUM,PUNCT,VERB
disregard,0,0,0,0,0,0,0,1
fact,0,0,0,0,1,0,0,0
positive,4,0,0,0,0,0,0,0
quantity,0,0,0,0,1,0,0,0
negative,4,0,0,0,0,0,0,0
square,1,0,0,0,3,0,0,1
root,0,0,0,0,1,0,0,0
extract,0,0,0,0,0,0,0,1
verify,0,0,0,0,0,0,0,1
perform,0,0,0,0,0,0,0,1
operation,0,0,0,0,1,0,0,0
far,0,0,2,0,0,0,0,0
desirable,1,0,0,0,0,0,0,0
regard,0,0,0,0,2,0,0,0
interested,1,0,0,0,0,0,0,0
technical,1,0,0,0,0,0,0,0
aim,0,0,0,0,1,0,0,0
decrease,0,0,0,0,0,0,0,1
fail,0,0,0,0,0,0,0,1
drop,0,0,0,0,0,0,0,1
finish,0,0,0,0,0,0,0,1
course,0,0,0,0,1,0,0,0
decide,0,0,0,0,0,0,0,3
enter,0,0,0,0,0,0,0,1
mechanical,1,0,0,0,0,0,0,0
aptitude,0,0,0,0,2,0,0,0
predict,0,0,0,0,0,0,0,5
criterion,0,0,0,0,1,0,0,0
graduation,0,0,0,0,1,0,0,0
selection,0,0,0,0,1,0,0,0
graduate,0,0,0,0,3,0,0,1
true,1,0,0,0,0,0,0,0
note,0,0,0,0,0,0,0,2
exceed,0,0,0,0,0,0,0,2
total,2,0,0,0,1,0,0,0
nongraduate,0,0,0,0,3,0,0,0
addition,0,0,0,0,1,0,0,0
cumulate,0,0,0,0,0,0,0,1
percentage,0,0,0,0,1,0,0,0
distinctly,0,0,1,0,0,0,0,0
higher,0,0,1,0,0,0,0,0
equivalent,1,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,3
constitute,0,0,0,0,0,0,0,1
applicant,0,0,0,0,2,0,0,0
evaluate,0,0,0,0,0,0,0,1
trait,0,0,0,0,15,0,0,0
try,0,0,0,0,0,0,0,1
personality,0,0,0,0,1,0,0,0
relate,0,0,0,0,0,0,0,4
job,0,0,0,0,1,0,0,0
income,0,0,0,0,1,0,0,0
go,0,0,0,0,0,0,0,1
pair,0,0,0,0,7,0,0,1
scattergram,0,0,0,0,1,0,0,0
visual,1,0,0,0,0,0,0,0
paragraph,0,0,0,0,5,0,0,0
meaning,0,0,0,0,11,0,0,0
axis,0,0,0,0,2,0,0,0
lay,0,0,0,0,0,0,0,3
directly,0,0,1,0,0,0,0,0
vii,0,0,0,0,0,1,0,0
contingency,0,0,0,0,2,0,0,0
numeral,0,0,0,0,1,0,0,0
band,0,0,0,0,1,0,0,0
rise,0,0,0,0,0,0,0,1
evident,1,0,0,0,0,0,0,0
associate,0,0,0,0,0,0,0,1
enable,0,0,0,0,0,0,0,2
coefficient,0,0,0,0,3,0,0,0
manipulation,0,0,0,0,2,0,0,0
desire,0,0,0,0,0,0,0,1
graphic,0,0,0,0,1,0,0,0
create,0,0,0,0,0,0,0,4
quick,1,0,0,0,0,0,0,0
dramatic,1,0,0,0,0,0,0,0
misleading,2,0,0,0,0,0,0,0
reader,0,0,0,0,1,0,0,0
alert,1,0,0,0,0,0,0,0
false,2,0,0,0,0,0,0,0
omit,0,0,0,0,0,0,0,1
portion,0,0,0,0,2,0,0,0
exaggerate,0,0,0,0,0,0,0,1
evidence,0,0,0,0,1,0,0,0
require,0,0,0,0,0,0,0,1
effect,0,0,0,0,1,0,0,0
compute,0,0,0,0,0,0,0,1
proceed,0,0,0,0,0,0,0,1
caution,0,0,0,0,1,0,0,0
hundred,0,0,0,0,1,0,0,0
ago,0,0,1,0,0,0,0,0
uncertainty,0,0,0,0,2,0,0,0
happen,0,0,0,0,0,0,0,2
new,2,0,0,0,0,0,0,0
mathematic,0,0,0,0,1,0,0,0
origin,0,0,0,0,1,0,0,0
gambling,0,0,0,0,1,0,0,0
insurance,0,0,0,0,1,0,0,0
century,0,0,0,0,1,0,0,0
indispensable,1,0,0,0,0,0,0,0
tool,0,0,0,0,1,0,0,0
social,2,0,0,0,0,0,0,0
natural,1,0,0,0,0,0,0,0
fundamental,1,0,0,0,0,0,0,0
unknown,2,0,0,0,0,0,0,0
completely,0,0,1,0,0,0,0,0
likelihood,0,0,0,0,2,0,0,0
particular,2,0,0,0,0,0,0,0
relative,5,0,0,0,0,0,0,0
ordinary,1,0,0,0,0,0,0,0
conversation,0,0,0,0,1,0,0,0
coin,0,0,0,0,14,0,0,0
dice,0,0,0,0,6,0,0,0
roulette,0,0,0,0,1,0,0,0
wheel,0,0,0,0,1,0,0,0
distinctive,1,0,0,0,0,0,0,0
feature,0,0,0,0,2,0,0,0
certainty,0,0,0,0,1,0,0,0
collective,2,0,0,0,0,0,0,0
regularity,0,0,0,0,1,0,0,0
statement,0,0,0,0,3,0,0,0
imply,0,0,0,0,0,0,0,1
approximately,0,0,2,0,0,0,0,0
contain,0,0,0,0,0,0,0,1
implication,0,0,0,0,1,0,0,0
concern,0,0,0,0,0,0,0,1
flip,0,0,0,0,3,0,0,2
molecule,0,0,0,0,1,0,0,0
gas,0,0,0,0,1,0,0,0
gene,0,0,0,0,4,0,0,0
actuarial,1,0,0,0,0,0,0,0
expectancy,0,0,0,0,1,0,0,0
experience,0,0,0,0,1,0,0,0
purport,0,0,0,0,0,0,0,1
similarly,0,0,1,0,0,0,0,0
genetic,2,0,0,0,2,0,0,0
disease,0,0,0,0,1,0,0,0
parent,0,0,0,0,5,0,0,0
have,0,0,0,0,0,0,0,2
makeup,0,0,0,0,1,0,0,0
occurrence,0,0,0,0,1,0,0,0
inevitably,0,0,1,0,0,0,0,0
simplify,0,0,0,0,0,0,0,1
assumption,0,0,0,0,2,0,0,0
expense,0,0,0,0,1,0,0,0
advantageous,1,0,0,0,0,0,0,0
roll,0,0,0,0,0,0,0,8
apparently,0,0,1,0,0,0,0,0
frivolous,1,0,0,0,0,0,0,0
tossing,0,0,0,0,1,0,0,0
tail,0,0,0,0,2,0,0,0
ratio,0,0,0,0,4,0,0,0
favorable,1,0,0,0,0,0,0,0
die,0,0,0,0,1,0,0,0
page,0,0,0,0,1,0,0,0
seven,0,0,0,0,0,3,0,0
especially,0,0,1,0,0,0,0,0
estimate,0,0,0,0,0,0,0,1
brown,1,0,0,0,0,0,0,0
eyed,2,0,0,0,0,0,0,0
blue,1,0,0,0,0,0,0,0
austrian,1,0,0,0,0,0,0,0
monk,0,0,0,0,1,0,0,0
paper,0,0,0,0,1,0,0,0
foundation,0,0,0,0,1,0,0,0
modern,1,0,0,0,0,0,0,0
examine,0,0,0,0,0,0,0,1
pea,0,0,0,0,2,0,0,0
plant,0,0,0,0,5,0,0,0
inheritance,0,0,0,0,1,0,0,0
monohybrid,2,0,0,0,0,0,0,0
cross,0,0,0,0,4,0,0,2
petal,2,0,0,0,1,0,0,0
color,0,0,0,0,3,0,0,0
purebred,2,0,0,0,0,0,0,0
purple,6,0,0,0,0,0,0,0
flower,0,0,0,0,9,0,0,0
white,4,0,0,0,0,0,0,0
parental,2,0,0,0,0,0,0,0
generation,0,0,0,0,12,0,0,0
offspring,0,0,0,0,3,0,0,0
filial,3,0,0,0,0,0,0,0
remain,0,0,0,0,0,0,0,2
replicate,0,0,0,0,0,0,0,1
nondominant,2,0,0,0,0,0,0,0
conclude,0,0,0,0,0,0,0,1
inherit,0,0,0,0,0,0,0,1
reproduction,0,0,0,0,1,0,0,0
segregate,0,0,0,0,0,0,0,1
transmit,0,0,0,0,0,0,0,1
receive,0,0,0,0,0,0,0,3
segregation,0,0,0,0,2,0,0,0
today,0,0,0,0,1,0,0,0
allele,0,0,0,0,15,0,0,0
make,0,0,0,0,0,0,0,1
phenotype,0,0,0,0,8,0,0,0
identical,1,0,0,0,0,0,0,0
versus,0,1,0,0,0,0,0,0
genotype,0,0,0,0,6,0,0,0
grid,0,0,0,0,1,0,0,0
stand,0,0,0,0,0,0,0,1
dominant,6,0,0,0,1,0,0,0
regardless,0,0,2,0,0,0,0,0
alternative,1,0,0,0,0,0,0,0
recessive,5,0,0,0,1,0,0,0
homozygous,5,0,0,0,0,0,0,0
heterozygous,3,0,0,0,0,0,0,0
compose,0,0,0,0,0,0,0,1
genotypic,1,0,0,0,0,0,0,0
expectation,0,0,0,0,3,0,0,0
object,0,0,0,0,1,0,0,0
interrupt,0,0,0,0,0,0,0,1
bet,0,0,0,0,0,0,0,1
gold,2,0,0,0,1,0,0,0
interruption,0,0,0,0,2,0,0,0
pose,0,0,0,0,0,0,0,1
reason,0,0,0,0,0,0,0,1
suffice,0,0,0,0,0,0,0,1
victory,0,0,0,0,2,0,0,0
fair,2,0,0,0,0,0,0,0
twice,0,0,2,0,0,0,0,0
odd,0,0,0,0,1,0,0,0
pascal,0,0,0,0,1,0,0,0
propose,0,0,0,0,0,0,0,1
solve,0,0,0,0,0,0,0,1
round,0,0,0,0,3,0,0,0
position,0,0,0,0,1,0,0,0
entitle,0,0,0,0,0,0,0,1
share,0,0,0,0,1,0,0,0
winning,0,0,0,0,1,0,0,0
treat,0,0,0,0,0,0,0,1
stake,0,0,0,0,1,0,0,0
broad,1,0,0,0,0,0,0,0
varied,1,0,0,0,0,0,0,0
article,0,0,0,0,2,0,0,0
price,0,0,0,0,1,0,0,0
home,0,0,0,0,1,0,0,0
academic,1,0,0,0,0,0,0,0
economics,0,0,0,0,1,0,0,0
listen,0,0,0,0,0,0,0,1
commentary,0,0,0,0,1,0,0,0
come,0,0,0,0,0,0,0,2
mention,0,0,0,0,1,0,0,0
politic,0,0,0,0,1,0,0,0
sophisticated,1,0,0,0,0,0,0,0
understanding,0,0,0,0,1,0,0,0
immensely,0,0,1,0,0,0,0,0
spot,0,0,0,0,0,0,0,1
mistakenly,0,0,1,0,0,0,0,0
