word,ADJ,ADP,ADV,AUX,CCONJ,DET,NOUN,NUM,SCONJ,VERB,X
offshore,3,0,0,0,0,0,0,0,0,0,0
oil,0,0,0,0,0,0,7,0,0,0,0
exploration,0,0,0,0,0,0,2,0,0,0,0
native,5,0,0,0,0,0,0,0,0,0,0
descent,0,0,0,0,0,0,2,0,0,0,0
reside,0,0,0,0,0,0,0,0,0,3,0
coastal,22,0,0,0,0,0,0,0,0,0,0
probably,0,0,12,0,0,0,0,0,0,0,0
cross,5,0,0,0,0,0,0,0,0,7,0
northwestern,5,0,0,0,0,0,0,0,0,0,0
visit,0,0,0,0,0,0,1,0,0,2,0
son,0,0,0,0,0,0,42,0,0,0,0
introduce,0,0,0,0,0,0,0,0,0,25,0
original,11,0,0,0,0,0,0,0,0,0,0
settlement,0,0,0,0,0,0,24,0,0,0,0
extinct,4,0,0,0,0,0,0,0,0,0,0
recolonize,0,0,0,0,0,0,0,0,0,1,0
beginning,0,0,0,0,0,0,21,0,0,0,0
movement,0,0,0,0,0,0,35,0,0,0,0
support,0,0,0,0,0,0,39,0,0,37,0
belief,0,0,0,0,0,0,6,0,0,0,0
scientist,0,0,0,0,0,0,2,0,0,0,0
global,7,0,0,0,0,0,0,0,0,0,0
warming,0,0,0,0,0,0,1,0,0,0,0
responsible,12,0,0,0,0,0,0,0,0,0,0
accelerated,1,0,0,0,0,0,0,0,0,0,0
melting,0,0,0,0,0,0,1,0,0,0,0
spell,0,0,0,0,0,0,0,0,0,3,0
inhabit,0,0,0,0,0,0,0,0,0,8,0
islet,0,0,0,0,0,0,1,0,0,0,0
reef,0,0,0,0,0,0,2,0,0,0,0
rugged,2,0,0,0,0,0,0,0,0,0,0
coast,0,0,0,0,0,0,34,0,0,0,0
deeply,0,0,4,0,0,0,0,0,0,0,0
indented,2,0,0,0,0,0,0,0,0,0,0
fjord,0,0,0,0,0,0,3,0,0,0,0
base,0,0,0,0,0,0,3,0,0,19,0
sheep,0,0,0,0,0,0,4,0,0,0,0
raising,0,0,0,0,0,0,5,0,0,0,0
irish,1,0,0,0,0,0,0,0,0,0,0
monk,0,0,0,0,0,0,4,0,0,0,0
colonize,0,0,0,0,0,0,0,0,0,3,0
pass,0,0,0,0,0,0,0,0,0,20,0
unsuccessfully,0,0,2,0,0,0,0,0,0,0,0
seek,0,0,0,0,0,0,0,0,0,16,0
receive,0,0,0,0,0,0,0,0,0,34,0
self,0,0,0,0,0,0,13,0,0,0,0
government,0,0,0,0,0,0,217,0,0,0,0
discussion,0,0,0,0,0,0,4,0,0,0,0
basic,8,0,0,0,0,0,0,0,0,0,0
contour,0,0,0,0,0,0,1,0,0,0,0
shape,0,0,0,0,0,0,1,0,0,5,0
glaciation,0,0,0,0,0,0,2,0,0,0,0
glacial,6,0,0,0,0,0,0,0,0,0,0
mass,3,0,0,0,0,0,5,0,0,0,0
withdraw,0,0,0,0,0,0,0,0,0,5,0
interstadial,1,0,0,0,0,0,0,0,0,0,0
period,0,0,0,0,0,0,76,0,0,0,0
repeatedly,0,0,1,0,0,0,0,0,0,0,0
retreat,0,0,0,0,0,0,2,0,0,5,0
barren,1,0,0,0,0,0,0,0,0,0,0
layer,0,0,0,0,0,0,5,0,0,0,0
chalk,0,0,0,0,0,0,4,0,0,0,0
limestone,0,0,0,0,0,0,7,0,0,0,0
constitute,0,0,0,0,0,0,0,0,0,11,0
surface,0,0,0,0,0,0,9,0,0,0,0
acquire,0,0,0,0,0,0,0,0,0,13,0
covering,0,0,0,0,0,0,1,0,0,0,0
build,0,0,0,0,0,0,1,0,0,31,0
form,0,0,0,0,0,0,17,0,0,66,0
low,31,0,2,0,0,0,0,0,0,0,0
hilly,1,0,0,0,0,0,0,0,0,0,0
generally,0,0,21,0,0,0,0,0,0,0,0
fertile,10,0,0,0,0,0,0,0,0,0,0
moraine,0,0,0,0,0,0,1,0,0,0,0
diversify,0,0,0,0,0,0,0,0,0,1,0
scenic,2,0,0,0,0,0,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,0,11,0
extreme,13,0,0,0,0,0,1,0,0,0,0
limit,0,0,0,0,0,0,3,0,0,8,0
scandinavian,39,0,0,0,0,0,0,0,0,0,0
swinge,0,0,0,0,0,0,0,0,0,1,0
sharply,0,0,5,0,0,0,0,0,0,0,0
south,3,0,9,0,0,0,35,0,0,0,0
spine,0,0,0,0,0,0,1,0,0,0,0
clearly,0,0,5,0,0,0,0,0,0,0,0
mark,0,0,0,0,0,0,2,0,0,21,0
contrast,0,0,0,0,0,0,3,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,15,0
sand,0,0,0,0,0,0,6,0,0,0,0
gravel,0,0,0,0,0,0,4,0,0,0,0
strew,0,0,0,0,0,0,0,0,0,1,0
meltwater,0,0,0,0,0,0,1,0,0,0,0
pour,0,0,0,0,0,0,0,0,0,1,0
shrink,0,0,0,0,0,0,0,0,0,2,0
loam,0,0,0,0,0,0,1,0,0,0,0
plain,0,0,0,0,0,0,9,0,0,0,0
hill,0,0,0,0,0,0,4,0,0,0,0
markedly,0,0,1,0,0,0,0,0,0,0,0
sandy,2,0,0,0,0,0,0,0,0,0,0
prehistoric,5,0,0,0,0,0,0,0,0,0,0
numerous,14,0,0,0,0,0,0,0,0,0,0
stagnant,1,0,0,0,0,0,0,0,0,0,0
burial,0,0,0,0,0,0,4,0,0,0,0
ritual,1,0,0,0,0,0,2,0,0,0,0
inter,0,0,0,0,0,0,0,0,0,1,0
antiquity,0,0,0,0,0,0,2,0,0,0,0
especially,0,0,47,0,0,0,0,0,0,0,0
recover,0,0,0,0,0,0,0,0,0,4,0
recent,3,0,0,0,0,0,0,0,0,0,0
fuel,0,0,0,0,0,0,10,0,0,2,0
drain,0,0,0,0,0,0,1,0,0,9,0
serve,0,0,0,0,0,0,0,0,0,49,0
grazing,0,0,0,0,0,0,1,0,0,0,0
livestock,0,0,0,0,0,0,3,0,0,0,0
strait,0,0,0,0,0,0,10,0,0,0,0
connect,0,0,0,0,0,0,0,0,0,18,0
northwest,0,0,5,0,0,0,5,0,0,0,0
busy,3,0,0,0,0,0,0,0,0,0,0
length,0,0,0,0,0,0,2,0,0,0,0
landlocked,1,0,0,0,0,0,0,0,0,0,0
width,0,0,0,0,0,0,2,0,0,0,0
minimum,3,0,0,0,0,0,1,0,0,0,0
depth,0,0,0,0,0,0,2,0,0,0,0
flow,0,0,0,0,0,0,0,0,0,9,0
tideless,1,0,0,0,0,0,0,0,0,0,0
impede,0,0,0,0,0,0,0,0,0,1,0
navigation,0,0,0,0,0,0,3,0,0,0,0
severe,12,0,0,0,0,0,0,0,0,0,0
winter,0,0,0,0,0,0,30,0,0,0,0
partly,0,0,7,0,0,0,0,0,0,0,0
embrace,0,0,0,0,0,0,0,0,0,4,0
divide,0,0,0,0,0,0,0,0,0,21,0
water,0,0,0,0,0,0,18,0,0,0,0
channel,0,0,0,0,0,0,4,0,0,1,0
principal,9,0,0,0,0,0,0,0,0,0,0
port,0,0,0,0,0,0,15,0,0,0,0
bridge,0,0,0,0,0,0,16,0,0,0,0
tunnel,0,0,0,0,0,0,8,0,0,0,0
system,0,0,0,0,0,0,77,0,0,0,0
open,12,0,0,0,0,0,0,0,0,17,0
spur,0,0,0,0,0,0,0,0,0,1,0
cooperation,0,0,0,0,0,0,13,0,0,0,0
past,1,2,0,0,0,0,3,0,0,0,0
short,14,0,2,0,0,0,0,0,0,0,0
confer,0,0,0,0,0,0,0,0,0,2,0
shore,0,0,0,0,0,0,5,0,0,0,0
exact,0,0,0,0,0,0,0,0,0,1,0
toll,0,0,0,0,0,0,3,0,0,0,0
shipping,0,0,0,0,0,0,10,0,0,0,0
annex,0,0,0,0,0,0,0,0,0,4,0
fortress,0,0,0,0,0,0,12,0,0,0,0
levy,0,0,0,0,0,0,0,0,0,4,0
place,0,0,0,0,0,0,27,0,0,7,0
southwestern,12,0,0,0,0,0,0,0,0,0,0
salt,0,0,0,0,0,0,3,0,0,0,0
evaporation,0,0,0,0,0,0,1,0,0,0,0
inland,5,0,0,0,0,0,2,0,0,0,0
exist,0,0,0,0,0,0,0,0,0,10,0
million,0,0,0,0,0,0,2,12,0,0,0
senonian,1,0,0,0,0,0,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,0,2,0
old,67,0,0,0,0,0,0,0,0,0,0
quarry,0,0,0,0,0,0,0,0,0,2,0
outcropping,0,0,0,0,0,0,1,0,0,0,0
reveal,0,0,0,0,0,0,0,0,0,5,0
close,14,0,2,0,0,0,0,0,0,5,0
affinity,0,0,0,0,0,0,2,0,0,0,0
precambrian,3,0,0,0,0,0,0,0,0,0,0
granite,0,0,0,0,0,0,9,0,0,0,0
extensive,16,0,0,0,0,0,0,0,0,0,0
sandstone,0,0,0,0,0,0,2,0,0,0,0
shale,0,0,0,0,0,0,1,0,0,0,0
overlie,0,0,0,0,0,0,0,0,0,1,0
distance,0,0,0,0,0,0,5,0,0,0,0
northeast,0,0,1,0,0,0,6,0,0,0,0
lagoon,0,0,0,0,0,0,1,0,0,0,0
dune,0,0,0,0,0,0,2,0,0,0,0
glacially,0,0,2,0,0,0,0,0,0,0,0
clay,0,0,0,0,0,0,8,0,0,0,0
ancient,10,0,0,0,0,0,0,0,0,0,0
subterranean,1,0,0,0,0,0,0,0,0,0,0
permeation,0,0,0,0,0,0,1,0,0,0,0
calcium,0,0,0,0,0,0,1,0,0,0,0
diminish,0,0,0,0,0,0,0,0,0,5,0
agriculture,0,0,0,0,0,0,37,0,0,0,0
cultivation,0,0,0,0,0,0,8,0,0,0,0
millennium,0,0,0,0,0,0,4,0,0,0,0
improve,0,0,0,0,0,0,0,0,0,14,0
greatly,0,0,7,0,0,0,0,0,0,0,0
excellent,5,0,0,0,0,0,0,0,0,0,0
climate,3,0,0,0,0,0,16,0,0,0,0
experience,0,0,0,0,0,0,4,0,0,7,0
changeable,2,0,0,0,0,0,0,0,0,0,0
weather,0,0,0,0,0,0,5,0,0,1,0
temperate,1,0,0,0,0,0,0,0,0,0,0
zone,0,0,0,0,0,0,5,0,0,0,0
meeting,0,0,0,0,0,0,15,0,0,0,0
diverse,1,0,0,0,0,0,0,0,0,0,0
air,0,0,0,0,0,0,12,0,0,0,0
masse,0,0,0,0,0,0,1,0,0,0,0
face,0,0,0,0,0,0,2,0,0,15,0
inhospitable,1,0,0,0,0,0,0,0,0,0,0
terminal,1,0,0,0,0,0,1,0,0,0,0
section,0,0,0,0,0,0,3,0,0,0,0
moderate,5,0,0,0,0,0,0,0,0,2,0
freeze,0,0,0,0,0,0,1,0,0,5,0
snow,0,0,0,0,0,0,6,0,0,0,0
frequently,0,0,3,0,0,0,0,0,0,0,0
fall,0,0,0,0,0,0,11,0,0,16,0
cold,8,0,0,0,0,0,0,0,0,0,0
mean,3,0,0,0,0,0,2,0,0,12,0
temperature,0,0,0,0,0,0,12,0,0,0,0
roughly,0,0,7,0,0,0,0,0,0,0,0
worldwide,7,0,4,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,5,0,0,0,0
episode,0,0,0,0,0,0,1,0,0,0,0
cloudy,1,0,0,0,0,0,0,0,0,0,0
sunny,2,0,0,0,0,0,0,0,0,0,0
day,0,0,0,0,0,0,24,0,0,0,0
rain,0,0,0,0,0,0,4,0,0,0,0
light,4,0,0,0,0,0,6,0,0,1,0
spring,0,0,0,0,0,0,8,0,0,1,0
autumn,0,0,0,0,0,0,9,0,0,0,0
annual,11,0,0,0,0,0,0,0,0,0,0
precipitation,0,0,0,0,0,0,4,0,0,0,0
inch,0,0,0,0,0,0,6,0,0,0,0
range,0,0,0,0,0,0,3,0,0,6,0
plant,0,0,0,0,0,0,19,0,0,0,0
field,0,0,0,0,0,0,28,0,0,0,0
clear,6,0,0,0,0,0,0,0,0,3,0
deciduous,3,0,0,0,0,0,0,0,0,0,0
oak,0,0,0,0,0,0,2,0,0,0,0
elm,0,0,0,0,0,0,3,0,0,0,0
lime,0,0,0,0,0,0,1,0,0,0,0
linden,0,0,0,0,0,0,3,0,0,0,0
beech,0,0,0,0,0,0,2,0,0,0,0
tree,0,0,0,0,0,0,12,0,0,0,0
survive,0,0,0,0,0,0,0,0,0,6,0
highly,0,0,13,0,0,0,0,0,0,0,0
reforest,0,0,0,0,0,0,0,0,0,1,0
break,0,0,0,0,0,0,0,0,0,16,0
expanse,0,0,0,0,0,0,4,0,0,0,0
agricultural,28,0,0,0,0,0,0,0,0,0,0
border,0,0,0,0,0,0,19,0,0,2,0
coniferous,2,0,0,0,0,0,0,0,0,0,0
belt,0,0,0,0,0,0,1,0,0,0,0
receptive,1,0,0,0,0,0,0,0,0,0,0
plantation,0,0,0,0,0,0,1,0,0,0,0
spruce,0,0,0,0,0,0,5,0,0,0,0
particularly,0,0,27,0,0,0,0,0,0,0,0
wasteland,0,0,0,0,0,0,4,0,0,0,0
vegetation,0,0,0,0,0,0,3,0,0,0,0
heather,0,0,0,0,0,0,1,0,0,0,0
reclaim,0,0,0,0,0,0,0,0,0,4,0
tenth,0,0,0,0,0,0,13,0,0,0,0
forested,4,0,0,0,0,0,0,0,0,0,0
abundant,5,0,0,0,0,0,0,0,0,0,0
postglacial,3,0,0,0,0,0,0,0,0,0,0
herd,0,0,0,0,0,0,6,0,0,2,0
mammal,0,0,0,0,0,0,2,0,0,0,0
elk,0,0,0,0,0,0,3,0,0,0,0
brown,2,0,0,0,0,0,1,0,0,0,0
wild,6,0,0,0,0,0,0,0,0,0,0
boar,0,0,0,0,0,0,1,0,0,0,0
auroch,0,0,0,0,0,0,1,0,0,0,0
species,0,0,0,0,0,0,1,0,0,0,0
pressure,0,0,0,0,0,0,9,0,0,2,0
expansion,0,0,0,0,0,0,14,0,0,0,0
intensive,1,0,0,0,0,0,0,0,0,0,0
roe,0,0,0,0,0,0,2,0,0,0,0
deer,0,0,0,0,0,0,3,0,0,0,0
countryside,0,0,0,0,0,0,5,0,0,0,0
grow,0,0,0,0,0,0,0,0,0,53,0
number,0,0,0,0,0,0,89,0,0,1,0
antlered,1,0,0,0,0,0,0,0,0,0,0
red,2,0,0,0,0,0,1,0,0,0,0
hare,0,0,0,0,0,0,2,0,0,0,0
hedgehog,0,0,0,0,0,0,1,0,0,0,0
bird,0,0,0,0,0,0,5,0,0,0,0
specie,0,0,0,0,0,0,7,0,0,0,0
breed,0,0,0,0,0,0,0,0,0,1,0
stork,0,0,0,0,0,0,1,0,0,0,0
common,27,0,0,0,0,0,3,0,0,0,0
resident,2,0,0,0,0,0,4,0,0,0,0
migrate,0,0,0,0,0,0,0,0,0,3,0
fish,0,0,0,0,0,0,12,0,0,1,0
cod,0,0,0,0,0,0,6,0,0,0,0
herring,0,0,0,0,0,0,10,0,0,0,0
plaice,0,0,0,0,0,0,3,0,0,0,0
basis,0,0,0,0,0,0,20,0,0,0,0
ethnic,9,0,0,0,0,0,0,0,0,0,0
entirely,0,0,5,0,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,0,0,28,0,0
status,0,0,0,0,0,0,18,0,0,0,0
citizen,0,0,0,0,0,0,12,0,0,0,0
minority,0,0,0,0,0,0,31,0,0,0,0
hand,0,0,0,0,0,0,20,0,0,3,0
substantially,0,0,2,0,0,0,0,0,0,0,0
assimilate,0,0,0,0,0,0,0,0,0,3,0
official,16,0,0,0,0,0,5,0,0,0,0
closely,0,0,8,0,0,0,0,0,0,0,0
related,2,0,0,0,0,0,0,0,0,0,0
mutually,0,0,2,0,0,0,0,0,0,0,0
intelligible,1,0,0,0,0,0,0,0,0,0,0
write,0,0,0,0,0,0,0,0,0,25,0
relative,2,0,0,0,0,0,2,0,0,0,0
sufficiently,0,0,1,0,0,0,0,0,0,0,0
different,6,0,0,0,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,0,2,0
easily,0,0,6,0,0,0,0,0,0,0,0
school,0,0,0,0,0,0,59,0,0,1,0
educate,0,0,0,0,0,0,0,0,0,8,0
turkish,3,0,0,0,0,0,0,0,0,0,0
religion,1,0,0,0,0,0,16,0,0,0,0
freedom,0,0,0,0,0,0,19,0,0,0,0
essentially,0,0,2,0,0,0,0,0,0,0,0
unchallenged,1,0,0,0,0,0,0,0,0,0,0
roman,12,0,0,0,0,0,0,0,0,0,0
catholic,10,0,0,0,0,0,0,0,0,0,0
church,0,0,0,0,0,0,101,0,0,0,0
jewish,7,0,0,0,0,0,0,0,0,0,0
synagogue,0,0,0,0,0,0,1,0,0,0,0
mosque,0,0,0,0,0,0,1,0,0,0,0
increasingly,0,0,18,0,0,0,0,0,0,0,0
significant,22,0,0,0,0,0,0,0,0,0,0
overwhelming,2,0,0,0,0,0,0,0,0,0,0
majority,0,0,0,0,0,0,51,0,0,0,0
nominally,0,0,1,0,0,0,0,0,0,0,0
state,0,0,0,0,0,0,102,0,0,5,0
replace,0,0,0,0,0,0,0,0,0,30,0
formal,4,0,0,0,0,0,0,0,0,0,0
ritualistic,1,0,0,0,0,0,0,0,0,0,0
revitalization,0,0,0,0,0,0,1,0,0,0,0
inspire,0,0,0,0,0,0,0,0,0,12,0
christian,16,0,0,0,0,0,0,0,0,0,0
awareness,0,0,0,0,0,0,2,0,0,0,0
founder,0,0,0,0,0,0,4,0,0,0,0
bishop,0,0,0,0,0,0,31,0,0,0,0
philosophical,3,0,0,0,0,0,0,0,0,0,0
organizational,1,0,0,0,0,0,0,0,0,0,0
awaken,0,0,0,0,0,0,0,0,0,1,0
impoverished,1,0,0,0,0,0,0,0,0,0,0
peasantry,0,0,0,0,0,0,7,0,0,0,0
achieve,0,0,0,0,0,0,0,0,0,18,0
folk,1,0,0,0,0,0,20,0,0,0,0
peasant,0,0,0,0,0,0,51,0,0,0,0
teach,0,0,0,0,0,0,0,0,0,3,0
heritage,0,0,0,0,0,0,7,0,0,0,0
revival,0,0,0,0,0,0,2,0,0,0,0
organize,0,0,0,0,0,0,0,0,0,25,0
framework,0,0,0,0,0,0,6,0,0,0,0
found,0,0,0,0,0,0,0,0,0,41,0
clergyman,0,0,0,0,0,0,2,0,0,0,0
contemporary,6,0,0,0,0,0,0,0,0,0,0
evangelical,2,0,0,0,0,0,0,0,0,0,0
expression,0,0,0,0,0,0,4,0,0,0,0
emphasis,0,0,0,0,0,0,2,0,0,0,0
importance,0,0,0,0,0,0,14,0,0,0,0
individual,9,0,0,0,0,0,7,0,0,0,0
personal,15,0,0,0,0,0,0,0,0,0,0
faith,0,0,0,0,0,0,8,0,0,0,0
sin,0,0,0,0,0,0,1,0,0,0,0
style,0,0,0,0,0,0,10,0,0,0,0
live,1,0,0,0,0,0,0,0,0,33,0
poet,0,0,0,0,0,0,7,0,0,0,0
theological,5,0,0,0,0,0,0,0,0,0,0
revitalize,0,0,0,0,0,0,0,0,0,1,0
outstanding,4,0,0,0,0,0,0,0,0,0,0
hymn,0,0,0,0,0,0,7,0,0,0,0
writer,0,0,0,0,0,0,19,0,0,0,0
historian,0,0,0,0,0,0,11,0,0,0,0
educator,0,0,0,0,0,0,3,0,0,0,0
pioneer,0,0,0,0,0,0,3,0,0,1,0
literature,0,0,0,0,0,0,22,0,0,0,0
degree,0,0,0,0,0,0,12,0,0,0,0
theology,0,0,0,0,0,0,3,0,0,0,0
icelandic,2,0,0,0,0,0,0,0,0,0,0
saga,0,0,0,0,0,0,3,0,0,0,0
mythologi,0,0,0,0,0,0,0,0,0,0,2
turning,0,0,0,0,0,0,3,0,0,0,0
research,0,0,0,0,0,0,10,0,0,0,0
like,2,17,0,0,0,0,0,0,0,0,0
poem,0,0,0,0,0,0,14,0,0,0,0
spiritual,1,0,0,0,0,0,0,0,0,0,0
emotional,3,0,0,0,0,0,0,0,0,0,0
awakening,0,0,0,0,0,0,1,0,0,0,0
father,0,0,0,0,0,0,16,0,0,0,0
curate,0,0,0,0,0,0,1,0,0,0,0
attempt,0,0,0,0,0,0,19,0,0,12,0
standpoint,0,0,0,0,0,0,1,0,0,0,0
attract,0,0,0,0,0,0,0,0,0,5,0
attention,0,0,0,0,0,0,10,0,0,0,0
criticism,0,0,0,0,0,0,7,0,0,0,0
rationalist,1,0,0,0,0,0,0,0,0,0,0
tendency,0,0,0,0,0,0,1,0,0,0,0
lutheran,9,0,0,0,0,0,0,0,0,0,0
impossible,6,0,0,0,0,0,0,0,0,0,0
pastorate,0,0,0,0,0,0,2,0,0,0,0
rhyme,0,0,0,0,0,0,1,0,0,0,0
prædikener,0,0,0,0,0,0,0,0,0,0,2
biblical,2,0,0,0,0,0,0,0,0,0,0
sermon,0,0,0,0,0,0,1,0,0,0,0
renewal,0,0,0,0,0,0,1,0,0,0,0
spirit,0,0,0,0,0,0,8,0,0,0,0
romantic,8,0,0,0,0,0,0,0,0,0,0
foreshadow,0,0,0,0,0,0,0,0,0,1,0
way,0,0,0,0,0,0,16,0,0,0,0
anglo,7,0,0,0,0,0,0,0,0,0,0
saxon,4,0,0,0,0,0,0,0,0,0,0
version,0,0,0,0,0,0,5,0,0,0,0
figure,0,0,0,0,0,0,13,0,0,1,0
controversy,0,0,0,0,0,0,7,0,0,0,0
gienmæle,0,0,0,0,0,0,0,0,0,0,1
reply,0,0,0,0,0,0,2,0,0,0,0
accuse,0,0,0,0,0,0,0,0,0,3,0
theologian,0,0,0,0,0,0,2,0,0,0,0
treat,0,0,0,0,0,0,0,0,0,1,0
merely,0,0,2,0,0,0,0,0,0,0,0
idea,0,0,0,0,0,0,17,0,0,0,0
historical,10,0,0,0,0,0,0,0,0,0,0
revelation,0,0,0,0,0,0,1,0,0,0,0
unbroken,2,0,0,0,0,0,0,0,0,0,0
chain,0,0,0,0,0,0,1,0,0,0,0
sacramental,1,0,0,0,0,0,0,0,0,0,0
tradition,0,0,0,0,0,0,20,0,0,0,0
baptism,0,0,0,0,0,0,2,0,0,0,0
communion,0,0,0,0,0,0,1,0,0,0,0
writing,0,0,0,0,0,0,8,0,0,0,0
censorship,0,0,0,0,0,0,3,0,0,0,0
resign,0,0,0,0,0,0,0,0,0,27,0
view,0,0,0,0,0,0,7,0,0,5,0
expound,0,0,0,0,0,0,0,0,0,1,0
philosophy,0,0,0,0,0,0,4,0,0,0,0
inspired,1,0,0,0,0,0,0,0,0,0,0
verdenshistorien,0,0,0,0,0,0,0,0,0,0,1
stress,0,0,0,0,0,0,2,0,0,4,0
thorough,2,0,0,0,0,0,0,0,0,0,0
knowledge,0,0,0,0,0,0,5,0,0,0,0
favour,0,0,0,0,0,0,7,0,0,6,0
classic,0,0,0,0,0,0,3,0,0,0,0
classical,3,0,0,0,0,0,0,0,0,0,0
elitist,1,0,0,0,0,0,0,0,0,0,0
founding,0,0,0,0,0,0,3,0,0,0,0
voluntary,5,0,0,0,0,0,0,0,0,0,0
residential,3,0,0,0,0,0,0,0,0,0,0
class,0,0,0,0,0,0,16,0,0,0,0
encourage,0,0,0,0,0,0,0,0,0,12,0
spread,0,0,0,0,0,0,1,0,0,11,0
adult,0,0,0,0,0,0,12,0,0,0,0
education,0,0,0,0,0,0,46,0,0,0,0
position,0,0,0,0,0,0,36,0,0,1,0
preacher,0,0,0,0,0,0,2,0,0,0,0
rank,0,0,0,0,0,0,4,0,0,4,0
liberal,38,0,0,0,0,0,4,0,0,0,0
outlook,0,0,0,0,0,0,3,0,0,0,0
active,10,0,0,0,0,0,0,0,0,0,0
parliamentary,27,0,0,0,0,0,0,0,0,0,0
last,0,0,0,0,0,0,0,0,0,12,0
til,0,0,0,0,0,0,0,0,2,0,0
known,4,0,0,0,0,0,0,0,0,0,0
norwegian,26,0,0,0,0,0,0,0,0,0,0
translation,0,0,0,0,0,0,5,0,0,0,0
publish,0,0,0,0,0,0,0,0,0,10,0
pattern,0,0,0,0,0,0,10,0,0,0,0
vast,14,0,0,0,0,0,0,0,0,0,0
rural,12,0,0,0,0,0,0,0,0,0,0
size,0,0,0,0,0,0,6,0,0,0,0
transportation,0,0,0,0,0,0,10,0,0,0,0
network,0,0,0,0,0,0,15,0,0,0,0
farm,0,0,0,0,0,0,39,0,0,1,0
village,0,0,0,0,0,0,23,0,0,0,0
truly,0,0,4,0,0,0,0,0,0,0,0
isolate,0,0,0,0,0,0,0,0,0,1,0
agriculturalist,0,0,0,0,0,0,1,0,0,0,0
prehistory,0,0,0,0,0,0,1,0,0,0,0
dominant,8,0,0,0,0,0,0,0,0,0,0
communalism,0,0,0,0,0,0,2,0,0,0,0
landholder,0,0,0,0,0,0,1,0,0,0,0
tenant,0,0,0,0,0,0,6,0,0,1,0
farmer,0,0,0,0,0,0,30,0,0,0,0
fæste,0,0,0,0,0,0,0,0,0,0,1
bønder,0,0,0,0,0,0,0,0,0,0,1
building,0,0,0,0,0,0,34,0,0,0,0
belong,0,0,0,0,0,0,0,0,0,18,0
local,39,0,0,0,0,0,0,0,0,0,0
manor,0,0,0,0,0,0,4,0,0,0,0
house,0,0,0,0,0,0,11,0,0,2,0
scatter,0,0,0,0,0,0,0,0,0,6,0
plot,0,0,0,0,0,0,5,0,0,0,0
collectively,0,0,1,0,0,0,0,0,0,0,0
essential,4,0,0,0,0,0,1,0,0,0,0
villager,0,0,0,0,0,0,1,0,0,0,0
agree,0,0,0,0,0,0,0,0,0,18,0
nature,0,0,0,0,0,0,6,0,0,0,0
timing,0,0,0,0,0,0,1,0,0,0,0
plowing,0,0,0,0,0,0,1,0,0,0,0
harrow,0,0,0,0,0,0,0,0,0,1,0
planting,0,0,0,0,0,0,1,0,0,0,0
harvesting,0,0,0,0,0,0,1,0,0,0,0
meet,0,0,0,0,0,0,0,0,0,18,0
family,0,0,0,0,0,0,41,0,0,0,0
head,0,0,0,0,0,0,15,0,0,11,0
discuss,0,0,0,0,0,0,0,0,0,2,0
management,0,0,0,0,0,0,3,0,0,0,0
mutual,4,0,0,0,0,0,0,0,0,0,0
responsibility,0,0,0,0,0,0,14,0,0,0,0
harvest,0,0,0,0,0,0,6,0,0,1,0
manage,0,0,0,0,0,0,0,0,0,8,0
resource,0,0,0,0,0,0,16,0,0,0,0
assemble,0,0,0,0,0,0,0,0,0,5,0
wheeled,2,0,0,0,0,0,0,0,0,0,0
plow,0,0,0,0,0,0,3,0,0,0,0
draw,0,0,0,0,0,0,1,0,0,14,0
horse,0,0,0,0,0,0,5,0,0,0,0
graze,0,0,0,0,0,0,0,0,0,2,0
stubble,0,0,0,0,0,0,1,0,0,0,0
shared,1,0,0,0,0,0,0,0,0,0,0
communal,2,0,0,0,0,0,0,0,0,0,0
facility,0,0,0,0,0,0,6,0,0,0,0
meadow,0,0,0,0,0,0,2,0,0,0,0
pond,0,0,0,0,0,0,2,0,0,0,0
cooperate,0,0,0,0,0,0,0,0,0,3,0
heart,0,0,0,0,0,0,6,0,0,0,0
crooked,1,0,0,0,0,0,0,0,0,0,0
shopping,0,0,0,0,0,0,2,0,0,0,0
street,0,0,0,0,0,0,5,0,0,0,0
lay,5,0,0,0,0,0,1,0,0,13,0
site,0,0,0,0,0,0,10,0,0,0,0
castle,0,0,0,0,0,0,5,0,0,0,0
palace,0,0,0,0,0,0,3,0,0,0,0
nearby,2,0,1,0,0,0,0,0,0,0,0
office,0,0,0,0,0,0,30,0,0,0,0
archive,0,0,0,0,0,0,1,0,0,0,0
extension,0,0,0,0,0,0,4,0,0,0,0
library,0,0,0,0,0,0,15,0,0,0,0
modern,35,0,0,0,0,0,0,0,0,0,0
structure,0,0,0,0,0,0,15,0,0,0,0
steel,0,0,0,0,0,0,11,0,0,0,0
glass,0,0,0,0,0,0,7,0,0,0,0
waterfront,0,0,0,0,0,0,1,0,0,0,0
parish,0,0,0,0,0,0,7,0,0,0,0
thoroughly,0,0,3,0,0,0,0,0,0,0,0
restore,0,0,0,0,0,0,0,0,0,6,0
citadel,0,0,0,0,0,0,1,0,0,0,0
botanical,2,0,0,0,0,0,0,0,0,0,0
