word,ADJ,ADP,ADV,DET,NOUN,NUM,PRON,SCONJ,VERB,X
structure,0,0,0,0,29,0,0,0,0,0
define,0,0,0,0,0,0,0,0,9,0
relation,0,0,0,0,16,0,0,0,0,0
utmost,1,0,0,0,0,0,0,0,0,0
double,1,0,3,0,0,0,0,0,0,0
curved,4,0,0,0,0,0,0,0,0,0
convex,3,0,0,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,9,0
fullness,0,0,0,0,3,0,0,0,0,0
containment,0,0,0,0,1,0,0,0,0,0
enclosure,0,0,0,0,1,0,0,0,0,0
outward,1,0,0,0,0,0,0,0,0,0
pressure,0,0,0,0,9,0,0,0,0,0
force,0,0,0,0,5,0,0,0,1,0
indian,15,0,0,0,0,0,0,0,0,0
metaphysical,1,0,0,0,0,0,0,0,0,0
significance,0,0,0,0,3,0,0,0,0,0
represent,0,0,0,0,0,0,0,0,23,0
encroachment,0,0,0,0,1,0,0,0,0,0
concave,3,0,0,0,0,0,0,0,0,0
action,0,0,0,0,13,0,0,0,0,0
indicative,1,0,0,0,0,0,0,0,0,0
collapse,0,0,0,0,1,0,0,0,1,0
erosion,0,0,0,0,1,0,0,0,0,0
tend,0,0,0,0,0,0,0,0,8,0
hardness,0,0,0,0,4,0,0,0,0,0
rigidity,0,0,0,0,1,0,0,0,0,0
unbending,1,0,0,0,0,0,0,0,0,0
unyielding,1,0,0,0,0,0,0,0,0,0
unaffected,1,0,0,0,0,0,0,0,0,0
curvature,0,0,0,0,1,0,0,0,0,0
operation,0,0,0,0,2,0,0,0,0,0
receptivity,0,0,0,0,1,0,0,0,0,0
associate,0,0,0,0,0,0,0,0,15,0
growth,0,0,0,0,6,0,0,0,0,0
expansion,0,0,0,0,3,0,0,0,0,0
unlike,0,3,0,0,0,0,0,0,0,0
effect,0,0,0,0,30,0,0,0,1,0
manipulate,0,0,0,0,0,0,0,0,4,0
distribution,0,0,0,0,3,0,0,0,0,0
direction,0,0,0,0,11,0,0,0,0,0
intensity,0,0,0,0,1,0,0,0,0,0
know,0,0,0,0,0,0,0,0,48,0
site,0,0,0,0,15,0,0,0,4,0
adapt,0,0,0,0,0,0,0,0,5,0
brilliant,5,0,0,0,0,0,0,0,0,0
overhead,1,0,0,0,0,0,0,0,0,0
sunlight,0,0,0,0,1,0,0,0,0,0
demand,0,0,0,0,1,0,0,0,6,0
treatment,0,0,0,0,11,0,0,0,0,0
dim,1,0,0,0,0,0,0,0,0,0
interior,8,0,0,0,2,0,0,0,0,0
northern,7,0,0,0,0,0,0,0,0,0
medieval,20,0,0,0,0,0,0,0,0,0
cathedral,0,0,0,0,9,0,0,0,0,0
chiaroscuro,0,0,0,0,2,0,0,0,0,0
deep,3,0,0,0,0,0,0,0,0,0
prominent,7,0,0,0,0,0,0,0,0,0
highlight,0,0,0,0,0,0,0,0,1,0
late,11,0,1,0,0,0,0,0,0,0
gothic,12,0,0,0,0,0,0,0,0,0
aim,0,0,0,0,4,0,0,0,4,0
mysterious,2,0,0,0,0,0,0,0,0,0
obscurity,0,0,0,0,1,0,0,0,0,0
break,0,0,0,0,0,0,0,0,12,0
dark,4,0,0,0,0,0,0,0,0,0
greek,41,0,0,0,0,0,0,0,0,0
italian,15,0,0,0,0,0,0,0,0,0
radiantly,0,0,1,0,0,0,0,0,0,0
colouring,0,0,0,0,3,0,0,0,0,0
aware,2,0,0,0,0,0,0,0,0,0
inherent,2,0,0,0,0,0,0,0,0,0
beauty,0,0,0,0,8,0,0,0,0,0
slogan,0,0,0,0,1,0,0,0,0,0
truth,0,0,0,0,1,0,0,0,0,0
recently,0,0,5,0,0,0,0,0,0,0
tendency,0,0,0,0,4,0,0,0,0,0
bright,2,0,0,0,0,0,0,0,0,0
artificial,2,0,0,0,0,0,0,0,0,0
ancient,40,0,0,0,2,0,0,0,0,0
artificially,0,0,3,0,0,0,0,0,0,0
usually,0,0,42,0,0,0,0,0,0,0
bold,3,0,0,0,0,0,0,0,0,0
decorative,20,0,0,0,0,0,0,0,0,0
naturalistic,7,0,0,0,0,0,0,0,0,0
manner,0,0,0,0,14,0,0,0,0,0
sculptured,4,0,0,0,0,0,0,0,0,0
portal,0,0,0,0,3,0,0,0,0,0
gild,0,0,0,0,0,0,0,0,12,0
brilliance,0,0,0,0,2,0,0,0,0,0
contemporary,5,0,0,0,3,0,0,0,0,0
illuminate,0,0,0,0,0,0,0,0,1,0
manuscript,0,0,0,0,2,0,0,0,0,0
differently,0,0,2,0,0,0,0,0,0,0
gold,0,0,0,0,21,0,0,0,0,0
unknown,2,0,0,0,0,0,0,0,0,0
greatly,0,0,5,0,0,0,0,0,0,0
variously,0,0,3,0,0,0,0,0,0,0
white,14,0,0,0,2,0,0,0,0,0
gilt,0,0,0,0,1,0,0,0,0,0
façade,0,0,0,0,1,0,0,0,0,0
exterior,3,0,0,0,0,0,0,0,0,0
doubtful,1,0,0,0,0,0,0,0,0,0
universal,2,0,0,0,0,0,0,0,0,0
govern,0,0,0,0,0,0,0,0,4,0
organization,0,0,0,0,3,0,0,0,0,0
composition,0,0,0,0,27,0,0,0,0,0
distinction,0,0,0,0,3,0,0,0,0,0
largely,0,0,10,0,0,0,0,0,0,0
base,0,0,0,0,11,0,0,0,11,0
recognition,0,0,0,0,2,0,0,0,0,0
underlie,0,0,0,0,0,0,0,0,5,0
historian,0,0,0,0,2,0,0,0,0,0
attempt,0,0,0,0,4,0,0,0,3,0
romanesque,8,0,0,0,0,0,0,0,0,0
projection,0,0,0,0,8,0,0,0,0,0
centre,0,0,0,0,8,0,0,0,1,0
axis,0,0,0,0,10,0,0,0,0,0
axiality,0,0,0,0,2,0,0,0,0,0
statuary,0,0,0,0,4,0,0,0,0,0
rediscover,0,0,0,0,0,0,0,0,1,0
approach,0,0,0,0,12,0,0,0,5,0
orientation,0,0,0,0,2,0,0,0,0,0
proportion,0,0,0,0,15,0,0,0,0,0
scale,0,0,0,0,39,0,0,0,2,0
articulation,0,0,0,0,2,0,0,0,0,0
balance,0,0,0,0,6,0,0,0,1,0
describe,0,0,0,0,0,0,0,0,8,0
surrounding,0,0,0,0,5,0,0,0,0,0
scheme,0,0,0,0,4,0,0,0,0,0
reference,0,0,0,0,6,0,0,0,0,0
provide,0,0,0,0,0,0,0,0,15,0
system,0,0,0,0,4,0,0,0,0,0
imaginary,2,0,0,0,0,0,0,0,0,0
line,0,0,0,0,9,0,0,0,0,0
symmetrical,2,0,0,0,0,0,0,0,0,0
gravitational,1,0,0,0,0,0,0,0,0,0
pivot,0,0,0,0,1,0,0,0,0,0
upright,2,0,0,0,0,0,0,0,0,0
vertical,4,0,0,0,0,0,0,0,0,0
run,0,0,0,0,0,0,0,0,6,0
entire,3,0,0,0,0,0,0,0,0,0
length,0,0,0,0,4,0,0,0,0,0
rotate,0,0,0,0,0,0,0,0,1,0
tilt,0,0,0,0,0,0,0,0,3,0
position,0,0,0,0,8,0,0,0,1,0
principal,10,0,0,0,0,0,0,0,0,0
frontal,4,0,0,0,0,0,0,0,0,0
horizontal,3,0,0,0,0,0,0,0,0,0
profile,0,0,0,0,1,0,0,0,0,0
characteristic,8,0,0,0,5,0,0,0,0,0
pose,0,0,0,0,10,0,0,0,1,0
formulate,0,0,0,0,0,0,0,0,2,0
cardinal,2,0,0,0,0,0,0,0,0,0
frontality,0,0,0,0,1,0,0,0,0,0
archaic,5,0,0,0,0,0,0,0,0,0
contrapposto,0,0,0,0,2,0,0,0,0,3
part,0,0,0,0,20,0,0,0,0,0
upper,2,0,0,0,0,0,0,0,0,0
opposite,5,0,0,0,1,0,0,0,0,0
stand,0,0,0,0,0,0,0,0,19,0
period,0,0,0,0,30,0,0,0,0,0
frequently,0,0,5,0,0,0,0,0,0,0
balanced,1,0,0,0,0,0,0,0,0,0
chiastic,1,0,0,0,0,0,0,0,0,0
stance,0,0,0,0,1,0,0,0,0,0
weight,0,0,0,0,8,0,0,0,0,0
principally,0,0,2,0,0,0,0,0,0,0
leg,0,0,0,0,10,0,0,0,0,0
tension,0,0,0,0,4,0,0,0,0,0
relaxation,0,0,0,0,4,0,0,0,0,0
side,0,0,0,0,6,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,13,0
bce,0,0,0,0,28,0,0,0,0,0
hellenistic,5,0,0,0,0,0,0,0,0,0
copy,0,0,0,0,15,0,0,0,2,0
display,0,0,0,0,5,0,0,0,4,0
proportional,1,0,0,0,0,0,0,0,0,0
area,0,0,0,0,10,0,0,0,0,0
type,0,0,0,0,28,0,0,0,0,0
coexist,0,0,0,0,0,0,0,0,1,0
interact,0,0,0,0,0,0,0,0,1,0
abstract,23,0,0,0,0,0,0,0,1,0
figurative,8,0,0,0,0,0,0,0,0,0
mathematical,1,0,0,0,0,0,0,0,0,0
refinement,0,0,0,0,1,0,0,0,0,0
idealization,0,0,0,0,1,0,0,0,0,0
preoccupation,0,0,0,0,2,0,0,0,0,0
employ,0,0,0,0,0,0,0,0,18,0
iconometric,1,0,0,0,0,0,0,0,0,0
canon,0,0,0,0,1,0,0,0,0,0
african,8,0,0,0,0,0,0,0,0,0
tribal,6,0,0,0,0,0,0,0,0,0
subjective,1,0,0,0,0,0,0,0,0,0
unnatural,1,0,0,0,0,0,0,0,0,0
accommodate,0,0,0,0,0,0,0,0,1,0
elongation,0,0,0,0,2,0,0,0,0,0
enhance,0,0,0,0,0,0,0,0,2,0
otherworldliness,0,0,0,0,1,0,0,0,0,0
integrate,0,0,0,0,0,0,0,0,2,0
columnar,3,0,0,0,0,0,0,0,0,0
architecture,0,0,0,0,26,0,0,0,0,0
originate,0,0,0,0,0,0,0,0,2,0
engaged,1,0,0,0,0,0,0,0,0,0
free,11,0,1,0,0,0,0,0,2,0
bend,0,0,0,0,0,0,0,0,2,0
knee,0,0,0,0,1,0,0,0,0,0
hip,0,0,0,0,1,0,0,0,0,0
shoulder,0,0,0,0,1,0,0,0,0,0
organic,6,0,0,0,1,0,0,0,0,0
denote,0,0,0,0,0,0,0,0,1,0
drape,0,0,0,0,0,0,0,0,1,0
nude,3,0,0,0,0,0,0,0,0,0
invent,0,0,0,0,0,0,0,0,6,0
formula,0,0,0,0,3,0,0,0,0,0
alternative,0,0,0,0,2,0,0,0,0,0
stiffly,0,0,2,0,0,0,0,0,0,0
static,5,0,0,0,0,0,0,0,0,0
distribute,0,0,0,0,0,0,0,0,1,0
equally,0,0,2,0,0,0,0,0,0,0
dominate,0,0,0,0,0,0,0,0,4,0
torso,0,0,0,0,1,0,0,0,0,0
erect,4,0,0,0,0,0,0,0,2,0
ease,0,0,0,0,2,0,0,0,0,0
vastly,0,0,1,0,0,0,0,0,0,0
enlarge,0,0,0,0,0,0,0,0,1,0
possibility,0,0,0,0,4,0,0,0,0,0
occasionally,0,0,2,0,0,0,0,0,0,0
retain,0,0,0,0,0,0,0,0,3,0
bent,1,0,0,0,0,0,0,0,0,0
transform,0,0,0,0,0,0,0,0,6,0
appear,0,0,0,0,0,0,0,0,12,0
rise,0,0,0,0,0,0,0,0,5,0
ground,0,0,0,0,16,0,0,0,0,0
revive,0,0,0,0,0,0,0,0,4,0
reaction,0,0,0,0,4,0,0,0,0,0
enrich,0,0,0,0,0,0,0,0,1,0
conception,0,0,0,0,2,0,0,0,0,0
scientific,1,0,0,0,0,0,0,0,0,0
anatomical,3,0,0,0,0,0,0,0,0,0
introduce,0,0,0,0,0,0,0,0,8,0
push,0,0,0,0,1,0,0,0,2,0
forward,2,0,4,0,0,0,0,0,0,0
thrust,0,0,0,0,0,0,0,0,2,0
arm,0,0,0,0,4,0,0,0,0,0
recede,0,0,0,0,0,0,0,0,2,0
instance,0,0,0,0,6,0,0,0,0,0
baroque,6,0,0,0,0,0,0,0,0,0
elongate,0,0,0,0,0,0,0,0,1,0
spiritual,4,0,0,0,0,0,0,0,0,0
incorporate,0,0,0,0,0,0,0,0,7,0
doorway,0,0,0,0,3,0,0,0,0,0
necessary,4,0,0,0,0,0,0,0,0,0
suit,0,0,0,0,0,0,0,0,2,0
viewer,0,0,0,0,11,0,0,0,0,0
large,53,0,0,0,0,0,0,0,0,0
counteract,0,0,0,0,0,0,0,0,1,0
foreshortening,0,0,0,0,5,0,0,0,0,0
allow,0,0,0,0,0,0,0,0,6,0
intend,0,0,0,0,0,0,0,0,8,0
exhibit,0,0,0,0,0,0,0,0,5,0
eye,0,0,0,0,5,0,0,0,0,0
level,0,0,0,0,14,0,0,0,0,0
museum,0,0,0,0,8,0,0,0,0,0
complex,22,0,0,0,3,0,0,0,0,0
facade,0,0,0,0,1,0,0,0,0,0
consideration,0,0,0,0,2,0,0,0,0,0
account,0,0,0,0,1,0,0,0,1,0
outdoor,14,0,0,0,2,0,0,0,0,0
open,8,0,1,0,1,0,0,0,8,0
air,0,0,0,0,6,0,0,0,0,0
particularly,0,0,14,0,0,0,0,0,0,0
sky,0,0,0,0,1,0,0,0,0,0
massive,9,0,0,0,0,0,0,0,0,0
studio,0,0,0,0,6,0,0,0,0,0
impact,0,0,0,0,2,0,0,0,0,0
colossal,5,0,0,0,0,0,0,0,0,0
small,50,0,0,0,0,0,0,0,0,0
figurine,0,0,0,0,6,0,0,0,0,0
relative,4,0,0,0,0,0,0,0,0,0
slave,0,0,0,0,1,0,0,0,0,0
noble,0,0,0,0,2,0,0,0,0,0
hierarchic,1,0,0,0,0,0,0,0,0,0
joining,0,0,0,0,1,0,0,0,0,0
accomplish,0,0,0,0,0,0,0,0,1,0
boundary,0,0,0,0,2,0,0,0,0,0
merge,0,0,0,0,0,0,0,0,1,0
impressionistic,1,0,0,0,0,0,0,0,0,0
continuously,0,0,1,0,0,0,0,0,0,0
flow,0,0,0,0,4,0,0,0,3,0
softly,0,0,1,0,0,0,0,0,0,0
subtly,0,0,2,0,0,0,0,0,0,0
blend,0,0,0,0,0,0,0,0,2,0
smooth,7,0,0,0,0,0,0,0,5,0
blurred,1,0,0,0,0,0,0,0,0,0
transition,0,0,0,0,1,0,0,0,0,0
anatomy,0,0,0,0,3,0,0,0,0,0
male,1,0,0,0,0,0,0,0,0,0
sharply,0,0,2,0,0,0,0,0,0,0
clearly,0,0,3,0,0,0,0,0,0,0
articulate,0,0,0,0,0,0,0,0,2,0
lie,0,0,0,0,0,0,0,0,3,0
preference,0,0,0,0,1,0,0,0,0,0
distinct,2,0,0,0,0,0,0,0,0,0
subordinate,0,0,0,0,0,0,0,0,1,0
allover,1,0,0,0,0,0,0,0,0,0
render,0,0,0,0,0,0,0,0,2,0
specific,5,0,0,0,0,0,0,0,0,0
depth,0,0,0,0,10,0,0,0,0,0
degree,0,0,0,0,11,0,0,0,0,0
distortion,0,0,0,0,2,0,0,0,0,0
distance,0,0,0,0,5,0,0,0,0,0
unusual,1,0,0,0,0,0,0,0,0,0
photograph,0,0,0,0,2,0,0,0,0,0
recumbent,1,0,0,0,0,0,0,0,0,0
foot,0,0,0,0,21,0,0,0,0,0
nearest,0,1,0,0,0,0,0,0,0,0
camera,0,0,0,0,1,0,0,0,0,0
unnaturally,0,0,3,0,0,0,0,0,0,0
exactly,0,0,1,0,0,0,0,0,0,0
startling,2,0,0,0,0,0,0,0,0,0
violate,0,0,0,0,0,0,0,0,1,0
modify,0,0,0,0,0,0,0,0,1,0
slightly,0,0,4,0,0,0,0,0,0,0
assault,0,0,0,0,1,0,0,0,0,0
foreshortened,1,0,0,0,0,0,0,0,0,0
harmoniously,0,0,1,0,0,0,0,0,0,0
insofar,0,0,1,0,0,0,0,0,0,0
basically,0,0,4,0,0,0,0,0,0,0
persuasive,1,0,0,0,0,0,0,0,0,0
illusionistic,1,0,0,0,0,0,0,0,0,0
perspective,0,0,0,0,4,0,0,0,0,0
invariably,0,0,2,0,0,0,0,0,0,0
scene,0,0,0,0,11,0,0,0,0,0
equilibrium,0,0,0,0,3,0,0,0,0,0
stability,0,0,0,0,3,0,0,0,0,0
stable,3,0,0,0,0,0,0,0,0,0
firmly,0,0,4,0,0,0,0,0,0,0
easy,4,0,0,0,0,0,0,0,0,0
legged,1,0,0,0,0,0,0,0,0,0
animal,2,0,0,0,28,0,0,0,0,0
recline,0,0,0,0,0,0,0,0,7,0
tall,2,0,0,0,0,0,0,0,0,0
secure,0,0,0,0,0,0,0,0,7,0
compositional,1,0,0,0,0,0,0,0,0,0
interaction,0,0,0,0,2,0,0,0,0,0
live,1,0,0,0,0,0,0,0,7,0
muscular,1,0,0,0,0,0,0,0,0,0
adjustment,0,0,0,0,1,0,0,0,0,0
displacement,0,0,0,0,1,0,0,0,0,0
suggestion,0,0,0,0,1,0,0,0,0,0
closely,0,0,8,0,0,0,0,0,0,0
architectural,13,0,0,0,0,0,0,0,0,0
decoration,0,0,0,0,13,0,0,0,0,0
problem,0,0,0,0,7,0,0,0,0,0
effective,3,0,0,0,0,0,0,0,0,0
mexican,7,0,0,0,0,0,0,0,0,0
opening,0,0,0,0,1,0,0,0,0,0
lightening,0,0,0,0,1,0,0,0,0,0
technology,0,0,0,0,7,0,0,0,0,0
gilded,1,0,0,0,0,0,0,0,0,0
niche,0,0,0,0,4,0,0,0,0,0
mystical,1,0,0,0,0,0,0,0,0,0
ideal,4,0,0,0,3,0,0,0,0,0
drawing,0,0,0,0,7,0,0,0,0,0
engraving,0,0,0,0,5,0,0,0,0,0
painterly,1,0,0,0,0,0,0,0,0,0
borderline,0,0,0,0,1,0,0,0,0,0
pottery,0,0,0,0,25,0,0,0,0,0
metalworking,0,0,0,0,4,0,0,0,0,0
artifact,0,0,0,0,10,0,0,0,0,0
claim,0,0,0,0,1,0,0,0,1,0
today,0,0,0,0,13,0,0,0,0,0
affinity,0,0,0,0,1,0,0,0,0,0
industrial,9,0,0,0,0,0,0,0,0,0
designer,0,0,0,0,8,0,0,0,0,0
initial,1,0,0,0,0,0,0,0,0,0
stage,0,0,0,0,12,0,0,0,0,0
automobile,0,0,0,0,2,0,0,0,0,0
close,4,0,1,0,0,0,0,0,0,0
attest,0,0,0,0,0,0,0,0,1,0
readily,0,0,7,0,0,0,0,0,0,0
conservation,0,0,0,0,6,0,0,0,0,0
repair,0,0,0,0,2,0,0,0,2,0
sculpturally,0,0,2,0,0,0,0,0,0,0
virtue,0,0,0,0,3,0,0,0,0,0
availability,0,0,0,0,1,0,0,0,0,0
prove,0,0,0,0,0,0,0,0,6,0
suitable,12,0,0,0,0,0,0,0,0,0
history,0,0,0,0,11,0,0,0,0,0
practical,1,0,0,0,0,0,0,0,0,0
highly,0,0,23,0,0,0,0,0,0,0
resistant,7,0,0,0,0,0,0,0,0,0
available,11,0,0,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,1,0
block,0,0,0,0,18,0,0,0,1,0
fairly,0,0,4,0,0,0,0,0,0,0
homogeneous,2,0,0,0,0,0,0,0,0,0
chief,3,0,0,0,0,0,0,0,0,0
belong,0,0,0,0,0,0,0,0,1,0
rock,0,0,0,0,23,0,0,0,0,0
formation,0,0,0,0,4,0,0,0,0,0
igneous,2,0,0,0,0,0,0,0,0,0
cooling,0,0,0,0,1,0,0,0,0,0
molten,9,0,0,0,0,0,0,0,0,0
mineral,0,0,0,0,13,0,0,0,0,0
earth,0,0,0,0,4,0,0,0,0,0
granite,0,0,0,0,6,0,0,0,0,0
diorite,0,0,0,0,3,0,0,0,0,0
basalt,0,0,0,0,1,0,0,0,0,0
obsidian,0,0,0,0,1,0,0,0,0,0
sedimentary,5,0,0,0,0,0,0,0,0,0
sandstone,0,0,0,0,6,0,0,0,0,0
limestone,0,0,0,0,17,0,0,0,0,0
accumulate,0,0,0,0,0,0,0,0,1,0
deposit,0,0,0,0,15,0,0,0,4,0
agglomeration,0,0,0,0,1,0,0,0,0,0
particle,0,0,0,0,2,0,0,0,0,0
erode,0,0,0,0,0,0,0,0,1,0
cement,0,0,0,0,5,0,0,0,2,0
chiefly,0,0,2,0,0,0,0,0,0,0
calcareous,1,0,0,0,0,0,0,0,0,0
organism,0,0,0,0,4,0,0,0,0,0
alabaster,0,0,0,0,2,0,0,0,0,0
gypsum,0,0,0,0,9,0,0,0,0,0
chemical,7,0,0,0,3,0,0,0,0,0
suitability,0,0,0,0,1,0,0,0,0,0
pronounce,0,0,0,0,0,0,0,0,2,0
stratum,0,0,0,0,1,0,0,0,0,0
fossil,1,0,0,0,2,0,0,0,0,0
metamorphic,3,0,0,0,0,0,0,0,0,0
result,0,0,0,0,6,0,0,0,16,0
extreme,2,0,0,0,0,0,0,0,0,0
heat,0,0,0,0,10,0,0,0,8,0
recrystallize,0,0,0,0,0,0,0,0,3,0
well,0,0,15,0,0,0,0,0,0,0
roman,20,0,0,0,0,0,0,0,0,0
widely,0,0,15,0,0,0,0,0,0,0
popular,5,0,0,0,0,0,0,0,0,0
extremely,0,0,15,0,0,0,0,0,0,0
heavy,5,0,0,0,0,0,0,0,0,0
lack,0,0,0,0,2,0,0,0,6,0
tensile,4,0,0,0,0,0,0,0,0,0
strength,0,0,0,0,12,0,0,0,0,0
easily,0,0,12,0,0,0,0,0,0,0
fracture,0,0,0,0,1,0,0,0,3,0
thinly,0,0,2,0,0,0,0,0,0,0
vulnerable,1,0,0,0,0,0,0,0,0,0
pre,9,0,0,0,0,0,0,0,0,0
columbian,8,0,0,0,0,0,0,0,0,0
american,34,0,0,0,0,0,0,0,0,0
prefer,0,0,0,0,0,0,0,0,8,0
freely,0,0,3,0,0,0,0,0,0,0
openly,0,0,1,0,0,0,0,0,0,0
particular,5,0,0,0,0,0,0,0,0,0
european,7,0,0,0,0,0,0,0,0,0
freedom,0,0,0,0,9,0,0,0,0,0
virtuosity,0,0,0,0,3,0,0,0,0,0
overcome,0,0,0,0,0,0,0,0,1,0
submit,0,0,0,0,0,0,0,0,2,0
pietà,0,0,0,0,1,0,0,0,0,0
mourn,0,0,0,0,0,0,0,0,1,0
dead,3,0,1,0,0,0,0,0,0,0
architect,0,0,0,0,9,0,0,0,0,0
calcite,0,0,0,0,1,0,0,0,0,0
calcium,0,0,0,0,15,0,0,0,0,0
carbonate,0,0,0,0,11,0,0,0,0,0
beneath,0,3,0,0,0,0,0,0,0,0
skeleton,0,0,0,0,2,0,0,0,0,0
shell,0,0,0,0,11,0,0,0,0,0
marine,1,0,0,0,0,0,0,0,0,0
foraminiferan,0,0,0,0,1,0,0,0,0,0
die,0,0,0,0,1,0,0,0,4,0
million,0,0,0,0,2,2,0,0,0,0
ago,0,0,3,0,0,0,0,0,0,0
sink,0,0,0,0,0,0,0,0,3,0
ocean,0,0,0,0,2,0,0,0,0,0
floor,0,0,0,0,5,0,0,0,0,0
layer,0,0,0,0,8,0,0,0,1,0
sediment,0,0,0,0,2,0,0,0,0,0
mud,0,0,0,0,3,0,0,0,0,0
press,0,0,0,0,3,0,0,0,7,0
water,0,0,0,0,46,0,0,0,0,0
metamorphose,0,0,0,0,0,0,0,0,3,0
compact,3,0,0,0,0,0,0,0,0,0
crystalline,1,0,0,0,0,0,0,0,0,0
dolomite,0,0,0,0,1,0,0,0,0,0
magnesium,0,0,0,0,3,0,0,0,0,0
metamorphosis,0,0,0,0,2,0,0,0,0,0
cycle,0,0,0,0,5,0,0,0,0,0
commercially,0,0,1,0,0,0,0,0,0,0
polish,0,0,0,0,9,0,0,0,11,0
onyx,0,0,0,0,1,0,0,0,0,0
verd,1,0,0,0,0,0,0,0,0,0
antique,1,0,0,0,1,0,0,0,0,0
serpentine,1,0,0,0,1,0,0,0,0,0
hydrous,1,0,0,0,0,0,0,0,0,0
silicate,0,0,0,0,1,0,0,0,0,0
color,0,0,0,0,3,0,0,0,0,0
black,6,0,0,0,1,0,0,0,0,0
spectrum,0,0,0,0,2,0,0,0,0,0
impurity,0,0,0,0,1,0,0,0,0,0
silica,0,0,0,0,3,0,0,0,0,0
iron,0,0,0,0,16,0,0,0,0,0
oxide,0,0,0,0,6,0,0,0,0,0
graphite,0,0,0,0,1,0,0,0,0,0
veining,0,0,0,0,2,0,0,0,0,0
clouding,0,0,0,0,1,0,0,0,0,0
coarse,7,0,2,0,0,0,0,0,0,0
good,11,0,0,0,0,0,0,0,0,0
durable,10,0,0,0,0,0,0,0,0,0
absorb,0,0,0,0,0,0,0,0,4,0
nonporous,2,0,0,0,0,0,0,0,0,0
grain,0,0,0,0,4,0,0,0,2,0
moisture,0,0,0,0,5,0,0,0,0,0
fire,0,0,0,0,5,0,0,0,16,0
fireproof,1,0,0,0,0,0,0,0,0,0
column,0,0,0,0,12,0,0,0,0,0
wall,0,0,0,0,20,0,0,0,0,0
step,0,0,0,0,3,0,0,0,0,0
decorate,0,0,0,0,0,0,0,0,25,0
tabletop,0,0,0,0,1,0,0,0,0,0
fireplace,0,0,0,0,1,0,0,0,0,0
react,0,0,0,0,0,0,0,0,2,0
acid,1,0,0,0,8,0,0,0,0,0
soluble,4,0,0,0,0,0,0,0,0,0
salt,0,0,0,0,18,0,0,0,0,0
wash,0,0,0,0,0,0,0,0,1,0
away,0,7,14,0,0,0,0,0,0,0
moist,3,0,0,0,0,0,0,0,0,0
rain,0,0,0,0,3,0,0,0,0,0
acidic,3,0,0,0,0,0,0,0,0,0
atmospheric,3,0,0,0,0,0,0,0,0,0
gas,0,0,0,0,6,0,0,0,0,0
carbon,0,0,0,0,3,0,0,0,0,0
dioxide,0,0,0,0,4,0,0,0,0,0
sulfur,0,0,0,0,5,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,7,0
degrade,0,0,0,0,0,0,0,0,1,0
wear,0,0,0,0,0,0,0,0,6,0
weathering,0,0,0,0,4,0,0,0,0,0
pronounced,1,0,0,0,0,0,0,0,0,0
concentration,0,0,0,0,2,0,0,0,0,0
metope,0,0,0,0,2,0,0,0,0,0
pentelic,2,0,0,0,0,0,0,0,0,0
prize,0,0,0,0,0,0,0,0,3,0
parian,1,0,0,0,0,0,0,0,0,0
famous,8,0,0,0,0,0,0,0,0,0
build,0,0,0,0,0,0,0,0,16,0
cover,0,0,0,0,2,0,0,0,9,0
favor,0,0,0,0,0,0,0,0,2,0
producer,0,0,0,0,1,0,0,0,0,0
country,0,0,0,0,8,0,0,0,0,0
quarry,0,0,0,0,2,0,0,0,4,0
ton,0,0,0,0,2,0,0,0,0,0
historically,0,0,3,0,0,0,0,0,0,0
slab,0,0,0,0,3,0,0,0,0,0
delightful,1,0,0,0,0,0,0,0,0,0
finish,0,0,0,0,13,0,0,0,12,0
broad,6,0,0,0,0,0,0,0,0,0
translucent,2,0,0,0,0,0,0,0,0,0
glow,0,0,0,0,0,0,0,0,1,0
respond,0,0,0,0,0,0,0,0,7,0
brilliantly,0,0,1,0,0,0,0,0,0,0
pepper,0,0,0,0,1,0,0,0,0,0
glint,0,0,0,0,0,0,0,0,1,0
mica,0,0,0,0,1,0,0,0,0,0
quartz,0,0,0,0,2,0,0,0,0,0
crystal,0,0,0,0,8,0,0,0,0,0
predominantly,0,0,1,0,0,0,0,0,0,0
gray,3,0,0,0,1,0,0,0,0,0
pink,1,0,0,0,2,0,0,0,0,0
red,7,0,0,0,3,0,0,0,0,0
warmly,0,0,1,0,0,0,0,0,0,0
buff,2,0,0,0,1,0,0,0,0,0
richly,0,0,3,0,0,0,0,0,0,0
variegate,0,0,0,0,0,0,0,0,1,0
chinese,9,0,0,0,0,0,0,0,0,0
jade,0,0,0,0,3,0,0,0,0,0
dynasty,0,0,0,0,5,0,0,0,0,0
horse,0,0,0,0,9,0,0,0,0,0
hardstone,0,0,0,0,4,0,0,0,0,0
semiprecious,1,0,0,0,0,0,0,0,0,0
working,0,0,0,0,4,0,0,0,0,0
precious,6,0,0,0,0,0,0,0,0,0
gemstone,0,0,0,0,1,0,0,0,0,0
glyptic,2,0,0,0,1,0,0,0,0,0
gem,0,0,0,0,2,0,0,0,0,0
lapidary,1,0,0,0,0,0,0,0,0,0
steel,0,0,0,0,16,0,0,0,0,0
