word,ADJ,ADP,ADV,DET,NOUN,NUM,SCONJ,VERB
balance,0,0,0,0,0,0,0,1
desire,0,0,0,0,1,0,0,0
expensive,1,0,0,0,0,0,0,0
simply,0,0,1,0,0,0,0,0
unable,1,0,0,0,0,0,0,0
afford,0,0,0,0,0,0,0,2
safely,0,0,1,0,0,0,0,0
rigid,1,0,0,0,0,0,0,0
framework,0,0,0,0,1,0,0,0
allow,0,0,0,0,0,0,0,1
hang,0,0,0,0,0,0,0,1
central,1,0,0,0,0,0,0,0
column,0,0,0,0,1,0,0,0
firmly,0,0,1,0,0,0,0,0
root,0,0,0,0,0,0,0,1
rocker,0,0,0,0,1,0,0,0
absorber,0,0,0,0,1,0,0,0
foundation,0,0,0,0,1,0,0,0
bamboo,0,0,0,0,1,0,0,0
wood,0,0,0,0,1,0,0,0
screen,0,0,0,0,1,0,0,0
likely,2,0,0,0,0,0,0,0
hurt,0,0,0,0,0,0,0,1
brick,0,0,0,0,1,0,0,0
disastrous,1,0,0,0,0,0,0,0
armenian,1,0,0,0,0,0,0,0
worst,0,0,1,0,0,0,0,0
adviser,0,0,0,0,1,0,0,0
recommend,0,0,0,0,0,0,0,1
relation,0,0,0,0,1,0,0,0
reason,0,0,0,0,2,0,0,0
active,1,0,0,0,0,0,0,0
frequent,2,0,0,0,0,0,0,0
stress,0,0,0,0,1,0,0,0
slip,0,0,0,0,0,0,0,1
able,2,0,0,0,0,0,0,0
predict,0,0,0,0,0,0,0,1
accurately,0,0,1,0,0,0,0,0
example,0,0,0,0,1,0,0,0
vague,1,0,0,0,0,0,0,0
clearly,0,0,1,0,0,0,0,0
air,0,0,0,0,1,0,0,0
approximate,1,0,0,0,0,0,0,0
frequency,0,0,0,0,1,0,0,0
size,0,0,0,0,1,0,0,0
rating,0,0,0,0,1,0,0,0
evacuation,0,0,0,0,3,0,0,0
natural,1,0,0,0,0,0,0,0
predictable,1,0,0,0,0,0,0,0
prepare,0,0,0,0,0,0,0,1
plan,0,0,0,0,2,0,0,0
minimize,0,0,0,0,0,0,0,1
rarely,0,0,1,0,0,0,0,0
rehearse,0,0,0,0,0,0,0,1
action,0,0,0,0,1,0,0,0
shatter,0,0,0,0,0,0,0,1
plunge,0,0,0,0,0,0,0,1
bay,0,0,0,0,1,0,0,0
power,0,0,0,0,3,0,0,0
unleash,0,0,0,0,0,0,0,2
control,0,0,0,0,0,0,0,1
prevent,0,0,0,0,0,0,0,1
equivalent,1,0,0,0,0,0,0,0
explosive,1,0,0,0,0,0,0,0
nuclear,1,0,0,0,0,0,0,0
bomb,0,0,0,0,1,0,0,0
deadly,1,0,0,0,0,0,0,0
