word,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PUNCT,SCONJ,VERB,X
likely,0,0,2,0,0,0,0,0,0,0,0
remove,0,0,0,0,0,0,0,0,0,1,0
consist,0,0,0,0,0,0,0,0,0,10,0
drawing,0,0,0,0,0,2,0,0,0,0,0
overall,2,0,1,0,0,0,0,0,0,0,0
stationary,1,0,0,0,0,0,0,0,0,0,0
perspective,0,0,0,0,0,1,0,0,0,0,0
dramatically,0,0,1,0,0,0,0,0,0,0,0
extrasolar,1,0,0,0,0,0,0,0,0,0,0
indirect,2,0,0,0,0,0,0,0,0,0,0
method,0,0,0,0,0,3,0,0,0,0,0
analyze,0,0,0,0,0,0,0,0,0,2,0
slight,3,0,0,0,0,0,0,0,0,0,0
parent,0,0,0,0,0,1,0,0,0,0,0
response,0,0,0,0,0,1,0,0,0,0,0
tug,0,0,0,0,0,1,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,12,0
faint,1,0,0,0,0,0,0,0,0,0,0
place,0,0,0,0,0,6,0,0,0,1,0
nearby,1,0,0,0,0,0,0,0,0,0,0
neighbor,0,0,0,0,0,1,0,0,0,0,0
gigantic,2,0,0,0,0,0,0,0,0,0,0
disklike,1,0,0,0,0,0,0,0,0,0,0
galaxy,0,0,0,0,0,3,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,0,5,0
billion,0,0,0,0,0,5,12,0,0,0,0
trillion,0,0,0,0,0,0,3,0,0,0,0
period,0,0,0,0,0,7,0,0,0,0,0
take,0,0,0,0,0,0,0,0,0,5,0
complete,0,0,0,0,0,0,0,0,0,1,0
observable,1,0,0,0,0,0,0,0,0,0,0
apart,0,0,3,0,0,0,0,0,0,0,0
scatter,0,0,0,0,0,0,0,0,0,3,0
land,0,0,0,0,0,11,0,0,0,5,0
intensive,1,0,0,0,0,0,0,0,0,0,0
bulk,0,0,0,0,0,1,0,0,0,0,0
direct,1,0,0,0,0,0,0,0,0,0,0
determine,0,0,0,0,0,0,0,0,0,5,0
beneath,0,9,0,0,0,0,0,0,0,0,0
inside,0,4,1,0,0,0,0,0,0,0,0
imagine,0,0,0,0,0,0,0,0,0,1,0
drill,0,0,0,0,0,0,0,0,0,1,0
literally,0,0,1,0,0,0,0,0,0,0,0
barely,0,0,1,0,0,0,0,0,0,0,0
scratch,0,0,0,0,0,0,0,0,0,1,0
deal,0,0,0,0,0,3,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,0,1,0
interior,1,0,0,0,0,4,0,0,0,0,0
approach,0,0,0,0,0,2,0,0,0,1,0
consider,0,0,0,0,0,0,0,0,0,6,0
average,9,0,0,0,0,1,0,0,0,2,0
density,0,0,0,0,0,9,0,0,0,0,0
chemical,3,0,0,0,0,5,0,0,0,0,0
conveniently,0,0,1,0,0,0,0,0,0,0,0
volcano,0,0,0,0,0,5,0,0,0,0,0
vibration,0,0,0,0,0,1,0,0,0,0,0
seismic,4,0,0,0,0,0,0,0,0,0,0
wave,0,0,0,0,0,35,0,0,0,0,0
produce,0,0,0,0,0,0,0,0,0,11,0
source,0,0,0,0,0,2,0,0,0,0,0
earthquake,0,0,0,0,0,6,0,0,0,0,0
manmade,1,0,0,0,0,0,0,0,0,0,0
weapon,0,0,0,0,0,1,0,0,0,0,0
kilogram,0,0,0,0,0,6,0,0,0,0,0
weigh,0,0,0,0,0,0,0,0,0,5,0
ton,0,0,0,0,0,2,0,0,0,0,0
combine,0,0,0,0,0,0,0,0,0,4,0
volume,0,0,0,0,0,2,0,0,0,0,0
gram,0,0,0,0,0,4,0,0,0,0,0
cubic,12,0,0,0,0,0,0,0,0,0,0
centimeter,0,0,0,0,0,6,0,0,0,0,0
typical,2,0,0,0,0,0,0,0,0,0,0
nickel,0,0,0,0,0,4,0,0,0,0,0
respectively,0,0,1,0,0,0,0,0,0,0,0
commonly,0,0,4,0,0,0,0,0,0,0,0
meteorite,0,0,0,0,0,2,0,0,0,0,0
raw,1,0,0,0,0,0,0,0,0,0,0
mixture,0,0,0,0,0,1,0,0,0,0,0
furthermore,0,0,1,0,0,0,0,0,0,0,0
sink,0,0,0,0,0,0,0,0,0,5,0
disturb,0,0,0,0,0,0,0,0,0,1,0
record,0,0,0,0,0,1,0,0,0,3,0
seismometer,0,0,0,0,0,2,0,0,0,0,0
rayleigh,0,0,0,0,0,1,0,0,0,0,0
roll,0,0,0,0,0,0,0,0,0,1,0
love,0,0,0,0,0,1,0,0,0,0,0
vibrate,0,0,0,0,0,0,0,0,0,1,0
east,1,0,1,0,0,5,0,0,0,0,0
west,1,0,1,0,0,5,0,0,0,0,0
northward,1,0,0,0,0,0,0,0,0,0,0
damage,0,0,0,0,0,2,0,0,0,0,0
building,0,0,0,0,0,1,0,0,0,0,0
downward,0,0,1,0,0,0,0,0,0,0,0
type,0,0,0,0,0,13,0,0,0,0,0
primary,4,0,0,0,0,0,0,0,0,0,0
push,0,0,0,0,0,0,0,0,0,2,0
parallel,1,0,0,0,0,0,0,0,0,0,0
secondary,1,0,0,0,0,0,0,0,0,0,0
perpendicular,1,0,0,0,0,0,0,0,0,0,0
fast,1,0,3,0,0,0,0,0,0,0,0
arrive,0,0,0,0,0,0,0,0,0,1,0
arrival,0,0,0,0,0,2,0,0,0,0,0
bend,0,0,0,0,0,0,0,0,0,1,0
refract,0,0,0,0,0,0,0,0,0,2,0
reflect,0,0,0,0,0,0,0,0,0,6,0
encounter,0,0,0,0,0,0,0,0,0,1,0
carefully,0,0,1,0,0,0,0,0,0,0,0
datum,0,0,0,0,0,3,0,0,0,0,0
thousand,0,0,0,0,0,6,1,0,0,0,0
globe,0,0,0,0,0,3,0,0,0,0,0
detailed,1,0,0,0,0,0,0,0,0,0,0
tomography,0,0,0,0,0,3,0,0,0,0,0
similar,7,0,0,0,0,0,0,0,0,0,0
use,0,0,0,0,0,3,0,0,0,2,0
ultrasonic,1,0,0,0,0,0,0,0,0,0,0
sound,0,0,0,0,0,1,0,0,0,1,0
unborn,1,0,0,0,0,0,0,0,0,0,0
baby,0,0,0,0,0,1,0,0,0,0,0
compute,0,0,0,0,0,0,0,0,0,1,0
ray,0,0,0,0,0,5,0,0,0,0,0
scan,0,0,0,0,0,1,0,0,0,0,0
diagnose,0,0,0,0,0,0,0,0,0,1,0
medical,1,0,0,0,0,0,0,0,0,0,0
notable,2,0,0,0,0,0,0,0,0,0,0
word,0,0,0,0,0,3,0,0,0,0,0
absent,1,0,0,0,0,0,0,0,0,0,0
indicate,0,0,0,0,0,0,0,0,0,5,0
existence,0,0,0,0,0,2,0,0,0,0,0
refraction,0,0,0,0,0,1,0,0,0,0,0
diagram,0,0,0,0,0,5,0,0,0,0,0
page,0,0,0,0,0,1,0,0,0,0,0
readily,0,0,3,0,0,0,0,0,0,0,0
yield,0,0,0,0,0,0,0,0,0,1,0
outermost,3,0,0,0,0,0,0,0,0,0,0
low,13,0,1,0,0,0,0,0,0,0,0
somewhat,0,0,4,0,0,0,0,0,0,0,0
partially,0,0,2,0,0,0,0,0,0,0,0
boundary,0,0,0,0,0,3,0,0,0,0,0
discontinuity,0,0,0,0,0,2,0,0,0,0,0
name,0,0,0,0,0,1,0,0,0,1,0
croatian,1,0,0,0,0,0,0,0,0,0,0
seismologist,0,0,0,0,0,1,0,0,0,0,0
depth,0,0,0,0,0,6,0,0,0,0,0
little,10,0,1,0,0,0,0,0,0,0,0
continental,4,0,0,0,0,0,0,0,0,0,0
simplified,1,0,0,0,0,0,0,0,0,0,0
left,1,0,0,0,0,1,0,0,0,0,0
right,1,0,2,0,0,2,0,0,0,0,0
radiate,0,0,0,0,0,0,0,0,0,3,0
follow,0,0,0,0,0,0,0,0,0,5,0
thick,4,0,0,0,0,0,0,0,0,0,0
mark,0,0,0,0,0,0,0,0,0,1,0
half,2,0,1,0,7,5,0,0,0,0,0
lithosphere,0,0,0,0,0,9,0,0,0,0,0
lithos,0,0,0,0,0,1,0,0,0,0,0
temperature,0,0,0,0,0,20,0,0,0,0,0
partly,0,0,4,0,0,0,0,0,0,0,0
beginning,0,0,0,0,0,3,0,0,0,0,0
asthenosphere,0,0,0,0,0,1,0,0,0,0,0
rigid,3,0,0,0,0,0,0,0,0,0,0
plastic,1,0,0,0,0,0,0,0,0,0,0
gradual,2,0,0,0,0,0,0,0,0,0,0
extend,0,0,0,0,0,0,0,0,0,3,0
liquefy,0,0,0,0,0,0,0,0,0,1,0
lack,0,0,0,0,0,3,0,0,0,0,0
percent,0,0,0,0,0,24,0,0,0,0,0
sulfur,0,0,0,0,0,2,0,0,0,0,0
mix,0,0,0,0,0,0,0,0,0,3,0
make,0,0,0,0,0,0,0,0,0,11,0
finally,0,0,2,0,0,0,0,0,0,0,0
inner,1,0,0,0,0,0,0,0,0,0,0
extremely,0,0,3,0,0,0,0,0,0,0,0
thin,6,0,0,0,0,0,0,0,0,0,0
rocky,6,0,0,0,0,0,0,0,0,0,0
subdivide,0,0,0,0,0,0,0,0,0,1,0
accord,0,0,0,0,0,0,0,0,0,1,0
uppermost,1,0,0,0,0,0,0,0,0,0,0
zone,0,0,0,0,0,6,0,0,0,0,0
overlie,0,0,0,0,0,0,0,0,0,1,0
largely,0,0,8,0,0,0,0,0,0,0,0
ball,0,0,0,0,0,1,0,0,0,0,0
mineral,1,0,0,0,0,11,0,0,0,0,0
single,1,0,0,0,0,0,0,0,0,0,0
gold,0,0,0,0,0,1,0,0,0,0,0
copper,0,0,0,0,0,1,0,0,0,0,0
compound,0,0,0,0,0,4,0,0,0,0,0
combination,0,0,0,0,0,1,0,0,0,0,0
definite,2,0,0,0,0,0,0,0,0,0,0
precisely,0,0,1,0,0,0,0,0,0,0,0
crystal,0,0,0,0,0,3,0,0,0,0,0
arrangement,0,0,0,0,0,1,0,0,0,0,0
atom,0,0,0,0,0,5,0,0,0,0,0
common,4,0,0,0,0,0,0,0,0,0,0
silicon,0,0,0,0,0,1,0,0,0,0,0
silicate,1,0,0,0,0,2,0,0,0,0,0
quartz,0,0,0,0,0,1,0,0,0,0,0
upper,3,0,0,0,0,0,0,0,0,0,0
less,1,0,0,0,0,0,0,0,0,0,0
aluminum,0,0,0,0,0,1,0,0,0,0,0
calcium,0,0,0,0,0,5,0,0,0,0,0
sodium,0,0,0,0,0,2,0,0,0,0,0
potassium,0,0,0,0,0,1,0,0,0,0,0
magnesium,0,0,0,0,0,1,0,0,0,0,0
igneous,5,0,0,0,0,0,0,0,0,0,0
solidify,0,0,0,0,0,0,0,0,0,2,0
magma,0,0,0,0,0,6,0,0,0,0,0
volcanic,6,0,0,0,0,0,0,0,0,0,0
action,0,0,0,0,0,2,0,0,0,0,0
lava,0,0,0,0,0,7,0,0,0,0,0
cool,2,0,0,0,0,0,0,0,0,6,0
grow,0,0,0,0,0,0,0,0,0,4,0
process,0,0,0,0,0,8,0,0,0,0,0
coarse,1,0,3,0,0,0,0,0,0,0,0
grained,6,0,0,0,0,0,0,0,0,0,0
granite,0,0,0,0,0,2,0,0,0,0,0
gabbro,0,0,0,0,0,2,0,0,0,0,0
depend,0,0,0,0,0,0,0,0,0,3,0
distinguish,0,0,0,0,0,0,0,0,0,1,0
quickly,0,0,5,0,0,0,0,0,0,0,0
chance,0,0,0,0,0,1,0,0,0,0,0
fine,1,0,3,0,0,0,0,0,0,0,0
rhyolite,0,0,0,0,0,1,0,0,0,0,0
equivalent,0,0,0,0,0,3,0,0,0,0,0
basalt,0,0,0,0,0,3,0,0,0,0,0
rapidly,0,0,2,0,0,0,0,0,0,0,0
bubble,0,0,0,0,0,1,0,0,0,0,0
harden,0,0,0,0,0,0,0,0,0,2,0
porous,3,0,0,0,0,0,0,0,0,0,0
pumice,0,0,0,0,0,1,0,0,0,0,0
glass,0,0,0,0,0,1,0,0,0,0,0
obsidian,0,0,0,0,0,1,0,0,0,0,0
tower,0,0,0,0,0,0,0,0,0,1,0
column,0,0,0,0,0,3,0,0,0,0,0
unusual,2,0,0,0,0,0,0,0,0,0,0
formation,0,0,0,0,0,7,0,0,0,0,0
national,1,0,0,0,0,0,0,0,0,0,0
monument,0,0,0,0,0,1,0,0,0,0,0
central,2,0,0,0,0,0,0,0,0,0,0
fill,0,0,0,0,0,0,0,0,0,3,0
valley,0,0,0,0,0,3,0,0,0,0,0
floor,0,0,0,0,0,2,0,0,0,0,0
crack,0,0,0,0,0,0,0,0,0,1,0
sided,1,0,0,0,0,0,0,0,0,0,0
glacier,0,0,0,0,0,3,0,0,0,0,0
side,0,0,0,0,0,2,0,0,0,0,0
metamorphic,4,0,0,0,0,0,0,0,0,0,0
heat,0,0,0,0,0,4,0,0,0,1,0
original,3,0,0,0,0,0,0,0,0,0,0
sedimentary,14,0,0,0,0,0,0,0,0,0,0
hot,4,0,0,0,0,0,0,0,0,0,0
lateral,1,0,0,0,0,0,0,0,0,0,0
limestone,0,0,0,0,0,2,0,0,0,0,0
marble,0,0,0,0,0,1,0,0,0,0,0
stress,0,0,0,0,0,2,0,0,0,0,0
grain,0,0,0,0,0,2,0,0,0,0,0
shale,0,0,0,0,0,3,0,0,0,0,0
slate,0,0,0,0,0,2,0,0,0,0,0
continue,0,0,0,0,0,0,0,0,0,4,0
phyllite,0,0,0,0,0,1,0,0,0,0,0
schist,0,0,0,0,0,1,0,0,0,0,0
appearance,0,0,0,0,0,2,0,0,0,0,0
hard,1,0,1,0,0,0,0,0,0,0,0
compact,1,0,0,0,0,0,0,0,0,1,0
soft,2,0,3,0,0,0,0,0,0,0,0
grainy,1,0,0,0,0,0,0,0,0,0,0
sandstone,0,0,0,0,0,3,0,0,0,0,0
weathering,0,0,0,0,0,2,0,0,0,0,0
hide,0,0,0,0,0,0,0,0,0,1,0
soil,0,0,0,0,0,9,0,0,0,0,0
convenience,0,0,0,0,0,1,0,0,0,0,0
divide,0,0,0,0,0,0,0,0,0,4,0
group,0,0,0,0,0,2,0,0,0,0,0
clastic,2,0,0,0,0,0,0,0,0,0,0
crystalline,3,0,0,0,0,0,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,3,0
sediment,0,0,0,0,0,2,0,0,0,0,0
fragment,0,0,0,0,0,3,0,0,0,0,0
cement,0,0,0,0,0,1,0,0,0,3,0
precipitate,0,0,0,0,0,0,0,0,0,1,0
solution,0,0,0,0,0,2,0,0,0,0,0
erosion,0,0,0,0,0,1,0,0,0,0,0
create,0,0,0,0,0,0,0,0,0,2,0
spectacular,2,0,0,0,0,0,0,0,0,0,0
sand,0,0,0,0,0,2,0,0,0,0,0
expose,0,0,0,0,0,0,0,0,0,2,0
area,0,0,0,0,0,14,0,0,0,0,0
mountain,0,0,0,0,0,7,0,0,0,0,0
transport,0,0,0,0,0,0,0,0,0,1,0
river,0,0,0,0,0,6,0,0,0,0,0
settle,0,0,0,0,0,0,0,0,0,3,0
silt,0,0,0,0,0,1,0,0,0,0,0
clay,0,0,0,0,0,1,0,0,0,0,0
deposit,0,0,0,0,0,2,0,0,0,2,0
nearer,0,1,0,0,0,0,0,0,0,0,0
shore,0,0,0,0,0,2,0,0,0,0,0
pebble,0,0,0,0,0,2,0,0,0,0,0
cobble,0,0,0,0,0,1,0,0,0,0,0
shoreline,0,0,0,0,0,1,0,0,0,0,0
accumulate,0,0,0,0,0,0,0,0,0,2,0
squeeze,0,0,0,0,0,0,0,0,0,1,0
cementing,0,0,0,0,0,1,0,0,0,0,0
agent,0,0,0,0,0,1,0,0,0,0,0
carbonate,0,0,0,0,0,5,0,0,0,0,0
silica,0,0,0,0,0,1,0,0,0,0,0
oxide,0,0,0,0,0,1,0,0,0,0,0
bind,0,0,0,0,0,0,0,0,0,1,0
significance,0,0,0,0,0,1,0,0,0,0,0
resource,0,0,0,0,0,1,0,0,0,0,0
coal,0,0,0,0,0,3,0,0,0,0,0
petroleum,0,0,0,0,0,1,0,0,0,0,0
geologist,0,0,0,0,0,2,0,0,0,0,0
reconstruct,0,0,0,0,0,0,0,0,0,1,0
geography,0,0,0,0,0,1,0,0,0,0,0
distribution,0,0,0,0,0,1,0,0,0,0,0
stratum,0,0,0,0,0,1,0,0,0,0,0
correlate,0,0,0,0,0,0,0,0,0,1,0
sequence,0,0,0,0,0,1,0,0,0,0,0
enable,0,0,0,0,0,0,0,0,0,2,0
particular,3,0,0,0,0,0,0,0,0,0,0
geologic,4,0,0,0,0,0,0,0,0,0,0
fossil,3,0,0,0,0,5,0,0,0,0,0
establish,0,0,0,0,0,0,0,0,0,2,0
represent,0,0,0,0,0,0,0,0,0,1,0
respective,1,0,0,0,0,0,0,0,0,0,0
imprint,0,0,0,0,0,1,0,0,0,0,0
organism,0,0,0,0,0,6,0,0,0,0,0
exclusively,0,0,1,0,0,0,0,0,0,0,0
skeleton,0,0,0,0,0,1,0,0,0,0,0
shell,0,0,0,0,0,4,0,0,0,0,0
woody,1,0,0,0,0,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,3,0
circumstance,0,0,0,0,0,1,0,0,0,0,0
tissue,0,0,0,0,0,1,0,0,0,0,0
conglomerate,0,0,0,0,0,1,0,0,0,0,0
open,2,0,0,0,0,0,0,0,0,0,0
dead,3,0,0,0,0,0,0,0,0,0,0
shallow,2,0,0,0,0,0,0,0,0,0,0
inland,0,0,0,0,0,1,0,0,0,0,0
access,0,0,0,0,0,1,0,0,0,0,0
restrict,0,0,0,0,0,0,0,0,0,2,0
cut,0,0,0,0,0,0,0,0,0,2,0
evaporate,0,0,0,0,0,0,0,0,0,7,0
gypsum,0,0,0,0,0,1,0,0,0,0,0
salt,0,0,0,0,0,6,0,0,0,0,0
especially,0,0,3,0,0,0,0,0,0,0,0
sphere,0,0,0,0,0,4,0,0,0,0,0
scheme,0,0,0,0,0,1,0,0,0,0,0
hydrosphere,0,0,0,0,0,10,0,0,0,0,0
biosphere,0,0,0,0,0,7,0,0,0,0,0
cling,0,0,0,0,0,0,0,0,0,1,0
have,0,0,0,0,0,0,0,0,0,2,0
gravitationally,0,0,2,0,0,0,0,0,0,0,0
rest,0,0,0,0,0,5,0,0,0,0,0
molecule,0,0,0,0,0,4,0,0,0,0,0
escape,0,0,0,0,0,0,0,0,0,1,0
fortunately,0,0,1,0,0,0,0,0,0,0,0
massive,1,0,0,0,0,0,0,0,0,0,0
leakage,0,0,0,0,0,1,0,0,0,0,0
loss,0,0,0,0,0,1,0,0,0,0,0
successful,2,0,0,0,0,0,0,0,0,0,0
virtually,0,0,1,0,0,0,0,0,0,0,0
gigaton,0,0,0,0,0,15,0,0,0,0,0
metric,1,0,0,0,0,0,0,0,0,0,0
pound,0,0,0,0,0,6,0,0,0,0,0
impressive,1,0,0,0,0,0,0,0,0,0,0
inch,0,0,0,0,0,4,0,0,0,0,0
thickness,0,0,0,0,0,3,0,0,0,0,0
sheet,0,0,0,0,0,1,0,0,0,0,0
paper,0,0,0,0,0,1,0,0,0,0,0
luminous,1,0,0,0,0,0,0,0,0,0,0
dark,9,0,0,0,0,0,0,0,0,0,0
sunset,0,0,0,0,0,4,0,0,0,0,0
orange,1,0,0,0,0,1,0,0,0,0,0
red,3,0,0,0,0,0,0,0,0,0,0
troposphere,0,0,0,0,0,4,0,0,0,0,0
blue,3,0,0,0,0,0,0,0,0,0,0
stratosphere,0,0,0,0,0,7,0,0,0,0,0
dry,4,0,0,0,0,0,0,0,0,0,0
nitrogen,0,0,0,0,0,1,0,0,0,0,0
argon,0,0,0,0,0,2,0,0,0,0,0
methane,0,0,0,0,0,4,0,0,0,0,0
notice,0,0,0,0,0,0,0,0,0,1,0
vapor,0,0,0,0,0,9,0,0,0,0,0
usually,0,0,2,0,0,0,0,0,0,0,0
uniform,1,0,0,0,0,0,0,0,0,0,0
height,0,0,0,0,0,10,0,0,0,0,0
ozone,0,0,0,0,0,5,0,0,0,0,0
vital,3,0,0,0,0,0,0,0,0,0,0
absorb,0,0,0,0,0,0,0,0,0,1,0
harmful,1,0,0,0,0,0,0,0,0,0,0
ultraviolet,1,0,0,0,0,1,0,0,0,0,0
reduce,0,0,0,0,0,0,0,0,0,2,0
recent,2,0,0,0,0,0,0,0,0,0,0
decade,0,0,0,0,0,5,0,0,0,0,0
reaction,0,0,0,0,0,1,0,0,0,0,0
man,0,0,0,0,0,3,0,0,0,0,0
chlorofluorocarbon,0,0,0,0,0,1,0,0,0,0,0
commerce,0,0,0,0,0,1,0,0,0,0,0
industry,0,0,0,0,0,1,0,0,0,0,0
production,0,0,0,0,0,1,0,0,0,0,0
greatly,0,0,3,0,0,0,0,0,0,0,0
hope,0,0,0,0,0,0,0,0,0,1,0
slightly,0,0,2,0,0,0,0,0,0,0,0
tropic,0,0,0,0,0,2,0,0,0,0,0
approximately,0,0,1,0,0,0,0,0,0,0,0
tropopause,0,0,0,0,0,1,0,0,0,0,0
weather,0,0,0,0,0,4,0,0,0,0,0
precipitation,0,0,0,0,0,5,0,0,0,0,0
yellow,1,0,0,0,0,0,0,0,0,0,0
altitude,0,0,0,0,0,5,0,0,0,0,0
black,4,0,0,0,0,0,0,0,0,0,0
decrease,0,0,0,0,0,0,0,0,0,2,0
stay,0,0,0,0,0,0,0,0,0,2,0
begin,0,0,0,0,0,0,0,0,0,2,0
warmth,0,0,0,0,0,1,0,0,0,0,0
freezing,0,0,0,0,0,1,0,0,0,0,0
interception,0,0,0,0,0,1,0,0,0,0,0
energy,0,0,0,0,0,6,0,0,0,0,0
stable,1,0,0,0,0,0,0,0,0,0,0
mixing,0,0,0,0,0,1,0,0,0,0,0
dust,0,0,0,0,0,2,0,0,0,0,0
stuck,1,0,0,0,0,0,0,0,0,0,0
stratopause,0,0,0,0,0,1,0,0,0,0,0
mesosphere,0,0,0,0,0,1,0,0,0,0,0
fall,0,0,0,0,0,1,0,0,0,8,0
bottom,0,0,0,0,0,0,0,0,0,1,0
mesopause,0,0,0,0,0,1,0,0,0,0,0
thermosphere,0,0,0,0,0,2,0,0,0,0,0
mislead,0,0,0,0,0,0,0,0,0,1,0
feel,0,0,0,0,0,0,0,0,0,1,0
ion,0,0,0,0,0,1,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,5,0
exosphere,0,0,0,0,0,1,0,0,0,0,0
rarified,1,0,0,0,0,0,0,0,0,0,0
helium,0,0,0,0,0,2,0,0,0,0,0
merge,0,0,0,0,0,0,0,0,0,1,0
vacuum,0,0,0,0,0,1,0,0,0,0,0
interplanetary,1,0,0,0,0,0,0,0,0,0,0
considerably,0,0,1,0,0,0,0,0,0,0,0
level,0,0,0,0,0,6,0,0,0,0,0
square,4,0,0,0,0,0,0,0,0,0,0
newton,0,0,0,0,0,1,0,0,0,0,0
unit,0,0,0,0,0,1,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,1,0
fourth,0,0,0,0,0,1,0,0,0,0,0
difference,0,0,0,0,0,3,0,0,0,0,0
heating,0,0,0,0,0,1,0,0,0,0,0
redistribute,0,0,0,0,0,0,0,0,0,2,0
infrared,1,0,0,0,0,0,0,0,0,0,0
circulation,0,0,0,0,0,1,0,0,0,0,0
discern,0,0,0,0,0,0,0,0,0,1,0
expand,0,0,0,0,0,0,0,0,0,1,0
upward,0,0,1,0,0,0,0,0,0,0,0
rain,0,0,0,0,0,4,0,0,0,0,0
wet,1,0,0,0,0,0,0,0,0,0,0
poleward,0,0,2,0,0,0,0,0,0,0,0
rotation,0,0,0,0,0,3,0,0,0,0,0
play,0,0,0,0,0,1,0,0,0,5,0
middle,2,0,0,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,7,0,0,0,0,0
hemisphere,0,0,0,0,0,1,0,0,0,0,0
trade,0,0,0,0,0,3,0,0,0,0,0
blow,0,0,0,0,0,0,0,0,0,2,0
northeast,0,0,0,0,0,2,0,0,0,0,0
southeast,0,0,0,0,0,2,0,0,0,0,0
warm,6,0,0,0,0,0,0,0,0,2,0
desert,0,0,0,0,0,2,0,0,0,0,0
subtropical,1,0,0,0,0,0,0,0,0,0,0
tropical,4,0,0,0,0,0,0,0,0,0,0
cyclone,0,0,0,0,0,5,0,0,0,0,0
document,0,0,0,0,0,0,0,0,0,1,0
storm,0,0,0,0,0,4,0,0,0,0,0
hurricane,0,0,0,0,0,3,0,0,0,0,0
impact,0,0,0,0,0,11,0,0,0,0,0
fairly,0,0,3,0,0,0,0,0,0,0,0
distinct,1,0,0,0,0,0,0,0,0,0,0
mid,2,0,0,0,0,0,0,0,0,0,0
westerly,1,0,0,0,0,0,0,0,0,0,0
cold,6,0,0,0,0,0,0,0,0,0,0
easterly,1,0,0,0,0,0,0,0,0,0,0
frequently,0,0,1,0,0,0,0,0,0,0,0
send,0,0,0,0,0,0,0,0,0,4,0
typhoon,0,0,0,0,0,1,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,0,1,0
eventually,0,0,4,0,0,0,0,0,0,0,0
majority,0,0,0,0,0,3,0,0,0,0,0
frozen,1,0,0,0,0,0,0,0,0,0,0
snow,0,0,0,0,0,2,0,0,0,0,0
cryosphere,0,0,0,0,0,1,0,0,0,0,0
total,6,0,0,0,0,2,0,0,0,1,0
constitute,0,0,0,0,0,0,0,0,0,1,0
underground,2,0,4,0,0,0,0,0,0,0,0
reservoir,0,0,0,0,0,7,0,0,0,0,0
account,0,0,0,0,0,0,0,0,0,5,0
freshwater,0,0,0,0,0,1,0,0,0,0,0
lake,0,0,0,0,0,3,0,0,0,0,0
tenth,0,0,0,0,0,1,0,0,0,0,0
abundant,2,0,0,0,0,0,0,0,0,0,0
groundwater,0,0,0,0,0,2,0,0,0,0,0
droplet,0,0,0,0,0,1,0,0,0,0,0
condense,0,0,0,0,0,0,0,0,0,1,0
spread,0,0,0,0,0,0,0,0,0,1,0
entire,4,0,0,0,0,0,0,0,0,0,0
foot,0,0,0,0,0,9,0,0,0,0,0
western,2,0,0,0,0,0,0,0,0,0,0
skin,0,0,0,0,0,1,0,0,0,0,0
feature,0,0,0,0,0,6,0,0,0,1,0
dissolve,0,0,0,0,0,0,0,0,0,3,0
chloride,0,0,0,0,0,1,0,0,0,0,0
ordinary,2,0,0,0,0,0,0,0,0,0,0
table,0,0,0,0,0,4,0,0,0,0,0
seawater,0,0,0,0,0,2,0,0,0,0,0
completely,0,0,5,0,0,0,0,0,0,0,0
compacted,1,0,0,0,0,0,0,0,0,0,0
penetrate,0,0,0,0,0,0,0,0,0,1,0
pitch,0,0,0,0,0,1,0,0,0,0,0
dramatic,3,0,0,0,0,0,0,0,0,0,0
role,0,0,0,0,0,5,0,0,0,0,0
receive,0,0,0,0,0,0,0,0,0,2,0
circulate,0,0,0,0,0,0,0,0,0,1,0
basically,0,0,2,0,0,0,0,0,0,0,0
clockwise,0,0,1,0,0,0,0,0,0,0,0
counterclockwise,0,0,1,0,0,0,0,0,0,0,0
coast,0,0,0,0,0,4,0,0,0,0,0
surprisingly,0,0,1,0,0,0,0,0,0,0,0
notably,0,0,2,0,0,0,0,0,0,0,0
eastern,3,0,0,0,0,0,0,0,0,0,0
beach,0,0,0,0,0,1,0,0,0,0,0
strengthen,0,0,0,0,0,0,0,0,0,1,0
images,0,0,0,0,0,0,0,1,0,0,0
evaporation,0,0,0,0,0,2,0,0,0,0,0
moisture,0,0,0,0,0,2,0,0,0,0,0
concentrated,1,0,0,0,0,0,0,0,0,0,0
visibly,0,0,1,0,0,0,0,0,0,0,0
saturate,0,0,0,0,0,0,0,0,0,2,0
aquifer,0,0,0,0,0,3,0,0,0,0,0
well,0,0,1,0,0,1,0,0,0,0,0
tap,0,0,0,0,0,1,0,0,0,0,0
refer,0,0,0,0,0,0,0,0,0,3,0
fresh,1,0,0,0,0,0,0,0,0,0,0
bury,0,0,0,0,0,0,0,0,0,7,0
old,3,0,0,0,0,0,0,0,0,0,0
recycle,0,0,0,0,0,0,0,0,0,2,0
break,0,0,0,0,0,0,0,0,0,2,0
