word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,VERB,X
auditor,0,0,0,0,0,0,0,10,0,0,0,0,0,0
auditores,0,0,0,0,0,0,0,0,0,0,0,0,0,1
castelleti,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sixteen,0,0,0,0,0,0,0,0,5,0,0,0,0,0
commissioner,0,0,0,0,0,0,0,2,0,0,0,0,0,0
jailer,0,0,0,0,0,0,0,3,0,0,0,0,0,0
enfeoffed,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mount,0,0,0,0,0,0,0,0,0,0,0,0,12,0
mace,0,0,0,0,0,0,0,2,0,0,0,0,0,0
sub,0,0,0,0,0,0,0,1,0,0,1,0,0,0
counter,0,0,0,0,0,0,0,1,0,0,0,0,0,0
exercise,0,0,0,0,0,0,0,0,0,0,0,0,1,0
low,32,0,3,0,0,0,0,0,0,0,0,0,0,0
justice,0,0,0,0,0,0,0,8,0,0,0,0,0,0
interrogate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
jurisdiction,0,0,0,0,0,0,0,1,0,0,0,0,0,0
resort,0,0,0,0,0,0,0,1,0,0,0,0,0,0
prima,0,0,0,0,0,0,0,0,0,0,0,0,0,1
instantia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
charter,0,0,0,0,0,0,0,1,0,0,0,0,0,0
viscomty,0,0,0,0,0,0,0,3,0,0,0,0,0,0
nobly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
appanage,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bailiwick,0,0,0,0,0,0,0,2,0,0,0,0,0,0
judgment,0,0,0,0,0,0,0,5,0,0,0,0,0,0
decision,0,0,0,0,0,0,0,2,0,0,0,0,0,0
daily,0,0,1,0,0,0,0,0,0,0,0,0,0,0
flattened,1,0,0,0,0,0,0,0,0,0,0,0,0,0
evening,0,0,0,0,0,0,0,18,0,0,0,0,0,0
charming,19,0,0,0,0,0,0,0,0,0,0,0,0,0
situate,0,0,0,0,0,0,0,0,0,0,0,0,3,0
enclosure,0,0,0,0,0,0,0,1,0,0,0,0,0,0
royal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wife,0,0,0,0,0,0,0,11,0,0,0,0,0,0
fatigue,0,0,0,0,0,0,0,2,0,0,0,0,1,0
send,0,0,0,0,0,0,0,0,0,0,0,0,5,0
wretch,0,0,0,0,0,0,0,17,0,0,0,0,0,0
night,0,0,0,0,0,0,0,35,0,0,0,0,0,0
cell,0,0,0,0,0,0,0,47,0,0,0,0,0,0
prison,0,0,0,0,0,0,0,9,0,0,0,0,0,0
foot,0,0,0,0,0,0,0,57,0,0,0,0,0,0
inch,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wide,2,0,2,0,0,0,0,0,0,0,0,0,0,0
special,1,0,0,0,0,0,0,0,0,0,0,0,0,0
court,0,0,0,0,0,0,0,19,0,0,0,0,0,0
vicomte,0,0,0,0,0,0,0,3,0,0,0,0,0,0
addition,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tooth,0,0,0,0,0,0,0,19,0,0,0,0,0,0
elevated,2,0,0,0,0,0,0,0,0,0,0,0,0,0
headsman,0,0,0,0,0,0,0,2,0,0,0,0,0,0
conduct,0,0,0,0,0,0,0,1,0,0,0,0,5,0
clamor,0,0,0,0,0,0,0,0,0,0,0,0,1,0
resist,0,0,0,0,0,0,0,0,0,0,0,0,3,0
joy,0,0,0,0,0,0,0,17,0,0,0,0,0,0
love,0,0,0,0,0,0,0,21,0,0,0,0,44,0
monsieur,0,0,0,0,0,0,0,6,0,0,0,0,0,9
constable,0,0,0,0,0,0,0,1,0,0,0,0,0,0
illustrious,2,0,0,0,0,0,0,0,0,0,0,0,0,0
interesting,2,0,0,0,0,0,0,0,0,0,0,0,0,0
learn,0,0,0,0,0,0,0,0,0,0,0,0,12,0
des,0,0,0,0,0,0,0,0,0,0,0,0,0,5
purchase,0,0,0,0,0,0,0,0,0,0,0,0,4,0
domestic,1,0,0,0,0,0,0,0,0,0,0,0,0,0
reason,0,0,0,0,0,0,0,6,0,0,0,0,0,0
patiently,0,0,2,0,0,0,0,0,0,0,0,0,0,0
joyously,0,0,2,0,0,0,0,0,0,0,0,0,0,0
wake,0,0,0,0,0,0,0,0,0,0,0,0,6,0
morning,0,0,0,0,0,0,0,10,0,0,0,0,0,0
seventh,1,0,0,0,0,0,0,0,0,0,0,0,0,0
surly,10,0,0,0,0,0,0,0,0,0,0,0,0,0
peevish,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mood,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ill,3,0,1,0,0,0,0,0,0,0,0,0,0,0
temper,0,0,0,0,0,0,0,3,0,0,0,0,0,0
tell,0,0,0,0,0,0,0,0,0,0,0,0,41,0
gray,5,0,0,0,0,0,0,0,0,0,0,0,0,0
buckle,0,0,0,0,0,0,0,4,0,0,0,0,3,0
belt,0,0,0,0,0,0,0,3,0,0,0,0,0,0
badly,0,0,4,0,0,0,0,0,0,0,0,0,0,0
fasten,0,0,0,0,0,0,0,0,0,0,0,0,5,0
confine,0,0,0,0,0,0,0,0,0,0,0,0,2,0
provostal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
portliness,0,0,0,0,0,0,0,1,0,0,0,0,0,0
closely,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ribald,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fellow,0,0,0,0,0,0,0,15,0,0,0,0,0,0
band,0,0,0,0,0,0,0,5,0,0,0,0,1,0
defiance,0,0,0,0,0,0,0,2,0,0,0,0,0,0
doublet,0,0,0,0,0,0,0,6,0,0,0,0,0,0
shirt,0,0,0,0,0,0,0,4,0,0,0,0,0,0
hat,0,0,0,0,0,0,0,3,0,0,0,0,0,0
wallet,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bottle,0,0,0,0,0,0,0,4,0,0,0,0,0,0
seventy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
livre,0,0,0,0,0,0,0,6,0,0,0,0,0,0
sous,0,0,0,0,0,0,0,0,0,0,0,0,0,9
farthing,0,0,0,0,0,0,0,4,0,0,0,0,0,0
choice,0,0,0,0,0,0,0,2,0,0,0,0,0,0
inclined,3,0,0,0,0,0,0,0,0,0,0,0,0,0
bad,14,0,0,0,0,0,0,0,0,0,0,0,0,0
humor,0,0,0,0,0,0,0,3,0,0,0,0,0,0
simply,0,0,9,0,0,0,0,0,0,0,0,0,0,0
magistrate,0,0,0,0,0,0,0,8,0,0,0,0,0,0
sweep,0,0,0,0,0,0,0,0,0,0,0,0,2,0
filth,0,0,0,0,0,0,0,1,0,0,0,0,0,0
figuratively,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sitting,0,0,0,0,0,0,0,3,0,0,0,0,0,0
judge,0,0,0,0,0,0,0,23,0,0,0,0,4,0
arrange,0,0,0,0,0,0,0,0,0,0,0,0,4,0
audience,0,0,0,0,0,0,0,11,0,0,0,0,0,0
vent,0,0,0,0,0,0,0,1,0,0,0,0,1,0
conveniently,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lieutenant,0,0,0,0,0,0,0,4,0,0,0,0,0,0
private,2,0,0,0,0,0,0,0,0,0,0,0,0,0
usage,0,0,0,0,0,0,0,2,0,0,0,0,0,0
score,0,0,0,0,0,0,0,3,0,0,0,0,0,0
bourgeoi,0,0,0,0,0,0,0,3,0,0,0,0,0,0
bourgeois,0,0,0,0,0,0,0,4,0,0,0,0,0,0
heap,0,0,0,0,0,0,0,3,0,0,0,0,3,0
obscure,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chamber,0,0,0,0,0,0,0,32,0,0,0,0,0,0
stout,2,0,0,0,0,0,0,0,0,0,0,0,0,0
oaken,0,0,0,0,0,0,0,1,0,0,0,0,0,0
barrier,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gaze,0,0,0,0,0,0,0,9,0,0,0,0,33,0
blissfully,0,0,1,0,0,0,0,0,0,0,0,0,0,0
varied,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cheerful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
spectacle,0,0,0,0,0,0,0,12,0,0,0,0,0,0
dispense,0,0,0,0,0,0,0,0,0,0,0,0,1,0
somewhat,0,0,6,0,0,0,0,0,0,0,0,0,0,0
utterly,0,0,4,0,0,0,0,0,0,0,0,0,0,0
haphazard,1,0,0,0,0,0,0,1,0,0,0,0,0,0
small,15,0,0,0,0,0,0,0,0,0,0,0,0,0
vaulted,5,0,0,0,0,0,0,0,0,0,0,0,0,0
stud,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fleurs,0,0,0,0,0,0,0,0,0,0,0,0,0,3
lis,0,0,0,0,0,0,0,0,0,0,0,0,0,3
chair,0,0,0,0,0,0,0,16,0,0,0,0,0,0
carved,3,0,0,0,0,0,0,0,0,0,0,0,0,0
oak,0,0,0,0,0,0,0,4,0,0,0,0,0,0
stool,0,0,0,0,0,0,0,4,0,0,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,0,0,0,5,0
clerk,0,0,0,0,0,0,0,15,0,0,0,0,0,0
scribble,0,0,0,0,0,0,0,0,0,0,0,0,1,0
opposite,1,3,2,0,0,0,0,0,0,0,0,0,0,0
populace,0,0,0,0,0,0,0,10,0,0,0,0,0,0
sleeveless,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jacket,0,0,0,0,0,0,0,3,0,0,0,0,0,0
violet,1,0,0,0,0,0,0,0,0,0,0,0,0,0
camlet,0,0,0,0,0,0,0,1,0,0,0,0,0,0
crosse,0,0,0,0,0,0,0,2,0,0,0,0,0,0
clothe,0,0,0,0,0,0,0,3,0,0,0,0,8,0
half,3,0,15,0,0,1,0,7,0,0,0,0,0,0
blue,11,0,0,0,0,0,0,0,0,0,0,0,0,0
post,0,0,0,0,0,0,0,6,0,0,0,0,3,0
sentinel,0,0,0,0,0,0,0,1,0,0,0,0,0,0
closed,1,0,0,0,0,0,0,0,0,0,0,0,0,0
extremity,0,0,0,0,0,0,0,4,0,0,0,0,0,0
narrowly,0,0,1,0,0,0,0,0,0,0,0,0,0,0
encase,0,0,0,0,0,0,0,0,0,0,0,0,3,0
thick,2,0,2,0,0,0,0,0,0,0,0,0,0,0
pale,12,0,0,0,0,0,0,0,0,0,0,0,0,0
grotesque,2,0,0,0,0,0,0,0,0,0,0,0,0,0
demon,0,0,0,0,0,0,0,15,0,0,0,0,0,0
tail,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ceiling,0,0,0,0,0,0,0,12,0,0,0,0,0,0
seat,0,0,0,0,0,0,0,3,0,0,0,0,17,0
lean,0,0,0,0,0,0,0,0,0,0,0,0,12,0
elbow,0,0,0,0,0,0,0,5,0,0,0,0,2,0
bundle,0,0,0,0,0,0,0,4,0,0,0,0,0,0
document,0,0,0,0,0,0,0,4,0,0,0,0,0,0
case,0,0,0,0,0,0,0,15,0,0,0,0,0,0
train,0,0,0,0,0,0,0,1,0,0,0,0,2,0
brown,6,0,0,0,0,0,0,0,0,0,0,0,1,0
cloth,0,0,0,0,0,0,0,6,0,0,0,0,0,0
bury,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hood,0,0,0,0,0,0,0,1,0,0,0,0,0,0
brow,0,0,0,0,0,0,0,16,0,0,0,0,0,0
crabbed,2,0,0,0,0,0,0,0,0,0,0,0,0,0
wink,0,0,0,0,0,0,0,0,0,0,0,0,1,0
majestically,0,0,2,0,0,0,0,0,0,0,0,0,0,0
fat,1,0,0,0,0,0,0,1,0,0,0,0,0,0
cheek,0,0,0,0,0,0,0,10,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,0,0,0,0,7,0
chin,0,0,0,0,0,0,0,4,0,0,0,0,0,0
deaf,26,0,0,0,0,0,0,0,0,0,0,0,0,0
slight,3,0,0,0,0,0,0,0,0,0,0,0,0,0
defect,0,0,0,0,0,0,0,2,0,0,0,0,0,0
deliver,0,0,0,0,0,0,0,0,0,0,0,0,6,0
appeal,0,0,0,0,0,0,0,2,0,0,0,0,0,0
suitably,0,0,1,0,0,0,0,0,0,0,0,0,0,0
listening,0,0,0,0,0,0,0,1,0,0,0,0,0,0
venerable,2,0,0,0,0,0,0,0,0,0,0,0,0,0
condition,0,0,0,0,0,0,0,4,0,0,0,0,0,0
sole,3,0,0,0,0,0,0,1,0,0,0,0,0,0
well,6,0,10,0,0,0,0,0,0,0,0,0,0,0
attention,0,0,0,0,0,0,0,14,0,0,0,0,0,0
distract,0,0,0,0,0,0,0,0,0,0,0,0,2,0
noise,0,0,0,0,0,0,0,14,0,0,0,0,0,0
pitiless,2,0,0,0,0,0,0,0,0,0,0,0,0,0
censor,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deed,0,0,0,0,0,0,0,6,0,0,0,0,0,0
gesture,0,0,0,0,0,0,0,15,0,0,0,0,0,0
friend,0,0,0,0,0,0,0,16,0,0,0,0,0,0
student,0,0,0,0,0,0,0,8,0,0,0,0,0,0
yesterday,0,0,0,0,0,0,0,9,0,0,0,0,0,0
sure,7,0,0,0,0,0,0,0,0,0,0,0,0,0
encounter,0,0,0,0,0,0,0,1,0,0,0,0,3,0
rostrum,0,0,0,0,0,0,0,1,0,0,0,0,0,0
professor,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tone,0,0,0,0,0,0,0,15,0,0,0,0,0,0
companion,0,0,0,0,0,0,0,12,0,0,0,0,0,0
grin,0,0,0,0,0,0,0,0,0,0,0,0,1,0
comment,0,0,0,0,0,0,0,1,0,0,0,0,0,0
scene,0,0,0,0,0,0,0,8,0,0,0,0,0,0
beautiful,30,0,0,0,0,0,0,0,0,0,0,0,0,0
lazy,3,0,0,0,0,0,0,0,0,0,0,0,0,0
dog,0,0,0,0,0,0,0,11,0,0,0,0,0,0
condemn,0,0,0,0,0,0,0,0,0,0,0,0,13,0
rascal,0,0,0,0,0,0,0,1,0,0,0,0,0,0
parisian,8,0,0,0,0,0,0,0,0,0,0,0,0,1
rosary,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dear,14,0,0,0,0,0,0,4,0,0,0,0,0,0
duri,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hauberkmaker,0,0,0,0,0,0,0,1,0,0,0,0,0,0
money,0,0,0,0,0,0,0,18,0,0,0,0,0,0
knave,0,0,0,0,0,0,0,11,0,0,0,0,0,1
dice,0,0,0,0,0,0,0,2,0,0,0,0,0,0
rector,0,0,0,0,0,0,0,1,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,0,0,16,0
brother,0,0,0,0,0,0,0,27,0,0,0,0,0,0
gaming,0,0,0,0,0,0,0,3,0,0,0,0,0,0
game,0,0,0,0,0,0,0,1,0,0,0,0,1,0
damsel,0,0,0,0,0,0,0,7,0,0,0,0,0,0
lamb,0,0,0,0,0,0,0,3,0,0,0,0,0,0
know,0,0,0,0,0,0,0,0,0,0,0,0,110,0
teach,0,0,0,0,0,0,0,0,0,0,0,0,7,0
gilded,5,0,0,0,0,0,0,0,0,0,0,0,0,0
girdle,0,0,0,0,0,0,0,6,0,0,0,0,0,0
parisis,0,0,0,0,0,0,0,1,0,0,0,0,0,10
coquettes,0,0,0,0,0,0,0,0,0,0,0,0,0,1
snout,0,0,0,0,0,0,0,1,0,0,0,0,0,0
imbecile,2,0,0,0,0,0,0,1,0,0,0,0,0,0
dolt,0,0,0,0,0,0,0,2,0,0,0,0,0,0
blockhead,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eat,0,0,0,0,0,0,0,0,0,0,0,0,18,0
plaintiff,0,0,0,0,0,0,0,1,0,0,0,0,0,0
suit,0,0,0,0,0,0,0,5,0,0,0,0,2,0
chew,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cram,0,0,0,0,0,0,0,0,0,0,0,0,1,0
taxis,0,0,0,0,0,0,0,2,0,0,0,0,0,0
expense,0,0,0,0,0,0,0,3,0,0,0,0,0,0
loyal,1,0,0,0,0,0,0,0,0,0,0,0,0,0
damage,0,0,0,0,0,0,0,1,0,0,0,0,0,0
interest,0,0,0,0,0,0,0,3,0,0,0,0,2,0
gehenna,0,0,0,0,0,0,0,1,0,0,0,0,0,0
jail,0,0,0,0,0,0,0,3,0,0,0,0,0,0
fetter,0,0,0,0,0,0,0,1,0,0,0,0,0,0
spice,0,0,0,0,0,0,0,2,0,0,0,0,0,0
cake,0,0,0,0,0,0,0,17,0,0,0,0,0,0
marchpane,0,0,0,0,0,0,0,3,0,0,0,0,0,0
amorous,3,0,0,0,0,0,0,0,0,0,0,0,0,0
woman,0,0,0,0,0,0,0,84,0,0,0,0,0,0
gendarme,0,0,0,0,0,0,0,7,0,0,0,0,0,0
crossbow,0,0,0,0,0,0,0,1,0,0,0,0,0,0
curse,0,0,0,0,0,0,0,2,0,0,0,0,7,0
fool,0,0,0,0,0,0,0,3,0,0,0,0,0,0
mix,0,0,0,0,0,0,0,0,0,0,0,0,2,0
wench,0,0,0,0,0,0,0,10,0,0,0,0,0,0
pay,0,0,0,0,0,0,0,0,0,0,0,0,17,0
oath,0,0,0,0,0,0,0,5,0,0,0,0,0,0
amour,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bloodhound,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pack,0,0,0,0,0,0,0,3,0,0,0,0,0,0
beast,0,0,0,0,0,0,0,9,0,0,0,0,0,0
wild,17,0,0,0,0,0,0,0,0,0,0,0,0,0
boar,0,0,0,0,0,0,0,3,0,0,0,0,0,0
prince,0,0,0,0,0,0,0,2,0,0,0,0,0,0
bellringer,0,0,0,0,0,0,0,7,0,0,0,0,0,0
eyed,4,0,0,0,0,0,0,0,0,0,0,0,0,0
hunchback,0,0,0,0,0,0,0,5,0,0,0,0,0,0
grimace,0,0,0,0,0,0,0,5,0,0,0,0,0,0
bind,0,0,0,0,0,0,0,0,0,0,0,0,11,0
encircle,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rope,0,0,0,0,0,0,0,3,0,0,0,0,1,0
pinion,0,0,0,0,0,0,0,0,0,0,0,0,1,0
squad,0,0,0,0,0,0,0,1,0,0,0,0,0,0
policeman,0,0,0,0,0,0,0,2,0,0,0,0,0,0
surround,0,0,0,0,0,0,0,0,0,0,0,0,7,0
assist,0,0,0,0,0,0,0,0,0,0,0,0,1,0
embroider,0,0,0,0,0,0,0,0,0,0,0,0,8,0
breast,0,0,0,0,0,0,0,15,0,0,0,0,0,0
justify,0,0,0,0,0,0,0,0,0,0,0,0,1,0
halberd,0,0,0,0,0,0,0,3,0,0,0,0,0,0
arquebus,0,0,0,0,0,0,0,1,0,0,0,0,0,0
silent,10,0,0,0,0,0,0,0,0,0,0,0,0,0
tranquil,4,0,0,0,0,0,0,0,0,0,0,0,0,0
sly,1,0,0,0,0,0,0,1,0,0,0,0,0,0
wrathful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
glance,0,0,0,0,0,0,0,27,0,0,0,0,5,0
bond,0,0,0,0,0,0,0,7,0,0,0,0,0,0
sleepy,1,0,0,0,0,0,0,0,0,0,0,0,0,0
derision,0,0,0,0,0,0,0,2,0,0,0,0,0,0
attentively,0,0,2,0,0,0,0,0,0,0,0,0,0,0
complaint,0,0,0,0,0,0,0,5,0,0,0,0,0,0
enter,0,0,0,0,0,0,0,0,0,0,0,0,19,0
thank,0,0,0,0,0,0,0,4,0,0,0,0,1,0
precaution,0,0,0,0,0,0,0,1,0,0,0,0,0,0
careful,1,0,0,0,0,0,0,0,0,0,0,0,0,0
examination,0,0,0,0,0,0,0,5,0,0,0,0,0,0
misdeed,0,0,0,0,0,0,0,2,0,0,0,0,0,0
accuse,0,0,0,0,0,0,0,0,0,0,0,0,19,0
dried,1,0,0,0,0,0,0,0,0,0,0,0,0,0
response,0,0,0,0,0,0,0,3,0,0,0,0,0,0
question,0,0,0,0,0,0,0,18,0,0,0,0,5,0
foresee,0,0,0,0,0,0,0,0,0,0,0,0,2,0
extricate,0,0,0,0,0,0,0,0,0,0,0,0,2,0
winding,0,0,0,0,0,0,0,1,0,0,0,0,0,0
interrogation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
deafness,0,0,0,0,0,0,0,5,0,0,0,0,0,0
apparent,3,0,0,0,0,0,0,0,0,0,0,0,0,0
blind,6,0,0,0,0,0,0,1,0,0,0,0,0,0
betray,0,0,0,0,0,0,0,0,0,0,0,0,2,0
incoherent,2,0,0,0,0,0,0,0,0,0,0,0,0,0
apostrophe,0,0,0,0,0,0,0,2,0,0,0,0,0,0
unintelligible,1,0,0,0,0,0,0,0,0,0,0,0,0,0
profundity,0,0,0,0,0,0,0,1,0,0,0,0,0,0
imbecility,0,0,0,0,0,0,0,1,0,0,0,0,0,0
honor,0,0,0,0,0,0,0,5,0,0,0,0,2,0
magistracy,0,0,0,0,0,0,0,2,0,0,0,0,0,0
sustain,0,0,0,0,0,0,0,0,0,0,0,0,1,0
injury,0,0,0,0,0,0,0,1,0,0,0,0,0,0
generally,0,0,4,0,0,0,0,0,0,0,0,0,0,0
reach,0,0,0,0,0,0,0,0,0,0,0,0,14,0
delude,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stutterer,0,0,0,0,0,0,0,1,0,0,0,0,0,0
harangue,0,0,0,0,0,0,0,2,0,0,0,0,1,0
refractory,1,0,0,0,0,0,0,0,0,0,0,0,0,0
concession,0,0,0,0,0,0,0,1,0,0,0,0,0,0
frankness,0,0,0,0,0,0,0,1,0,0,0,0,0,0
conscience,0,0,0,0,0,0,0,3,0,0,0,0,0,0
thoroughly,0,0,5,0,0,0,0,0,0,0,0,0,0,0
ruminate,0,0,0,0,0,0,0,0,0,0,0,0,1,0
affair,0,0,0,0,0,0,0,7,0,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,0,0,0,11,0
sake,0,0,0,0,0,0,0,9,0,0,0,0,0,0
impartiality,0,0,0,0,0,0,0,1,0,0,0,0,0,0
double,9,0,1,0,0,0,0,0,0,0,0,0,2,0
magisterial,2,0,0,0,0,0,0,0,0,0,0,0,0,0
attitude,0,0,0,0,0,0,0,5,0,0,0,0,0,0
oblige,0,0,0,0,0,0,0,0,0,0,0,0,9,0
warn,0,0,0,0,0,0,0,0,0,0,0,0,5,0
address,0,0,0,0,0,0,0,0,0,0,0,0,14,0
stare,0,0,0,0,0,0,0,0,0,0,0,0,5,0
intently,0,0,6,0,0,0,0,0,0,0,0,0,0,0
reply,0,0,0,0,0,0,0,13,0,0,0,0,74,0
answer,0,0,0,0,0,0,0,0,0,0,0,0,5,0
pursue,0,0,0,0,0,0,0,0,0,0,0,0,15,0
mechanical,2,0,0,0,0,0,0,0,0,0,0,0,0,0
stupid,3,0,0,0,0,0,0,0,0,0,0,0,0,0
self,0,0,0,0,0,0,0,5,0,0,0,0,0,0
silence,0,0,0,0,0,0,0,31,0,0,0,0,0,0
whisper,0,0,0,0,0,0,0,0,0,0,0,0,6,0
exchange,0,0,0,0,0,0,0,1,0,0,0,0,3,0
imperturbable,3,0,0,0,0,0,0,0,0,0,0,0,0,0
finish,0,0,0,0,0,0,0,0,0,0,0,0,10,0
primo,0,0,0,0,0,0,0,0,0,0,0,0,0,2
nocturnal,3,0,0,0,0,0,0,0,0,0,0,0,0,0
disturbance,0,0,0,0,0,0,0,1,0,0,0,0,0,0
secundo,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dishonorable,1,0,0,0,0,0,0,0,0,0,0,0,0,0
act,0,0,0,0,0,0,0,4,0,0,0,0,1,0
violence,0,0,0,0,0,0,0,3,0,0,0,0,0,0
foolish,4,0,0,0,0,0,0,0,0,0,0,0,0,0
proejudicium,0,0,0,0,0,0,0,0,0,0,0,0,0,1
meretricis,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tertio,0,0,0,0,0,0,0,0,0,0,0,0,0,2
rebellion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
disloyalty,0,0,0,0,0,0,0,1,0,0,0,0,0,0
archer,0,0,0,0,0,0,0,5,0,0,0,0,0,0
explain,0,0,0,0,0,0,0,0,0,0,0,0,16,0
prisoner,0,0,0,0,0,0,0,13,0,0,0,0,0,0
unlucky,2,0,0,0,0,0,0,0,0,0,0,0,0,0
burst,0,0,0,0,0,0,0,5,0,0,0,0,18,0
laughter,0,0,0,0,0,0,0,16,0,0,0,0,0,0
catch,0,0,0,0,0,0,0,0,0,0,0,0,13,0
violent,7,0,0,0,0,0,0,0,0,0,0,0,0,0
contagious,2,0,0,0,0,0,0,0,0,0,0,0,0,0
round,5,7,5,0,0,0,0,1,0,0,0,0,0,0
shrug,0,0,0,0,0,0,0,1,0,0,0,0,2,0
disdain,0,0,0,0,0,0,0,4,0,0,0,0,0,0
equally,0,0,2,0,0,0,0,0,0,0,0,0,0,0
astonished,4,0,0,0,0,0,0,0,0,0,0,0,0,0
provoke,0,0,0,0,0,0,0,0,0,0,0,0,1,0
irreverent,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shoulder,0,0,0,0,0,0,0,21,0,0,0,0,0,0
apostrophize,0,0,0,0,0,0,0,0,0,0,0,0,1,0
utter,0,0,0,0,0,0,0,0,0,0,0,0,17,0
halter,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sally,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fit,3,0,0,0,0,0,0,0,0,0,0,0,2,0
arrest,0,0,0,0,0,0,0,0,0,0,0,0,1,0
explosion,0,0,0,0,0,0,0,1,0,0,0,0,0,0
merriment,0,0,0,0,0,0,0,1,0,0,0,0,0,0
whimsical,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ridiculous,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pikeman,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stupidity,0,0,0,0,0,0,0,2,0,0,0,0,0,0
uniform,0,0,0,0,0,0,0,3,0,0,0,0,0,0
preserve,0,0,0,0,0,0,0,0,0,0,0,0,7,0
seriousness,0,0,0,0,0,0,0,1,0,0,0,0,0,0
irritated,2,0,0,0,0,0,0,0,0,0,0,0,0,0
duty,0,0,0,0,0,0,0,3,0,0,0,0,0,0
hope,0,0,0,0,0,0,0,9,0,0,0,0,11,0
react,0,0,0,0,0,0,0,0,0,0,0,0,1,0
respect,0,0,0,0,0,0,0,3,0,0,0,0,0,0
perverse,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thieving,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lack,0,0,0,0,0,0,0,2,0,0,0,0,4,0
commit,0,0,0,0,0,0,0,0,0,0,0,0,6,0
search,0,0,0,0,0,0,0,4,0,0,0,0,5,0
crime,0,0,0,0,0,0,0,7,0,0,0,0,0,0
delinquency,0,0,0,0,0,0,0,1,0,0,0,0,0,0
control,0,0,0,0,0,0,0,0,0,0,0,0,1,0
interdict,0,0,0,0,0,0,0,0,0,0,0,0,1,0
monopoly,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pavement,0,0,0,0,0,0,0,18,0,0,0,0,0,0
debar,0,0,0,0,0,0,0,0,0,0,0,0,1,0
huckster,0,0,0,0,0,0,0,1,0,0,0,0,0,0
chicken,0,0,0,0,0,0,0,2,0,0,0,0,0,0
poultry,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fowl,0,0,0,0,0,0,0,1,0,0,0,0,0,0
superintend,0,0,0,0,0,0,0,0,0,0,0,0,1,0
measuring,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fagot,0,0,0,0,0,0,0,3,0,0,0,0,0,1
wood,0,0,0,0,0,0,0,5,0,0,0,0,0,0
purge,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mud,0,0,0,0,0,0,0,3,0,0,0,0,0,0
