word,ADJ,ADP,ADV,DET,INTJ,NOUN,NUM,PUNCT,SCONJ,VERB,X
fitting,1,0,0,0,0,0,0,0,0,0,0
handful,0,0,0,0,0,1,0,0,0,0,0
determined,3,0,0,0,0,0,0,0,0,0,0
central,4,0,0,0,0,0,0,0,0,0,0
fortune,0,0,0,0,0,6,0,0,0,0,0
famous,9,0,0,0,0,0,0,0,0,0,0
family,0,0,0,0,0,23,0,0,0,0,0
savant,0,0,0,0,0,1,0,0,0,0,0
sheer,2,0,0,0,0,0,0,0,0,0,0
joy,0,0,0,0,0,3,0,0,0,0,0
bar,0,0,0,0,0,0,0,0,0,0,1
noteworthy,2,0,0,0,0,0,0,0,0,0,0
formal,6,0,0,0,0,0,0,0,0,0,0
mission,0,0,0,0,0,19,0,0,0,0,0
disciple,0,0,0,0,0,1,0,0,0,0,0
teacher,0,0,0,0,0,2,0,0,0,0,0
hold,0,0,0,0,0,1,0,0,0,15,0
successively,0,0,1,0,0,0,0,0,0,0,0
office,0,0,0,0,0,3,0,0,0,0,0
custos,0,0,0,0,0,0,0,0,0,0,1
warden,0,0,0,0,0,1,0,0,0,0,0
minister,0,0,0,0,0,1,0,0,0,0,0
subordinate,1,0,0,0,0,1,0,0,0,0,0
officer,0,0,0,0,0,4,0,0,0,0,0
afterward,0,0,4,0,0,0,0,0,0,0,0
disastrous,4,0,0,0,0,0,0,0,0,0,0
fear,0,0,0,0,0,3,0,0,0,2,0
abate,0,0,0,0,0,0,0,0,0,1,0
dispatch,0,0,0,0,0,0,0,0,0,5,0
catholic,6,0,0,0,0,0,0,0,0,0,0
partly,0,0,11,0,0,0,0,0,0,0,0
protest,0,0,0,0,0,0,0,0,0,2,0
reliable,4,0,0,0,0,0,0,0,0,0,0
alliance,0,0,0,0,0,8,0,0,0,0,0
counsel,0,0,0,0,0,1,0,0,0,0,0
appoint,0,0,0,0,0,0,0,0,0,14,0
interpreter,0,0,0,0,0,3,0,0,0,0,0
ordu,0,0,0,0,0,0,0,0,0,0,1
camp,0,0,0,0,0,5,0,0,0,0,0
commander,0,0,0,0,0,4,0,0,0,0,0
frontier,0,0,0,0,0,4,0,0,0,0,0
conqueror,0,0,0,0,0,1,0,0,0,0,0
companion,0,0,0,0,0,8,0,0,0,0,0
present,14,0,0,0,0,3,0,0,0,9,0
fire,0,0,0,0,0,1,0,0,0,0,0
beginning,0,0,0,0,0,6,0,0,0,0,0
proceed,0,0,0,0,0,0,0,0,0,8,0
accordingly,0,0,3,0,0,0,0,0,0,0,0
formidable,1,0,0,0,0,0,0,0,0,0,0
body,0,0,0,0,0,5,0,0,0,0,0
tightly,0,0,1,0,0,0,0,0,0,0,0
bandage,0,0,0,0,0,0,0,0,0,1,0
enable,0,0,0,0,0,0,0,0,0,3,0
endure,0,0,0,0,0,0,0,0,0,2,0
excessive,1,0,0,0,0,0,0,0,0,0,0
fatigue,0,0,0,0,0,1,0,0,0,0,0
bank,0,0,0,0,0,4,0,0,0,0,0
dzungarian,1,0,0,0,0,0,0,0,0,0,0
lake,0,0,0,0,0,1,0,0,0,0,0
imperial,3,0,0,0,0,0,0,0,0,0,0
yellow,1,0,0,0,0,0,0,0,0,0,0
pavilion,0,0,0,0,0,1,0,0,0,0,0
destination,0,0,0,0,0,2,0,0,0,0,0
interregnum,0,0,0,0,0,1,0,0,0,0,0
death,0,0,0,0,0,22,0,0,0,0,0
eld,6,0,0,0,0,0,0,0,0,0,0
throne,0,0,0,0,0,8,0,0,0,0,0
election,0,0,0,0,0,2,0,0,0,0,0
kuriltai,0,0,0,0,0,1,0,0,0,0,0
assembly,0,0,0,0,0,2,0,0,0,0,0
shaman,0,0,0,0,0,1,0,0,0,0,0
deputy,0,0,0,0,0,1,0,0,0,0,0
enthronement,0,0,0,0,0,1,0,0,0,0,0
nearby,2,0,1,0,0,0,0,0,0,0,0
detain,0,0,0,0,0,0,0,0,0,2,0
dismiss,0,0,0,0,0,0,0,0,0,1,0
imperious,2,0,0,0,0,0,0,0,0,0,0
assertion,0,0,0,0,0,3,0,0,0,0,0
scourge,0,0,0,0,0,1,0,0,0,0,0
suffer,0,0,0,0,0,0,0,0,0,6,0
homeward,1,0,2,0,0,0,0,0,0,0,0
welcome,0,0,0,0,0,2,0,0,0,3,0
slavic,1,0,0,0,0,0,0,0,0,0,0
rise,0,0,0,0,0,3,0,0,0,2,0
deliver,0,0,0,0,0,0,0,0,0,3,0
immediately,0,0,6,0,0,0,0,0,0,0,0
large,7,0,0,0,0,0,0,0,0,0,0
variously,0,0,3,0,0,0,0,0,0,0,0
style,0,0,0,0,0,2,0,0,0,2,0
extant,3,0,0,0,0,0,0,0,0,0,0
quos,0,0,0,0,0,0,0,0,0,0,1
nos,0,0,0,0,0,0,0,0,0,0,1
tartaros,0,0,0,0,0,0,0,0,0,0,1
appellamus,0,0,0,0,0,0,0,0,0,0,1
divide,0,0,0,0,0,0,0,0,0,3,0
treatise,0,0,0,0,0,2,0,0,0,0,0
chapter,0,0,0,0,0,2,0,0,0,0,0
climate,0,0,0,0,0,3,0,0,0,0,0
custom,0,0,0,0,0,6,0,0,0,0,0
religion,0,0,0,0,0,7,0,0,0,0,0
character,0,0,0,0,0,4,0,0,0,0,0
tactic,0,0,0,0,0,1,0,0,0,0,0
resist,0,0,0,0,0,0,0,0,0,1,0
ninth,1,0,0,0,0,0,0,0,0,0,0
traverse,0,0,0,0,0,0,0,0,0,4,0
unconquered,1,0,0,0,0,0,0,0,0,0,0
truth,0,0,0,0,0,1,0,0,0,0,0
discredit,0,0,0,0,0,0,0,0,0,1,0
fable,0,0,0,0,0,2,0,0,0,0,0
treatment,0,0,0,0,0,1,0,0,0,0,0
subject,0,0,0,0,0,7,0,0,0,0,0
inferior,1,0,0,0,0,0,0,0,0,0,0
papal,6,0,0,0,0,0,0,0,0,0,0
dictation,0,0,0,0,0,1,0,0,0,0,0
instal,0,0,0,0,0,0,0,0,0,1,0
legate,0,0,0,0,0,2,0,0,0,0,0
partially,0,0,1,0,0,0,0,0,0,0,0
abstract,0,0,0,0,0,1,0,0,0,0,0
compendium,0,0,0,0,0,1,0,0,0,0,0
speculum,0,0,0,0,0,1,0,0,0,0,0
historiale,0,0,0,0,0,0,0,0,0,0,1
text,0,0,0,0,0,6,0,0,0,0,0
voyages,0,0,0,0,0,0,0,0,0,0,1
mémoires,0,0,0,0,0,0,0,0,0,0,1
vol,0,0,0,0,0,1,0,0,0,0,0
eyewitness,0,0,0,0,0,2,0,0,0,0,0
realm,0,0,0,0,0,6,0,0,0,0,0
philosopher,0,0,0,0,0,1,0,0,0,0,0
cite,0,0,0,0,0,0,0,0,0,2,0
section,0,0,0,0,0,1,0,0,0,0,0
majus,0,0,0,0,0,0,0,0,0,0,1
village,0,0,0,0,0,1,0,0,0,0,0
informal,1,0,0,0,0,0,0,0,0,0,0
crimean,1,0,0,0,0,0,0,0,0,0,0
town,0,0,0,0,0,13,0,0,0,0,0
secure,0,0,0,0,0,0,0,0,0,10,0
oxen,0,0,0,0,0,1,0,0,0,0,0
cart,0,0,0,0,0,1,0,0,0,0,0
steppe,0,0,0,0,0,2,0,0,0,0,0
encampment,0,0,0,0,0,1,0,0,0,0,0
arrival,0,0,0,0,0,2,0,0,0,0,0
horseback,0,0,0,0,0,1,0,0,0,0,0
courteously,0,0,1,0,0,0,0,0,0,0,0
northerly,1,0,0,0,0,0,0,0,0,0,0
outward,1,0,0,0,0,0,0,0,0,0,0
mongolian,1,0,0,0,0,0,0,0,0,0,0
narrative,0,0,0,0,0,8,0,0,0,0,0
free,3,0,0,0,0,0,0,0,0,1,0
intelligent,2,0,0,0,0,0,0,0,0,0,0
honest,1,0,0,0,0,0,0,0,0,0,0
observer,0,0,0,0,0,3,0,0,0,0,0
copious,1,0,0,0,0,0,0,0,0,0,0
use,0,0,0,0,0,2,0,0,0,0,0
neglect,0,0,0,0,0,1,0,0,0,2,0
imperfectly,0,0,1,0,0,0,0,0,0,0,0
reproduce,0,0,0,0,0,0,0,0,0,1,0
recent,3,0,0,0,0,0,0,0,0,0,0
venetian,6,0,0,0,0,0,0,0,0,0,0
milione,0,0,0,0,0,0,0,0,0,0,3
million,0,0,0,0,0,1,1,0,0,0,0
classic,0,0,0,0,0,1,0,0,0,0,0
literature,0,0,0,0,0,4,0,0,0,0,0
engraving,0,0,0,0,0,1,0,0,0,0,0
pave,0,0,0,0,0,0,0,0,0,1,0
ancestor,0,0,0,0,0,1,0,0,0,0,0
especially,0,0,11,0,0,0,0,0,0,0,0
acquire,0,0,0,0,0,0,0,0,0,5,0
prestige,0,0,0,0,0,1,0,0,0,0,0
nobility,0,0,0,0,0,7,0,0,0,0,0
republican,1,0,0,0,0,0,0,0,0,0,0
mercantile,3,0,0,0,0,0,0,0,0,0,0
shrewd,1,0,0,0,0,0,0,0,0,0,0
alert,1,0,0,0,0,0,0,0,0,0,0
courageous,1,0,0,0,0,0,0,0,0,0,0
foresee,0,0,0,0,0,0,0,0,0,1,0
overthrow,0,0,0,0,0,1,0,0,0,0,0
rule,0,0,0,0,0,6,0,0,0,8,0
liquidate,0,0,0,0,0,0,0,0,0,1,0
property,0,0,0,0,0,3,0,0,0,0,0
invest,0,0,0,0,0,0,0,0,0,2,0
jewel,0,0,0,0,0,5,0,0,0,0,0
manage,0,0,0,0,0,0,0,0,0,5,0
affair,0,0,0,0,0,2,0,0,0,0,0
double,1,0,0,0,0,0,0,0,0,2,0
asset,0,0,0,0,0,1,0,0,0,0,0
prevent,0,0,0,0,0,0,0,0,0,5,0
grand,4,0,0,0,0,0,0,0,0,0,0
residence,0,0,0,0,0,4,0,0,0,0,0
immortalize,0,0,0,0,0,0,0,0,0,1,0
poet,0,0,0,0,0,1,0,0,0,0,0
friendly,1,0,0,0,0,0,0,0,0,0,0
relation,0,0,0,0,0,5,0,0,0,0,0
ambassador,0,0,0,0,0,2,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,0,5,0
acquaint,0,0,0,0,0,0,0,0,0,1,0
gift,0,0,0,0,0,4,0,0,0,0,0
oil,0,0,0,0,0,2,0,0,0,0,0
lamp,0,0,0,0,0,1,0,0,0,0,0
burn,0,0,0,0,0,0,0,0,0,3,0
anticipate,0,0,0,0,0,0,0,0,0,1,0
waiting,0,0,0,0,0,1,0,0,0,0,0
friend,0,0,0,0,0,6,0,0,0,0,0
elect,0,0,0,0,0,0,0,0,0,2,0
proper,2,0,0,0,0,0,0,0,0,0,0
credential,0,0,0,0,0,1,0,0,0,0,0
assign,0,0,0,0,0,0,0,0,0,3,0
abandon,0,0,0,0,0,0,0,0,0,1,0
shortly,0,0,3,0,0,0,0,0,0,0,0
resume,0,0,0,0,0,0,0,0,0,5,0
southeastern,2,0,0,0,0,0,0,0,0,0,0
inhospitable,1,0,0,0,0,0,0,0,0,0,0
infest,0,0,0,0,0,0,0,0,0,1,0
brigand,0,0,0,0,0,1,0,0,0,0,0
surpassing,1,0,0,0,0,0,0,0,0,0,0
aridity,0,0,0,0,0,1,0,0,0,0,0
khorasan,1,0,0,0,0,0,0,0,0,0,0
balascian,1,0,0,0,0,0,0,0,0,0,0
particular,4,0,0,0,0,0,0,0,0,0,0
please,0,0,0,0,0,0,0,0,0,1,0
illness,0,0,0,0,0,4,0,0,0,0,0
possibly,0,0,11,0,0,0,0,0,0,0,0
malaria,0,0,0,0,0,1,0,0,0,0,0
cure,0,0,0,0,0,0,0,0,0,1,0
benign,1,0,0,0,0,0,0,0,0,0,0
district,0,0,0,0,0,3,0,0,0,0,0
highland,0,0,0,0,0,1,0,0,0,0,0
descend,0,0,0,0,0,0,0,0,0,1,0
northeastern,1,0,0,0,0,0,0,0,0,0,0
chain,0,0,0,0,0,2,0,0,0,0,0
oasis,0,0,0,0,0,1,0,0,0,0,0
stepping,0,0,0,0,0,1,0,0,0,0,0
nestorian,2,0,0,0,0,0,0,0,0,0,0
civilization,0,0,0,0,0,1,0,0,0,0,0
buddhist,1,0,0,0,0,0,0,0,0,0,0
prevail,0,0,0,0,0,0,0,0,0,2,0
area,0,0,0,0,0,11,0,0,0,0,0
directly,0,0,3,0,0,0,0,0,0,0,0
detour,0,0,0,0,0,2,0,0,0,0,0
research,0,0,0,0,0,4,0,0,0,0,0
japanese,1,0,0,0,0,0,0,0,0,0,0
sacred,1,0,0,0,0,0,0,0,0,0,0
patron,0,0,0,0,0,5,0,0,0,0,0
illuminate,0,0,0,0,0,0,0,0,0,1,0
dominion,0,0,0,0,0,2,0,0,0,0,0
move,0,0,0,0,0,0,0,0,0,7,0
unfortunately,0,0,3,0,0,0,0,0,0,0,0
incidentally,0,0,1,0,0,0,0,0,0,0,0
biography,0,0,0,0,0,2,0,0,0,0,0
autobiography,0,0,0,0,0,1,0,0,0,0,0
exceedingly,0,0,2,0,0,0,0,0,0,0,0
ascertain,0,0,0,0,0,0,0,0,0,2,0
foreigner,0,0,0,0,0,3,0,0,0,0,0
employ,0,0,0,0,0,1,0,0,0,5,0
trust,0,0,0,0,0,0,0,0,0,4,0
natural,1,0,0,0,0,0,0,0,0,0,0
honourably,0,0,1,0,0,0,0,0,0,0,0
motley,1,0,0,0,0,0,0,0,0,0,0
specific,1,0,0,0,0,0,0,0,0,0,0
question,0,0,0,0,0,3,0,0,0,0,0
technical,1,0,0,0,0,0,0,0,0,0,0
capacity,0,0,0,0,0,4,0,0,0,0,0
abruptly,0,0,1,0,0,0,0,0,0,0,0
glimpse,0,0,0,0,0,1,0,0,0,0,0
adviser,0,0,0,0,0,3,0,0,0,0,0
siege,0,0,0,0,0,3,0,0,0,0,0
thank,0,0,0,0,0,1,0,0,0,0,0
mangonel,0,0,0,0,0,1,0,0,0,0,0
missile,0,0,0,0,0,1,0,0,0,0,0
throw,0,0,0,0,0,0,0,0,0,2,0
engine,0,0,0,0,0,1,0,0,0,0,0
specification,0,0,0,0,0,1,0,0,0,0,0
episode,0,0,0,0,0,2,0,0,0,0,0
dubious,1,0,0,0,0,0,0,0,0,0,0
speak,0,0,0,0,0,0,0,0,0,5,0
language,0,0,0,0,0,4,0,0,0,0,0
dialect,0,0,0,0,0,3,0,0,0,0,0
arabized,1,0,0,0,0,0,0,0,0,0,0
notice,0,0,0,0,0,0,0,0,0,2,0
favourably,0,0,1,0,0,0,0,0,0,0,0
delight,0,0,0,0,0,1,0,0,0,0,0
strange,3,0,0,0,0,0,0,0,0,0,0
repeatedly,0,0,1,0,0,0,0,0,0,0,0
distant,1,0,0,0,0,0,0,0,0,0,0
southwestern,5,0,0,0,0,0,0,0,0,0,0
occasion,0,0,0,0,0,2,0,0,0,0,0
enthusiastically,0,0,1,0,0,0,0,0,0,0,0
populous,1,0,0,0,0,0,0,0,0,0,0
undertake,0,0,0,0,0,0,0,0,0,8,0
administrative,4,0,0,0,0,0,0,0,0,0,0
responsibility,0,0,0,0,0,5,0,0,0,0,0
inspection,0,0,0,0,0,1,0,0,0,0,0
duty,0,0,0,0,0,2,0,0,0,0,0
revenue,0,0,0,0,0,5,0,0,0,0,0
salt,0,0,0,0,0,1,0,0,0,0,0
commodity,0,0,0,0,0,1,0,0,0,0,0
version,0,0,0,0,0,6,0,0,0,0,0
govern,0,0,0,0,0,0,0,0,0,3,0
credible,1,0,0,0,0,0,0,0,0,0,0
hinge,0,0,0,0,0,0,0,0,0,1,0
word,0,0,0,0,0,2,0,0,0,0,0
ample,1,0,0,0,0,0,0,0,0,0,0
adoptive,1,0,0,0,0,0,0,0,0,0,0
princess,0,0,0,0,0,5,0,0,0,0,0
consort,0,0,0,0,0,4,0,0,0,0,0
offer,0,0,0,0,0,0,0,0,0,13,0
unwilling,2,0,0,0,0,0,0,0,0,0,0
let,0,0,0,0,0,0,0,0,0,1,0
grant,0,0,0,0,0,1,0,0,0,8,0
permission,0,0,0,0,0,2,0,0,0,0,0
nearly,0,0,4,0,0,0,0,0,0,0,0
consequent,1,0,0,0,0,0,0,0,0,0,0
regime,0,0,0,0,0,1,0,0,0,0,0
dangerous,2,0,0,0,0,0,0,0,0,0,0
isolate,0,0,0,0,0,0,0,0,0,1,0
naturally,0,0,3,0,0,0,0,0,0,0,0
courtier,0,0,0,0,0,2,0,0,0,0,0
board,0,0,0,0,0,3,0,0,0,2,0
briefly,0,0,2,0,0,0,0,0,0,0,0
month,0,0,0,0,0,14,0,0,0,0,0
monsoon,0,0,0,0,0,2,0,0,0,0,0
storm,0,0,0,0,0,6,0,0,0,0,0
impressed,1,0,0,0,0,0,0,0,0,0,0
dip,0,0,0,0,0,0,0,0,0,1,0
touch,0,0,0,0,0,0,0,0,0,3,0
unclear,1,0,0,0,0,0,0,0,0,0,0
stay,0,0,0,0,0,3,0,0,0,4,0
foot,0,0,0,0,0,6,0,0,0,0,0
rob,0,0,0,0,0,0,0,0,0,1,0
win,0,0,0,0,0,0,0,0,0,5,0
earning,0,0,0,0,0,1,0,0,0,0,0
delay,0,0,0,0,0,1,0,0,0,2,0
dramatic,2,0,0,0,0,0,0,0,0,0,0
recognition,0,0,0,0,0,3,0,0,0,0,0
relative,0,0,0,0,0,3,0,0,0,0,0
neighbour,0,0,0,0,0,1,0,0,0,1,0
lore,0,0,0,0,0,3,0,0,0,0,0
skirmish,0,0,0,0,0,3,0,0,0,0,0
battle,0,0,0,0,0,5,0,0,0,0,0
felicitous,1,0,0,0,0,0,0,0,0,0,0
fairly,0,0,1,0,0,0,0,0,0,0,0
romance,0,0,0,0,0,3,0,0,0,0,0
specialist,0,0,0,0,0,1,0,0,0,0,0
chivalry,0,0,0,0,0,1,0,0,0,0,0
fashionable,2,0,0,0,0,0,0,0,0,0,0
intend,0,0,0,0,0,0,0,0,0,4,0
sufficiently,0,0,2,0,0,0,0,0,0,0,0
comfortable,1,0,0,0,0,0,0,0,0,0,0
franco,2,0,0,0,0,0,0,0,0,0,0
composite,1,0,0,0,0,0,0,0,0,0,0
tongue,0,0,0,0,0,1,0,0,0,0,0
remainder,0,0,0,0,0,2,0,0,0,0,0
reconstruct,0,0,0,0,0,0,0,0,0,1,0
testimony,0,0,0,0,0,2,0,0,0,0,0
legal,3,0,0,0,0,0,0,0,0,0,0
document,0,0,0,0,0,9,0,0,0,0,0
quiet,2,0,0,0,0,0,0,0,0,0,0
existence,0,0,0,0,0,2,0,0,0,0,0
conspicuous,1,0,0,0,0,0,0,0,0,0,0
tatar,1,0,0,0,0,0,0,0,0,0,0
relate,0,0,0,0,0,0,0,0,0,4,0
deathbed,0,0,0,0,0,1,0,0,0,0,0
retract,0,0,0,0,0,0,0,0,0,1,0
invent,0,0,0,0,0,0,0,0,0,2,0
answer,0,0,0,0,0,1,0,0,0,0,0
barely,0,0,2,0,0,0,0,0,0,0,0
actually,0,0,5,0,0,0,0,0,0,0,0
instant,1,0,0,0,0,0,0,0,0,0,0
spread,0,0,0,0,0,1,0,0,0,3,0
conceive,0,0,0,0,0,0,0,0,0,1,0
cosmography,0,0,0,0,0,1,0,0,0,0,0
recollection,0,0,0,0,0,1,0,0,0,0,0
personality,0,0,0,0,0,3,0,0,0,0,0
elusive,1,0,0,0,0,0,0,0,0,0,0
dou,0,0,0,0,0,0,0,0,0,0,1
monde,0,0,0,0,0,0,0,0,0,0,1
nonetheless,0,0,4,0,0,0,0,0,0,0,0
season,0,0,0,0,0,2,0,0,0,0,0
rarely,0,0,3,0,0,0,0,0,0,0,0
panorama,0,0,0,0,0,1,0,0,0,0,0
observe,0,0,0,0,0,0,0,0,0,3,0
impersonal,1,0,0,0,0,0,0,0,0,0,0
powerful,6,0,0,0,0,0,0,0,0,0,0
angle,0,0,0,0,0,1,0,0,0,0,0
lens,0,0,0,0,0,1,0,0,0,0,0
branch,0,0,0,0,0,3,0,0,0,1,0
typical,3,0,0,0,0,0,0,0,0,0,0
digression,0,0,0,0,0,1,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,0,2,0
vernacular,1,0,0,0,0,0,0,0,0,0,0
didactic,1,0,0,0,0,0,0,0,0,0,0
idolatry,0,0,0,0,0,1,0,0,0,0,0
uncertainty,0,0,0,0,0,2,0,0,0,0,0
controversy,0,0,0,0,0,5,0,0,0,0,0
origin,0,0,0,0,0,3,0,0,0,0,0
likely,1,0,3,0,0,0,0,0,0,0,0
nickname,0,0,0,0,0,2,0,0,0,0,0
tendency,0,0,0,0,0,1,0,0,0,0,0
tall,2,0,0,0,0,0,0,0,0,0,0
traceable,1,0,0,0,0,0,0,0,0,0,0
corruption,0,0,0,0,0,1,0,0,0,0,0
characterize,0,0,0,0,0,0,0,0,0,1,0
similar,2,0,0,0,0,0,0,0,0,0,0
authentic,3,0,0,0,0,0,0,0,0,0,0
original,3,0,0,0,0,2,0,0,0,0,0
assert,0,0,0,0,0,0,0,0,0,2,0
phraseology,0,0,0,0,0,1,0,0,0,0,0
standardized,1,0,0,0,0,0,0,0,0,0,0
emendation,0,0,0,0,0,1,0,0,0,0,0
editor,0,0,0,0,0,1,0,0,0,0,0
instance,0,0,0,0,0,1,0,0,0,0,0
impious,1,0,0,0,0,0,0,0,0,0,0
dangerously,0,0,1,0,0,0,0,0,0,0,0
heresy,0,0,0,0,0,1,0,0,0,0,0
bowdlerize,0,0,0,0,0,0,0,0,0,1,0
furthermore,0,0,1,0,0,0,0,0,0,0,0
happen,0,0,0,0,0,0,0,0,0,1,0
invention,0,0,0,0,0,1,0,0,0,0,0
printing,0,0,0,0,0,1,0,0,0,0,0
professional,1,0,0,0,0,0,0,0,0,0,0
scribe,0,0,0,0,0,1,0,0,0,0,0
amateur,0,0,0,0,0,1,0,0,0,0,0
dozen,0,0,0,0,0,2,0,0,0,0,0
adaptation,0,0,0,0,0,1,0,0,0,0,0
subtract,0,0,0,0,0,0,0,0,0,1,0
respect,0,0,0,0,0,1,0,0,0,0,0
authenticity,0,0,0,0,0,1,0,0,0,0,0
unfamiliar,1,0,0,0,0,0,0,0,0,0,0
unchanged,1,0,0,0,0,0,0,0,0,0,0
immensely,0,0,1,0,0,0,0,0,0,0,0
controversial,2,0,0,0,0,0,0,0,0,0,0
material,2,0,0,0,0,3,0,0,0,0,0
obdurate,1,0,0,0,0,0,0,0,0,0,0
philological,1,0,0,0,0,0,0,0,0,0,0
inherit,0,0,0,0,0,0,0,0,0,1,0
reticence,0,0,0,0,0,1,0,0,0,0,0
surround,0,0,0,0,0,0,0,0,0,3,0
up,0,0,0,0,0,1,0,0,0,0,0
down,0,0,0,0,0,1,0,0,0,0,0
novelist,0,0,0,0,0,1,0,0,0,0,0
filmmaker,0,0,0,0,0,1,0,0,0,0,0
dramatist,0,0,0,0,0,1,0,0,0,0,0
brilliant,4,0,0,0,0,0,0,0,0,0,0
prodigious,1,0,0,0,0,0,0,0,0,0,0
memory,0,0,0,0,0,3,0,0,0,0,0
conscientious,1,0,0,0,0,0,0,0,0,0,0
official,3,0,0,0,0,5,0,0,0,0,0
cosmopolitan,1,0,0,0,0,0,0,0,0,0,0
braggart,0,0,0,0,0,1,0,0,0,0,0
drifter,0,0,0,0,0,1,0,0,0,0,0
gossip,0,0,0,0,0,1,0,0,0,0,0
bazaar,0,0,0,0,0,1,0,0,0,0,0
scant,1,0,0,0,0,0,0,0,0,0,0
imagination,0,0,0,0,0,3,0,0,0,0,0
lack,0,0,0,0,0,6,0,0,0,1,0
humour,0,0,0,0,0,1,0,0,0,0,0
mention,0,0,0,0,0,0,0,0,0,4,0
tea,0,0,0,0,0,1,0,0,0,0,0
ideographic,1,0,0,0,0,0,0,0,0,0,0
script,0,0,0,0,0,1,0,0,0,0,0
trace,0,0,0,0,0,1,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,0,4,0
painter,0,0,0,0,0,1,0,0,0,0,0
balanced,1,0,0,0,0,0,0,0,0,0,0
view,0,0,0,0,0,6,0,0,0,0,0
factor,0,0,0,0,0,1,0,0,0,0,0
textual,1,0,0,0,0,0,0,0,0,0,0
scholarship,0,0,0,0,0,3,0,0,0,0,0
depth,0,0,0,0,0,1,0,0,0,0,0
scope,0,0,0,0,0,1,0,0,0,0,0
faithfully,0,0,2,0,0,0,0,0,0,0,0
fabulous,3,0,0,0,0,0,0,0,0,0,0
vista,0,0,0,0,0,1,0,0,0,0,0
definite,1,0,0,0,0,0,0,0,0,0,0
localization,0,0,0,0,0,1,0,0,0,0,0
monopoly,0,0,0,0,0,3,0,0,0,0,0
conquest,0,0,0,0,0,10,0,0,0,0,0
commission,0,0,0,0,0,3,0,0,0,3,0
negotiate,0,0,0,0,0,0,0,0,0,3,0
reunion,0,0,0,0,0,1,0,0,0,0,0
greek,1,0,0,0,0,0,0,0,0,0,0
church,0,0,0,0,0,6,0,0,0,0,0
seaboard,0,0,0,0,0,1,0,0,0,0,0
historically,0,0,1,0,0,0,0,0,0,0,0
opposition,0,0,0,0,0,4,0,0,0,0,0
allude,0,0,0,0,0,0,0,0,0,1,0
patriarch,0,0,0,0,0,1,0,0,0,0,0
bishop,0,0,0,0,0,2,0,0,0,0,0
consecrate,0,0,0,0,0,0,0,0,0,1,0
assist,0,0,0,0,0,0,0,0,0,4,0
maintain,0,0,0,0,0,0,0,0,0,2,0
baptize,0,0,0,0,0,0,0,0,0,3,0
mother,0,0,0,0,0,7,0,0,0,0,0
dispute,0,0,0,0,0,3,0,0,0,4,0
unquestionably,0,0,2,0,0,0,0,0,0,0,0
effective,3,0,0,0,0,0,0,0,0,0,0
proselytizer,0,0,0,0,0,1,0,0,0,0,0
downfall,0,0,0,0,0,1,0,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,0,5,0
popularity,0,0,0,0,0,2,0,0,0,0,0
plagiarize,0,0,0,0,0,0,0,0,0,1,0
vow,0,0,0,0,0,2,0,0,0,0,0
tour,0,0,0,0,0,1,0,0,0,1,0
embark,0,0,0,0,0,0,0,0,0,3,0
junk,0,0,0,0,0,1,0,0,0,0,0
renowne,0,0,0,0,0,0,0,0,0,1,0
person,0,0,0,0,0,5,0,0,0,0,0
simple,3,0,0,0,0,0,0,0,0,0,0
scene,0,0,0,0,0,1,0,0,0,0,0
feature,0,0,0,0,0,3,0,0,0,1,0
outside,0,1,0,0,0,0,0,0,0,0,0
laity,0,0,0,0,0,1,0,0,0,0,0
bury,0,0,0,0,0,0,0,0,0,3,0
magistrate,0,0,0,0,0,2,0,0,0,0,0
interfere,0,0,0,0,0,0,0,0,0,1,0
public,1,0,0,0,0,0,0,0,0,0,0
funeral,0,0,0,0,0,1,0,0,0,0,0
acclamation,0,0,0,0,0,1,0,0,0,0,0
object,0,0,0,0,0,1,0,0,0,0,0
devotion,0,0,0,0,0,1,0,0,0,0,0
municipality,0,0,0,0,0,1,0,0,0,0,0
erect,0,0,0,0,0,0,0,0,0,8,0
shrine,0,0,0,0,0,2,0,0,0,0,0
widespread,2,0,0,0,0,0,0,0,0,0,0
middle,1,0,0,0,0,1,0,0,0,0,0
formally,0,0,1,0,0,0,0,0,0,0,0
beatify,0,0,0,0,0,0,0,0,0,1,0
author,0,0,0,0,0,9,0,0,0,0,0
extensive,3,0,0,0,0,0,0,0,0,0,0
judge,0,0,0,0,0,3,0,0,0,4,0
qāḍīs,0,0,0,0,0,0,0,0,0,0,1
juristic,1,0,0,0,0,0,0,0,0,0,0
literary,4,0,0,0,0,0,0,0,0,0,0
education,0,0,0,0,0,6,0,0,0,0,0
purpose,0,0,0,0,0,2,0,0,0,0,0
fulfill,0,0,0,0,0,0,0,0,0,1,0
broaden,0,0,0,0,0,0,0,0,0,1,0
achieve,0,0,0,0,0,0,0,0,0,5,0
objective,0,0,0,0,0,5,0,0,0,0,0
corroborate,0,0,0,0,0,0,0,0,0,1,0
enumeration,0,0,0,0,0,1,0,0,0,0,0
mystic,1,0,0,0,0,1,0,0,0,0,0
saint,0,0,0,0,0,1,0,0,0,0,0
diploma,0,0,0,0,0,1,0,0,0,0,0
