word,ADJ,ADP,ADV,DET,NOUN,NUM,VERB,X
regrow,0,0,0,0,0,0,1,0
seasonally,0,0,1,0,0,0,0,0
stand,0,0,0,0,1,0,0,0
thick,2,0,0,0,0,0,0,0
light,0,0,0,0,1,0,0,0
few,1,0,0,0,0,0,0,0
grow,0,0,0,0,0,0,7,0
wolf,0,0,0,0,2,0,0,0
lynx,0,0,0,0,1,0,0,0
reindeer,0,0,0,0,2,0,0,0
shrew,0,0,0,0,1,0,0,0
snowshoe,0,0,0,0,1,0,0,0
hare,0,0,0,0,2,0,0,0
rodent,0,0,0,0,1,0,0,0
sand,0,0,0,0,1,0,0,0
dune,0,0,0,0,1,0,0,0
marine,1,0,0,0,0,0,0,0
onshore,0,0,1,0,0,0,0,0
seldom,0,0,2,0,0,0,0,0
fog,0,0,0,0,2,0,0,0
people,0,0,0,0,3,0,0,0
harsh,1,0,0,0,0,0,0,0
arctic,1,0,0,0,0,0,0,0
fringe,0,0,0,0,1,0,0,0
underlie,0,0,0,0,0,0,1,0
pool,0,0,0,0,1,0,0,0
cap,0,0,0,0,2,0,0,0
bare,1,0,0,0,0,0,0,0
rock,0,0,0,0,2,0,0,0
spot,0,0,0,0,1,0,0,0
barely,0,0,1,0,0,0,0,0
plain,0,0,0,0,1,0,0,0
layer,0,0,0,0,1,0,0,0
rocky,1,0,0,0,0,0,0,0
topsoil,0,0,0,0,1,0,0,0
bog,0,0,0,0,1,0,0,0
pond,0,0,0,0,2,0,0,0
drainage,0,0,0,0,2,0,0,0
abound,0,0,0,0,0,0,1,0
specially,0,0,1,0,0,0,0,0
adapted,1,0,0,0,0,0,0,0
dormant,1,0,0,0,0,0,0,0
migrate,0,0,0,0,0,0,1,0
lichen,0,0,0,0,1,0,0,0
moss,0,0,0,0,1,0,0,0
dominant,4,0,0,0,0,0,0,0
flower,0,0,0,0,0,0,1,0
dwarf,1,0,0,0,0,0,0,0
fox,0,0,0,0,1,0,0,0
caribou,0,0,0,0,1,0,0,0
vole,0,0,0,0,1,0,0,0
squirrel,0,0,0,0,1,0,0,0
amphibian,0,0,0,0,1,0,0,0
reptile,0,0,0,0,1,0,0,0
rare,1,0,0,0,0,0,0,0
leeward,1,0,0,0,0,0,0,0
height,0,0,0,0,1,0,0,0
line,0,0,0,0,1,0,1,0
limit,0,0,0,0,2,0,1,0
summertime,0,0,0,0,1,0,0,0
melting,0,0,0,0,1,0,0,0
mountaintop,0,0,0,0,1,0,0,0
snowcap,0,0,0,0,1,0,0,0
extensive,1,0,0,0,0,0,0,0
himalayan,1,0,0,0,0,0,0,0
tibetan,1,0,0,0,0,0,0,0
ship,0,0,0,0,1,0,0,0
obvious,1,0,0,0,0,0,0,0
stormy,2,0,0,0,0,0,0,0
frequent,2,0,0,0,0,0,0,0
typhoon,0,0,0,0,1,0,0,0
late,1,0,0,0,0,0,0,0
devastating,1,0,0,0,0,0,0,0
decision,0,0,0,0,1,0,0,0
build,0,0,0,0,0,0,1,0
town,0,0,0,0,1,0,0,0
basic,1,0,0,0,0,0,0,0
dependent,1,0,0,0,0,0,0,0
transportation,0,0,0,0,5,0,0,0
aspect,0,0,0,0,1,0,0,0
species,0,0,0,0,1,0,0,0
correspondence,0,0,0,0,1,0,0,0
identical,1,0,0,0,0,0,0,0
weathering,0,0,0,0,1,0,0,0
formation,0,0,0,0,2,0,0,0
fertile,2,0,0,0,0,0,0,0
leaching,0,0,0,0,1,0,0,0
removal,0,0,0,0,1,0,0,0
nutrient,0,0,0,0,1,0,0,0
downward,1,0,0,0,0,0,0,0
percolation,0,0,0,0,1,0,0,0
seepage,0,0,0,0,1,0,0,0
composition,0,0,0,0,1,0,0,0
depend,0,0,0,0,0,0,2,0
eventually,0,0,2,0,0,0,0,0
decay,0,0,0,0,0,0,1,0
marked,1,0,0,0,0,0,0,0
landform,0,0,0,0,3,0,0,0
chief,2,0,0,0,0,0,0,0
erosional,1,0,0,0,0,0,0,0
force,0,0,0,0,1,0,0,0
rounded,1,0,0,0,0,0,0,0
contour,0,0,0,0,1,0,0,0
likely,1,0,0,0,0,0,0,0
jagged,1,0,0,0,0,0,0,0
angular,1,0,0,0,0,0,0,0
erosion,0,0,0,0,3,0,0,0
stream,0,0,0,0,3,0,0,0
infrequent,1,0,0,0,0,0,0,0
sudden,1,0,0,0,0,0,0,0
torrential,1,0,0,0,0,0,0,0
runoff,0,0,0,0,1,0,0,0
slow,0,0,0,0,0,0,2,0
distinctive,1,0,0,0,0,0,0,0
sandstone,0,0,0,0,1,0,0,0
economically,0,0,1,0,0,0,0,0
restrict,0,0,0,0,0,0,2,0
kind,0,0,0,0,1,0,0,0
crop,0,0,0,0,6,0,0,0
livestock,0,0,0,0,3,0,0,0
raise,0,0,0,0,0,0,1,0
adversely,0,0,1,0,0,0,0,0
severe,2,0,0,0,0,0,0,0
overcome,0,0,0,0,0,0,1,0
restriction,0,0,0,0,1,0,0,0
greenhouse,0,0,0,0,5,0,0,0
new,2,0,0,0,0,0,0,0
breed,0,0,0,0,1,0,0,0
able,1,0,0,0,0,0,0,0
thrive,0,0,0,0,0,0,1,0
adverse,2,0,0,0,0,0,0,0
grazing,0,0,0,0,2,0,0,0
forage,0,0,0,0,1,0,0,0
cultivate,0,0,0,0,0,0,1,0
feed,0,0,0,0,0,0,1,0
profitably,0,0,1,0,0,0,0,0
particularly,0,0,1,0,0,0,0,0
sensitive,1,0,0,0,0,0,0,0
adequate,2,0,0,0,0,0,0,0
supply,0,0,0,0,3,0,1,0
irrigate,0,0,0,0,0,0,2,0
field,0,0,0,0,1,0,0,0
oasis,0,0,0,0,1,0,0,0
sharply,0,0,1,0,0,0,0,0
artificial,1,0,0,0,0,0,0,0
agricultural,1,0,0,0,0,0,0,0
practice,0,0,0,0,0,0,1,0
half,0,0,0,1,0,0,0,0
farmer,0,0,0,0,1,0,0,0
modern,1,0,0,0,0,0,0,0
application,0,0,0,0,1,0,0,0
fertilizer,0,0,0,0,1,0,0,0
mechanization,0,0,0,0,1,0,0,0
unprecedented,1,0,0,0,0,0,0,0
farm,0,0,0,0,1,0,0,0
productivity,0,0,0,0,1,0,0,0
raising,0,0,0,0,1,0,0,0
farming,0,0,0,0,1,0,0,0
method,0,0,0,0,2,0,0,0
dependable,1,0,0,0,0,0,0,0
yield,0,0,0,0,1,0,0,0
obtain,0,0,0,0,0,0,1,0
necessary,1,0,0,0,0,0,0,0
growing,0,0,0,0,1,0,0,0
pump,0,0,0,0,0,0,1,0
lake,0,0,0,0,2,0,0,0
well,0,0,0,0,1,0,0,0
basin,0,0,0,0,1,0,0,0
dam,0,0,0,0,2,0,0,0
hold,0,0,0,0,0,0,2,0
flood,0,0,0,0,1,0,0,0
gate,0,0,0,0,1,0,0,0
concrete,0,0,0,0,1,0,0,0
canal,0,0,0,0,2,0,0,0
gravity,0,0,0,0,1,0,0,0
elaborate,1,0,0,0,0,0,0,0
expensive,1,0,0,0,0,0,0,0
construct,0,0,0,0,0,0,1,0
reservoir,0,0,0,0,1,0,0,0
portable,1,0,0,0,0,0,0,0
lightweight,1,0,0,0,0,0,0,0
aluminum,0,0,0,0,1,0,0,0
pipe,0,0,0,0,1,0,0,0
drip,0,0,0,0,1,0,0,0
narrow,1,0,0,0,0,0,0,0
tubing,0,0,0,0,1,0,0,0
recur,0,0,0,0,0,0,1,0
interrupt,0,0,0,0,0,0,1,0
halt,0,0,0,0,0,0,1,0
block,0,0,0,0,0,0,1,0
concentration,0,0,0,0,2,0,0,0
population,0,0,0,0,1,0,0,0
subtropic,0,0,0,0,1,0,0,0
sparsely,0,0,1,0,0,0,0,0
populate,0,0,0,0,0,0,1,0
refrigeration,0,0,0,0,1,0,0,0
favorable,1,0,0,0,0,0,0,0
intend,0,0,0,0,0,0,1,0
question,0,0,0,0,1,0,0,0
adopt,0,0,0,0,0,0,1,0
evidence,0,0,0,0,3,0,0,0
fossil,1,0,0,0,1,0,0,0
ring,0,0,0,0,2,0,0,0
bed,0,0,0,0,1,0,0,0
sediment,0,0,0,0,1,0,0,0
historical,1,0,0,0,0,0,0,0
operate,0,0,0,0,0,0,1,0
scale,0,0,0,0,2,0,0,0
drift,0,0,0,0,1,0,0,0
plate,0,0,0,0,1,0,0,0
tectonic,0,0,0,0,1,0,0,0
axial,1,0,0,0,0,0,0,0
ten,0,0,0,0,1,0,0,0
varying,1,0,0,0,0,0,0,0
gas,0,0,0,0,6,0,0,0
carbon,0,0,0,0,2,0,0,0
dioxide,0,0,0,0,2,0,0,0
impede,0,0,0,0,0,0,1,0
infrared,1,0,0,0,0,0,0,0
one,0,0,0,0,1,0,0,0
sense,0,0,0,0,1,0,0,0
billion,0,0,0,0,0,1,0,0
persist,0,0,0,0,0,0,1,0
believe,0,0,0,0,0,0,1,0
bright,1,0,0,0,0,0,0,0
ago,0,0,4,0,0,0,0,0
peak,0,0,0,0,0,0,1,0
worldwide,1,0,0,0,0,0,0,0
gradually,0,0,1,0,0,0,0,0
remarkable,1,0,0,0,0,0,0,0
interglacial,1,0,0,0,1,0,0,0
epoch,0,0,0,0,1,0,0,0
bit,0,0,0,0,2,0,0,0
historic,1,0,0,0,0,0,0,0
glacier,0,0,0,0,1,0,0,0
incredibly,0,0,1,0,0,0,0,0
varied,1,0,0,0,0,0,0,0
globe,0,0,0,0,1,0,0,0
currently,0,0,1,0,0,0,0,0
widespread,1,0,0,0,0,0,0,0
concern,0,0,0,0,1,0,0,0
phase,0,0,0,0,1,0,0,0
commonly,0,0,1,0,0,0,0,0
complex,1,0,0,0,0,0,0,0
slight,1,0,0,0,0,0,0,0
output,0,0,0,0,1,0,0,0
majority,0,0,0,0,1,0,0,0
conclude,0,0,0,0,0,0,1,0
culprit,0,0,0,0,1,0,0,0
contributor,0,0,0,0,1,0,0,0
owe,0,0,0,0,0,0,1,0
burning,0,0,0,0,1,0,0,0
fuel,0,0,0,0,1,0,0,0
coal,0,0,0,0,1,0,0,0
petroleum,0,0,0,0,1,0,0,0
scenario,0,0,0,0,1,0,0,0
future,1,0,0,0,0,0,0,0
lead,0,0,0,0,0,0,2,0
warn,0,0,0,0,0,0,1,0
socioeconomic,1,0,0,0,0,0,0,0
consequence,0,0,0,0,1,0,0,0
warning,0,0,0,0,1,0,0,0
effort,0,0,0,0,1,0,0,0
minimize,0,0,0,0,0,0,1,0
threat,0,0,0,0,1,0,0,0
design,0,0,0,0,0,0,1,0
release,0,0,0,0,0,0,1,0
