word,ADJ,ADP,ADV,CCONJ,NOUN,NUM,SCONJ,VERB
untreated,1,0,0,0,0,0,0,0
contaminate,0,0,0,0,0,0,0,1
discharge,0,0,0,0,0,0,0,1
acid,0,0,0,0,2,0,0,0
grease,0,0,0,0,1,0,0,0
endanger,0,0,0,0,0,0,0,9
health,0,0,0,0,1,0,0,0
fishery,0,0,0,0,1,0,0,0
unusable,1,0,0,0,0,0,0,0
purpose,0,0,0,0,3,0,0,0
leak,0,0,0,0,1,0,0,0
spill,0,0,0,0,1,0,0,0
offshore,1,0,0,0,0,0,0,0
wreck,0,0,0,0,0,0,0,1
damage,0,0,0,0,0,0,0,2
tanker,0,0,0,0,1,0,0,0
widespread,2,0,0,0,0,0,0,0
destruction,0,0,0,0,7,0,0,0
marine,1,0,0,0,0,0,0,0
bag,0,0,0,0,1,0,0,0
litter,0,0,0,0,2,0,0,1
dumping,0,0,0,0,2,0,0,0
scale,0,0,0,0,2,0,0,0
insecticide,0,0,0,0,1,0,0,0
tend,0,0,0,0,0,0,0,2
concentrate,0,0,0,0,0,0,0,1
tissue,0,0,0,0,1,0,0,0
chain,0,0,0,0,2,0,0,0
organism,0,0,0,0,3,0,0,0
end,0,0,0,0,1,0,0,1
amount,0,0,0,0,1,0,0,0
scourge,0,0,0,0,1,0,0,0
suppress,0,0,0,0,0,0,0,3
lightning,0,0,0,0,1,0,0,0
kindle,0,0,0,0,0,0,0,1
carelessness,0,0,0,0,1,0,0,0
incapable,1,0,0,0,0,0,0,0
elimination,0,0,0,0,3,0,0,0
understory,0,0,0,0,1,0,0,0
susceptible,2,0,0,0,0,0,0,0
crown,0,0,0,0,3,0,0,0
rage,0,0,0,0,0,0,0,1
leafy,1,0,0,0,0,0,0,0
top,0,0,0,0,1,0,0,0
timber,0,0,0,0,3,0,0,0
resident,1,0,0,0,0,0,0,0
occurrence,0,0,0,0,2,0,0,0
rebound,0,0,0,0,0,0,0,1
occasional,2,0,0,0,0,0,0,0
tool,0,0,0,0,1,0,0,0
forester,0,0,0,0,2,0,0,0
prescribed,5,0,0,0,0,0,0,0
burning,0,0,0,0,9,0,0,0
attempt,0,0,0,0,1,0,0,2
imitate,0,0,0,0,0,0,0,1
burn,0,0,0,0,3,0,0,4
leaf,0,0,0,0,1,0,0,0
pine,0,0,0,0,1,0,0,0
needle,0,0,0,0,1,0,0,0
twig,0,0,0,0,1,0,0,0
buildup,0,0,0,0,2,0,0,0
manager,0,0,0,0,2,0,0,0
send,0,0,0,0,0,0,0,1
smoke,0,0,0,0,1,0,0,0
nearby,3,0,1,0,0,0,0,0
complaint,0,0,0,0,1,0,0,0
homeowner,0,0,0,0,1,0,0,0
receive,0,0,0,0,0,0,0,1
criticism,0,0,0,0,1,0,0,0
completely,0,0,1,0,0,0,0,0
unmanageable,1,0,0,0,0,0,0,0
house,0,0,0,0,2,0,0,0
infestation,0,0,0,0,1,0,0,0
threaten,0,0,0,0,0,0,0,7
authorize,0,0,0,0,0,0,0,1
private,5,0,0,0,0,0,0,0
insectborne,1,0,0,0,0,0,0,0
disease,0,0,0,0,3,0,0,0
detect,0,0,0,0,0,0,0,1
epidemic,0,0,0,0,1,0,0,0
indiscriminate,1,0,0,0,0,0,0,0
provision,0,0,0,0,1,0,0,0
reseeding,0,0,0,0,2,0,0,0
manual,1,0,0,0,0,0,0,0
replanting,0,0,0,0,1,0,0,0
particularly,0,0,4,0,0,0,0,0
tropic,0,0,0,0,2,0,0,0
canopy,0,0,0,0,1,0,0,0
splash,0,0,0,0,2,0,0,0
loose,2,0,0,0,0,0,0,0
soon,0,0,3,0,0,0,0,0
harvest,0,0,0,0,1,0,0,1
ensure,0,0,0,0,0,0,0,1
sustained,1,0,0,0,0,0,0,0
yield,0,0,0,0,1,0,0,1
strike,0,0,0,0,0,0,0,1
cutting,0,0,0,0,1,0,0,0
mature,1,0,0,0,0,0,0,0
growth,0,0,0,0,4,0,0,0
sapling,0,0,0,0,2,0,0,0
removal,0,0,0,0,1,0,0,0
tropical,4,0,0,0,0,0,0,0
aboveground,0,0,1,0,0,0,0,0
typical,1,0,0,0,0,0,0,0
temperate,1,0,0,0,0,0,0,0
zone,0,0,0,0,1,0,0,0
technique,0,0,0,0,1,0,0,0
northwestern,1,0,0,0,0,0,0,0
intentionally,0,0,1,0,0,0,0,0
set,0,0,0,0,0,0,0,1
mimic,0,0,0,0,0,0,0,1
dangerous,1,0,0,0,0,0,0,0
inevitably,0,0,1,0,0,0,0,0
lose,0,0,0,0,0,0,0,7
silent,1,0,0,0,0,0,0,0
thief,0,0,0,0,1,0,0,0
rainstorm,0,0,0,0,1,0,0,0
neglect,0,0,0,0,0,0,0,1
badly,0,0,2,0,0,0,0,0
extremely,0,0,2,0,0,0,0,0
thin,2,0,0,0,0,0,0,0
blanket,0,0,0,0,1,0,0,0
subsoil,0,0,0,0,3,0,0,0
submarginal,1,0,0,0,0,0,0,0
abandon,0,0,0,0,0,0,0,3
late,3,0,0,0,0,0,0,0
hectare,0,0,0,0,4,0,0,0
subject,2,0,0,0,0,0,0,0
cropland,0,0,0,0,1,0,0,0
constant,1,0,0,0,0,0,0,0
supervision,0,0,0,0,1,0,0,0
farmstead,0,0,0,0,1,0,0,0
evidence,0,0,0,0,1,0,0,0
unprotected,1,0,0,0,0,0,0,0
inch,0,0,0,0,4,0,0,0
centimeter,0,0,0,0,4,0,0,0
southern,3,0,0,0,0,0,0,0
sheet,0,0,0,0,1,0,0,0
wasting,0,0,0,0,1,0,0,0
notice,0,0,0,0,0,0,0,1
successively,0,0,1,0,0,0,0,0
patch,0,0,0,0,1,0,0,0
slight,1,0,0,0,0,0,0,0
rise,0,0,0,0,1,0,0,1
sign,0,0,0,0,2,0,0,0
nearly,0,0,1,0,0,0,0,0
finish,0,0,0,0,0,0,0,1
producer,0,0,0,0,1,0,0,0
llama,0,0,0,0,1,0,0,0
alpaca,0,0,0,0,1,0,0,0
graze,0,0,0,0,0,0,0,1
foothill,0,0,0,0,1,0,0,0
mountain,0,0,0,0,1,0,0,0
livestock,0,0,0,0,3,0,0,0
eat,0,0,0,0,0,0,0,1
risk,0,0,0,0,1,0,0,0
washing,0,0,0,0,1,0,0,0
battering,0,0,0,0,1,0,0,0
rill,0,0,0,0,4,0,0,0
dig,0,0,0,0,0,0,0,1
develop,0,0,0,0,0,0,0,5
gully,0,0,0,0,5,0,0,0
unproductive,1,0,0,0,0,0,0,0
desert,0,0,0,0,1,0,0,0
overgraze,0,0,0,0,0,0,0,1
plot,0,0,0,0,4,0,0,0
severe,1,0,0,0,0,0,0,0
estimate,0,0,0,0,0,0,0,3
productive,3,0,0,0,0,0,0,0
tract,0,0,0,0,2,0,0,0
suburban,2,0,0,0,0,0,0,0
housing,0,0,0,0,4,0,0,0
site,0,0,0,0,5,0,0,0
airport,0,0,0,0,1,0,0,0
expansion,0,0,0,0,2,0,0,0
project,0,0,0,0,3,0,0,0
build,0,0,0,0,0,0,0,2
protective,1,0,0,0,0,0,0,0
generally,0,0,3,0,0,0,0,0
remove,0,0,0,0,0,0,0,2
builder,0,0,0,0,1,0,0,0
corrective,1,0,0,0,0,0,0,0
action,0,0,0,0,4,0,0,0
mulch,0,0,0,0,3,0,0,0
steeply,0,0,1,0,0,0,0,0
excavate,0,0,0,0,0,0,0,2
usually,0,0,1,0,0,0,0,0
straw,0,0,0,0,1,0,0,0
netting,0,0,0,0,1,0,0,0
difficult,1,0,0,0,0,0,0,0
hydroseeding,0,0,0,0,1,0,0,0
seed,0,0,0,0,1,0,0,0
fertilizer,0,0,0,0,3,0,0,0
spray,0,0,0,0,0,0,0,1
quick,0,0,1,0,0,0,0,0
stabilize,0,0,0,0,0,0,0,1
bridge,0,0,0,0,1,0,0,0
fence,0,0,0,0,2,0,0,0
disturb,0,0,0,0,0,0,0,1
trap,0,0,0,0,0,0,0,2
government,0,0,0,0,15,0,0,0
agency,0,0,0,0,2,0,0,0
classification,0,0,0,0,3,0,0,0
rename,0,0,0,0,0,0,0,1
division,0,0,0,0,1,0,0,0
devise,0,0,0,0,0,0,0,1
offer,0,0,0,0,0,0,0,3
guidance,0,0,0,0,1,0,0,0
factor,0,0,0,0,2,0,0,0
humidity,0,0,0,0,1,0,0,0
determine,0,0,0,0,0,0,0,1
maximum,2,0,0,0,0,0,0,0
productivity,0,0,0,0,1,0,0,0
class,0,0,0,0,4,0,0,1
iii,0,0,0,0,0,2,0,0
appropriate,1,0,0,0,0,0,0,0
cultivate,0,0,0,0,0,0,0,3
skillful,1,0,0,0,0,0,0,0
avoid,0,0,0,0,0,0,0,1
vii,0,0,0,0,0,1,0,0
grazing,0,0,0,0,1,0,0,0
viii,0,0,0,0,0,1,0,0
sandy,2,0,0,0,0,0,0,0
shore,0,0,0,0,1,0,0,0
rocky,1,0,0,0,0,0,0,0
scenic,1,0,0,0,0,0,0,0
modification,0,0,0,0,2,0,0,0
test,0,0,0,0,0,0,0,1
experiment,0,0,0,0,0,0,0,2
steep,1,0,0,0,0,0,0,0
adjacent,1,0,0,0,0,0,0,0
thickly,0,0,1,0,0,0,0,0
cultivated,1,0,0,0,0,0,0,0
contrast,0,0,0,0,1,0,0,0
ranger,0,0,0,0,1,0,0,0
raindrop,0,0,0,0,1,0,0,0
heal,0,0,0,0,0,0,0,2
tangle,0,0,0,0,1,0,0,0
stem,0,0,0,0,1,0,0,0
brush,0,0,0,0,2,0,0,0
regular,1,0,0,0,0,0,0,0
interval,0,0,0,0,2,0,0,0
catch,0,0,0,0,0,0,0,4
variety,0,0,0,0,3,0,0,0
effectiveness,0,0,0,0,1,0,0,0
topography,0,0,0,0,1,0,0,0
contouring,0,0,0,0,1,0,0,0
sloping,1,0,0,0,0,0,0,0
hillside,0,0,0,0,1,0,0,0
curve,0,0,0,0,0,0,0,1
furrow,0,0,0,0,3,0,0,0
horizontal,1,0,0,0,0,0,0,0
hill,0,0,0,0,1,0,0,0
straight,0,0,1,0,0,0,0,0
uphill,0,0,1,0,0,0,0,0
curved,1,0,0,0,0,0,0,0
low,2,0,0,0,0,0,0,0
ridge,0,0,0,0,2,0,0,0
terrace,0,0,0,0,2,0,0,0
throw,0,0,0,0,0,0,0,2
outer,1,0,0,0,0,0,0,0
retard,0,0,0,0,0,0,0,1
encourage,0,0,0,0,0,0,0,5
lister,0,0,0,0,1,0,0,0
wide,2,0,0,0,0,0,0,0
line,0,0,0,0,0,0,0,1
shield,0,0,0,0,1,0,0,0
windrow,0,0,0,0,1,0,0,0
treeless,1,0,0,0,0,0,0,0
plain,0,0,0,0,1,0,0,0
row,0,0,0,0,3,0,0,0
edge,0,0,0,0,1,0,0,0
tillage,0,0,0,0,2,0,0,0
stubble,0,0,0,0,1,0,0,0
mulching,0,0,0,0,1,0,0,0
moldboard,0,0,0,0,1,0,0,0
till,0,0,0,0,1,0,0,1
previous,1,0,0,0,0,0,0,0
cropping,0,0,0,0,2,0,0,0
clover,0,0,0,0,2,0,0,0
alternate,0,0,0,0,0,0,0,2
tilled,1,0,0,0,0,0,0,0
soybean,0,0,0,0,2,0,0,0
erode,0,0,0,0,0,0,0,1
contour,0,0,0,0,2,0,0,0
rotation,0,0,0,0,2,0,0,0
piece,0,0,0,0,1,0,0,0
nitrogen,0,0,0,0,6,0,0,0
add,0,0,0,0,0,0,0,2
legume,0,0,0,0,1,0,0,0
alfalfa,0,0,0,0,1,0,0,0
cowpea,0,0,0,0,1,0,0,0
combine,0,0,0,0,0,0,0,1
green,2,0,0,0,0,0,0,0
manuring,0,0,0,0,2,0,0,0
rot,0,0,0,0,0,0,0,1
potato,0,0,0,0,1,0,0,0
shift,0,0,0,0,0,0,0,2
fix,0,0,0,0,0,0,0,1
beneficial,1,0,0,0,0,0,0,0
residue,0,0,0,0,1,0,0,0
stalk,0,0,0,0,1,0,0,0
previously,0,0,1,0,0,0,0,0
improve,0,0,0,0,0,0,0,2
fertility,0,0,0,0,1,0,0,0
constitute,0,0,0,0,0,0,0,1
condition,0,0,0,0,3,0,0,0
marsh,0,0,0,0,5,0,0,0
pond,0,0,0,0,2,0,0,0
hibernate,0,0,0,0,0,0,0,1
reproduce,0,0,0,0,0,0,0,1
distinct,1,0,0,0,0,0,0,0
interacting,1,0,0,0,0,0,0,0
category,0,0,0,0,2,0,0,0
degradation,0,0,0,0,4,0,0,0
introduce,0,0,0,0,0,0,0,4
parasitism,0,0,0,0,1,0,0,0
decline,0,0,0,0,5,0,0,1
specific,1,0,0,0,0,0,0,0
terrestrial,2,0,0,0,0,0,0,0
main,1,0,0,0,0,0,0,0
traffic,0,0,0,0,1,0,0,0
immeasurable,1,0,0,0,0,0,0,0
mortality,0,0,0,0,1,0,0,0
total,1,0,0,0,0,0,0,0
paved,1,0,0,0,0,0,0,0
state,0,0,0,0,5,0,0,1
document,0,0,0,0,0,0,0,2
introduction,0,0,0,0,1,0,0,0
nonnative,1,0,0,0,0,0,0,0
north,1,0,0,0,0,0,0,0
american,2,0,0,0,0,0,0,0
hemlock,0,0,0,0,1,0,0,0
asian,2,0,0,0,0,0,0,0
woolly,1,0,0,0,0,0,0,0
adelgid,0,0,0,0,1,0,0,0
exotic,2,0,0,0,0,0,0,0
lizard,0,0,0,0,3,0,0,0
establish,0,0,0,0,0,0,0,7
outcompete,0,0,0,0,0,0,0,1
prey,0,0,0,0,1,0,0,2
noticeably,0,0,1,0,0,0,0,0
replace,0,0,0,0,0,0,0,3
man,0,0,0,0,2,0,0,0
structure,0,0,0,0,1,0,0,0
specialist,0,0,0,0,1,0,0,0
snake,0,0,0,0,6,0,0,0
capture,0,0,0,0,0,0,0,1
military,1,0,0,0,0,0,0,0
base,0,0,0,0,1,0,0,0
species,0,0,0,0,8,0,0,0
spread,0,0,0,0,0,0,0,1
web,0,0,0,0,2,0,0,0
page,0,0,0,0,1,0,0,0
describe,0,0,0,0,0,0,0,1
accidentally,0,0,1,0,0,0,0,0
colonize,0,0,0,0,0,0,0,1
island,0,0,0,0,1,0,0,0
relentlessly,0,0,1,0,0,0,0,0
local,2,0,0,0,0,0,0,0
extinction,0,0,0,0,11,0,0,0
bat,0,0,0,0,1,0,0,0
numerous,3,0,0,0,0,0,0,0
agriculture,0,0,0,0,1,0,0,0
indirect,2,0,0,0,0,0,0,0
release,0,0,0,0,0,0,0,2
contaminant,0,0,0,0,2,0,0,0
detrimental,1,0,0,0,0,0,0,0
effluent,0,0,0,0,2,0,0,0
coastal,4,0,0,0,0,0,0,0
salt,0,0,0,0,3,0,0,0
estuary,0,0,0,0,1,0,0,0
resort,0,0,0,0,1,0,0,0
golf,0,0,0,0,1,0,0,0
course,0,0,1,0,1,0,0,0
boat,0,0,0,0,1,0,0,0
marina,0,0,0,0,1,0,0,0
exploitation,0,0,0,0,1,0,0,0
diamondback,0,0,0,0,1,0,0,0
terrapin,0,0,0,0,1,0,0,0
wren,0,0,0,0,1,0,0,0
muddy,1,0,0,0,0,0,0,0
mix,0,0,0,0,1,0,0,0
parasite,0,0,0,0,1,0,0,0
suspect,0,0,0,0,0,0,0,1
illness,0,0,0,0,1,0,0,0
weaken,0,0,0,0,0,0,0,1
biologist,0,0,0,0,2,0,0,0
conclude,0,0,0,0,0,0,0,1
resistance,0,0,0,0,1,0,0,0
normal,1,0,0,0,0,0,0,0
stress,0,0,0,0,0,0,0,1
culture,0,0,0,0,2,0,0,0
necessity,0,0,0,0,1,0,0,0
timbering,0,0,0,0,1,0,0,0
harvesting,0,0,0,0,1,0,0,0
pet,0,0,0,0,2,0,0,0
trade,0,0,0,0,6,0,0,0
plague,0,0,0,0,0,0,0,1
global,4,0,0,0,0,0,0,0
rainforest,0,0,0,0,1,0,0,0
drive,0,0,0,0,0,0,0,2
hundred,0,0,0,0,1,0,0,0
edible,1,0,0,0,0,0,0,0
turtle,0,0,0,0,5,0,0,0
sell,0,0,0,0,0,0,0,1
delicacy,0,0,0,0,1,0,0,0
exceed,0,0,0,0,0,0,0,1
possible,3,0,0,0,0,0,0,0
sustainable,1,0,0,0,0,0,0,0
expect,0,0,0,0,0,0,0,1
curtail,0,0,0,0,0,0,0,1
sale,0,0,0,0,1,0,0,0
meat,0,0,0,0,2,0,0,0
chinese,1,0,0,0,0,0,0,0
market,0,0,0,0,1,0,0,0
predict,0,0,0,0,0,0,0,3
current,1,0,0,0,0,0,0,0
additional,1,0,0,0,0,0,0,0
despite,0,0,0,0,0,0,1,0
political,2,0,0,0,0,0,0,0
debate,0,0,0,0,1,0,0,0
climatic,1,0,0,0,0,0,0,0
change,0,0,0,0,5,0,0,0
climatologist,0,0,0,0,1,0,0,0
minor,1,0,0,0,0,0,0,0
disappearance,0,0,0,0,2,0,0,0
reduction,0,0,0,0,1,0,0,0
directly,0,0,1,0,0,0,0,0
related,1,0,0,0,0,0,0,0
mention,0,0,0,0,0,0,0,1
unexplained,1,0,0,0,0,0,0,0
undetectable,1,0,0,0,0,0,0,0
manner,0,0,0,0,1,0,0,0
cumulative,1,0,0,0,0,0,0,0
unidentified,1,0,0,0,0,0,0,0
identify,0,0,0,0,0,0,0,1
controllable,1,0,0,0,0,0,0,0
combination,0,0,0,0,2,0,0,0
regulation,0,0,0,0,4,0,0,0
education,0,0,0,0,1,0,0,0
evolve,0,0,0,0,0,0,0,1
begin,0,0,0,0,0,0,0,1
eventual,1,0,0,0,0,0,0,0
adapt,0,0,0,0,0,0,0,1
dinosaur,0,0,0,0,1,0,0,0
represent,0,0,0,0,0,0,0,1
record,0,0,0,0,1,0,0,0
rapid,2,0,0,0,0,0,0,0
adjustment,0,0,0,0,1,0,0,0
passenger,0,0,0,0,1,0,0,0
pigeon,0,0,0,0,1,0,0,0
parakeet,0,0,0,0,1,0,0,0
auk,0,0,0,0,2,0,0,0
cormorant,0,0,0,0,1,0,0,0
dusky,1,0,0,0,0,0,0,0
seaside,0,0,0,0,1,0,0,0
sparrow,0,0,0,0,1,0,0,0
heath,0,0,0,0,1,0,0,0
hen,0,0,0,0,1,0,0,0
mammal,0,0,0,0,3,0,0,0
elk,0,0,0,0,1,0,0,0
wolf,0,0,0,0,1,0,0,0
sea,0,0,0,0,1,0,0,0
mink,0,0,0,0,2,0,0,0
bighorn,0,0,0,0,1,0,0,0
photograph,0,0,0,0,1,0,0,0
beginning,0,0,0,0,1,0,0,0
mountaintop,0,0,0,0,1,0,0,0
salamander,0,0,0,0,2,0,0,0
geographic,1,0,0,0,0,0,0,0
range,0,0,0,0,2,0,0,0
assume,0,0,0,0,0,0,0,1
wipe,0,0,0,0,0,0,0,1
mining,0,0,0,0,7,0,0,0
reptile,0,0,0,0,4,0,0,0
bog,0,0,0,0,1,0,0,0
indigo,0,0,0,0,1,0,0,0
hognose,0,0,0,0,1,0,0,0
northern,1,0,0,0,0,0,0,0
cricket,0,0,0,0,1,0,0,0
frog,0,0,0,0,2,0,0,0
game,0,0,0,0,2,0,0,0
overhunting,0,0,0,0,2,0,0,0
overfishing,0,0,0,0,1,0,0,0
track,0,0,0,0,1,0,0,0
cat,0,0,0,0,1,0,0,0
whale,0,0,0,0,1,0,0,0
rhinoceros,0,0,0,0,1,0,0,0
tapir,0,0,0,0,1,0,0,0
facility,0,0,0,0,1,0,0,0
expand,0,0,0,0,0,0,0,1
encroach,0,0,0,0,0,0,0,1
custom,0,0,0,0,1,0,0,0
official,0,0,0,0,2,0,0,0
display,0,0,0,0,0,0,0,1
african,4,0,0,0,0,0,0,0
elephant,0,0,0,0,3,0,0,0
tusk,0,0,0,0,1,0,0,0
illegally,0,0,1,0,0,0,0,0
poacher,0,0,0,0,1,0,0,0
thousand,0,0,0,0,1,0,0,0
ivory,0,0,0,0,2,0,0,0
addition,0,0,0,0,5,0,0,0
victim,0,0,0,0,1,0,0,0
illegal,3,0,0,0,0,0,0,0
pelt,0,0,0,0,1,0,0,0
skin,0,0,0,0,1,0,0,0
sub,1,0,0,0,0,0,0,0
saharan,1,0,0,0,0,0,0,0
poaching,0,0,0,0,1,0,0,0
alligator,0,0,0,0,4,0,0,0
bask,0,0,0,0,0,0,0,1
sun,0,0,0,0,1,0,0,0
beach,0,0,0,0,1,0,0,0
success,0,0,0,0,1,0,0,0
story,0,0,0,0,1,0,0,0
list,0,0,0,0,1,0,0,0
nongame,0,0,0,0,1,0,0,0
amphibian,0,0,0,0,3,0,0,0
reflect,0,0,0,0,0,0,0,1
destine,0,0,0,0,0,0,0,1
relatively,0,0,1,0,0,0,0,0
hide,0,0,0,0,1,0,0,0
recover,0,0,0,0,0,0,0,1
extent,0,0,0,0,1,0,0,0
abundant,2,0,0,0,0,0,0,0
hunting,0,0,0,0,1,0,0,0
nonprofit,1,0,0,0,0,0,0,0
organization,0,0,0,0,5,0,0,0
grouping,0,0,0,0,1,0,0,0
successful,1,0,0,0,0,0,0,0
emphasize,0,0,0,0,0,0,0,1
address,0,0,0,0,0,0,0,2
international,1,0,0,0,0,0,0,0
scope,0,0,0,0,1,0,0,0
formal,1,0,0,0,0,0,0,0
esthetic,1,0,0,0,0,0,0,0
educational,1,0,0,0,0,0,0,0
historical,1,0,0,0,0,0,0,0
scientific,1,0,0,0,0,0,0,0
value,0,0,0,0,2,0,0,0
medically,0,0,1,0,0,0,0,0
agriculturally,0,0,1,0,0,0,0,0
significant,1,0,0,0,0,0,0,0
property,0,0,0,0,2,0,0,0
trait,0,0,0,0,1,0,0,0
discover,0,0,0,0,0,0,0,2
unravel,0,0,0,0,0,0,0,1
intricate,1,0,0,0,0,0,0,0
relationship,0,0,0,0,1,0,0,0
unsuspected,1,0,0,0,0,0,0,0
dependence,0,0,0,0,2,0,0,0
obviously,0,0,1,0,0,0,0,0
permit,0,0,0,0,0,0,0,2
adaptation,0,0,0,0,1,0,0,0
evolution,0,0,0,0,1,0,0,0
domino,0,0,0,0,1,0,0,0
potential,1,0,0,0,0,0,0,0
breeding,0,0,0,0,3,0,0,0
reintroduction,0,0,0,0,1,0,0,0
brink,0,0,0,0,1,0,0,0
black,1,0,0,0,0,0,0,0
footed,1,0,0,0,0,0,0,0
ferret,0,0,0,0,1,0,0,0
condor,0,0,0,0,1,0,0,0
undergo,0,0,0,0,0,0,0,1
reintroduce,0,0,0,0,0,0,0,1
aid,0,0,0,0,1,0,0,0
come,0,0,0,0,0,0,0,1
lecture,0,0,0,0,1,0,0,0
serie,0,0,0,0,1,0,0,0
television,0,0,0,0,1,0,0,0
lobby,0,0,0,0,0,0,0,1
legislator,0,0,0,0,1,0,0,0
buy,0,0,0,0,0,0,0,1
reserve,0,0,0,0,1,0,0,0
tactic,0,0,0,0,1,0,0,0
nonviolent,1,0,0,0,0,0,0,0
steer,0,0,0,0,0,0,0,1
inflatable,1,0,0,0,0,0,0,0
craft,0,0,0,0,1,0,0,0
harpoon,0,0,0,0,1,0,0,0
gun,0,0,0,0,1,0,0,0
whaler,0,0,0,0,1,0,0,0
migratory,2,0,0,0,0,0,0,0
gather,0,0,0,0,0,0,0,1
reservation,0,0,0,0,1,0,0,0
refuge,0,0,0,0,4,0,0,0
attract,0,0,0,0,0,0,0,1
administer,0,0,0,0,0,0,0,1
monument,0,0,0,0,1,0,0,0
operate,0,0,0,0,0,0,0,2
serve,0,0,0,0,0,0,0,1
individual,0,0,0,0,4,0,0,0
restore,0,0,0,0,0,0,0,2
feeding,0,0,0,0,2,0,0,0
federal,2,0,0,0,0,0,0,0
pile,0,0,0,0,1,0,0,0
retreat,0,0,0,0,1,0,0,0
cottontail,0,0,0,0,1,0,0,0
weasel,0,0,0,0,1,0,0,0
woodchuck,0,0,0,0,1,0,0,0
wetland,0,0,0,0,1,0,0,0
fencerow,0,0,0,0,1,0,0,0
undeveloped,1,0,0,0,0,0,0,0
haven,0,0,0,0,1,0,0,0
exhaust,0,0,0,0,0,0,0,1
transfer,0,0,0,0,0,0,0,1
exploit,0,0,0,0,0,0,0,1
carelessly,0,0,2,0,0,0,0,0
mine,0,0,0,0,0,0,0,2
inexhaustible,1,0,0,0,0,0,0,0
ton,0,0,0,0,2,0,0,0
efficient,2,0,0,0,0,0,0,0
generate,0,0,0,0,0,0,0,1
extend,0,0,0,0,0,0,0,1
day,0,0,0,0,1,0,0,0
inside,0,1,0,0,0,0,0,0
prime,1,0,0,0,0,0,0,0
target,0,0,0,0,1,0,0,0
wise,1,0,0,0,0,0,0,0
pressing,1,0,0,0,0,0,0,0
demand,0,0,0,0,2,0,0,0
appliance,0,0,0,0,2,0,0,0
automobile,0,0,0,0,4,0,0,0
manufacturer,0,0,0,0,1,0,0,0
meet,0,0,0,0,0,0,0,3
history,0,0,0,0,1,0,0,0
inexpensive,1,0,0,0,0,0,0,0
reliance,0,0,0,0,1,0,0,0
principal,1,0,0,0,0,0,0,0
consume,0,0,0,0,0,0,0,1
fourth,0,0,0,0,1,0,0,0
apparent,1,0,0,0,0,0,0,0
deplete,0,0,0,0,0,0,0,1
foreseeable,1,0,0,0,0,0,0,0
adopt,0,0,0,0,0,0,0,2
economic,1,0,0,0,0,0,0,0
import,0,0,0,0,0,0,0,2
middle,1,0,0,0,0,0,0,0
oppose,0,0,0,0,0,0,0,1
foreign,1,0,0,0,0,0,0,0
export,0,0,0,0,0,0,0,1
price,0,0,0,0,1,0,0,0
car,0,0,0,0,4,0,0,0
partly,0,0,1,0,0,0,0,0
response,0,0,0,0,2,0,0,0
forth,0,1,0,0,0,0,0,0
standard,0,0,0,0,2,0,0,0
renew,0,0,0,0,0,0,0,1
mass,1,0,0,0,1,0,0,0
loan,0,0,0,0,1,0,0,0
tax,0,0,0,0,1,0,0,0
credit,0,0,0,0,1,0,0,0
installation,0,0,0,0,1,0,0,0
insulation,0,0,0,0,1,0,0,0
device,0,0,0,0,1,0,0,0
efficiency,0,0,0,0,1,0,0,0
mandate,0,0,0,0,0,0,0,1
minimum,1,0,0,0,0,0,0,0
nonresidential,1,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,1
similar,1,0,0,0,0,0,0,0
propose,0,0,0,0,0,0,0,1
comprehensive,1,0,0,0,0,0,0,0
discourage,0,0,0,0,0,0,0,1
incentive,0,0,0,0,1,0,0,0
alternative,4,0,0,0,1,0,0,0
business,0,0,0,0,1,0,0,0
secondary,2,0,0,0,0,0,0,0
circuit,0,0,0,0,1,0,0,0
board,0,0,0,0,1,0,0,0
discard,0,0,0,0,0,0,0,1
computer,0,0,0,0,2,0,0,0
nickel,0,0,0,0,1,0,0,0
tin,0,0,0,0,1,0,0,0
extract,0,0,0,0,0,0,0,1
electronic,0,0,0,0,1,0,0,0
mark,0,0,0,0,0,0,0,1
ethanol,0,0,0,0,3,0,0,0
crisis,0,0,0,0,1,0,0,0
solar,2,0,0,0,0,0,0,0
geothermal,2,0,0,0,0,0,0,0
utility,0,0,0,0,1,0,0,0
circumstance,0,0,0,0,1,0,0,0
research,0,0,0,0,1,0,0,0
economical,1,0,0,0,0,0,0,0
shale,0,0,0,0,1,0,0,0
gasohol,0,0,0,0,1,0,0,0
mixture,0,0,0,0,1,0,0,0
alcohol,0,0,0,0,1,0,0,0
grain,0,0,0,0,1,0,0,0
gasoline,0,0,0,0,3,0,0,0
electric,4,0,0,0,0,0,0,0
debut,0,0,0,0,0,0,0,1
model,0,0,0,0,1,0,0,0
election,0,0,0,0,1,0,0,0
president,0,0,0,0,1,0,0,0
nuclear,2,0,0,0,0,0,0,0
warming,0,0,0,0,2,0,0,0
rely,0,0,0,0,0,0,0,1
nonpolluting,1,0,0,0,0,0,0,0
biomass,0,0,0,0,1,0,0,0
investigate,0,0,0,0,0,0,0,1
hybrid,1,0,0,0,0,0,0,0
sulfuric,1,0,0,0,0,0,0,0
devastate,0,0,0,0,0,0,0,1
reclamation,0,0,0,0,1,0,0,0
wasteland,0,0,0,0,1,0,0,0
filtration,0,0,0,0,1,0,0,0
toxin,0,0,0,0,1,0,0,0
