word,ADJ,ADP,ADV,AUX,NOUN,NUM,VERB,X
spread,0,0,0,0,0,0,2,0
concerned,2,0,0,0,0,0,0,0
hire,0,0,0,0,0,0,1,0
genealogist,0,0,0,0,1,0,0,0
supply,0,0,0,0,0,0,1,0
impressive,1,0,0,0,0,0,0,0
construction,0,0,0,0,1,0,0,0
laborer,0,0,0,0,1,0,0,0
mile,0,0,0,0,3,0,0,0
kilometer,0,0,0,0,1,0,0,0
part,0,0,0,0,3,0,0,0
legacy,0,0,0,0,4,0,0,0
clearly,0,0,2,0,0,0,0,0
civilization,0,0,0,0,6,0,0,0
inhabitant,0,0,0,0,1,0,0,0
thank,0,0,0,0,0,0,1,0
aspect,0,0,0,0,1,0,0,0
directly,0,0,1,0,0,0,0,0
example,0,0,0,0,5,0,0,0
cast,0,0,0,0,0,0,2,0
derive,0,0,0,0,0,0,1,0
individual,1,0,0,0,0,0,0,0
constitutional,1,0,0,0,0,0,0,0
separation,0,0,0,0,1,0,0,0
division,0,0,0,0,1,0,0,0
legislative,1,0,0,0,0,0,0,0
judicial,1,0,0,0,0,0,0,0
function,0,0,0,0,2,0,1,0
separate,1,0,0,0,0,0,0,0
independent,1,0,0,0,0,0,0,0
branch,0,0,0,0,1,0,0,0
dominate,0,0,0,0,0,0,1,0
idea,0,0,0,0,3,0,0,0
ability,0,0,0,0,1,0,0,0
gifted,1,0,0,0,0,0,0,0
planner,0,0,0,0,2,0,0,0
road,0,0,0,0,5,0,0,0
match,0,0,0,0,1,0,0,0
comparatively,0,0,1,0,0,0,0,0
fast,1,0,0,0,0,0,0,0
transportation,0,0,0,0,1,0,0,0
adapt,0,0,0,0,0,0,1,0
wide,1,0,0,0,0,0,0,0
variety,0,0,0,0,1,0,0,0
commerce,0,0,0,0,1,0,0,0
agriculture,0,0,0,0,1,0,0,0
mail,0,0,0,0,1,0,0,0
delivery,0,0,0,0,2,0,0,0
pedestrian,0,0,0,0,1,0,0,0
traffic,0,0,0,0,1,0,0,0
movement,0,0,0,0,1,0,0,0
health,0,0,0,0,1,0,0,0
extensive,1,0,0,0,0,0,0,0
network,0,0,0,0,2,0,0,0
drain,0,0,0,0,0,0,1,0
waste,0,0,0,0,1,0,0,0
bath,0,0,0,0,1,0,0,0
artwork,0,0,0,0,1,0,0,0
ensure,0,0,0,0,0,0,1,0
justice,0,0,0,0,1,0,0,0
security,0,0,0,0,1,0,0,0
enforce,0,0,0,0,0,0,1,0
regulation,0,0,0,0,1,0,0,0
create,0,0,0,0,0,0,1,0
behalf,0,0,0,0,1,0,0,0
lack,0,0,0,0,0,0,1,0
protection,0,0,0,0,1,0,0,0
anarchy,0,0,0,0,1,0,0,0
survive,0,0,0,0,0,0,3,0
testament,0,0,0,0,1,0,0,0
skill,0,0,0,0,1,0,0,0
proof,0,0,0,0,1,0,0,0
cease,0,0,0,0,0,0,2,0
tribespeople,0,0,0,0,2,0,0,0
employ,0,0,0,0,0,0,1,0
technique,0,0,0,0,1,0,0,0
tool,0,0,0,0,1,0,0,0
ruin,0,0,0,0,1,0,0,0
remnant,0,0,0,0,1,0,0,0
strongly,0,0,1,0,0,0,0,0
development,0,0,0,0,1,0,0,0
legal,2,0,0,0,0,0,0,0
code,0,0,0,0,1,0,0,0
continental,1,0,0,0,0,0,0,0
corner,0,0,0,0,1,0,0,0
jury,0,0,0,0,1,0,0,0
judge,0,0,0,0,1,0,0,0
hear,0,0,0,0,0,0,1,0
testimony,0,0,0,0,1,0,0,0
side,0,0,0,0,1,0,0,0
render,0,0,0,0,0,0,1,0
interpretation,0,0,0,0,1,0,0,0
codify,0,0,0,0,0,0,1,0
sixth,2,0,0,0,0,0,0,0
section,0,0,0,0,1,0,0,0
speed,0,0,0,0,0,0,1,0
solidity,0,0,0,0,1,0,0,0
help,0,0,0,0,0,0,1,0
national,4,0,0,0,0,0,0,0
rare,1,0,0,0,0,0,0,0
exception,0,0,0,0,1,0,0,0
ethnic,2,0,0,0,0,0,0,0
secure,1,0,0,0,0,0,0,0
confuse,0,0,0,0,0,0,1,0
clear,1,0,0,0,0,0,0,0
learning,0,0,0,0,1,0,0,1
knowledge,0,0,0,0,2,0,0,0
lose,0,0,0,0,0,0,1,0
forever,0,0,1,0,0,0,0,0
burn,0,0,0,0,0,0,1,0
simply,0,0,1,0,0,0,0,0
victim,0,0,0,0,1,0,0,0
disuse,0,0,0,0,1,0,0,0
substantial,1,0,0,0,0,0,0,0
portion,0,0,0,0,1,0,0,0
writing,0,0,0,0,2,0,0,0
preserve,0,0,0,0,0,0,1,0
monk,0,0,0,0,1,0,0,0
accident,0,0,0,0,1,0,0,0
medium,0,0,0,0,1,0,0,0
significant,1,0,0,0,0,0,0,0
speech,0,0,0,0,1,0,0,0
orator,0,0,0,0,1,0,0,0
effect,0,0,0,0,1,0,0,0
widespread,1,0,0,0,0,0,0,0
romance,1,0,0,0,0,0,0,0
include,0,0,0,0,0,0,4,0
alphabet,0,0,0,0,1,0,0,0
letter,0,0,0,0,1,0,0,0
cultural,1,0,0,0,0,0,0,0
consider,0,0,0,0,0,0,1,0
synonymous,1,0,0,0,0,0,0,0
living,0,0,0,0,1,0,0,0
overdo,0,0,0,0,0,0,1,0
course,0,0,0,0,1,0,0,0
meal,0,0,0,0,1,0,0,0
similarity,0,0,0,0,1,0,0,0
american,2,0,0,0,0,0,0,0
football,0,0,0,0,2,0,0,0
stadium,0,0,0,0,1,0,0,0
oval,1,0,0,0,0,0,0,0
shape,0,0,0,0,1,0,1,0
method,0,0,0,0,1,0,0,0
entry,0,0,0,0,1,0,0,0
seating,0,0,0,0,1,0,0,0
criticize,0,0,0,0,0,0,1,0
violent,1,0,0,0,0,0,0,0
gladiatorial,1,0,0,0,0,0,0,0
schooling,0,0,0,0,1,0,0,0
educate,0,0,0,0,0,0,1,0
separately,0,0,1,0,0,0,0,0
teach,0,0,0,0,0,0,1,0
focus,0,0,0,0,0,0,2,0
scholarly,1,0,0,0,0,0,0,0
vocational,1,0,0,0,0,0,0,0
pursuit,0,0,0,0,1,0,0,0
encourage,0,0,0,0,0,0,1,0
term,0,0,0,0,1,0,0,0
fully,0,0,1,0,0,0,0,0
censor,0,0,0,0,1,0,0,0
bureaucrat,0,0,0,0,1,0,0,0
beneath,0,1,0,0,0,0,0,0
expert,0,0,0,0,1,0,0,0
acknowledge,0,0,0,0,0,0,1,0
inefficient,1,0,0,0,0,0,0,0
organization,0,0,0,0,1,0,0,0
scene,0,0,0,0,1,0,0,0
street,0,0,0,0,1,0,0,0
arch,0,0,0,0,1,0,0,0
suggest,0,0,0,0,0,0,1,0
fluctuation,0,0,0,0,1,0,0,0
democratic,1,0,0,0,0,0,0,0
veer,0,0,0,0,0,0,1,0
close,0,0,1,0,0,0,0,0
eye,0,0,0,0,1,0,0,0
guidance,0,0,0,0,1,0,0,0
warning,0,0,0,0,1,0,0,0
preside,0,0,0,0,0,0,1,0
instruction,0,0,0,0,1,0,0,0
later,0,0,1,0,0,0,0,0
ideal,0,0,0,0,1,0,0,0
product,0,0,0,0,1,0,0,0
collect,0,0,0,0,0,0,1,0
organize,0,0,0,0,0,0,1,0
past,1,0,0,0,0,0,0,0
extract,0,0,0,0,1,0,0,0
jurist,0,0,0,0,1,0,0,0
outline,0,0,0,0,1,0,0,0
monastic,3,0,0,0,0,0,0,0
tradition,0,0,0,0,2,0,0,0
run,0,0,0,0,0,0,1,0
monastery,0,0,0,0,1,0,0,0
south,0,0,1,0,0,0,0,0
responsible,1,0,0,0,0,0,0,0
