word,ADJ,ADP,ADV,DET,INTJ,NOUN,NUM,SCONJ,VERB,X
starting,0,0,0,0,0,1,0,0,0,0
point,0,0,0,0,0,15,0,0,0,0
career,0,0,0,0,0,8,0,0,0,0
moroccan,4,0,0,0,0,0,0,0,0,0
accord,0,0,0,0,0,0,0,0,11,0
enthusiastic,2,0,0,0,0,0,0,0,0,0
biographer,0,0,0,0,0,3,0,0,0,0
persuade,0,0,0,0,0,0,0,0,4,0
vigorous,2,0,0,0,0,0,0,0,0,0
father,0,0,0,0,0,7,0,0,1,0
enable,0,0,0,0,0,0,0,0,2,0
knightly,1,0,0,0,0,0,0,0,0,0
spur,0,0,0,0,0,2,0,0,0,0
genuine,5,0,0,0,0,0,0,0,0,0
combat,0,0,0,0,0,1,0,0,0,0
instead,0,0,9,0,0,0,0,0,0,0
mock,1,0,0,0,0,0,0,0,0,0
warfare,0,0,0,0,0,1,0,0,0,0
tournament,0,0,0,0,0,1,0,0,0,0
consent,0,0,0,0,0,1,0,0,1,0
mind,0,0,0,0,0,6,0,0,0,0
preparation,0,0,0,0,0,3,0,0,0,0
spread,0,0,0,0,0,0,0,0,2,0
rumour,0,0,0,0,0,2,0,0,1,0
destination,0,0,0,0,0,2,0,0,0,0
order,0,0,0,0,0,27,0,0,14,0
lull,0,0,0,0,0,0,0,0,1,0
feeling,0,0,0,0,0,1,0,0,0,0
false,1,0,0,0,0,0,0,0,0,0
security,0,0,0,0,0,1,0,0,0,0
sweep,0,0,0,0,0,0,0,0,1,0
victim,0,0,0,0,0,3,0,0,0,0
unprepared,1,0,0,0,0,0,0,0,0,0
unexpectedly,0,0,1,0,0,0,0,0,0,0
victory,0,0,0,0,0,6,0,0,0,0
experienced,1,0,0,0,0,0,0,0,0,0
soldier,0,0,0,0,0,14,0,0,0,0
actually,0,0,4,0,0,0,0,0,0,0
direct,2,0,0,0,0,0,0,0,4,0
operation,0,0,0,0,0,2,0,0,0,0
indicate,0,0,0,0,0,0,0,0,4,0
immediate,2,0,0,0,0,0,0,0,0,0
appointment,0,0,0,0,0,4,0,0,0,0
lieutenant,0,0,0,0,0,5,0,0,0,0
position,0,0,0,0,0,13,0,0,0,0
require,0,0,0,0,0,0,0,0,4,0
permanent,3,0,0,0,0,0,0,0,0,0
residence,0,0,0,0,0,3,0,0,0,0
civil,1,0,0,0,0,0,0,0,0,0
administrative,4,0,0,0,0,0,0,0,0,0
responsibility,0,0,0,0,0,2,0,0,0,0
oblige,0,0,0,0,0,0,0,0,5,0
adequately,0,0,1,0,0,0,0,0,0,0
defend,0,0,0,0,0,0,0,0,4,0
emergency,0,0,0,0,0,1,0,0,0,0
arise,0,0,0,0,0,0,0,0,4,0
ruler,0,0,0,0,0,26,0,0,0,0
join,0,0,0,0,0,0,0,0,16,0
retake,0,0,0,0,0,0,0,0,2,0
hasten,0,0,0,0,0,0,0,0,3,0
rescue,0,0,0,0,0,1,0,0,0,0
reinforcement,0,0,0,0,0,6,0,0,0,0
arrival,0,0,0,0,0,5,0,0,0,0
beat,0,0,0,0,0,0,0,0,2,0
assailant,0,0,0,0,0,1,0,0,0,0
propose,0,0,0,0,0,0,0,0,3,0
attack,0,0,0,0,0,7,0,0,10,0
despite,0,0,0,0,0,0,0,4,0,0
reminder,0,0,0,0,0,1,0,0,0,0
antagonize,0,0,0,0,0,0,0,0,1,0
threshold,0,0,0,0,0,1,0,0,0,0
lie,0,0,0,0,0,0,0,0,12,0
spend,0,0,0,0,0,0,0,0,19,0
fight,0,0,0,0,0,2,0,0,10,0
annex,0,0,0,0,0,0,0,0,1,0
want,0,0,0,0,0,1,0,0,1,0
peace,0,0,0,0,0,2,0,0,0,0
peremptory,1,0,0,0,0,0,0,0,0,0
administrator,0,0,0,0,0,2,0,0,0,0
replace,0,0,0,0,0,0,0,0,4,0
crusade,0,0,0,0,0,0,0,0,3,0
religious,10,0,0,0,0,0,0,0,0,0
vow,0,0,0,0,0,2,0,0,1,0
report,0,0,0,0,0,12,0,0,9,0
afterward,0,0,3,0,0,0,0,0,0,0
resolve,0,0,0,0,0,0,0,0,2,0
chaste,1,0,0,0,0,0,0,0,0,0
ascetic,1,0,0,0,0,0,0,0,0,0
indifferent,1,0,0,0,0,0,0,0,0,0
religion,0,0,0,0,0,2,0,0,0,0
furtherance,0,0,0,0,0,1,0,0,0,0
support,0,0,0,0,0,7,0,0,5,0
scholarship,0,0,0,0,0,3,0,0,0,0
refrain,0,0,0,0,0,0,0,0,1,0
worldly,1,0,0,0,0,0,0,0,0,0
pleasure,0,0,0,0,0,1,0,0,0,0
illegitimate,2,0,0,0,0,0,0,0,0,0
hesitate,0,0,0,0,0,0,0,0,1,0
lecture,0,0,0,0,0,0,0,0,1,0
reprove,0,0,0,0,0,0,0,0,1,0
shortcoming,0,0,0,0,0,1,0,0,0,0
extravagance,0,0,0,0,0,1,0,0,0,0
immethodical,1,0,0,0,0,0,0,0,0,0
habit,0,0,0,0,0,2,0,0,0,0
promise,0,0,0,0,0,4,0,0,6,0
lack,0,0,0,0,0,2,0,0,2,0
scruple,0,0,0,0,0,1,0,0,0,0
raising,0,0,0,0,0,1,0,0,0,0
patronage,0,0,0,0,0,2,0,0,0,0
fund,0,0,0,0,0,1,0,0,0,0
appropriate,1,0,0,0,0,0,0,0,1,0
finance,0,0,0,0,0,0,0,0,3,0
promote,0,0,0,0,0,0,0,0,1,0
opportunity,0,0,0,0,0,5,0,0,0,0
product,0,0,0,0,0,1,0,0,0,0
slave,0,0,0,0,0,14,0,0,0,0
gold,0,0,0,0,0,42,0,0,0,0
potentially,0,0,1,0,0,0,0,0,0,0
profitable,2,0,0,0,0,0,0,0,0,0
underexploited,1,0,0,0,0,0,0,0,0,0
successful,5,0,0,0,0,0,0,0,0,0
geography,0,0,0,0,0,1,0,0,0,0
unquestionably,0,0,1,0,0,0,0,0,0,0
brilliant,3,0,0,0,0,0,0,0,0,0
tour,0,0,0,0,0,2,0,0,0,0
principality,0,0,0,0,0,1,0,0,0,0
close,4,0,2,0,0,1,0,0,3,0
appreciate,0,0,0,0,0,0,0,0,1,0
danger,0,0,0,0,0,3,0,0,0,0
translate,0,0,0,0,0,0,0,0,4,0
benefit,0,0,0,0,0,1,0,0,0,0
succeed,0,0,0,0,0,0,0,0,10,0
reign,0,0,0,0,0,3,0,0,2,0
success,0,0,0,0,0,6,0,0,0,0
induce,0,0,0,0,0,0,0,0,1,0
tradition,0,0,0,0,0,3,0,0,0,0
important,9,0,0,0,0,0,0,0,0,0
rounding,0,0,0,0,0,2,0,0,0,0
overcome,0,0,0,0,0,0,0,0,3,0
superstition,0,0,0,0,0,1,0,0,0,0
deter,0,0,0,0,0,0,0,0,1,0
seaman,0,0,0,0,0,5,0,0,0,0
good,6,0,0,0,0,4,0,0,0,0
exaggeration,0,0,0,0,0,2,0,0,0,0
vagueness,0,0,0,0,0,1,0,0,0,0
sailing,0,0,0,0,0,3,0,0,0,0
direction,0,0,0,0,0,3,0,0,0,0
source,0,0,0,0,0,10,0,0,0,0
mistakenly,0,0,2,0,0,0,0,0,0,0
recently,0,0,1,0,0,0,0,0,0,0
gain,0,0,0,0,0,1,0,0,19,0
reluctant,1,0,0,0,0,0,0,0,0,0
economic,2,0,0,0,0,0,0,0,0,0
liability,0,0,0,0,0,1,0,0,0,0
possession,0,0,0,0,0,5,0,0,0,0
neighbour,0,0,0,0,0,1,0,0,1,0
ensure,0,0,0,0,0,0,0,0,2,0
revenue,0,0,0,0,0,3,0,0,0,0
oppose,0,0,0,0,0,0,0,0,3,0
disaster,0,0,0,0,0,5,0,0,0,0
show,0,0,0,0,0,0,0,0,9,0
poor,7,0,0,0,0,0,0,0,0,0
generalship,0,0,0,0,0,1,0,0,0,0
mismanage,0,0,0,0,0,0,0,0,1,0
unable,3,0,0,0,0,0,0,0,0,0
reembark,0,0,0,0,0,0,0,0,1,0
hostage,0,0,0,0,0,3,0,0,0,0
exchange,0,0,0,0,0,1,0,0,1,0
broken,1,0,0,0,0,0,0,0,0,0
surrender,0,0,0,0,0,1,0,0,1,0
feel,0,0,0,0,0,0,0,0,5,0
grave,3,0,0,0,0,0,0,0,0,0
charge,0,0,0,0,0,11,0,0,3,0
conscience,0,0,0,0,0,1,0,0,0,0
shortly,0,0,3,0,0,0,0,0,0,0
heir,0,0,0,0,0,3,0,0,0,0
assume,0,0,0,0,0,0,0,0,4,0
regency,0,0,0,0,0,1,0,0,0,0
bitter,3,0,0,0,0,0,0,0,0,0
opposition,0,0,0,0,0,2,0,0,0,0
mother,0,0,0,0,0,3,0,0,0,0
willingly,0,0,1,0,0,0,0,0,0,0
regent,0,0,0,0,0,2,0,0,0,0
harmony,0,0,0,0,0,1,0,0,0,0
caravel,0,0,0,0,0,7,0,0,0,0
dust,0,0,0,0,0,1,0,0,0,0
silence,0,0,0,0,0,0,0,0,1,0
criticism,0,0,0,0,0,1,0,0,0,0
waste,0,0,0,0,0,0,0,0,1,0
profitless,1,0,0,0,0,0,0,0,0,0
voyager,0,0,0,0,0,3,0,0,0,0
mouth,0,0,0,0,0,17,0,0,0,0
branch,0,0,0,0,0,3,0,0,0,0
sufficiently,0,0,2,0,0,0,0,0,0,0
building,0,0,0,0,0,2,0,0,0,0
fort,0,0,0,0,0,3,0,0,0,0
warehouse,0,0,0,0,0,1,0,0,0,0
attain,0,0,0,0,0,0,0,0,2,0
legal,1,0,0,0,0,0,0,0,0,0
majority,0,0,0,0,0,3,0,0,0,0
embittered,3,0,0,0,0,0,0,0,0,0
presently,0,0,1,0,0,0,0,0,0,0
marry,0,0,0,0,0,0,0,0,8,0
turn,0,0,0,0,0,5,0,0,22,0
youth,0,0,0,0,0,7,0,0,0,0
obvious,1,0,0,0,0,0,0,0,0,0
reluctance,0,0,0,0,0,1,0,0,0,0
armed,1,0,0,0,0,0,0,0,0,0
conflict,0,0,0,0,0,4,0,0,0,0
inevitable,1,0,0,0,0,0,0,0,0,0
background,0,0,0,0,0,2,0,0,0,0
skirmish,0,0,0,0,0,3,0,0,0,0
chance,0,0,0,0,0,4,0,0,0,0
shot,0,0,0,0,0,1,0,0,0,0
crossbowman,0,0,0,0,0,1,0,0,0,0
hand,0,0,0,0,0,6,0,0,0,0
declare,0,0,0,0,0,0,0,0,3,0
hero,0,0,0,0,0,3,0,0,0,0
explain,0,0,0,0,0,0,0,0,3,0
writing,0,0,0,0,0,2,0,0,0,0
lose,0,0,0,0,0,0,0,0,17,0
castle,0,0,0,0,0,2,0,0,0,0
sole,3,0,0,0,0,0,0,0,0,0
right,1,0,0,0,0,8,0,0,0,0
occasionally,0,0,1,0,0,0,0,0,0,0
arrange,0,0,0,0,0,0,0,0,2,0
marriage,0,0,0,0,0,1,0,0,0,0
sister,0,0,0,0,0,2,0,0,0,0
concentrate,0,0,0,0,0,0,0,0,3,0
minor,2,0,0,0,0,0,0,0,0,0
mainly,0,0,3,0,0,0,0,0,0,0
interested,3,0,0,0,0,0,0,0,0,0
sugar,0,0,0,0,0,2,0,0,0,0
contact,0,0,0,0,0,5,0,0,1,0
venetian,5,0,0,0,0,0,0,0,0,0
area,0,0,0,0,0,15,0,0,0,0
zeal,0,0,0,0,0,2,0,0,0,0
crusading,0,0,0,0,0,1,0,0,0,0
knight,0,0,0,0,0,1,0,0,1,0
errantry,0,0,0,0,0,1,0,0,0,0
resume,0,0,0,0,0,0,0,0,4,0
fighting,0,0,0,0,0,4,0,0,0,0
town,0,0,0,0,0,12,0,0,0,0
capitulate,0,0,0,0,0,0,0,0,1,0
term,0,0,0,0,0,5,0,0,0,0
uncle,0,0,0,0,0,3,0,0,0,0
leniency,0,0,0,0,0,1,0,0,0,0
live,0,0,0,0,0,0,0,0,9,0
farth,2,0,0,0,0,0,0,0,0,0
lifetime,0,0,0,0,0,2,0,0,0,0
probably,0,0,12,0,0,0,0,0,0,0
pace,0,0,0,0,0,2,0,0,0,0
accelerate,0,0,0,0,0,0,0,0,1,0
markedly,0,0,1,0,0,0,0,0,0,0
suggest,0,0,0,0,0,0,0,0,6,0
reputation,0,0,0,0,0,6,0,0,0,0
patron,0,0,0,0,0,5,0,0,0,0
exaggerate,0,0,0,0,0,0,0,0,2,0
unremitting,1,0,0,0,0,0,0,0,0,0
obsession,0,0,0,0,0,2,0,0,0,0
fall,0,0,0,0,0,4,0,0,9,0
garner,0,0,0,0,0,0,0,0,1,0
convert,0,0,0,0,0,0,0,0,4,0
voice,0,0,0,0,0,0,0,0,1,0
unsupported,1,0,0,0,0,0,0,0,0,0
action,0,0,0,0,0,4,0,0,0,0
champion,0,0,0,0,0,2,0,0,0,0
advancement,0,0,0,0,0,1,0,0,0,0
science,0,0,0,0,0,1,0,0,0,0
evidence,0,0,0,0,0,9,0,0,0,0
commission,0,0,0,0,0,5,0,0,6,0
chronicle,0,0,0,0,0,1,0,0,0,0
heroic,1,0,0,0,0,0,0,0,0,0
image,0,0,0,0,0,3,0,0,0,0
vivid,2,0,0,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,12,0
persian,5,0,0,0,0,0,0,0,0,0
language,0,0,0,0,0,7,0,0,0,0
enter,0,0,0,0,0,0,0,0,16,0
partnership,0,0,0,0,0,4,0,0,0,0
apparently,0,0,6,0,0,0,0,0,0,0
woman,0,0,0,0,0,5,0,0,0,0
northwest,1,0,2,0,0,1,0,0,0,0
mile,0,0,0,0,0,18,0,0,0,0
suburb,0,0,0,0,0,1,0,0,0,0
modern,17,0,0,0,0,0,0,0,0,0
regard,0,0,0,0,0,0,0,0,2,0
resting,0,0,0,0,0,1,0,0,0,0
shrine,0,0,0,0,0,2,0,0,0,0
sacred,1,0,0,0,0,0,0,0,0,0
cannibalism,0,0,0,0,0,1,0,0,0,0
pepper,0,0,0,0,0,1,0,0,0,0
delta,0,0,0,0,0,2,0,0,0,0
prosperous,1,0,0,0,0,0,0,0,0,0
extreme,3,0,0,0,0,0,0,0,0,0
include,0,0,0,0,0,0,0,0,18,0
make,0,0,0,0,0,0,0,0,4,0
arrive,0,0,0,0,0,0,0,0,24,0
penance,0,0,0,0,0,1,0,0,0,0
renounce,0,0,0,0,0,0,0,0,2,0
secretary,0,0,0,0,0,3,0,0,0,0
humanist,0,0,0,0,0,3,0,0,0,0
narrative,0,0,0,0,0,3,0,0,0,0
record,0,0,0,0,0,3,0,0,3,0
valuable,4,0,0,0,0,0,0,0,0,0
english,11,0,0,0,0,0,0,0,0,0
translation,0,0,0,0,0,5,0,0,0,0
edit,0,0,0,0,0,0,0,0,1,0
fifteenth,1,0,0,0,0,0,0,0,0,0
knowledge,0,0,0,0,0,11,0,0,0,0
past,0,3,0,0,0,0,0,0,0,0
outflowing,1,0,0,0,0,0,0,0,0,0
westernmost,1,0,0,0,0,0,0,0,0,0
choose,0,0,0,0,0,0,0,0,7,0
mean,0,0,0,0,0,1,0,0,2,0
headland,0,0,0,0,0,1,0,0,0,0
tall,1,0,0,0,0,0,0,0,0,0
tree,0,0,0,0,0,1,0,0,0,0
fragrant,1,0,0,0,0,0,0,0,0,0
vegetation,0,0,0,0,0,3,0,0,0,0
crew,0,0,0,0,0,16,0,0,1,0
repulse,0,0,0,0,0,0,0,0,1,0
local,10,0,0,0,0,0,0,0,0,0
form,0,0,0,0,0,1,0,0,5,0
flag,0,0,0,0,0,5,0,0,0,0
vessel,0,0,0,0,0,14,0,0,0,0
write,0,0,0,0,0,0,0,0,10,0
obtain,0,0,0,0,0,0,0,0,5,0
permission,0,0,0,0,0,6,0,0,0,0
ascend,0,0,0,0,0,0,0,0,3,0
company,0,0,0,0,0,7,0,0,0,0
uninhabited,1,0,0,0,0,0,0,0,0,0
contain,0,0,0,0,0,0,0,0,4,0
thorough,2,0,0,0,0,0,0,0,0,0
study,0,0,0,0,0,3,0,0,2,0
senegambian,1,0,0,0,0,0,0,0,0,0
ethnography,0,0,0,0,0,1,0,0,0,0
slavery,0,0,0,0,0,1,0,0,0,0
credit,0,0,0,0,0,2,0,0,6,0
create,0,0,0,0,0,0,0,0,7,0
portolan,1,0,0,0,0,0,0,0,0,0
official,5,0,0,0,0,9,0,0,0,0
shipowner,0,0,0,0,0,1,0,0,0,0
owner,0,0,0,0,0,1,0,0,0,0
prepare,0,0,0,0,0,0,0,0,8,0
procure,0,0,0,0,0,0,0,0,2,0
pilot,0,0,0,0,0,10,0,0,0,0
suggestion,0,0,0,0,0,2,0,0,0,0
course,0,0,0,0,0,6,0,0,0,0
rejoin,0,0,0,0,0,0,0,0,3,0
separated,1,0,0,0,0,0,0,0,0,0
main,9,0,0,0,0,0,0,0,0,0
week,0,0,0,0,0,5,0,0,0,0
capable,1,0,0,0,0,0,0,0,0,0
late,10,0,2,0,0,0,0,0,0,0
brazilian,2,0,0,0,0,0,0,0,0,0
cape,0,0,0,0,0,3,0,0,0,0
estuary,0,0,0,0,0,3,0,0,0,0
additional,5,0,0,0,0,0,0,0,0,0
have,0,0,0,0,0,0,0,0,15,0
see,0,0,0,0,0,0,0,0,8,0
viceroy,0,0,0,0,0,14,0,0,0,0
achieve,0,0,0,0,0,0,0,0,3,0
conquer,0,0,0,0,0,0,0,0,14,0
powerful,6,0,0,0,0,0,0,0,0,0
construct,0,0,0,0,0,0,0,0,2,0
destroy,0,0,0,0,0,0,0,0,3,0
determine,0,0,0,0,0,0,0,0,4,0
paramount,1,0,0,0,0,0,0,0,0,0
monopolize,0,0,0,0,0,0,0,0,2,0
erect,0,0,0,0,0,0,0,0,9,0
fortify,0,0,0,0,0,0,0,0,5,0
post,0,0,0,0,0,11,0,0,1,0
forceful,1,0,0,0,0,0,0,0,0,0
treaty,0,0,0,0,0,3,0,0,0,0
conclude,0,0,0,0,0,0,0,0,5,0
egyptian,3,0,0,0,0,0,0,0,0,0
ally,0,0,0,0,0,5,0,0,0,0
challenge,0,0,0,0,0,1,0,0,2,0
dominance,0,0,0,0,0,1,0,0,0,0
burn,0,0,0,0,0,0,0,0,4,0
pillage,0,0,0,0,0,0,0,0,1,0
combine,0,0,0,0,0,0,0,0,4,0
supersede,0,0,0,0,0,0,0,0,2,0
legality,0,0,0,0,0,1,0,0,0,0
imprison,0,0,0,0,0,0,0,0,8,0
rabbinic,1,0,0,0,0,0,0,0,0,0
author,0,0,0,0,0,3,0,0,0,0
commentary,0,0,0,0,0,1,0,0,0,0
codification,0,0,0,0,0,1,0,0,0,0
jewish,7,0,0,0,0,0,0,0,0,0
incorporate,0,0,0,0,0,0,0,0,1,0
literal,1,0,0,0,0,0,0,0,0,0
explanation,0,0,0,0,0,4,0,0,0,0
medieval,2,0,0,0,0,0,0,0,0,0
commentator,0,0,0,0,0,1,0,0,0,0
cite,0,0,0,0,0,0,0,0,2,0
ruling,0,0,0,0,0,1,0,0,0,0
philosopher,0,0,0,0,0,1,0,0,0,0
standard,1,0,0,0,0,0,0,0,0,0
printing,0,0,0,0,0,1,0,0,0,0
publish,0,0,0,0,0,0,0,0,5,0
edition,0,0,0,0,0,3,0,0,0,0
remember,0,0,0,0,0,0,0,0,2,0
celebrated,1,0,0,0,0,0,0,0,0,0
letter,0,0,0,0,0,29,0,0,0,0
describe,0,0,0,0,0,0,0,0,5,0
invaluable,1,0,0,0,0,0,0,0,0,0
description,0,0,0,0,0,2,0,0,0,0
custom,0,0,0,0,0,6,0,0,0,0
community,0,0,0,0,0,6,0,0,0,0
title,0,0,0,0,0,15,0,0,0,0
continuously,0,0,2,0,0,0,0,0,0,0
act,0,0,0,0,0,1,0,0,3,0
spiritual,2,0,0,0,0,0,0,0,0,0
head,0,0,0,0,0,5,0,0,6,0
lay,0,0,0,0,0,0,0,0,6,0
groundwork,0,0,0,0,0,1,0,0,0,0
british,2,0,0,0,0,0,0,0,0,0
exact,2,0,0,0,0,0,0,0,0,0
detail,0,0,0,0,0,2,0,0,0,0
subject,2,0,0,0,0,4,0,0,1,0
debate,0,0,0,0,0,4,0,0,1,0
controversy,0,0,0,0,0,4,0,0,0,0
cartographer,0,0,0,0,0,4,0,0,0,0
possibly,0,0,6,0,0,0,0,0,0,0
citizen,0,0,0,0,0,2,0,0,0,0
employ,0,0,0,0,0,0,0,0,3,0
mercantile,2,0,0,0,0,0,0,0,0,0
firm,0,0,0,0,0,3,0,0,0,0
technique,0,0,0,0,0,2,0,0,0,0
envisage,0,0,0,0,0,0,0,0,1,0
independently,0,0,1,0,0,0,0,0,0,0
possibility,0,0,0,0,0,2,0,0,0,0
circumvent,0,0,0,0,0,0,0,0,1,0
expensive,1,0,0,0,0,0,0,0,0,0
replete,1,0,0,0,0,0,0,0,0,0
middleman,0,0,0,0,0,1,0,0,0,0
whereabouts,0,0,0,0,0,1,0,0,0,0
northerly,1,0,0,0,0,0,0,0,0,0
short,7,0,2,0,0,0,0,0,0,0
low,3,0,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,8,0,0,0,0
issue,0,0,0,0,0,0,0,0,1,0
patent,0,0,0,0,0,2,0,0,0,0
authorize,0,0,0,0,0,0,0,0,3,0
merchandise,0,0,0,0,0,2,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,4,0
monopoly,0,0,0,0,0,3,0,0,0,0
news,0,0,0,0,0,10,0,0,0,0
recent,3,0,0,0,0,0,0,0,0,0
behalf,0,0,0,0,0,2,0,0,0,0
secure,0,0,0,0,0,0,0,0,9,0
shortage,0,0,0,0,0,2,0,0,0,0
food,0,0,0,0,0,5,0,0,0,0
inclement,1,0,0,0,0,0,0,0,0,0
weather,0,0,0,0,0,4,0,0,0,0
dispute,0,0,0,0,0,3,0,0,5,0
north,6,0,11,0,0,4,0,0,0,0
morning,0,0,0,0,0,1,0,0,0,0
landing,0,0,0,0,0,3,0,0,0,0
definitely,0,0,1,0,0,0,0,0,0,0
likely,2,0,1,0,0,0,0,0,0,0
variously,0,0,2,0,0,0,0,0,0,0
ashore,0,0,3,0,0,0,0,0,0,0
notice,0,0,0,0,0,0,0,0,1,0
sign,0,0,0,0,0,6,0,0,1,0
inhabit,0,0,0,0,0,0,0,0,1,0
unfurl,0,0,0,0,0,0,0,0,1,0
conduct,0,0,0,0,0,3,0,0,1,0
coastline,0,0,0,0,0,2,0,0,0,0
feature,0,0,0,0,0,1,0,0,0,0
respectively,0,0,3,0,0,0,0,0,0,0
mistaken,1,0,0,0,0,0,0,0,0,0
belief,0,0,0,0,0,4,0,0,0,0
northeast,4,0,0,0,0,0,0,0,0,0
excellent,1,0,0,0,0,0,0,0,0,0
climate,0,0,0,0,0,1,0,0,0,0
temperate,2,0,0,0,0,0,0,0,0,0
covered,1,0,0,0,0,0,0,0,0,0
fish,0,0,0,0,0,2,0,0,0,0
dependence,0,0,0,0,0,1,0,0,0,0
midst,0,0,0,0,0,2,0,0,0,0
welcome,0,0,0,0,0,2,0,0,4,0
announce,0,0,0,0,0,0,0,0,2,0
plan,0,0,0,0,0,10,0,0,3,0
reputed,1,0,0,0,0,0,0,0,0,0
gem,0,0,0,0,0,2,0,0,0,0
gift,0,0,0,0,0,4,0,0,0,0
grant,0,0,0,0,0,3,0,0,9,0
annual,2,0,0,0,0,0,0,0,0,0
pension,0,0,0,0,0,4,0,0,1,0
receive,0,0,0,0,0,0,0,0,26,0
consist,0,0,0,0,0,0,0,0,6,0
damage,0,0,0,0,0,0,0,0,3,0
anchorage,0,0,0,0,0,1,0,0,0,0
hit,0,0,0,0,0,0,0,0,1,0
severe,4,0,0,0,0,0,0,0,0,0
storm,0,0,0,0,0,5,0,0,0,0
scanty,1,0,0,0,0,0,0,0,0,0
contradictory,1,0,0,0,0,0,0,0,0,0
event,0,0,0,0,0,7,0,0,0,0
dead,2,0,0,0,0,0,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,2,0
viability,0,0,0,0,0,1,0,0,0,0
entrust,0,0,0,0,0,0,0,0,3,0
shipping,0,0,0,0,0,3,0,0,0,0
accession,0,0,0,0,0,1,0,0,0,0
ascertain,0,0,0,0,0,0,0,0,1,0
limit,0,0,0,0,0,3,0,0,1,0
stone,0,0,0,0,0,4,0,0,0,0
pillar,0,0,0,0,0,6,0,0,0,0
padrões,0,0,0,0,0,0,0,0,0,2
stake,0,0,0,0,0,1,0,0,1,0
crown,0,0,0,0,0,14,0,0,0,0
upstream,0,0,1,0,0,0,0,0,0,0
inhabitant,0,0,0,0,0,6,0,0,0,0
bank,0,0,0,0,0,3,0,0,0,0
willing,1,0,0,0,0,0,0,0,0,0
ennoble,0,0,0,0,0,0,0,0,2,0
annuity,0,0,0,0,0,1,0,0,0,0
add,0,0,0,0,0,0,0,0,2,0
coat,0,0,0,0,0,3,0,0,0,0
arm,0,0,0,0,0,5,0,0,1,0
memory,0,0,0,0,0,2,0,0,0,0
marker,0,0,0,0,0,5,0,0,0,0
disappoint,0,0,0,0,0,0,0,0,2,0
hear,0,0,0,0,0,0,0,0,4,0
usually,0,0,3,0,0,0,0,0,0,0
consider,0,0,0,0,0,0,0,0,7,0
succession,0,0,0,0,0,1,0,0,0,0
pioneer,0,0,0,0,0,3,0,0,0,0
progressively,0,0,1,0,0,0,0,0,0,0
virtually,0,0,2,0,0,0,0,0,0,0
suppose,0,0,0,0,0,0,0,0,6,0
unproved,1,0,0,0,0,0,0,0,0,0
rank,0,0,0,0,0,5,0,0,0,0
comparatively,0,0,1,0,0,0,0,0,0,0
modest,1,0,0,0,0,0,0,0,0,0
squire,0,0,0,0,0,5,0,0,0,0
household,0,0,0,0,0,2,0,0,0,0
ascribe,0,0,0,0,0,0,0,0,1,0
foundation,0,0,0,0,0,2,0,0,0,0
successively,0,0,1,0,0,0,0,0,0,0
start,0,0,0,0,0,1,0,0,3,0
padrõe,0,0,0,0,0,1,0,0,0,0
overlordship,0,0,0,0,0,1,0,0,0,0
identify,0,0,0,0,0,0,0,0,5,0
locate,0,0,0,0,0,0,0,0,3,0
associate,0,0,0,0,0,1,0,0,2,0
supply,0,0,0,0,0,3,0,0,4,0
black,2,0,0,0,0,0,0,0,0,0
departure,0,0,0,0,0,4,0,0,0,0
say,0,0,0,0,0,0,0,0,17,0
contemporary,1,0,0,0,0,3,0,0,0,0
spot,0,0,0,0,0,2,0,0,2,0
feast,0,0,0,0,0,2,0,0,0,0
companion,0,0,0,0,0,9,0,0,0,0
flee,0,0,0,0,0,0,0,0,3,0
unwilling,1,0,0,0,0,0,0,0,0,0
opinion,0,0,0,0,0,1,0,0,0,0
unanimously,0,0,1,0,0,0,0,0,0,0
favour,0,0,0,0,0,5,0,0,3,0
agree,0,0,0,0,0,0,0,0,3,0
certainly,0,0,7,0,0,0,0,0,0,0
face,0,0,0,0,0,1,0,0,2,0
strong,2,0,0,0,0,0,0,0,0,0
adverse,3,0,0,0,0,0,0,0,0,0
current,0,0,0,0,0,4,0,0,0,0
rename,0,0,0,0,0,0,0,0,5,0
attribute,0,0,0,0,0,0,0,0,7,0
little,13,0,1,0,0,0,0,0,0,0
retrieve,0,0,0,0,0,0,0,0,1,0
stand,0,0,0,0,0,0,0,0,3,0
reception,0,0,0,0,0,2,0,0,0,0
pende,0,0,0,0,0,0,0,0,1,0
celebrate,0,0,0,0,0,0,0,0,4,0
member,0,0,0,0,0,6,0,0,0,0
grandson,0,0,0,0,0,1,0,0,0,0
govern,0,0,0,0,0,0,0,0,3,0
transatlantic,2,0,0,0,0,0,0,0,0,0
master,0,0,0,0,0,9,0,0,0,0
step,0,0,0,0,0,1,0,0,0,0
exploitation,0,0,0,0,0,2,0,0,0,0
ample,1,0,0,0,0,0,0,0,0,0
birth,0,0,0,0,0,3,0,0,0,0
monarch,0,0,0,0,0,6,0,0,0,0
quest,0,0,0,0,0,2,0,0,0,0
undoubtedly,0,0,2,0,0,0,0,0,0,0
buoy,0,0,0,0,0,0,0,0,1,0
bestow,0,0,0,0,0,0,0,0,2,0
inscribe,0,0,0,0,0,0,0,0,1,0
