word,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PRON,PUNCT,SCONJ,VERB
tightly,0,0,2,0,0,0,0,0,0,0,0,0,0
green,6,0,0,0,0,0,0,2,0,0,0,0,0
bud,0,0,0,0,0,0,0,1,0,0,0,0,0
somber,1,0,0,0,0,0,0,0,0,0,0,0,0
piece,0,0,0,0,0,0,0,5,0,0,0,0,0
heavy,6,0,0,0,0,0,0,0,0,0,0,0,0
weight,0,0,0,0,0,0,0,1,0,0,0,0,1
dead,6,0,1,0,0,0,0,0,0,0,0,0,0
man,0,0,0,0,0,0,0,20,0,0,0,0,0
lovely,5,0,0,0,0,0,0,0,0,0,0,0,0
lively,2,0,1,0,0,0,0,0,0,0,0,0,0
coin,0,0,0,0,0,0,0,2,0,0,0,0,0
jingle,0,0,0,0,0,0,0,0,0,0,0,0,1
quarter,0,0,0,0,0,0,0,1,0,0,0,0,0
smooth,2,0,0,0,0,0,0,0,0,0,0,0,0
pebble,0,0,0,0,0,0,0,1,0,0,0,0,0
hateful,2,0,0,0,0,0,0,0,0,0,0,0,0
bitter,3,0,0,0,0,0,0,0,0,0,0,0,0
odored,1,0,0,0,0,0,0,0,0,0,0,0,0
penny,0,0,0,0,0,0,0,8,0,0,0,0,0
contract,0,0,0,0,0,0,0,0,0,0,0,0,1
pay,0,0,0,0,0,0,0,0,0,0,0,0,6
fly,0,0,0,0,0,0,0,4,0,0,0,0,3
carnage,0,0,0,0,0,0,0,1,0,0,0,0,0
heaven,0,0,0,0,0,0,0,3,0,0,0,0,0
pride,0,0,0,0,0,0,0,3,0,0,0,0,0
sit,0,0,0,0,0,0,0,0,0,0,0,0,17
count,0,0,0,0,0,0,0,0,0,0,0,0,6
tabulate,0,0,0,0,0,0,0,0,0,0,0,0,1
head,0,0,0,0,0,0,0,15,0,0,0,0,1
figure,0,0,0,0,0,0,0,1,0,0,0,0,2
slowly,0,0,3,0,0,0,0,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,0,0,0,0,0,5
track,0,0,0,0,0,0,0,1,0,0,0,0,0
accord,0,0,0,0,0,0,0,0,0,0,0,0,3
calculation,0,0,0,0,0,0,0,1,0,0,0,0,0
wrong,5,0,0,0,0,0,0,1,0,0,0,0,0
mess,0,0,0,0,0,0,0,0,0,0,0,0,1
thirteen,0,0,0,0,0,0,0,0,1,0,0,0,0
fall,0,0,0,0,0,0,0,0,0,0,0,0,5
somebody,0,0,0,0,0,0,0,0,0,4,0,0,0
cemetery,0,0,0,0,0,0,0,2,0,0,0,0,0
dream,0,0,0,0,0,0,0,2,0,0,0,0,3
thirteenth,1,0,0,0,0,0,0,2,0,0,0,0,0
true,6,0,1,0,0,0,0,0,0,0,0,0,0
spend,0,0,0,0,0,0,0,0,0,0,0,0,6
subtract,0,0,0,0,0,0,0,0,0,0,0,0,1
ingredient,0,0,0,0,0,0,0,1,0,0,0,0,0
expensive,2,0,0,0,0,0,0,0,0,0,0,0,0
obtain,0,0,0,0,0,0,0,0,0,0,0,0,1
state,0,0,0,0,0,0,0,1,0,0,0,0,0
law,0,0,0,0,0,0,0,2,0,0,0,0,0
forbid,0,0,0,0,0,0,0,0,0,0,0,0,2
bottle,0,0,0,0,0,0,0,8,0,0,0,0,0
day,0,0,0,0,0,0,0,27,0,0,0,0,0
complete,2,0,0,0,0,0,0,0,0,0,0,0,2
prosaic,1,0,0,0,0,0,0,0,0,0,0,0,0
shopping,0,0,0,0,0,0,0,1,0,0,0,0,0
set,0,0,0,0,0,0,0,1,0,0,0,0,6
business,0,0,0,0,0,0,0,3,0,0,0,0,0
address,0,0,0,0,0,0,0,2,0,0,0,0,0
sinful,1,0,0,0,0,0,0,0,0,0,0,0,0
quote,0,0,0,0,0,0,0,0,0,0,0,0,1
public,1,0,0,0,0,0,0,0,0,0,0,0,0
opinion,0,0,0,0,0,0,0,1,0,0,0,0,0
fish,0,0,0,0,0,0,0,6,0,0,0,0,1
fry,0,0,0,0,0,0,0,1,0,0,0,0,7
dance,0,0,0,0,0,0,0,2,0,0,0,0,7
river,0,0,0,0,0,0,0,7,0,0,0,0,0
errand,0,0,0,0,0,0,0,2,0,0,0,0,0
previous,1,0,0,0,0,0,0,0,0,0,0,0,0
dealing,0,0,0,0,0,0,0,1,0,0,0,0,0
wife,0,0,0,0,0,0,0,7,0,0,0,0,0
iodine,0,0,0,0,0,0,0,1,0,0,0,0,0
indian,1,0,0,0,0,0,0,0,0,0,0,0,0
brassy,1,0,0,0,0,0,0,0,0,0,0,0,0
peroxided,1,0,0,0,0,0,0,0,0,0,0,0,0
tired,2,0,0,0,0,0,0,0,0,0,0,0,0
disposition,0,0,0,0,0,0,0,2,0,0,0,0,0
actually,0,0,3,0,0,0,0,0,0,0,0,0,0
lay,0,0,0,0,0,0,0,0,0,0,0,0,2
husband,0,0,0,0,0,0,0,4,0,0,0,0,0
giant,0,0,0,0,0,0,0,3,0,0,0,0,0
razor,0,0,0,0,0,0,0,1,0,0,0,0,0
scar,0,0,0,0,0,0,0,3,0,0,0,0,0
cheek,0,0,0,0,0,0,0,5,0,0,0,0,0
gloomy,1,0,0,0,0,0,0,0,0,0,0,0,0
laugh,0,0,0,0,0,0,0,0,0,0,0,0,14
approach,0,0,0,0,0,0,0,0,0,0,0,0,3
large,9,0,0,0,0,0,0,0,0,0,0,0,0
log,0,0,0,0,0,0,0,2,0,0,0,0,0
cabin,0,0,0,0,0,0,0,1,0,0,0,0,0
festoon,0,0,0,0,0,0,0,0,0,0,0,0,1
inside,0,5,2,0,0,0,0,0,0,0,0,0,0
chain,0,0,0,0,0,0,0,2,0,0,0,0,0
garish,1,0,0,0,0,0,0,0,0,0,0,0,0
gay,0,0,0,0,0,0,0,1,0,0,0,0,0
naked,1,0,0,0,0,0,0,0,0,0,0,0,0
light,3,0,0,0,0,0,0,9,0,0,0,0,3
bulb,0,0,0,0,0,0,0,4,0,0,0,0,0
muddy,2,0,0,0,0,0,0,0,0,0,0,0,0
shade,0,0,0,0,0,0,0,1,0,0,0,0,0
moss,0,0,0,0,0,0,0,1,0,0,0,0,0
drift,0,0,0,0,0,0,0,0,0,0,0,0,4
branch,0,0,0,0,0,0,0,3,0,0,0,0,0
mist,0,0,0,0,0,0,0,1,0,0,0,0,0
step,0,0,0,0,0,0,0,2,0,0,0,0,1
slow,0,0,0,0,0,0,0,0,0,0,0,0,1
prance,0,0,0,0,0,0,0,0,0,0,0,0,2
stick,0,0,0,0,0,0,0,1,0,0,0,0,0
close,0,0,2,0,0,0,0,0,0,0,0,0,1
murder,0,0,0,0,0,0,0,1,0,0,0,0,1
cut,0,0,0,0,0,0,0,0,0,0,0,0,4
hit,0,0,0,0,0,0,0,0,0,0,0,0,4
case,0,0,0,0,0,0,0,2,0,0,0,0,0
court,0,0,0,0,0,0,0,1,0,0,0,0,0
month,0,0,0,0,0,0,0,2,0,0,0,0,0
naturally,0,0,2,0,0,0,0,0,0,0,0,0,0
going,0,0,0,0,0,0,0,1,0,0,0,0,0
night,0,0,0,0,0,0,0,11,0,0,0,0,0
cast,0,0,0,0,0,0,0,0,0,0,0,0,2
crazy,4,0,0,0,0,0,0,0,0,0,0,0,0
pattern,0,0,0,0,0,0,0,2,0,0,0,0,0
victrola,0,0,0,0,0,0,0,1,0,0,0,0,0
wail,0,0,0,0,0,0,0,1,0,0,0,0,1
daytime,0,0,0,0,0,0,0,1,0,0,0,0,0
shabby,1,0,0,0,0,0,0,0,0,0,0,0,0
deserted,1,0,0,0,0,0,0,0,0,0,0,0,0
knock,0,0,0,0,0,0,0,0,0,0,0,0,2
bark,0,0,0,0,0,0,0,0,0,0,0,0,3
footstep,0,0,0,0,0,0,0,3,0,0,0,0,0
open,3,0,0,0,0,0,0,0,0,0,0,0,5
overturn,0,0,0,0,0,0,0,0,0,0,0,0,1
smile,0,0,0,0,0,0,0,3,0,0,0,0,10
glower,0,0,0,0,0,0,0,0,0,0,0,0,1
tilted,1,0,0,0,0,0,0,0,0,0,0,0,0
demand,0,0,0,0,0,0,0,0,0,0,0,0,2
paralyzed,1,0,0,0,0,0,0,0,0,0,0,0,0
presently,0,0,2,0,0,0,0,0,0,0,0,0,0
half,2,0,2,0,0,1,0,3,0,0,0,0,0
voice,0,0,0,0,0,0,0,13,0,0,0,0,0
whispery,2,0,0,0,0,0,0,0,0,0,0,0,0
quart,0,0,0,0,0,0,0,1,0,0,0,0,0
fine,5,0,1,0,0,0,0,0,0,0,0,0,0
tilt,0,0,0,0,0,0,0,0,0,0,0,0,1
drinkin,0,0,0,0,0,0,0,0,0,0,0,0,1
make,0,0,0,0,0,0,0,0,0,0,0,0,5
sober,1,0,0,0,0,0,0,0,0,0,0,0,1
frown,0,0,0,0,0,0,0,0,0,0,0,0,1
waste,0,0,0,0,0,0,0,0,0,0,0,0,2
retreat,0,0,0,0,0,0,0,0,0,0,0,0,1
shadowed,1,0,0,0,0,0,0,0,0,0,0,0,0
second,4,0,0,0,0,0,0,4,0,0,0,0,0
appear,0,0,0,0,0,0,0,0,0,0,0,0,3
carry,0,0,0,0,0,0,0,0,0,0,0,0,6
daisy,1,0,0,0,0,0,0,0,0,0,0,0,0
yellow,2,0,0,0,0,0,0,0,0,0,0,0,0
unlabeled,1,0,0,0,0,0,0,0,0,0,0,0,0
liquor,0,0,0,0,0,0,0,2,0,0,0,0,0
demonstrate,0,0,0,0,0,0,0,0,0,0,0,0,1
sparkle,0,0,0,0,0,0,0,1,0,0,0,0,2
sunlight,0,0,0,0,0,0,0,1,0,0,0,0,0
suddenly,0,0,8,0,0,0,0,0,0,0,0,0,0
jangle,0,0,0,0,0,0,0,0,0,0,0,0,3
hand,0,0,0,0,0,0,0,26,0,0,0,0,5
fistful,0,0,0,0,0,0,0,1,0,0,0,0,0
dice,0,0,0,0,0,0,0,1,0,0,0,0,0
soften,0,0,0,0,0,0,0,0,0,0,0,0,1
propose,0,0,0,0,0,0,0,0,0,0,0,0,1
pour,0,0,0,0,0,0,0,0,0,0,0,0,2
instead,0,0,3,0,0,0,0,0,0,0,0,0,0
remark,0,0,0,0,0,0,0,1,0,0,0,0,1
extra,2,0,0,0,0,0,0,0,0,0,0,0,0
cup,0,0,0,0,0,0,0,2,0,0,0,0,0
stoke,0,0,0,0,0,0,0,0,0,0,0,0,1
coal,0,0,0,0,0,0,0,1,0,0,0,0,0
glow,0,0,0,0,0,0,0,0,0,0,0,0,1
pumpkin,0,0,0,0,0,0,0,1,0,0,0,0,0
eggbeater,0,0,0,0,0,0,0,1,0,0,0,0,0
whirl,0,0,0,0,0,0,0,0,0,0,0,0,4
spoon,0,0,0,0,0,0,0,1,0,0,0,0,0
spin,0,0,0,0,0,0,0,0,0,0,0,0,2
sweeten,0,0,0,0,0,0,0,0,0,0,0,0,2
air,0,0,0,0,0,0,0,4,0,0,0,0,0
melt,0,0,0,0,0,0,0,0,0,0,0,0,1
nose,0,0,0,0,0,0,0,3,0,0,0,0,0
odor,0,0,0,0,0,0,0,2,0,0,0,0,0
saturate,0,0,0,0,0,0,0,0,0,0,0,0,1
suffuse,0,0,0,0,0,0,0,0,0,0,0,0,1
world,0,0,0,0,0,0,0,7,0,0,0,0,0
puff,0,0,0,0,0,0,0,2,0,0,0,0,0
chimney,0,0,0,0,0,0,0,4,0,0,0,0,0
dampen,0,0,0,0,0,0,0,0,0,0,0,0,1
bask,0,0,0,0,0,0,0,0,0,0,0,0,1
sill,0,0,0,0,0,0,0,1,0,0,0,0,0
shelf,0,0,0,0,0,0,0,2,0,0,0,0,0
necessarily,0,0,1,0,0,0,0,0,0,0,0,0,0
neighbor,0,0,0,0,0,0,0,1,0,0,0,0,0
share,0,0,0,0,0,0,0,1,0,0,0,0,2
meet,0,0,0,0,0,0,0,0,0,0,0,0,3
maybe,0,0,12,0,0,0,0,0,0,0,0,0,0
strike,0,0,0,0,0,0,0,0,0,0,0,0,3
fancy,0,0,0,0,0,0,0,1,0,0,0,0,0
baptist,2,0,0,0,0,0,0,0,0,0,0,0,0
missionary,0,0,0,0,0,0,0,1,0,0,0,0,0
lecture,0,0,0,0,0,0,0,0,0,0,0,0,1
knife,0,0,0,0,0,0,0,5,0,0,0,0,0
grinder,0,0,0,0,0,0,0,2,0,0,0,0,0
twice,0,0,5,0,0,1,0,0,0,0,0,0,0
driver,0,0,0,0,0,0,0,2,0,0,0,0,0
bus,0,0,0,0,0,0,0,11,0,0,0,0,0
exchange,0,0,0,0,0,0,0,0,0,0,0,0,2
wave,0,0,0,0,0,0,0,2,0,0,0,0,0
pass,0,0,0,0,0,0,0,0,0,0,0,0,5
dust,0,0,0,0,0,0,0,2,0,0,0,0,1
cloud,0,0,0,0,0,0,0,5,0,0,0,0,0
whoosh,0,0,0,0,0,0,0,1,0,0,0,0,0
young,14,0,0,0,0,0,0,0,0,0,0,0,0
couple,0,0,0,0,0,0,0,2,0,0,0,0,0
carone,0,0,0,0,0,0,0,1,0,0,0,0,0
afternoon,0,0,0,0,0,0,0,5,0,0,0,0,0
break,0,0,0,0,0,0,0,0,0,0,0,0,2
outside,0,2,0,0,0,0,0,0,0,0,0,0,0
pleasant,2,0,0,0,0,0,0,0,0,0,0,0,0
chat,0,0,0,0,0,0,0,0,0,0,0,0,1
snap,0,0,0,0,0,0,0,0,0,0,0,0,2
shy,2,0,0,0,0,0,0,0,0,0,0,0,0
stranger,0,0,0,0,0,0,0,5,0,0,0,0,0
mere,2,0,0,0,0,0,0,0,0,0,0,0,0
acquaintance,0,0,0,0,0,0,0,1,0,0,0,0,0
scrapbook,0,0,0,0,0,0,0,1,0,0,0,0,0
thank,0,0,0,0,0,0,0,1,0,0,0,0,2
stationery,0,0,0,0,0,0,0,1,0,0,0,0,0
communication,0,0,0,0,0,0,0,1,0,0,0,0,0
post,0,0,0,0,0,0,0,3,0,0,0,0,0
card,0,0,0,0,0,0,0,6,0,0,0,0,0
feel,0,0,0,0,0,0,0,0,0,0,0,0,19
connected,1,0,0,0,0,0,0,0,0,0,0,0,0
eventful,1,0,0,0,0,0,0,0,0,0,0,0,0
sky,0,0,0,0,0,0,0,5,0,0,0,0,0
nude,1,0,0,0,0,0,0,0,0,0,0,0,0
fig,0,0,0,0,0,0,0,1,0,0,0,0,0
grate,0,0,0,0,0,0,0,0,0,0,0,0,1
yesterday,0,0,0,0,0,0,0,1,0,0,0,0,0
cart,0,0,0,0,0,0,0,0,0,0,0,0,1
office,0,0,0,0,0,0,0,2,0,0,0,0,0
cost,0,0,0,0,0,0,0,1,0,0,0,0,1
stamp,0,0,0,0,0,0,0,1,0,0,0,0,0
broke,1,0,0,0,0,0,0,0,0,0,0,0,0
depress,0,0,0,0,0,0,0,0,0,0,0,0,1
celebrate,0,0,0,0,0,0,0,0,0,0,0,0,1
inch,0,0,0,0,0,0,0,1,0,0,0,0,0
spoonful,0,0,0,0,0,0,0,1,0,0,0,0,0
chicory,0,0,0,0,0,0,0,2,0,0,0,0,0
flavored,1,0,0,0,0,0,0,0,0,0,0,0,0
strong,3,0,0,0,0,0,0,0,0,0,0,0,0
rest,0,0,0,0,0,0,0,4,0,0,0,0,0
divide,0,0,0,0,0,0,0,0,0,0,0,0,1
pair,0,0,0,0,0,0,0,5,0,0,0,0,0
awe,0,0,0,0,0,0,0,0,0,0,0,0,1
prospect,0,0,0,0,0,0,0,3,0,0,0,0,0
drink,0,0,0,0,0,0,0,0,0,0,0,0,4
straight,1,0,4,0,0,0,0,0,0,0,0,0,0
bring,0,0,0,0,0,0,0,0,0,0,0,0,9
screw,0,0,0,0,0,0,0,0,0,0,0,0,1
expression,0,0,0,0,0,0,0,1,0,0,0,0,0
sour,2,0,0,0,0,0,0,0,0,0,0,0,0
shudder,0,0,0,0,0,0,0,1,0,0,0,0,0
sing,0,0,0,0,0,0,0,0,0,0,0,0,8
different,1,0,1,0,0,0,0,0,0,0,0,0,0
song,0,0,0,0,0,0,0,1,0,0,0,0,0
simultaneously,0,0,1,0,0,0,0,0,0,0,0,0,0
word,0,0,0,0,0,0,0,6,0,0,0,0,0
strutter,0,0,0,0,0,0,0,1,0,0,0,0,0
ball,0,0,0,0,0,0,0,1,0,0,0,0,0
mean,3,0,0,0,0,0,0,0,0,0,0,0,15
tap,0,0,0,0,0,0,0,1,0,0,0,0,1
dancer,0,0,0,0,0,0,0,1,0,0,0,0,0
shadow,0,0,0,0,0,0,0,2,0,0,0,0,1
rollick,0,0,0,0,0,0,0,0,0,0,0,0,1
wall,0,0,0,0,0,0,0,2,0,0,0,0,0
rock,0,0,0,0,0,0,0,0,0,0,0,0,2
chinaware,0,0,0,0,0,0,0,1,0,0,0,0,0
giggle,0,0,0,0,0,0,0,0,0,0,0,0,2
unseen,1,0,0,0,0,0,0,0,0,0,0,0,0
tickle,0,0,0,0,0,0,0,0,0,0,0,0,2
paw,0,0,0,0,0,0,0,1,0,0,0,0,1
plow,0,0,0,0,0,0,0,0,0,0,0,0,1
grin,0,0,0,0,0,0,0,2,0,0,0,0,0
stretch,0,0,0,0,0,0,0,1,0,0,0,0,1
lip,0,0,0,0,0,0,0,3,0,0,0,0,0
sparky,1,0,0,0,0,0,0,0,0,0,0,0,0
crumble,0,0,0,0,0,0,0,0,0,0,0,0,1
carefree,1,0,0,0,0,0,0,0,0,0,0,0,0
waltz,0,0,0,0,0,0,0,0,0,0,0,0,2
hem,0,0,0,0,0,0,0,1,0,0,0,0,0
poor,9,0,0,0,0,0,0,0,0,0,0,0,0
skirt,0,0,0,0,0,0,0,2,0,0,0,0,0
pinch,0,0,0,0,0,0,0,0,0,0,0,0,1
party,0,0,0,0,0,0,0,6,0,0,0,0,0
squeak,0,0,0,0,0,0,0,0,0,0,0,0,2
angry,2,0,0,0,0,0,0,0,0,0,0,0,0
potent,1,0,0,0,0,0,0,0,0,0,0,0,0
scold,0,0,0,0,0,0,0,0,0,0,0,0,1
tongue,0,0,0,0,0,0,0,2,0,0,0,0,0
scald,0,0,0,0,0,0,0,0,0,0,0,0,1
listen,0,0,0,0,0,0,0,0,0,0,0,0,10
tumble,0,0,0,0,0,0,0,0,0,0,0,0,1
wrathful,1,0,0,0,0,0,0,0,0,0,0,0,0
tune,0,0,0,0,0,0,0,4,0,0,0,0,0
mind,0,0,0,0,0,0,0,6,0,0,0,0,2
feed,0,0,0,0,0,0,0,0,0,0,0,0,3
loony,1,0,0,0,0,0,0,0,0,0,0,0,0
road,0,0,0,0,0,0,0,7,0,0,0,0,0
ruination,0,0,0,0,0,0,0,1,0,0,0,0,0
brother,0,0,0,0,0,0,0,6,0,0,0,0,0
shame,0,0,0,0,0,0,0,4,0,0,0,0,0
scandal,0,0,0,0,0,0,0,1,0,0,0,0,0
humiliation,0,0,0,0,0,0,0,2,0,0,0,0,0
kneel,0,0,0,0,0,0,0,0,0,0,0,0,1
pray,0,0,0,0,0,0,0,0,0,0,0,0,3
gaze,0,0,0,0,0,0,0,0,0,0,0,0,1
chin,0,0,0,0,0,0,0,1,0,0,0,0,0
quiver,0,0,0,0,0,0,0,0,0,0,0,0,1
lift,0,0,0,0,0,0,0,0,0,0,0,0,3
blow,0,0,0,0,0,0,0,0,0,0,0,0,5
run,0,0,0,0,0,0,0,0,0,0,0,0,9
silent,5,0,0,0,0,0,0,0,0,0,0,0,0
chiming,0,0,0,0,0,0,0,1,0,0,0,0,0
clock,0,0,0,0,0,0,0,2,0,0,0,0,0
sputter,0,0,0,0,0,0,0,1,0,0,0,0,0
weep,0,0,0,0,0,0,0,0,0,0,0,0,2
pillow,0,0,0,0,0,0,0,4,0,0,0,0,0
wet,3,0,0,0,0,0,0,0,0,0,0,0,0
widow,0,0,0,0,0,0,0,2,0,0,0,0,0
handkerchief,0,0,0,0,0,0,0,2,0,0,0,0,0
shiver,0,0,0,0,0,0,0,0,0,0,0,0,3
despite,0,0,0,0,0,0,0,0,0,0,0,5,0
flannel,0,0,0,0,0,0,0,1,0,0,0,0,0
nightgown,0,0,0,0,0,0,0,1,0,0,0,0,0
smell,0,0,0,0,0,0,0,0,0,0,0,0,6
cough,0,0,0,0,0,0,0,1,0,0,0,0,2
syrup,0,0,0,0,0,0,0,2,0,0,0,0,0
tease,0,0,0,0,0,0,0,0,0,0,0,0,2
toe,0,0,0,0,0,0,0,2,0,0,0,0,0
foot,0,0,0,0,0,0,0,8,0,0,0,0,0
hiccup,0,0,0,0,0,0,0,0,0,0,0,0,2
fun,2,0,0,0,0,0,0,1,0,0,0,0,0
anybody,0,0,0,0,0,0,0,0,0,3,0,0,0
straighten,0,0,0,0,0,0,0,0,0,0,0,0,2
jump,0,0,0,0,0,0,0,0,0,0,0,0,5
lick,0,0,0,0,0,0,0,1,0,0,0,0,2
real,3,0,1,0,0,0,0,0,0,0,0,0,0
holly,0,0,0,0,0,0,0,3,0,0,0,0,0
berry,0,0,0,0,0,0,0,2,0,0,0,0,0
farth,2,0,0,0,0,0,0,0,0,0,0,0,0
wait,0,0,0,0,0,0,0,0,0,0,0,0,5
frozen,1,0,0,0,0,0,0,0,0,0,0,0,0
rime,0,0,0,0,0,0,0,1,0,0,0,0,0
luster,0,0,0,0,0,0,0,1,0,0,0,0,1
hot,9,0,0,0,0,0,0,0,0,0,0,0,0
horizon,0,0,0,0,0,0,0,2,0,0,0,0,0
burnish,0,0,0,0,0,0,0,0,0,0,0,0,1
silvered,1,0,0,0,0,0,0,0,0,0,0,0,0
turkey,0,0,0,0,0,0,0,8,0,0,0,0,0
renegade,0,0,0,0,0,0,0,1,0,0,0,0,0
hog,0,0,0,0,0,0,0,3,0,0,0,0,0
grunt,0,0,0,0,0,0,0,0,0,0,0,0,2
undergrowth,0,0,0,0,0,0,0,1,0,0,0,0,0
soon,0,0,8,0,0,0,0,0,0,0,0,0,0
knee,0,0,0,0,0,0,0,1,0,0,0,0,0
deep,1,0,1,0,0,0,0,0,0,0,0,0,0
rapid,0,0,1,0,0,0,0,0,0,0,0,0,0
water,0,0,0,0,0,0,0,7,0,0,0,0,1
abandon,0,0,0,0,0,0,0,0,0,0,0,0,3
wade,0,0,0,0,0,0,0,0,0,0,0,0,1
stream,0,0,0,0,0,0,0,1,0,0,0,0,0
paddle,0,0,0,0,0,0,0,0,0,0,0,0,1
complaint,0,0,0,0,0,0,0,1,0,0,0,0,0
swiftness,0,0,0,0,0,0,0,1,0,0,0,0,0
current,0,0,0,0,0,0,0,1,0,0,0,0,0
pneumonia,0,0,0,0,0,0,0,1,0,0,0,0,0
coldness,0,0,0,0,0,0,0,1,0,0,0,0,0
follow,0,0,0,0,0,0,0,0,0,0,0,0,4
equipment,0,0,0,0,0,0,0,1,0,0,0,0,0
hatchet,0,0,0,0,0,0,0,2,0,0,0,0,0
burlap,0,0,0,0,0,0,0,2,0,0,0,0,0
chastise,0,0,0,0,0,0,0,0,0,0,0,0,1
thorn,0,0,0,0,0,0,0,2,0,0,0,0,0
bur,0,0,0,0,0,0,0,1,0,0,0,0,1
brier,0,0,0,0,0,0,0,1,0,0,0,0,0
clothe,0,0,0,0,0,0,0,3,0,0,0,0,0
rusty,2,0,0,0,0,0,0,0,0,0,0,0,0
pine,0,0,0,0,0,0,0,3,0,0,0,0,0
needle,0,0,0,0,0,0,0,3,0,0,0,0,0
brilliant,2,0,0,0,0,0,0,0,0,0,0,0,0
gaudy,1,0,0,0,0,0,0,0,0,0,0,0,0
fungus,0,0,0,0,0,0,0,1,0,0,0,0,0
molt,0,0,0,0,0,0,0,0,0,0,0,0,1
feather,0,0,0,0,0,0,0,2,0,0,0,0,0
flash,0,0,0,0,0,0,0,1,0,0,0,0,0
flutter,0,0,0,0,0,0,0,1,0,0,0,0,0
ecstasy,0,0,0,0,0,0,0,2,0,0,0,0,0
shrilling,0,0,0,0,0,0,0,1,0,0,0,0,0
remind,0,0,0,0,0,0,0,0,0,0,0,0,3
south,0,0,0,0,0,0,0,1,0,0,0,0,0
path,0,0,0,0,0,0,0,2,0,0,0,0,0
unwind,0,0,0,0,0,0,0,0,0,0,0,0,1
lemony,1,0,0,0,0,0,0,0,0,0,0,0,0
pool,0,0,0,0,0,0,0,2,0,0,0,0,0
pitch,0,0,0,0,0,0,0,1,0,0,0,0,0
vine,0,0,0,0,0,0,0,3,0,0,0,0,0
tunnel,0,0,0,0,0,0,0,1,0,0,0,0,0
cross,0,0,0,0,0,0,0,0,0,0,0,0,1
disturbed,1,0,0,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,1,0,0,0,0,0
speckled,1,0,0,0,0,0,0,0,0,0,0,0,0
trout,0,0,0,0,0,0,0,1,0,0,0,0,0
froth,0,0,0,0,0,0,0,0,0,0,0,0,1
frog,0,0,0,0,0,0,0,1,0,0,0,0,0
size,0,0,0,0,0,0,0,1,0,0,0,0,0
plate,0,0,0,0,0,0,0,1,0,0,0,0,0
practice,0,0,0,0,0,0,0,0,0,0,0,0,1
belly,0,0,0,0,0,0,0,3,0,0,0,0,0
flop,0,0,0,0,0,0,0,1,0,0,0,0,1
beaver,0,0,0,0,0,0,0,1,0,0,0,0,0
workman,0,0,0,0,0,0,0,1,0,0,0,0,0
build,0,0,0,0,0,0,0,0,0,0,0,0,4
dam,0,0,0,0,0,0,0,1,0,0,0,0,0
shore,0,0,0,0,0,0,0,1,0,0,0,0,0
tremble,0,0,0,0,0,0,0,0,0,0,0,0,4
enthusiasm,0,0,0,0,0,0,0,2,0,0,0,0,0
ragged,1,0,0,0,0,0,0,0,0,0,0,0,0
shed,0,0,0,0,0,0,0,1,0,0,0,0,1
petal,0,0,0,0,0,0,0,1,0,0,0,0,0
inhale,0,0,0,0,0,0,0,0,0,0,0,0,1
ocean,0,0,0,0,0,0,0,3,0,0,0,0,0
scented,1,0,0,0,0,0,0,0,0,0,0,0,0
acre,0,0,0,0,0,0,0,1,0,0,0,0,0
holiday,0,0,0,0,0,0,0,2,0,0,0,0,0
prickly,2,0,0,0,0,0,0,0,0,0,0,0,0
leafed,1,0,0,0,0,0,0,0,0,0,0,0,0
red,13,0,0,0,0,0,0,0,0,0,0,0,0
shiny,2,0,0,0,0,0,0,0,0,0,0,0,0
chinese,1,0,0,0,0,0,0,0,0,0,0,0,0
crow,0,0,0,0,0,0,0,1,0,0,0,0,1
swoop,0,0,0,0,0,0,0,0,0,0,0,0,1
scream,0,0,0,0,0,0,0,0,0,0,0,0,1
sack,0,0,0,0,0,0,0,3,0,0,0,0,0
greenery,0,0,0,0,0,0,0,2,0,0,0,0,0
crimson,0,0,0,0,0,0,0,1,0,0,0,0,0
garland,0,0,0,0,0,0,0,0,0,0,0,0,1
dozen,0,0,0,0,0,0,0,4,0,0,0,0,0
choose,0,0,0,0,0,0,0,0,0,0,0,0,2
muse,0,0,0,0,0,0,0,0,0,0,0,0,1
tall,7,0,0,0,0,0,0,0,0,0,0,0,0
steal,0,0,0,0,0,0,0,0,0,0,0,0,5
star,0,0,0,0,0,0,0,10,0,0,0,0,0
pick,0,0,0,0,0,0,0,0,0,0,0,0,8
brave,1,0,0,0,0,0,0,0,0,0,0,0,0
handsome,2,0,0,0,0,0,0,0,0,0,0,0,0
brute,0,0,0,0,0,0,0,1,0,0,0,0,0
stroke,0,0,0,0,0,0,0,1,0,0,0,0,1
keel,0,0,0,0,0,0,0,0,0,0,0,0,1
creaking,1,0,0,0,0,0,0,0,0,0,0,0,0
rend,0,0,0,0,0,0,0,0,0,0,0,0,1
lug,0,0,0,0,0,0,0,0,0,0,0,0,2
trek,0,0,0,0,0,0,0,1,0,0,0,0,0
struggle,0,0,0,0,0,0,0,1,0,0,0,0,3
pant,0,0,0,0,0,0,0,0,0,0,0,0,1
strength,0,0,0,0,0,0,0,2,0,0,0,0,0
triumphant,1,0,0,0,0,0,0,0,0,0,0,0,0
huntsman,0,0,0,0,0,0,0,1,0,0,0,0,0
